voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.040631788062335396,-253632.24910552238,0.6132607321030816,-150,485758364775.57715,781.2429524777051,485758363994.33417,621776315.85027266,1.8203777850888163e+22,2.9103830456733704e-11,5.551115123125783e-16,0.0,781.24641262531145,-4.8141046704586188e-11,5.8207660920243671e-11,5.8208549091887107e-11,-150,-0.040631788062335396,-0.040631788062335396,-253632.24910552235,-253632.24910552238,0.6132607321030811,0.6132607321030816
-140,-0.03689740756738689,-230321.70723787727,0.8110619291493961,-140,442946802500.17462,767.37851764893298,442946801732.79608,577220748.70855033,1.8354737278762271e+22,2.9103830456733704e-11,4.440892098500626e-16,6.938893903907228e-18,767.38431288970878,-1.539213201340317e-11,5.8207660913467407e-11,5.8207660913467407e-11,-140,-0.03689740756738688,-0.03689740756738689,-230321.70723787724,-230321.70723787727,0.8110619291493966,0.8110619291493961
-130,-0.03322010989841361,-207367.53816669423,1.0594000674226,-130,407091395379.03882,757.57293575880976,407091394621.46588,537362643.4678303,1.0956730231548226e+23,2.9103830456733704e-11,1.9984014443252818e-15,0.0,757.58147553434458,4.3042902575507469e-11,8.2318063517006074e-11,1.1641709818377421e-10,-130,-0.03322010989841361,-0.03322010989841361,-207367.5381666942,-207367.53816669423,1.059400067422602,1.0594000674226
-120,-0.029622607017315693,-184911.52104289952,1.364879880202225,-120,377363263978.20911,752.21012750649129,377363263225.99896,501672671.21108073,7.4722213909542767e+22,8.731149137020111e-11,1.7763568394002505e-15,1.3877787807814457e-17,752.22169528767199,2.326494552562508e-11,8.2318063540963784e-11,1.1641798636219391e-10,-120,-0.029622607017315707,-0.029622607017315693,-184911.5210428996,-184911.52104289952,1.3648798802022233,1.364879880202225
-110,-0.026131712604398383,-163121.03696805023,1.732321368684004,-110,353047774280.09491,751.74962552860711,353047773528.34528,469634785.69323212,9.3248379705911274e+21,0.0,1.1102230246251565e-15,0.0,751.76429121685806,-7.4038553066202439e-12,5.8207660920243671e-11,5.8208549091887107e-11,-110,-0.026131712604398383,-0.026131712604398383,-163121.03696805023,-163121.03696805023,1.7323213686840029,1.732321368684004
-100,-0.022776083957934377,-142174.97245382698,2.1637276448416447,-100,333529875048.8147,756.73842577644507,333529874292.07629,440746582.55473042,6.1383485545105305e+21,0.0,8.881784197001252e-16,0.0,756.75596158550923,7.3272943268420931e-11,5.8207660913467407e-11,5.8207660913467407e-11,-100,-0.022776083957934377,-0.022776083957934377,-142174.97245382698,-142174.97245382698,2.1637276448416456,2.1637276448416447
-90,-0.0195833738090249,-122245.93960065006,2.6573969989925104,-90,318281382671.98584,767.82480942941697,318281381904.16101,414523441.75816077,2.7251603174116163e+22,5.820766091346741e-11,4.440892098500626e-15,1.0408340855860843e-17,767.84462776039754,7.5724315706793277e-11,6.5078143525076795e-11,8.7316820440719312e-11,-90,-0.01958337380902491,-0.0195833738090249,-122245.93960065012,-122245.93960065006,2.657396998992506,2.6573969989925104
-80,-0.016577184152277994,-103481.26080516481,3.207420158596899,-80,306849959083.98132,785.77445771359976,306849958298.20685,390506405.58721554,1.9007073515783127e+22,5.820766091346741e-11,1.3322676295501878e-15,1.0408340855860843e-17,785.79558844565315,6.552980380547524e-12,4.1159031787252287e-11,5.8209437270306807e-11,-80,-0.016577184152278004,-0.016577184152277994,-103481.26080516487,-103481.26080516481,3.2074201585968978,3.207420158596899
-70,-0.013774304657124273,-85985.73047246729,3.8037738138992196,-70,298849561874.86499,811.48923496398208,298849561063.37573,368272983.79149717,1.1560991242748776e+22,2.9103830456733704e-11,3.1086244689504383e-15,5.204170427930421e-18,811.51035204164441,-6.7146288529329468e-12,2.9103830510943812e-11,2.9105606813573104e-11,-70,-0.013774304657124268,-0.013774304657124273,-85985.73047246726,-85985.73047246729,3.8037738138992165,3.8037738138992196
-60,-0.011182679750951085,-69808.92594136405,4.433113954028097,-60,293952174794.297,846.0290769322097,293952173948.26794,347449257.72551274,1.5457544980030225e+22,2.9103830456733704e-11,1.7763568394002505e-15,5.204170427930421e-18,846.04857173200605,1.460875864722766e-11,1.0493535303919907e-10,1.4552092864050792e-10,-60,-0.01118267975095109,-0.011182679750951085,-69808.92594136408,-69808.92594136405,4.433113954028099,4.433113954028097
