voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00022293969993753145,-4.172143743203869e-06,-1391.6335784591388,-150,138085036940.29337,3.0059783008388625,138085036937.28738,45936804301.534279,3.4487164350204379e+22,3.2656999044742923e-12,1.77351466845721e-11,3.3881317890172014e-18,3.6815585971654734,5.6624466961326294e-12,8.2933452182955582e-11,1.2045777309649397e-10,-150,-0.00022293969993752806,-0.00022293969993753145,-4.172140477503965e-06,-4.172143743203869e-06,-1391.633578459121,-1391.6335784591388
-140,-0.00020334458243334154,-3.8010363787749625e-06,-1269.316990164891,-140,114419292457.49699,3.0479617413855116,114419292454.44904,37539609144.006325,8.012489612275836e+21,1.1647139494895119e-11,2.5693225325085223e-11,5.990217002982412e-18,3.7329776262516945,2.0195135497743214e-11,5.0350674665492136e-11,8.0152767235885936e-11,-140,-0.00020334458243333555,-0.00020334458243334154,-3.8010247316354676e-06,-3.8010363787749625e-06,-1269.3169901648653,-1269.316990164891
-130,-0.00018547173668667313,-3.4626721704463694e-06,-1157.751161872366,-130,94809508521.441452,3.0905719095389359,94809508518.350876,30677011018.192268,3.6873126303593613e+21,2.097150553504251e-11,1.4097167877480388e-11,5.6107462426124854e-18,3.7851642374639867,3.6362767344587984e-11,3.7243965888062153e-11,6.0089126383000568e-11,-130,-0.00018547173668667874,-0.00018547173668667313,-3.4626931419519044e-06,-3.4626721704463694e-06,-1157.7511618723802,-1157.751161872366
-120,-0.0001691697890791668,-3.153911795109304e-06,-1055.9911895999385,-120,78560553146.370972,3.1338145801845982,78560553143.237152,25068666679.616806,1.9663875554728789e+22,3.2585433489374456e-12,2.8194335754960775e-11,5.014435047745458e-18,3.8381255035433308,5.6500255091953982e-12,6.4940033195740334e-11,9.0074909770559985e-11,-120,-0.00016916978907916179,-0.0001691697890791668,-3.1539085365659553e-06,-3.153911795109304e-06,-1055.9911895999103,-1055.9911895999385
-110,-0.00015430066984047818,-2.8718524086856153e-06,-963.1752146092848,-110,65096429745.420273,3.1776958786717833,65096429742.242577,20485418438.667374,1.6282331060427479e+22,3.260834846227894e-12,9.538325684843585e-11,1.5802246663976227e-17,3.8918689264617816,5.6539971116275356e-12,1.2268505237072514e-10,1.7669835299799486e-10,-110,-0.00015430066984046238,-0.00015430066984047818,-2.871849147850769e-06,-2.8718524086856153e-06,-963.1752146091894,-963.1752146092848
-100,-0.0001407384438711568,-2.6137831396948294e-06,-878.5171251712156,-100,53939859075.397133,3.22222226210677,53939859072.174911,16739956057.571861,4.3446693106929096e+23,1.0125930372719013e-13,1.5234036254696548e-11,2.439454888092385e-18,3.9464024145115415,1.7557718195625612e-13,3.0236779504713711e-11,3.7403848247852256e-11,-100,-0.00014073844387115924,-0.0001407384438711568,-2.613783240954133e-06,-2.6137831396948294e-06,-878.5171251712309,-878.5171251712156
-90,-0.0001283682443182403,-2.3771372070779436e-06,-801.2998997342254,-90,44695360535.935539,3.2674005024607791,44695360532.668137,13679180284.839308,5.749358431142169e+21,6.340609652515723e-12,1.1141310096718371e-11,7.589415207398531e-19,4.0017342616161962,1.0994058745986021e-11,3.4541518714420206e-11,4.029518515732966e-11,-90,-0.00012836824431824105,-0.0001283682443182403,-2.377130866468291e-06,-2.3771372070779436e-06,-801.2998997342365,-801.2998997342254
-80,-0.00011708529984944326,-2.159438655297674e-06,-730.8695349781597,-80,37035233085.146996,3.3132376713356089,37035233081.833755,11177958468.103985,4.1422850734668969e+21,7.292274406257805e-12,1.1368683772161603e-11,3.0086610286472748e-18,4.0578731286723286,1.2644163162296407e-11,1.1936756172493997e-11,1.674261207104677e-11,-80,-0.00011708529984944025,-0.00011708529984944326,-2.1594313630232675e-06,-2.159438655297674e-06,-730.8695349781483,-730.8695349781597
-70,-0.00010679404739827254,-1.958240370132816e-06,-666.6295073942724,-70,30687938820.147217,3.3597411262436858,30687938816.787476,9134018862.4763069,1.957083613086225e+21,1.2789272588030763e-11,3.1377567211166024e-11,2.9815559743351372e-18,4.1148280267460482,2.2175495471581378e-11,7.114784418500183e-11,1.0985974933583331e-10,-70,-0.00010679404739827552,-0.00010679404739827254,-1.958227580860228e-06,-1.958240370132816e-06,-666.6295073943038,-666.6295073942724
-60,-9.740732287896969e-05,-1.7710489492400767e-06,-608.0357215683374,-60,25428477441.035217,3.4069184982718914,25428477437.6283,7463776269.944066,1.036160407655147e+21,2.0016150417144404e-11,3.399236447876319e-11,2.2497195079074217e-18,4.1726083019641411,3.4706303197288031e-11,4.6839842173515631e-11,7.9881833786599188e-11,-60,-9.740732287896744e-05,-9.740732287896969e-05,-1.7710689653904939e-06,-1.7710489492400767e-06,-608.0357215683034,-608.0357215683374
-50,-8.884562300882912e-05,-1.5952309496725557e-06,-554.5919023300445,-50,21070410390.181244,3.4547776810100506,21070410386.726467,6098919333.0729828,1.1580968897347555e+21,1.4839347292338128e-11,3.672084858408198e-11,8.267041565201971e-18,4.2312236219544994,2.5730195869437264e-11,5.0209490338141938e-11,8.2071300710334638e-11,-50,-8.884562300883738e-05,-8.884562300882912e-05,-1.595245789019848e-06,-1.5952309496725557e-06,-554.5919023300812,-554.5919023300445
-40,-8.103643200910106e-05,-1.4278925354937464e-06,-505.84539188734504,-40,17459251936.738045,3.5033268206354671,17459251933.234718,4983620664.1923056,5.2602771475729895e+20,2.7070923485234474e-11,4.058620106661692e-11,2.168404344971009e-18,4.2906839637019605,4.6938801724995057e-11,4.0580480987691272e-11,6.4354459695242783e-11,-40,-8.103643200910323e-05,-8.103643200910106e-05,-1.4278654645702611e-06,-1.4278925354937464e-06,-505.84539188738563,-505.84539188734504
-30,-7.391360746666876e-05,-1.2657225519205232e-06,-461.3833162540575,-30,14466992932.06801,3.5525743070544737,14466992928.515436,4072256251.8510551,1.7675778445231359e+21,6.675520403457468e-12,1.7962520360015333e-11,3.957337929572091e-18,4.3509996026990079,1.1574832445970819e-11,5.4908002134633569e-11,8.1858555957964318e-11,-30,-7.39136074666648e-05,-7.391360746666876e-05,-1.2657158764001197e-06,-1.2657225519205232e-06,-461.3833162540395,-461.3833162540575
-20,-6.741682015949814e-05,-1.1047850765550887e-06,-420.8290885300348,-20,11987563112.949692,3.6025287660107059,11987563109.347162,3327541261.0304379,3.8926765357205481e+20,2.5116943608731376e-11,6.093614501878619e-11,1.3796472644878044e-17,4.4121811032809033,4.3550944940126435e-11,1.0537992857150223e-10,1.6750261030637481e-10,-20,-6.741682015951194e-05,-6.741682015949814e-05,-1.1048101934986974e-06,-1.1047850765550887e-06,-420.82908853009576,-420.8290885300348
-10,-6.149104311799871e-05,-9.40242339258474e-07,-383.8392195216722,-10,9933071099.2777596,3.6531990520777771,9933071095.6245613,2719006262.0946622,4.3360600631882982e+21,1.8684060884529947e-12,7.389644451905042e-13,4.0657581468206416e-19,4.4742393100435995,3.2396884512990534e-12,4.1606770551371198e-11,6.0647133148794552e-11,-10,-6.149104311799912e-05,-6.149104311799871e-05,-9.402442076645624e-07,-9.40242339258474e-07,-383.83921952167293,-383.8392195216722
0,-5.608608558540132e-05,-7.659826151757194e-07,-350.1004086310294,0,8230688800.8579721,3.7045942424613214,8230688797.1533775,2221751766.0961237,1.8875835469531432e+21,3.556407839993471e-12,1.7053025658242404e-12,8.402566836762659e-19,4.5371853402529743,6.1665888231159168e-12,4.3865546983989067e-11,6.5286994560542766e-11,0,-5.608608558540048e-05,-5.608608558540132e-05,-7.659790587678794e-07,-7.659826151757194e-07,-350.1004086310277,-350.1004086310294
10,-5.11561679261957e-05,-5.741184240593078e-07,-319.32689035094836,10,6820069791.0557146,3.7567236315419792,6820069787.2989912,1815430268.4907272,1.5828045795556917e+21,3.5143172824899342e-12,4.6838977141305804e-11,8.070529921438974e-18,4.6010305771622733,6.0936360784644493e-12,4.0666144634915214e-11,6.0802396971426642e-11,10,-5.115616792618763e-05,-5.11561679261957e-05,-5.741149097420253e-07,-5.741184240593078e-07,-319.3268903509015,-319.32689035094836
20,-4.665953389622213e-05,-3.543075772986243e-07,-291.25801397916393,20,5651210133.2326221,3.8095967260969772,5651210129.4230251,1483414266.533776,3.0652299167561502e+20,1.503678714815665e-11,1.0459189070388675e-11,7.386127300057499e-19,4.6657866641604082,2.6073143440278806e-11,1.5269353176568549e-11,1.7691620737836367e-11,20,-4.665953389622287e-05,-4.665953389622213e-05,-3.543226140857725e-07,-3.543075772986243e-07,-291.2580139791535,-291.25801397916393
30,-4.255809698154612e-05,-9.283302482228426e-08,-265.6560359967183,30,4682675830.0706291,3.8632232411434506,4682675826.207406,1212116291.9605532,2.1151441071448444e+20,1.8056262485834207e-11,1.2312284525251016e-10,2.2619167823478836e-17,4.7314654996823569,3.1308994864199782e-11,1.4441760375894622e-10,2.1897725646646826e-10,30,-4.25580969815235e-05,-4.255809698154612e-05,-9.281496855979843e-08,-9.283302482228426e-08,-265.65603599659516,-265.6560359967183
40,-3.881711781923287e-05,2.286459610721276e-07,-242.30410646605466,40,3880134062.0125566,3.9176130963517219,3880134058.0949435,990433196.587466,4.5809230748438967e+20,6.90817850485335e-12,1.0032863428932615e-11,2.7172816947917955e-18,4.798079232817555,1.1978673446830251e-11,3.1706804099574312e-11,3.7853266528220519e-11,40,-3.881711781923559e-05,-3.881711781923287e-05,2.2863905289362274e-07,2.286459610721276e-07,-242.3041064660647,-242.30410646605466
50,-3.5404909956260246e-05,6.347898198045891e-07,-221.00443232180763,50,3215136149.8325753,3.9727764129813039,3215136145.8597989,809291995.22200894,1.7147166267685873e+20,1.5292276805805337e-11,7.779021871101577e-11,1.4907779871675686e-17,4.8656402595599486,2.6516854356700875e-11,1.1842948616995935e-10,1.8114288628107156e-10,50,-3.540490995624534e-05,-3.5404909956260246e-05,6.34805112081395e-07,6.347898198045891e-07,-221.00443232172984,-221.00443232180763
60,-3.2292571471113786e-05,1.1588837711243624e-06,-201.57660210216585,60,2664109099.5228367,4.0287235112966213,2664109095.494113,661278713.23326647,3.762338256302411e+20,5.775019215668273e-12,4.149569576838985e-12,2.574980159653073e-19,4.9341612196453317,1.0014036303071876e-11,9.1765115902776278e-12,1.2906464959272501e-11,60,-3.229257147111353e-05,-3.2292571471113786e-05,1.158889546143578e-06,1.1588837711243624e-06,-201.57660210217,-201.57660210216585
70,-2.9453740169161714e-05,1.8459713433587817e-06,-183.85605783324797,70,2207519981.5549469,4.0854649084232513,2207519977.4694819,540335073.49520218,1.1318082772697437e+20,1.5906846438219042e-11,5.013589543523267e-11,1.058113557710072e-17,5.0036549939301986,2.7583334894319679e-11,8.2597449833876845e-11,1.3051645007811086e-10,70,-2.9453740169172295e-05,-2.9453740169161714e-05,1.8459554365123435e-06,1.8459713433587817e-06,-183.8560578332981,-183.85605783324797
80,-2.6864370289414622e-05,2.757115368426248e-06,-167.692701192912,80,1829183523.2463591,4.1430113166089635,1829183519.1033478,441510626.80261701,1.1522845246849016e+20,1.2946167272652904e-11,3.9051428757375106e-11,8.331416069193298e-18,5.0741347022673509,2.2449803653770372e-11,1.1190993626598574e-10,1.6585387490469783e-10,80,-2.6864370289422953e-05,-2.6864370289414622e-05,2.757102422258975e-06,2.757115368426248e-06,-167.69270119295106,-167.692701192912
90,-2.450252882699985e-05,3.9751927635670045e-06,-152.94962212125927,90,1515688369.6117651,4.2013736418570389,1515688365.4103916,360760193.88311756,2.5762406904641149e+20,4.7979553671216916e-12,1.1448264558566734e-10,1.7570851457843206e-17,5.1456137018395092,8.3202903043447674e-12,1.8200512008987509e-10,2.6103572255131713e-10,90,-2.450252882698228e-05,-2.450252882699985e-05,3.975187965611637e-06,3.9751927635670045e-06,-152.94962212114478,-152.94962212125927
100,-2.2348209745485452e-05,5.612775751143873e-06,-139.5019391051943,100,1255921674.6664486,4.2605629829022353,1255921670.4058857,294778337.91132748,4.0939950624618204e+20,2.5017016410850443e-12,5.4001247917767614e-11,9.053088140253962e-18,5.218105585915497,4.3384064767351469e-12,4.3286243418015189e-11,6.3549348075508938e-11,100,-2.2348209745494505e-05,-2.2348209745485452e-05,5.612773249442232e-06,5.612775751143873e-06,-139.5019391052483,-139.5019391051943
