"{'distance': [0.172, 0.28, 0.303, 0.353, 0.537, 0.659, 0.835, 0.856, 0.967], 'solute_1': [8.16, -17.49, 14.93, -13.5, 15.67, -10.04, 18.04, -17.35, 10.35]}","{'solute_1i': '401.0 mM', 'solute_1e': '172.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,57409346.665393922073842855537636073318431473126138789669295805389360298064731953,0.0017843695616396109306464620339605237211619747165717655217959288298940202175232655,57409346.663609552512203244606989611284470949404976814952724039867564369234837933,32173462212.97451507338475948340718832651234791240454823251921352295552735332616,114818693.33078784414768571107527214663686294625227757933859161077872059612946391,2.2130181922429514352552526648426023900984750933867971049123240142307016495603719e-76,1.0635770134499815467795320135737836767850506821450535458242757741938454766733168e-82,5261276.821031346646751077351772410975518994000944784173961165503712780961908837,-4.1099167912512557498421907985573960100830288815340334836492920472798405253438934e-77,6.7760555944545901210330966837227477561362534695336880184237586546796063490641639e-77,1.1854859833034966925494678724757359453431657558038543168262967488665555498367757e-76
-140,56499332.066786246214685028400594368900758306023262368007546210093573248572144563,0.0018299070369643318201236416543309092993206756364857398694243142814985353379086878,56499332.064956339177720696580470727246427396723941692371060470224148934290646027,30875520409.230231202404860486275283076038752085280426294195462482454753665963357,112998664.13357249242937005680118873780151661204652473601509242018714649714428913,1.5873993619503934573987047992005215646001832176211748007336217258279276577209898e-76,7.6290422852346283274652337661597402796082238160790165893077927958608265408264856e-83,4216195.195458814931812598076412323556184160067675049262612610104037869642220407,-2.9448682289062245563093912231127661960098656318965520547079745992977041306626774e-77,4.1279265892098384817965425201012650858542945431323000307610651766080120185240185e-77,7.6327452975227996587421742007228126204455992547534433890333862532535471057037887e-77
-130,56161954.585415498679159733799210369295485377843051851183016655981150695310551557,0.0018766066379515440131522757593808444649758557834065206077385789883870763280998768,56161954.583538892041208189786058093536104533378075995399610135373412116322164481,29927398448.680996461857140146089134498121001539833835870879474515141124306769854,112323909.17083099735831946759842073859097075568610370236603331196230139062110311,9.5104462082739809545356095445897863349491470993278296767860899550445915943929129e-77,4.5707257545613204383339745482610840178890428659297435047829836024205024632189835e-83,3381742.9903176335983631775862033485433040586105087593881739361692112979552609805,4.2175523748737599185613438326732542305672991568290368840044446484458083233753907e-77,5.7975336343829722419527264400809453962685221001193981323987898780085944254640625e-77,1.0541361748206523670756226619477415106152503358526280332905712893766305761044452e-76
-120,56305447.056683047424822192529741823548335659274479372123766030037939168240244724,0.0019244980222852930298903335219754699176538655005481442049939620640034998999453396,56305447.054758549402536899499851490026360189356825506623217885832945206176241224,29257212220.889551376312154268004883292535841311432993667902757556453167826246795,112610894.11336609484964438505948364709667131854895874424753206007587833648048945,2.245403824324555602600451484328103888490160094753433160106162902243833868822231e-76,1.0791409604633523485707165480445747246443598806127782007078915130845472251602547e-82,2728812.5337316977445319452225912972897441491315878554315535022510260441755911868,-1.2928594883312539442617353368481451457726861764715553912399672827801217150965859e-76,1.3256584163367712170840297760894140364428530848297336180526642949778441955213775e-76,2.043501812811259313916220968091220494184749673946438977811631683664758119407763e-76
-110,56856008.747228225651575850958052594048743342806208569930155856079222002534225481,0.0019736116045197734886502238847660404280513310432082282502956397871925769105734667,56856008.745254614047056077469402370163977302378157238886947627828926362747032904,28808104196.905875524914540280092982726943533848824134932621952127005131843662176,113712017.49445645130315170191610518809748668561241713986031171215844400506845096,2.4181271954264444951081785215841118799124801020421587878066369716472057048854796e-76,1.1621519244151416750201945125593132108176341600498352930564878476061060501628652e-82,2239859.9288091237878315108254380884121588586529888980238862761952529722193604287,-1.0508098539948215055603688148576355753381646561796270633140691793556835201898014e-76,1.0127283321393721801558600252111724594054391184879951244083778963786629477311885e-76,1.3596812247155508219316252027761669506896741365699791510047275282580995766671101e-76
-100,57754442.892150363142812803751996152840582555590795843268848289083650504554207732,0.0020239785753948089000125185858538751671191180743790542799034640501666060138980565,57754442.890126384567417994851983634254728680423676725194469234803747040504041126,28535105852.533270708872677546776678347494045502813622882726412175036335189566433,115508885.78430072628562560750399230568116511118159168653769657816730100910841546,2.375892514916377211440632046791211366262842069254044954434137933527866201819782e-76,1.1418538833003240800320789642121872380694705265522007689858576561011466823493259e-82,1904286.9554744862505770309050167465122385764614845858116196773573164005207129515,-3.559359254513943770099747354948514169276622782585126275705287090186703765844333e-77,7.8612686775677836125016280073203044741874858301549313992936593009910238454163876e-77,1.4933744340053646553353014487584456197351618879498227169623560602333773540181101e-76
-90,58953429.670200156462102340835840143531548317566663699108871527481821633446140218,0.002075630921644268120776756855090911612179298077512128155583567181718195018428627,58953429.668124525540458072715063386676457405954484401031359399326238066264422022,28402655335.033540427937358894798036432620041455923377301806105937167755915035546,117906859.34040031292420468167168028706309663513332739821774305496364326689228044,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,3.3204354162517552674341245992954882557145596733443556942961317094709180003570561e-83,1710601.486373003014649131865607469664019493883816822647800947656343949176938392,2.218810944700683386917991153281497020562408847264743675364669966302320399119161e-77,7.295423170534533513702507960743250629548926067443292641434300901314527180856955e-77,1.5059767475901224592419886410889029112143926117011966126482867202233197449542543e-76
-80,60415314.768573014800436119242607538377612940767957556291928722999690131581814698,0.0021286014463099952091291155080651918441902791205460870960199735244943363824650035,60415314.766444413354126124033478422869547748923767277171382635903670158057320362,28382633523.671173145313474210857014893291648807967356361922969127377962017294554,120830629.5371460296008722384852150767552258815359151125838574459993802631636294,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,6.6408676906836927443232552172969253202127078425507833889445417475504010009667491e-83,1641170.2346333996321534186180357155808268144155887051236266374911518183688462068,-1.3270795966914775488167226798313241377356258949365926788477132084062236561583118e-77,1.0892819948452763379967248656341663238497922607728766316059500551809733732000685e-76,2.2080891699065468033720269654196099654164468541012790838121638253041901884844401e-76
-70,62136150.742413935094438345114421733850191387154067398552862598578001028166022086,0.0021829237895741557433851373892207813847465255621229076272594734370344560910062101,62136150.74023101130486418937103659646097060576932087299073969095074155472898763,28464645004.640973144667429188073399358155045178037620538797236391951681859459965,124272301.48482787018887669022884346770038277430813479710572519715600205633204417,5.9880507926763686798926802843561463434027557992586120424094043807850596146480966e-77,2.8778571748884010955396169597635306721027705733623805686324043233517203072807758e-83,1673669.0555721825724192016723846858016789228309129520025744250020051046405498707,3.0921483964865033805853507554563991804054392616257794632676708538069647203522124e-77,5.5723530851497987346691625212934693012211591694869806401189553988834897508964428e-77,1.1631623326855682487786605318114702346927292501994338541354651930748881910021979e-76
-60,64468863.656562658233603044523438809343763733523670820652914331920701903678446663,0.0022386324501232288370356237401624246626905504215617080478957830518920624288609682,64468863.6543240257834798156864031856036013088609802702313526238728061206265546,28798324465.016074524071409063009531210908876008660650326412037445129677280737067,128937727.31312531646720608904687761868752746704734164130582866384140380735689333,6.6125788349254880245493588334768598241218436849574524050725345606448294481828725e-77,3.178005383905405025108614888721774397484341828320297789344272128043918750178135e-83,1786272.5562683802202447089341363369209485513221802560808725379436179544123264336,-1.6453724372648221766139862951772509202152039719515548504344790190660922929420981e-77,3.2736211618426675264159245802702462550243678797256938787600079983910820761369622e-77,6.507543670534709664710090221678087835836973044065091981348842720077869176401869e-77
-50,66976051.904755705610045595499155571667219144476085350085912892508339267836212269,0.0022957628070572120397652234535857000670300971960006860002936236537353535902158144,66976051.902459942802988383459390348213633444409055252889912206508045644182476916,29173768169.285710893321833997624624753047022097857235160880889183431676616511598,133952103.80951141122009119099831114333443828895217070017182578501667853567242454,4.4683443662160441789098461031570555306975012028869448242262062010267767572522146e-77,2.1474862745780468831058015468336756706869452490894327118837514371668988809095878e-83,1962214.3566079651090900015653944760344031936234762074499475668548260734458148584,-3.5513651233152878685300221529178735036668188121373668126277807349185505321806833e-77,4.1839873520484568683698224498954674495971542400621628084964230105241588248207857e-77,7.2236815677334719617834886107211418515956177633361512977262481292164293371208256e-77
-40,69655919.809191465612067889859260574793445242684630930686368797354210695358868876,0.00235435114235795422413724965033015646246988107312373768367889402059469129125067,69655919.806837114469709935635123325143115086222161049613245059670531801338274185,29586036915.219428522605865523630866367055187076597653303497437125248469823001552,139311839.61838293122413577971852114958689048536926186137273759470842139071773775,5.1817011330566667752318111176802397426696002186617688310142220821011550818974562e-77,2.4903255803701233910302828303172251945307911599651642708321857597933650628467411e-83,2191192.6374004356651623227435402130199721384509314152884981632559221460571547598,5.516443405711763646879301205812669184983483861298932738615088233565601396285411e-78,8.1444777816615080523558100494535461572758100246668178377233708907225406463195884e-78,1.6262820045345890029214168512564421683078844725680846308503225117878684577404126e-77
-30,72509173.207892853534280334686135318933823989051807781201564332568218687161383099,0.0024144346639308845759008531142040114104799996773221237245191122559685252723706799,72509173.205478418870349450110234465819619977641327781524242208843699574905414574,30031532553.397972438593091339215156652551339063699610645729680619206406871452805,145018346.4157857070685606693722706378676479781036155624031286651364373743227662,1.5113294971415278094426115759900699249453000637763492423791481072795035655534247e-77,7.2634495275946354688762157034957075676102135003114705816030490475381628135179073e-84,2468552.9427206984921462737949029028084269401424819973551556961992073935795236738,-1.0867675435833791958828040927722547165350584919100182134129345992489040486988252e-77,1.2521706817910592556658365390392509570403361573329178641768527501765972874415069e-77,2.1528148182119480726726799535655699318288068216070628176126002580985938485827622e-77
-20,75538753.634595878536378603801700109519569701416041474133816564623866246830477123,0.0024760515292347714380619365149609207916602451345313960340510872218383345703351956,75538753.632119827007143832363638173004608780624381228999285168589815159608638789,30507747008.779448910692565165535384765383868052307301503532862305850977950978149,151077507.26919175707275720760340021903913940283208294826763312924773249366095425,2.0510900318349305985292585674150948981400500865536168289431295741650405532510764e-77,9.8575401874506658013317808562725032660147775426332997177168584567172292200073829e-84,2793846.883786883698250229778618033840347046523897748685360212679148441379606769,9.0130804431316779048158631493702568449309588299436523203645330235587070312880336e-78,9.4817707893167525562510014082229449213440967561264560171953966504269238290080198e-78,1.4104238405012026498832611776139595376015522907687878471223988937153095066468214e-77
-10,78749648.65572933428652378546998929826417012503976630004201487649163221819970104,0.0025392408695145170697639910599597519154368966776299136843205789761159353081153953,78749648.653190093417009268400225307204210373124329403364384962807311639223585105,31013067567.231480960162183447648645274671134203559989456155307917698351103980349,157499297.31145866857304757093997859652834025007953260008402975298326443639940208,1.6732576575495486461686056734175774169037250706095295183483425473451646618627202e-77,8.0416763328239673447947610016669898782295312749907783224812266613679533604963296e-84,3169593.7065792760331517749954818299142609338050167520982083455213611959197700871,-4.6691183640706819171454190776035801845899706018947289319758497795487159817675803e-78,5.5625153335002782898965843539184572790617679794330292942045916094147057569778984e-78,9.2698066404531557326462103135121671706322511561650407836917712901026589864544917e-78
0,82148767.256033900485528703865444254358446629838242141680306404294396992842316886,0.0026040428146523786773662240024104865707877258453058445390662402192970236066816408,82148767.253429857670876325188078030356036143267454415835000559755330752623019863,31546626957.821421485821814190502219623415443359861556001742106345911268957431653,164297534.51206780097105740773088850871689325967648428336061280858879398568463377,3.508443475507118129063205444262662325765875148052239312665879534755990420034736e-78,1.686157750723988044641744606319648007256812313457465938606080489194605039312898e-84,3600451.4204822262483407738707947377321572326453412669938937440375061624050583715,-2.7589657823054394270197675884430099251321542719179338340372139120197535215105081e-78,2.7319867952648849184587828456072918574683686745746941437123048255163786041445365e-78,3.4012051778862866200398204181141343956599216306782338005862793545624570568394595e-78
10,85744871.742670613373131985831345838901774464481385173292291229222787620077661334,0.0026704985186533974053659000100461805002000008473375841487124700851191544803830326,85744871.740000114854478588425979938891728283981185172444953645074075149992542179,32108189217.759830206822210302992052476611118625066822773199738367261730078683817,171489743.48534122674626397166269167780354892896277034658458245844557524015532267,8.3662882877477432308430283670878870845186253530476475917417127367258233093136012e-78,4.0208381664119836723973805008334949391147656374953891612406133306839766802481648e-84,4092745.9472115296735859022750136664203512967207886339203667328374184626978145842,-1.3394155897656979434183197252412447035566716613935319215874947548640342226083615e-78,2.207678390493927072242101284209199964192105576112206165586136419201833926694238e-78,3.8924091104503139801043802480941824723216039070801102823000909859750518808677094e-78
20,89548559.788977724900634073890287406230591531876785040894300938861421696853830718,0.0027386501857812207782877006735130618132583986815723423636826334445896445971213523,89548559.786239074714852853111999705557078470063526642212728596497739063409241073,32698064270.458593704170054046806074720302114520772911541304692061423539714187199,179097119.57795544980126814778057481246118306375357008178860187772284339370766144,3.1710931413237413858840510746220217175191563838164470710633911179525298027237037e-78,1.5240280663016792084085824034254892733616556558554541174888804234307368263283567e-84,4654252.5718802050620142829756644783975720555336504455002675542460568078909815009,-1.2408578783789483277371722774518690107192113217414232156267701993170454117357773e-78,2.4350263777997571959207668843090482858546665856718403487874170835331940001247531e-78,4.297871287679115548180273676422234023274368993893087943167927779934178788388732e-78
30,93572292.053476264355870227854234545809633784999789333852639628202184546260764629,0.0028085410973609166667739082784105210780095952463089674839302942684929894811571476,93572292.05066772325850931118746063753122326392177973860633066071825425199227164,33317045686.60317071369078604092674586527206798541411819915248983949327019124152,187144584.10695252871174045570846909161926756999957866770527925640436909252152926,9.9133640720089656628624506314352399286024119593175560501121479589128068497511408e-78,4.7643635717538189788574024062093702644690202087599407930329304261141950176020102e-84,5294141.3396681457835694562269602349608575852896033945911571409284274317434205626,3.3939545881367239106833097533916091027394687344341675725172957659343887206044749e-78,4.6277468051376701022598382995226832167830351696934030164727123012718749644654767e-78,8.0069089630422551381322269392994582098564035535621100585329042657301706182134295e-78
40,97830462.36148552717318375760845365684879999287953043213165913605066796153964667,0.0028802156392658004179433128716176623960050588645448286190193182948614873610114628,97830462.358605311533917957190510343977182330483525373267114307431648643244785183,33966367319.088517921818681573630802413081694113530786056841693964807765040004896,195660924.72297105434636751521690731369759998575906086426331827210133592307929334,3.8550182328908215800636648161981642006443401284976039983746859942064206636003668e-78,1.8527213283641537874976629104435503453127041857103672625704893061211166457635039e-84,6023027.7430422816551137273553509034758654667685176664211429294721753007417346144,-5.5317506977155647244731710078909219464694345996596501365162924542236893302102434e-79,7.3758751029914707267194726439752200402283890698819658804422035177279036360478609e-79,1.3087132914551507983512166998693622322564763575951147322604179479597009614644719e-78
50,102339508.78724384324763988700736035813549228720009510327448929989455243803270018,0.0029537193301057317382792497488284631489317445148411483507041459898874886475314299,102339508.78429012391753415526908110838666382405116335875964815154384829204281269,34647675472.801433808731334337240949366190311785509221917603805665597922375607395,204679017.57448768649527977401472071627098457440019020654897859978910487606540036,1.4674739536976888328293215079367866458732266244256962509708246130950536853029905e-78,7.0526785814807706388643593537627628201342012173254092144148977085015578868274814e-85,6853094.0966576816453996771427609549613722111238939709290181561488744358670443947,-6.1688947859095594718447379521145537202479053907065468115741172570536628007957283e-79,1.2224681057196901718357469672831618678268337343661965350136201019974910194983391e-78,2.1986570144361299465096794178157653915864477668219714757065257625162512929998051e-78
60,107118065.17507396917772787727474515860858179010596840547305011674548696976605038,0.0030290988501347821887698553308877800451676111528028675794854151203873146818957229,107118065.17204487032759309508597530327769401006080079432024724916600155464566307,35363014043.04044575617192385317464216531704493351773811589745332996540815278096,214236130.35014793835545575454949031721716358021193681094610023349097393953210077,5.4692922929479954487920402177988858611999279651727817169803434574261052581551113e-78,2.6285426777954897774051912803568893808669641047885502731617622608834855111671125e-84,7798263.0375579816491634736521865486684062701473724236017613821917178533745036384,-3.7311041675741114007346567038974843151164117718662916638295239128364922980584037e-79,2.0117570488011985851353210509456476181441714595256035301566517518641464742181722e-78,3.2762416668412535714240522983759791345397538475817399042828533600456622152012709e-78
70,112187153.73225059325181751666404429582200015462557174749227007221469429666679391,0.0031064020708966326720265961913543161521250059165191041879098172745413025895838397,112187153.72914419118092088399201769963064583847344674157575096802678447939225261,36114820674.153383206762417158751244592351335064341261487880621545188596489009384,224374307.46450118650363503332808859164400030925114349498454014442938859333358782,1.801381601365229358268024546363809388537740104397558776826490760410627424244003e-78,8.6574415989127362581651548227599563827202272674994292794516026687135538461749914e-85,8874414.4652810732194047952154535831005443091524929577029464704253060295094323769,-1.7960816760711130756939086812060029375756609167807196091636196350148015720164725e-78,1.7745274454036110623291116846209930116293509806111826517859652493780838451345201e-78,1.8328301812268502019845654163643293081883738997039818841988233531033485587663269e-78
80,117570420.35097985907081982184265852441481581137265147814200998241997068252536539,0.0031856780856265272243258836961524300611394929027273528684769993868507891544137767,117570420.3477941809851932946183326407186633813115119852392826295514936831385146,36905932486.225232525045501256736094422339564423380288143252780309642177349059342,235140840.70195971814163964368531704882963162274530295628401996483994136505073078,2.1695843367168416795709365397513699117867100524914388538060036305672560950815765e-78,1.0427032338535538344212693930917769136294789153721130863086493002084224051555038e-84,10099643.153314184893276820845243391564365038225271524263738681396691002223892986,8.03529621669887739698355923117191870648593165927059635625536497074688104152806e-79,8.5970292360551093964548105152663980678225221085106155850623643560550884005172956e-79,1.2845666750698524110812626191653686886816975451714821463856846492455176853901973e-78
90,123294415.30470714387684720528050154118939784607680424035266962449758826577493291,0.0032669772404290913542035214319562323509400179301005697225151578805729938585959186,123294415.30144016663641811392629801975744161372586422242256905477507310789435991,37739600318.890929178592822765604719694467752962372434192932061971736697841066606,246588830.60941428775369441056100308237879569215360848070533924899517653154986581,1.2825242685311383410121562119248182499067149894237687466391478580233126788982898e-78,6.1638184822801030782546265005051278071145367957702088783575401791471918609865487e-85,11494557.851127677588495963972861076799855357751843298756092284302754402640170459,3.1336065679341994120905959693139314897741627203540640537866888223206706474578061e-79,5.9071756026250735088503703069457747878139575729592904645720246136446161918779901e-79,1.1452369079720613015827129175861510738414117989986517288431500076337827153161461e-78
100,129388922.94373582185679597766578524495160948768938052657266978727543958706768504,0.0033503511662518137828740310044675779789918262486264483294563961170679364918518556,129388922.9403854706905441638829112139471419097103887003240433389459831909506171,38619510768.624573713537778753456834389359737636742065670187640720381559134018599,258777845.88747164371359195533157048990321897537876105314533957455087917413537008,7.6905333995866666921622847704014788661244168284378262577817281268163912602624396e-79,3.6960564700226583218258067049091669315960397593608355775724853303301715462799799e-85,13082624.992676681366136371275907415513792650890615847336333556073613985305868783,-1.9284397948575866096602319306520457816876944592770892189944982996202706601633706e-79,4.9729684913429106828866179617906749904680431481022578544702489141573844156433388e-79,9.4482228941104891565080411946600275391825609585169377538840593065548949038173488e-79
"{'distance': [0.172, 0.28, 0.303, 0.353, 0.537, 0.659, 0.835, 0.856, 0.967], 'solute_1': [8.16, -17.49, 14.93, -13.5, 15.67, -10.04, 18.04, -17.35, 10.35]}","{'solute_1i': '401.0 mM', 'solute_1e': '172.0 uM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.000000036783197261938103546879118756251928317239457094344576724916890108627657672017032,-0.000000036783197261938103546879118756251928317239457094344576724916890108627657672017424,-0.000000036783197261938103546879118756251928317239457094344576724916890108627657672034153,-0.000000036783197261938103546879118756251928317239457094344576724916890108627657672036921,-0.00000003678319726193810354687911875625192831723945709434457672491689010862765767212339,-0.07653599097365398123175812169389639258065636318421592142449722785817118710591174,-0.076535990973653981231758121693896392580656363184215921424497227858171187105912557,-0.076535990973653981231758121693896392580656363184215921424497227858171187105947364,-0.076535990973653981231758121693896392580656363184215921424497227858171187105953124,-0.076535990973653981231758121693896392580656363184215921424497227858171187106133042
-140,-0.000000035592627397217442350502901297230351765717477114422670893467614962007508262355566,-0.00000003559262739721744235050290129723035176571747711442267089346761496200750826235466,-0.000000035592627397217442350502901297230351765717477114422670893467614962007508262362829,-0.00000003559262739721744235050290129723035176571747711442267089346761496200750826236856,-0.00000003559262739721744235050290129723035176571747711442267089346761496200750826229227,-0.074058733660460761941341449964353491868408683942839052231919485153978427334887182,-0.074058733660460761941341449964353491868408683942839052231919485153978427334885296,-0.074058733660460761941341449964353491868408683942839052231919485153978427334902295,-0.07405873366046076194134144996435349186840868394283905223191948515397842733491422,-0.07405873366046076194134144996435349186840868394283905223191948515397842733475548
-130,-0.000000034121471798542426228108908539801486757769271233227632966780428877856638965568674,-0.0000000341214717985424262281089085398014867577692712332276329667804288778566389655708,-0.000000034121471798542426228108908539801486757769271233227632966780428877856638965549996,-0.0000000341214717985424262281089085398014867577692712332276329667804288778566389655511,-0.000000034121471798542426228108908539801486757769271233227632966780428877856638965525093,-0.070997652514653404230731945434360043135982078758538089732200264183782751266902753,-0.070997652514653404230731945434360043135982078758538089732200264183782751266907178,-0.07099765251465340423073194543436004313598207875853808973220026418378275126686389,-0.070997652514653404230731945434360043135982078758538089732200264183782751266866187,-0.070997652514653404230731945434360043135982078758538089732200264183782751266812073
-120,-0.000000031868691944315790615982781474176729628419640200487601130999318564267043537801281,-0.000000031868691944315790615982781474176729628419640200487601130999318564267043537807513,-0.000000031868691944315790615982781474176729628419640200487601130999318564267043537875991,-0.00000003186869194431579061598278147417672962841964020048760113099931856426704353786695,-0.000000031868691944315790615982781474176729628419640200487601130999318564267043537909195,-0.066310220441772348046993694385383092009204722350947593057255113301565859175416505,-0.066310220441772348046993694385383092009204722350947593057255113301565859175429472,-0.066310220441772348046993694385383092009204722350947593057255113301565859175571956,-0.066310220441772348046993694385383092009204722350947593057255113301565859175553145,-0.066310220441772348046993694385383092009204722350947593057255113301565859175641045
-110,-0.000000027753788883661529930511881785433569751040632677953802902644272641792410875239911,-0.000000027753788883661529930511881785433569751040632677953802902644272641792410875240311,-0.000000027753788883661529930511881785433569751040632677953802902644272641792410875289717,-0.000000027753788883661529930511881785433569751040632677953802902644272641792410875287571,-0.000000027753788883661529930511881785433569751040632677953802902644272641792410875356126,-0.057748208247319038295016215456849861895460758024425958278137740336763039565397316,-0.05774820824731903829501621545684986189546075802442595827813774033676303956539815,-0.05774820824731903829501621545684986189546075802442595827813774033676303956550095,-0.057748208247319038295016215456849861895460758024425958278137740336763039565496486,-0.057748208247319038295016215456849861895460758024425958278137740336763039565639129
-100,-0.000000020520876544934345187658053356718323606239221974092941742915915506347090697929699,-0.000000020520876544934345187658053356718323606239221974092941742915915506347090697915127,-0.000000020520876544934345187658053356718323606239221974092941742915915506347090697929699,-0.000000020520876544934345187658053356718323606239221974092941742915915506347090697930752,-0.000000020520876544934345187658053356718323606239221974092941742915915506347090698029312,-0.042698453068943705981166898820439889724658709482887581799328139185410274807347867,-0.042698453068943705981166898820439889724658709482887581799328139185410274807317545,-0.042698453068943705981166898820439889724658709482887581799328139185410274807347867,-0.042698453068943705981166898820439889724658709482887581799328139185410274807350058,-0.042698453068943705981166898820439889724658709482887581799328139185410274807555135
-90,-0.000000011349029020069894637196273089670333130395707382789326368298066303529937279806842,-0.000000011349029020069894637196273089670333130395707382789326368298066303529937279787365,-0.000000011349029020069894637196273089670333130395707382789326368298066303529937279773638,-0.000000011349029020069894637196273089670333130395707382789326368298066303529937279777727,-0.000000011349029020069894637196273089670333130395707382789326368298066303529937279773638,-0.023614292592738024522893042795137083682144653056368963414328207541325684406057131,-0.023614292592738024522893042795137083682144653056368963414328207541325684406016604,-0.023614292592738024522893042795137083682144653056368963414328207541325684405988041,-0.023614292592738024522893042795137083682144653056368963414328207541325684405996549,-0.023614292592738024522893042795137083682144653056368963414328207541325684405988041
