voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.00019766617969436677,-616.9356419924056,-150,8272754761236.8437,23.648741195319481,8272754761213.1953,349817975211.05157,3.667607035886485e+18,3.564909093256574e-06,1.1421968785282205e-12,7695886729709.8086,-7.62939453125e-06,1.7059844808159464e-05,2.288907195695627e-05,-150,-0.00019766617855224608,-0.00019766617969436677,-0.00019766617969435582,-0.00019766617969444296,-0.0001976661796944428,-616.9356384277344,-616.9356419924056,-616.9356419923715,-616.9356419926435,-616.935641992643
-140,-0.0001949956649178169,-608.6007019906895,-140,7759209030442.1846,23.329295469705585,7759209030418.8555,332595085887.52533,1.4564755325805533e+19,1.3647219816448342e-05,4.3725692283527046e-12,7224390644317.8594,7.62939453125e-06,1.7059844801379165e-05,2.2888628159867402e-05,-140,-0.00019499566929016113,-0.0001949956649178169,-0.00019499566491761896,-0.0001949956649175919,-0.00019499566491759193,-608.600715637207,-608.6007019906895,-608.6007019900717,-608.6007019899872,-608.6007019899873
-130,-0.00019236093039043663,-600.3774356755201,-130,7277619047519.332,23.014164797090498,7277619047496.3174,316223469836.25427,3.9696783726812872e+18,9.529758244752884e-06,3.053334522067422e-12,6781580937701.4678,-1.52587890625e-05,1.0789593314769117e-05,1.526119390115244e-05,-130,-0.00019236092733764649,-0.00019236093039043663,-0.000192360930390981,-0.00019236093039075026,-0.00019236093039075024,-600.3774261474609,-600.3774356755201,-600.3774356772192,-600.377435676499,-600.3774356764989
-120,-0.0001897612862008309,-592.2636897653898,-120,6825990820698.5283,22.703290890006624,6825990820675.8252,300660853696.02277,1.5437675974785531e+18,2.6328489184379578e-06,8.435648013449537e-13,6365501002482.8164,0.0,1.0789593373419593e-05,1.5262148880091466e-05,-120,-0.000189761285357666,-0.0001897612862008309,-0.0001897612862012308,-0.00018976128620081794,-0.000189761286200818,-592.2636871337891,-592.2636897653898,-592.263689766638,-592.2636897653495,-592.2636897653496
-110,-0.00018719589800113406,-584.2568601783211,-110,6402455178185.999,22.396616248329838,6402455178163.6025,285867075061.54834,1.5994010786483036e+18,6.276757062551042e-06,2.011072948795989e-12,5974105945345.542,7.62939453125e-06,5.0684501041691738e-09,8.620983585639638e-09,-110,-0.000187195900012207,-0.00018719589800113406,-0.00018719589800191483,-0.0001871958980012839,-0.0001871958980012839,-584.2568664550781,-584.2568601783211,-584.2568601807579,-584.2568601787888,-584.2568601787888
-100,-0.00018466366845944484,-576.3535220332236,-100,6005259926103.6787,22.094084148644139,6005259926081.585,271803976381.26163,1.7836019803166308e+19,1.2241836202520062e-06,3.922284318082919e-13,5605052380374.2275,-1.52587890625e-05,7.6293950038758396e-06,7.6341942830122026e-06,-100,-0.000184663668850708,-0.00018466366845944484,-0.000184663668458616,-0.00018466366845847963,-0.00018466366845847957,-576.3535232543945,-576.3535220332236,-576.3535220306367,-576.3535220302111,-576.3535220302109
-90,-0.0001821630209959207,-568.5487546689161,-90,5632762501167.7656,21.795638633749881,5632762501145.9697,258435304228.50766,1.9670999102445376e+18,2.8378614160828874e-06,9.092508104942276e-13,5255281964995.9697,-7.62939453125e-06,1.078959500719768e-05,1.5269779780092869e-05,-90,-0.0001821630200866699,-0.0001821630209959207,-0.0001821630209949866,-0.000182163020993942,-0.00018216302099394177,-568.5487518310547,-568.5487546689161,-568.5487546660006,-568.5487546627403,-568.5487546627396
-80,-0.00017969150181161976,-560.8348995368907,-80,5283423086748.1357,21.501224502313804,5283423086726.6348,245726613671.68054,9.1882476606008084e+18,2.252273054637044e-05,7.216282855559281e-12,4920203566819.042,-1.52587890625e-05,2.7508174264957409e-05,3.8159410682136801e-05,-80,-0.0001796914945953369,-0.00017969150181161976,-0.00017969150180696547,-0.00017969150180587433,-0.00017969150180587327,-560.8348770141602,-560.8348995368907,-560.8348995223641,-560.8348995189587,-560.8348995189554
-70,-0.00017724504210811192,-553.1992575159549,-70,4955798162948.5527,21.210787298658822,4955798162927.3418,233645177482.96466,7.0909168737787894e+18,8.262693881988525e-06,2.6473671345395022e-12,4592144882370.8193,7.62939453125e-06,1.0789612318424239e-05,1.5286864010212215e-05,-70,-0.00017724503946533202,-0.00017724504210811192,-0.00017724504211269915,-0.00017724504211043648,-0.00017724504211043702,-553.1992492675781,-553.1992575159549,-553.199257530272,-553.19925752321,-553.1992575232117
-60,-0.00017481658362321765,-545.619799073713,-60,4648534463217.5605,20.924273302691748,4648534463196.6367,222159899938.77408,9.2450075095695552e+17,9.953975677490234e-06,3.189253792697591e-12,4257686803695.5444,-1.52587890625e-05,2.157918892927994e-05,3.05373146733021e-05,-60,-0.00017481658043518066,-0.00017481658362321765,-0.00017481658362443445,-0.00017481658362437694,-0.0001748165836243727,-545.6197891235352,-545.619799073713,-545.6197990775108,-545.6197990773313,-545.6197990773181
