"{'distance': [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,current,solute_1
-150,0.00000000035865026068168315990570839421892767959950253060455838967337842404541347788998675,0.0011193828360851534894869480952352281206629708691030377135835072271320687782312825
-140,0.00000000039045928392690774466505055750505992323598788406429227300154333634831329922751309,0.0012186619348530204881353434178538739634803733326876330834184035384291399602134697
-130,0.00000000042476925453767106256375069965586888694964625820213755324134349825864688841588369,0.0013257467370089609364271655359524364841055615894918748628449075923126336750986673
-120,0.00000000046179650631528850816303921365296078851452065998140817509911677522072325930429905,0.0014413124416831726950745359781997092567858962118616903350044758406054483338636309
-110,0.00000000050177518435765475152672859013916155261935670003627367418568530042177092563278367,0.0015660898388191472437143024498035300872233395630265991473642936987405101281839787
-100,0.00000000054495882679077161578529370063294547116518661869572811281214786408192429398000399,0.0017008702459137691739297623740703385969280892571875047757399747506994393605863487
-90,0.00000000059162202534698838061541444067953451382231438900503225046926877737212522436271786,0.0018465106908457815559161640394241342638288261839169685995729611828051351995881083
-80,0.00000000064206218992165703741793861413529573514403941404163740867431999942922447412209782,0.002003939419231139419061393439692716039669605357323113464817640921320076635638201
-70,0.00000000069660143505882315409271511294929216350523002161767036615849114314658077670252538,0.0021741617823309088305194091097039301784667506628940302416433980372249406925834624
-60,0.00000000075558860402556236726324037207287656871804714385142790755134658961435751503403514,0.0023582665543868988934148262391369908960999649507365085024291148415024319217096706
-50,0.00000000081940144673913764471306349986843397822718541954148307580157240041814090737014786,0.0025574327301471213674312912080435868576522151549854895044312975199017161331750189
-40,0.0000000008884489697745929830173541916255861269374761787346023597884464926797094457897499,0.0027729368594712641320814150484646884290008168828717741678424727299629715733355262
-30,0.00000000096317397888076033212554730522459437617878341681854918992018579214166339068643689,0.0030061609827739088040063148691407285115309376490833608830284626072025485036444897
-20,0.000000001044055836184421600212411882401282114836008167236264401061896986433351349394204,0.0032586012365306543476223316091126126524837441469976693136618428295429950279560088
-10,0.0000000011316134553092782026367129571432029312827552064898484775228473570929419313839699,0.0035318772013398197872271885252914964943157419322262929157727018653176799251833345
0,0.0000000012264085580717973236609147275652623308149054030518660505441071685115248505134184,0.0038277420663913776081231739727085664256158448411517348759910500481576780142392247
10,0.0000000013290492165436279524468158411048305152899921024666383416272408311953871996776812,0.0041480936845930961910610062556998908928634705351888375745729665618719573872768108
20,0.0000000014401937044518986889711950463458688856438294915608562319624986666137779655770571,0.0044949865931707202302043788796183858629345507860766801729048985431244339441349652
30,0.0000000015605546824261602213710611294995417335874162730055007799065734627572294371970483,0.0048706450762364553690396404998319366475975616204851475116188741763653939357415394
40,0.0000000016909037426764019971863154837868834277079044946211381559387515089832641264383584,0.0052774773491772849021326371624616835992565162145475813894575393303080227150868579
50,0.0000000018320763403594759338125714898738998278682046015703534636967626003608536754502119,0.0057180909499359426541957179470824643475504041043782003207834518770288234434967622
60,0.0000000019849771411285790701435601581012359480177783652889736144348128920833518024842359,0.0061953094292402595832171853515204722315123257501573951383959539158273822108298004
70,0.0000000021505858170809911522177387738712714325782744230819775001486056359612809818562366,0.0067121904403276880802331478765952581150456921180423349307469858523814738573826952
80,0.0000000023299633264317190250940398702517007950932693223967263544497590878615308191498336,0.0072720453384260897092653051150868301869155687586791808476812755414976544864005857
90,0.000000002524258715668745119245985917288483096922204671218408580946098843349061026392944,0.007878460410951139971348595894791066699918352818253303471085950516533245469402877
100,0.0000000027347164866394158658529991258770486321296237909242832804543247877923378258797828,0.0085353198709095380900857617328917530228015671448279152095462673629447959617310759
"{'distance': [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_1i': '1.0 M', 'solute_1e': '1.0 fM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,562038.35590954800392389052013210231740294524337589953871870778127869175171054487,0.0000000061953519731151947183736521821013442332842955159909168127828280803610636526420798,562038.35590954180857191740493738394375076314203166625442319179036187896888246451,90719358375201.326593752315758248088262038555668033781565578356238585511479592039,1124076.7118190960078477810402642046348058904867517990774374155625573835034210897,5.4975915055518548845724009212677638184737493927585771794350834525466299329861832e-82,1.762364554041883832561382131840072955828102368987302393875046133070170786445096e-88,0.72414200033803113783064968399108534591694560066081745859200445873138723246956181,-2.5394975911562267811641282030888105267959248722619554511425938507546810190307926e-82,2.8301759229746297067840661515201303745705411507042049089669472631327445004171786e-82,5.9928419648523161318257085594695558317385777238844077430880928039668792925900664e-82
