voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.000001116294609027999258050816253451826221529872172942154894384930514816097809348011,-6.9681311424968746221441431275684994539834267140611234319005078951187312221339112,-150,45479441267.243245781527989750499895436180978089844843540148923088805314351118681,0.0026334489948430806525882600673276325491712879757435697405987593582765271449356923,45479441267.240612332533146669847307176113650457295672252173179519064715591760404,17269915368136.161540106796189304526589410792455122700718503714910323333947630294,90958882534.486491563055979500999790872361956179689687080297846177610628702237361,3.112056832841650455827699059934909611075980600075183428782955645011924194694273e-78,4.9866964147971530144471099180506986883393677193210408638368324856315990145883567e-85,8794.5613362256777331792440914983571959703358879076057476178575133535262489562193,-2.6959866337216962250913079743056686246026037855063822191299605865110952961289243e-78,2.4660064901007852051698155900677574126080287355309657729421585101754485662878745e-78,2.8177027689910766975781110769778878096623622999155658296322037291582586625630463e-78,-150,-0.0000011162946090279992580508162534518262215298721729421548943849305148160978093480114,-0.000001116294609027999258050816253451826221529872172942154894384930514816097809348011,-0.0000011162946090279992580508162534518262215298721729421548943849305148160978093480114,-0.0000011162946090279992580508162534518262215298721729421548943849305148160978093480115,-0.0000011162946090279992580508162534518262215298721729421548943849305148160978093480115,-6.9681311424968746221441431275684994539834267140611234319005078951187312221339134,-6.9681311424968746221441431275684994539834267140611234319005078951187312221339112,-6.9681311424968746221441431275684994539834267140611234319005078951187312221339134,-6.9681311424968746221441431275684994539834267140611234319005078951187312221339142,-6.9681311424968746221441431275684994539834267140611234319005078951187312221339143
-140,-0.0000010886830543362321396210626165861054651682062596485847258897661328578878912011698,-6.795774371636905085157748085797299814909087903426180013815854391317945353062506,-140,45461254809.146299887683521746944734067941082082824168761946492502218156096247583,0.0026440038865326469505964622114809913038725777847986895384638011311218044270115456,45461254809.143655883796989099994137605729601091520296184161693812679692295116461,17194095303983.95089792675113442896580240238759368536754755844626184883132880241,90922509618.292599775367043493889468135882164165648337523892985004436312192495166,4.3180842775472223126931759314001997855580001822181406925118517350842959015812135e-78,6.917030510847663858749216983102582051567510062284024424031735383295443794429011e-85,8949.690215914493317104655830934436614136763057648939499864637660727077667188549,1.192982405734872492069638127613896774941225561838427060491287743995510397452004e-78,1.2333915119239225489183619545922437447076419949082459844339353683533212641287086e-78,2.1689901949585434177698320205230567342487502799656607641263876459311365123576235e-78,-140,-0.0000010886830543362321396210626165861054651682062596485847258897661328578878912011698,-0.0000010886830543362321396210626165861054651682062596485847258897661328578878912011698,-0.0000010886830543362321396210626165861054651682062596485847258897661328578878912011691,-0.0000010886830543362321396210626165861054651682062596485847258897661328578878912011695,-0.0000010886830543362321396210626165861054651682062596485847258897661328578878912011695,-6.795774371636905085157748085797299814909087903426180013815854391317945353062506,-6.795774371636905085157748085797299814909087903426180013815854391317945353062506,-6.7957743716369050851577480857972998149090879034261800138158543913179453530625017,-6.7957743716369050851577480857972998149090879034261800138158543913179453530625041,-6.7957743716369050851577480857972998149090879034261800138158543913179453530625041
-130,-0.0000010616731049141494141606769513687473589178707096138255695118005213924690864533692,-6.6271729395390104108415942531188400539054893490836634918417859364194444931843292,-130,45443075649.071839680127390360866214608849787704132422085054415576474100876662259,0.002654601082340803217359948270892604824432386965174995692594589177773825387652668,45443075649.069185079045049557648854660578895099307989698089240580781506287484485,17118608122091.379059942124372130655945060355442970607123858400982674995320621027,90886151298.143679360254780721732429217699575408264844170108831152948201753324519,8.8301449972498862527143656253437679208578636538718619239451343098305816581162706e-78,1.4135675724203220036920638195119520878639417365656015029343924344350863335708124e-84,9107.6872777850697903809483918547125251696193691307595527177034924278247136739001,2.2914106411489096953524945235637301618136249983211264778025387472294540557025497e-78,4.4442539203252633983785967654588288344667806092972984097460149342584779520585652e-78,8.1920762753766707627536362368939712076823287331781310210745327824699498467767497e-78,-130,-0.0000010616731049141494141606769513687473589178707096138255695118005213924690864533692,-0.0000010616731049141494141606769513687473589178707096138255695118005213924690864533692,-0.0000010616731049141494141606769513687473589178707096138255695118005213924690864533699,-0.0000010616731049141494141606769513687473589178707096138255695118005213924690864533686,-0.0000010616731049141494141606769513687473589178707096138255695118005213924690864533685,-6.6271729395390104108415942531188400539054893490836634918417859364194444931843292,-6.6271729395390104108415942531188400539054893490836634918417859364194444931843292,-6.6271729395390104108415942531188400539054893490836634918417859364194444931843335,-6.6271729395390104108415942531188400539054893490836634918417859364194444931843251,-6.6271729395390104108415942531188400539054893490836634918417859364194444931843247
-120,-0.0000010352491020704779050845097066343669083367704473564903710996550652016202543545493,-6.4622291015635328177603449913181426915054758747547741646477950553748881870683912,-120,45424903784.471497703526217186567029608130300690172478601283060663734106951042566,0.0026652407518229084570104342263423595059121884912969992572221672061935877922618506,45424903784.468832462774394278110019173903958330666566412791763664476884783836372,17043452361068.261566194509964502225292362944899340851707930210669625581391362161,90849807568.942995407052434373134059216260601380344957202566121327468213902085131,1.5113294971415278094426115759900699249453000637763492423791481072795035655534247e-77,2.4209606787966823505622259440859037180486285217994085484111073841534053280501538e-84,9268.5860772997503727091965719700711123466572322121519876144915868049350060331082,-5.3275449064616865435361549545587108979040640331986954460064297310752776066089312e-78,5.2745857143178718922704519486548676628532577320502510783142601617131298080644067e-78,7.8367684938420814199122035984015656966074354580562116447785496602723012462330997e-78,-120,-0.0000010352491020704779050845097066343669083367704473564903710996550652016202543545493,-0.0000010352491020704779050845097066343669083367704473564903710996550652016202543545493,-0.0000010352491020704779050845097066343669083367704473564903710996550652016202543545517,-0.0000010352491020704779050845097066343669083367704473564903710996550652016202543545502,-0.0000010352491020704779050845097066343669083367704473564903710996550652016202543545502,-6.4622291015635328177603449913181426915054758747547741646477950553748881870683912,-6.4622291015635328177603449913181426915054758747547741646477950553748881870683912,-6.4622291015635328177603449913181426915054758747547741646477950553748881870684064,-6.4622291015635328177603449913181426915054758747547741646477950553748881870683972,-6.462229101563532817760344991318142691505475874754774164647795055374888187068397
-110,-0.0000010093956384300851044109259135170840308631068822103993270327554671169953314552872,-6.3008466818357375494694706760689636838804927291185740971059220864558563204346134,-110,45406739212.803459699483229951720073355444951388860942843329050814451319503007926,0.0026759230652139013629687309587027099486404885072383650427090773705720997553332159,45406739212.800783776418016050357104624486248678912302354821812449408610425637354,16968626565941.217502574569286015188920610960514957950877503099576279669398614123,90813478425.606919398966459903440146710889902777721885686658101628902639006015852,1.2954252832641666938079527794200599356674000546654422077535555205252887704743641e-77,2.0751091532542991576247650949307746154702530186852073272095206149886331383287033e-84,9432.4234915040462700327284115438832741420100717028728999127535741555587649130042,6.5108185219239455367368303698104764551430038605727903496613320682839125959547935e-78,6.9070896456265861661560129368411369237362413464053130306164741270670350506641553e-78,1.1067745343911366837813017803677878448978434992137651365225442282532691301736728e-77,-110,-0.0000010093956384300851044109259135170840308631068822103993270327554671169953314552868,-0.0000010093956384300851044109259135170840308631068822103993270327554671169953314552872,-0.0000010093956384300851044109259135170840308631068822103993270327554671169953314552851,-0.0000010093956384300851044109259135170840308631068822103993270327554671169953314552859,-0.000001009395638430085104410925913517084030863106882210399327032755467116995331455286,-6.3008466818357375494694706760689636838804927291185740971059220864558563204346112,-6.3008466818357375494694706760689636838804927291185740971059220864558563204346134,-6.3008466818357375494694706760689636838804927291185740971059220864558563204346004,-6.3008466818357375494694706760689636838804927291185740971059220864558563204346055,-6.3008466818357375494694706760689636838804927291185740971059220864558563204346058
-100,-0.0000009840975095507738136820650998858832586940753148081864738928243593535912079621137,-6.1429307712283012697727859577651177140181167089975295336505409196559704795206501,-100,45388581931.532545305062651173679745947323976622655838231007306434424709399525633,0.0026866481934310240805955196157733202805055477456149091418990890545356647578638926,45388581931.529858656869220149599150427708203302375332683261691525282810310471098,16894129288125.506636136826854283886068411122227223245346304794424460874464491212,90777163863.065090610125302347359491894647953245311676462014612868849418799051266,5.9373658816274306799531169056752747051422502505499434522037961357409068646741686e-78,9.5109169524155378057801733517660503209053263356405335830436361520312352173398901e-85,9599.2393198357303944536428102089836728143882687130333342213760906349236744531526,-5.3706534391632124765331730124798194353403429292122272524377562923879369402072711e-78,1.5510519135053424511795267867594336252332812451175788545572066823970237332757582e-77,2.7514952890188772025120228576837703780967426204022488610415132811051674533054518e-77,-100,-0.00000098409750955077381368206509988588325869407531480818647389282435935359120796211318,-0.0000009840975095507738136820650998858832586940753148081864738928243593535912079621137,-0.00000098409750955077381368206509988588325869407531480818647389282435935359120796211318,-0.00000098409750955077381368206509988588325869407531480818647389282435935359120796211413,-0.00000098409750955077381368206509988588325869407531480818647389282435935359120796211409,-6.1429307712283012697727859577651177140181167089975295336505409196559704795206468,-6.1429307712283012697727859577651177140181167089975295336505409196559704795206501,-6.1429307712283012697727859577651177140181167089975295336505409196559704795206468,-6.1429307712283012697727859577651177140181167089975295336505409196559704795206528,-6.1429307712283012697727859577651177140181167089975295336505409196559704795206525
-90,-0.00000095933964864834459700629144805199135810102641613424780746022347428840423603497611,-5.9883873199022761890797959460521581585535664508204992311493777317034926180041696,-90,45370431938.130289583143385371567718355882932737979657378692742572580575094650926,0.002697416308076556886711913831797185100339357970545596784370341578655717971017472,45370431938.12759216683530881468100644205113555287931802072219697579620475307227,16819959085396.990148598012483307611511117923204690565429967911584110225227242967,90740863876.260579166286770743135436711765865475959314757385485145161150189301851,1.2954252832641666938079527794200599356674000546654422077535555205252887704743641e-77,2.0751091532542991576247650949307746154702530186852073272095206149886331383287033e-84,9769.0759501682624729534040698326287220860317494571941813182312600237824871718497,1.0833402683723823214083059585059174589266543803275191283861110358170263940495664e-77,1.2953641525318747065979168307461047766804825425342997990523638515106491897914378e-77,2.2233269046493862766960519219235553092349004316583110359460899836469184017611168e-77,-90,-0.00000095933964864834459700629144805199135810102641613424780746022347428840423603497611,-0.00000095933964864834459700629144805199135810102641613424780746022347428840423603497611,-0.00000095933964864834459700629144805199135810102641613424780746022347428840423603497404,-0.00000095933964864834459700629144805199135810102641613424780746022347428840423603497417,-0.00000095933964864834459700629144805199135810102641613424780746022347428840423603497415,-5.9883873199022761890797959460521581585535664508204992311493777317034926180041696,-5.9883873199022761890797959460521581585535664508204992311493777317034926180041696,-5.9883873199022761890797959460521581585535664508204992311493777317034926180041566,-5.9883873199022761890797959460521581585535664508204992311493777317034926180041574,-5.9883873199022761890797959460521581585535664508204992311493777317034926180041573
-80,-0.00000093510703751924094766499005437856518447337420532920313795042853157870713456025981,-5.8371225812686703803032727248606272552817419484005150165009266755999519604113112,-80,45352289230.075026191078848377555158519339593958616076111263120819295254859466962,0.0027082275814405638297447394685147066035865722863428075262852640773595414432675301,45352289230.072317963497407813725413779871079252012489538976778011768969595389603,16746114521864.214720875909022561696021003918327163847060420120072502899193800445,90704578460.150052382157696755110317038679187917232152222526241638590509718933925,2.1050660853042708774379232665575973954595250888313435875995277208535942520208416e-77,3.3730577563799291055383172933588899393908424795004217939864058446157287689403099e-84,9941.9780789470772821899682050076474227380077489645120494050888229086411584602143,2.2813037620971970664040089799576296797300977307867016127060834293573744696871381e-77,2.1741093415997127792973058445670183782784607783337278796510132127705059161938877e-77,2.4216101437098985549862892065427432248253347599357878774762076404889678887151704e-77,-80,-0.00000093510703751924094766499005437856518447337420532920313795042853157870713456025981,-0.00000093510703751924094766499005437856518447337420532920313795042853157870713456025981,-0.00000093510703751924094766499005437856518447337420532920313795042853157870713456025705,-0.00000093510703751924094766499005437856518447337420532920313795042853157870713456025644,-0.00000093510703751924094766499005437856518447337420532920313795042853157870713456025648,-5.8371225812686703803032727248606272552817419484005150165009266755999519604113112,-5.8371225812686703803032727248606272552817419484005150165009266755999519604113112,-5.837122581268670380303272724860627255281741948400515016500926675599951960411294,-5.8371225812686703803032727248606272552817419484005150165009266755999519604112902,-5.8371225812686703803032727248606272552817419484005150165009266755999519604112904
-70,-0.0000009113845839599314540877490207016382324894899304755133027460652596575821332303264,-5.689042346816051811163724118263149092890796642229540211026866598311506605151601,-70,45334153804.851971596009232978491100375185807853324124681415254717800479480091312,0.0027190821865036493744268327759193347183189750423142099386582765009789534504987313,45334153804.849252513822729329116673542409888518605805706372940507861821203590333,16672594167940.619200266232628919156357855712281091092807929376559426104003013251,90668307609.703943192018465956982200750371615706648249362830509435600958960182623,3.9942279567311806392411877365451848016411501685517801405734628549529737089626225e-77,6.3982532225340890693430257093698883976999468076127225922293552295482855098468351e-84,10117.992475979207800977831301753843665728011299858783857122489848415421777865557,2.5313663113514364311866558244759848609542026639742520871969527271135187718191541e-77,2.6026802828685637468347304263838439030157386823237089386344266689680489859706302e-77,3.9983682992519323791045019455179579957113175641756783707315869632930719877683444e-77,-70,-0.00000091138458395993145408774902070163823248948993047551330274606525965758213323032606,-0.0000009113845839599314540877490207016382324894899304755133027460652596575821332303264,-0.00000091138458395993145408774902070163823248948993047551330274606525965758213323032882,-0.00000091138458395993145408774902070163823248948993047551330274606525965758213323032242,-0.00000091138458395993145408774902070163823248948993047551330274606525965758213323032246,-5.6890423468160518111637241182631490928907966422295402110268665983115066051515989,-5.689042346816051811163724118263149092890796642229540211026866598311506605151601,-5.6890423468160518111637241182631490928907966422295402110268665983115066051516161,-5.6890423468160518111637241182631490928907966422295402110268665983115066051515762,-5.6890423468160518111637241182631490928907966422295402110268665983115066051515764
-60,-0.00000088815695208763439153324832481627393597483986775306876815719539321059838467594888,-5.54405088693904142584282874057052140327142067055527193683682501904567839717886,-60,45316025659.953310710484370743395384768700018513003685579527500193724135083961644,0.0027299802969397260951587309859370582178042915832541173545195497553946439908094397,45316025659.950580730187431017300226037714081454785881287944246076369615534206249,16599396600316.863444965131831589419640188842673400126798094671535075022014386145,90632051319.906621420968741486790769537400037026007371159055000387448270167923288,2.3218136750170904349305299490517089862580418948528401028291265286498176986431799e-77,3.7199146642640052728738521566104002312208993067515829024589274590397008778179274e-84,10297.167785850758842963310433494078728466264051923013988848787904878577036592219,-2.2237270914257992605329766134823764584385792331067259670189307588264234214067228e-77,3.0337596534622806563362844051760325728409927358776672399045760217352400197011262e-77,5.2768291579823143495841772862000217025703408492346115184379848185786591871338075e-77,-60,-0.00000088815695208763439153324832481627393597483986775306876815719539321059838467594905,-0.00000088815695208763439153324832481627393597483986775306876815719539321059838467594888,-0.00000088815695208763439153324832481627393597483986775306876815719539321059838467595078,-0.00000088815695208763439153324832481627393597483986775306876815719539321059838467595243,-0.0000008881569520876343915332483248162739359748398677530687681571953932105983846759526,-5.544050886939041425842828740570521403271420670555271936836825019045678397178861,-5.54405088693904142584282874057052140327142067055527193683682501904567839717886,-5.5440508869390414258428287405705214032714206705552719368368250190456783971788718,-5.5440508869390414258428287405705214032714206705552719368368250190456783971788821,-5.5440508869390414258428287405705214032714206705552719368368250190456783971788832
