voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.00019766617839922968,-616.9356379501551,-150,8272754761236.8437,23.648741195319481,8272754761213.1953,349817975211.05157,3.667607035886485e+18,1.1363582984813547e-05,3.6408919770140186e-12,527146.51492704591,7.1742533768033264e-08,1.0807576454917466e-05,1.7326639879958579e-05,-150,-0.0001976661761077881,-0.00019766617839922968,-0.00019766617884952285,-0.0001976661792990935,-0.00019766617974868007,-616.9356307983398,-616.9356379501551,-616.9356393555645,-616.9356407587188,-616.9356421619228
-140,-0.0001949956723145943,-608.6007250767613,-140,7759209030442.1846,23.329295469705585,7759209030418.8555,332595085887.52533,1.4564755325805533e+19,2.3985160737538536e-05,7.684845489998315e-12,369662.29573480866,5.4871793880410124e-06,8.6227113126538739e-06,2.2475216714565856e-05,-140,-0.00019499567173461913,-0.0001949956723145943,-0.0001949956697489446,-0.00019499566718833393,-0.0001949956646297488,-608.6007232666016,-608.6007250767613,-608.6007170691155,-608.600709077197,-608.6007010916005
-130,-0.00019236093438046767,-600.3774481288006,-130,7277619047519.332,23.014164797090498,7277619047496.3174,316223469836.25427,3.9696783726812872e+18,1.3042418459008331e-05,4.178790858266543e-12,259017.09623794534,2.8396255345232728e-06,1.5413416295309205e-05,2.3294974423493172e-05,-130,-0.0001923609322265625,-0.00019236093438046767,-0.0001923609329282401,-0.00019236093154598795,-0.00019236093020167682,-600.37744140625,-600.3774481288006,-600.377443596255,-600.3774392821098,-600.3774350863821
-120,-0.00018976126919442097,-592.2636366867072,-120,6825990820698.5283,22.703290890006624,6825990820675.8252,300660853696.02277,1.5437675974785531e+18,5.62877602305889e-05,1.8034598364387658e-11,181334.10215203391,9.3404433818856112e-06,3.9875994660332275e-05,7.8530802504097607e-05,-120,-0.00018976127313537596,-0.00018976126919442097,-0.0001897612751211997,-0.00018976128114770312,-0.00018976128722901934,-592.2636489868164,-592.2636366867072,-592.2636551847681,-592.2636739940797,-592.2636929744674
-110,-0.0001871959077523705,-584.2568906128918,-110,6402455178185.999,22.396616248329838,6402455178163.6025,285867075061.54834,1.5994010786483036e+18,3.249372571190179e-05,1.0410989697293496e-11,126852.66647762069,5.5261594448941919e-06,9.1688133915047929e-06,2.6639509589753716e-05,-110,-0.00018719590734558105,-0.0001871959077523705,-0.0001871959043550588,-0.00018719590087222643,-0.0001871958973413808,-584.2568893432617,-584.2568906128918,-584.2568800095469,-584.2568691392835,-584.256858119166
-100,-0.00018466366961469708,-576.3535256388798,-100,6005259926103.6787,22.094084148644139,6005259926081.585,271803976381.26163,1.7836019803166308e+19,3.909515612576797e-06,1.2526088022726811e-12,88686.269596366648,4.5710158029532185e-07,1.080509133431192e-05,1.7357832721565639e-05,-100,-0.000184663668850708,-0.00018466366961469708,-0.00018466366918491124,-0.00018466366876973938,-0.00018466366836208828,-576.3535232543945,-576.3535256388798,-576.3535242974758,-576.3535230016835,-576.3535217293642
-90,-0.00018216302212133016,-568.54875818143,-90,5632762501167.7656,21.795638633749881,5632762501145.9697,258435304228.50766,1.9670999102445376e+18,1.2810794032702688e-05,4.1045784121823e-12,61974.254873086313,1.4394103572609724e-07,1.0825247216114899e-05,1.8329056832368019e-05,-90,-0.00018216302497558594,-0.00018216302212133016,-0.00018216302191941664,-0.00018216302147420943,-0.00018216302087100753,-568.5487670898438,-568.54875818143,-568.5487575512379,-568.5487561617024,-568.5487542790497
-80,-0.00017969150702722107,-560.8349158152968,-80,5283423086748.1357,21.501224502313804,5283423086726.6348,245726613671.68054,9.1882476606008084e+18,1.779718138550379e-05,5.7022169104581355e-12,43291.431851807974,2.4081881001749349e-06,1.1144046005168566e-05,2.5014165602722549e-05,-80,-0.00017969150681762695,-0.00017969150702722107,-0.00017969150540084392,-0.00017969150350864664,-0.00017969150132500416,-560.8349151611328,-560.8349158152968,-560.8349107392132,-560.834904833479,-560.8348980181154
-70,-0.00017724503969251623,-553.1992499766425,-70,4955798162948.5527,21.210787298658822,4955798162927.3418,233645177482.96466,7.0909168737787894e+18,8.934147899708478e-06,2.8625009806070023e-12,30229.909780082657,1.9358855578776261e-06,7.7654957851883122e-06,1.2407392502202843e-05,-70,-0.00017724503946533202,-0.00017724503969251623,-0.00017724504081885516,-0.00017724504151747284,-0.000177245042327833,-553.1992492675781,-553.1992499766425,-553.1992534920573,-553.199255672512,-553.199258201726
-60,-0.00017481659117484023,-545.6198226430719,-60,4648534463217.5605,20.924273302691748,4648534463196.6367,222159899938.77408,9.2450075095695552e+17,2.5185049935316783e-05,8.069290000729465e-12,21100.663762678614,6.9432700632615668e-06,1.6087732932162441e-05,3.240174292849792e-05,-60,-0.0001748165902130127,-0.00017481659117484023,-0.00017481658895975052,-0.00017481658604454506,-0.00017481658310555023,-545.6198196411133,-545.6198226430719,-545.6198157295585,-545.6198066309147,-545.6197974580219
