voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-1.1162946097072755e-06,-6.968131146737051,-150,45479441267.243248,0.0026334489948430808,45479441267.240616,17269915368136.162,1.3365724303213887e+19,1.8495334952461917e-07,2.962952653242062e-14,140.29299053290848,4.8227753246989182e-09,2.4914052087073071e-07,3.775216561151647e-07,-150,-1.1162946095772373e-06,-1.1162946097072755e-06,-1.1162946386156753e-06,-1.1162946104654081e-06,-1.1162946089861487e-06,-6.968131145925327,-6.968131146737051,-6.968131327188985,-6.968131151469464,-6.968131142235635
-140,-1.0886830338195328e-06,-6.795774243567621,-140,45461254809.146309,0.002644003886532647,45461254809.143661,17194095303983.953,1.6107998031472392e+19,2.090224997530754e-07,3.348540431447175e-14,130.10855966523576,4.0183310300903661e-09,1.4583376469534078e-07,2.9053495006780589e-07,-140,-1.0886830249913969e-06,-1.0886830338195328e-06,-1.0886830213352476e-06,-1.088683039485792e-06,-1.0886830548206519e-06,-6.795774188460655,-6.795774243567621,-6.7957741656382495,-6.795774278937529,-6.795774374660749
-130,-1.0616731089131193e-06,-6.627172964501369,-130,45443075649.071846,0.0026546010823408034,45443075649.069191,17118608122091.381,5.0242938829232497e+18,3.106717940681847e-07,4.976962140752338e-14,120.64198321185175,1.279130373815645e-08,4.0109050934233429e-07,6.127862827081514e-07,-130,-1.061673112548834e-06,-1.0616731089131193e-06,-1.0616730627792125e-06,-1.0616731087226335e-06,-1.0616731047670472e-06,-6.627172987196218,-6.627172964501369,-6.627172676524424,-6.627172963312319,-6.627172938620769
-120,-1.035249102786408e-06,-6.46222910603251,-120,45424903784.471512,0.0026652407518229088,45424903784.468849,17043452361068.266,1.0969877377678179e+18,6.759754977991861e-08,1.0829127342298992e-14,111.84487080854538,5.8433235394991537e-08,8.9705983453553348e-08,2.337739921797075e-07,-120,-1.0352491126705487e-06,-1.035249102786408e-06,-1.0352491031842811e-06,-1.0352491070537095e-06,-1.0352491018414213e-06,-6.462229167731266,-6.46222910603251,-6.462229108516112,-6.462229132669847,-6.462229100133716
-110,-1.009395635282801e-06,-6.30084666218977,-110,45406739212.803459,0.0026759230652139017,45406739212.800781,16968626565941.215,2.3666057438263639e+18,2.492289050692875e-07,3.992647069725626e-14,103.67187043432844,2.7105022375789026e-08,3.2435615945054489e-07,5.1894570895846915e-07,-110,-1.0093956384309637e-06,-1.009395635282801e-06,-1.009395598511316e-06,-1.0093956374543933e-06,-1.0093956384377867e-06,-6.300846681841222,-6.30084666218977,-6.300846432654907,-6.300846675745277,-6.3008466818838125
-100,-9.840974724324827e-07,-6.1429305395286065,-100,45388581931.532555,0.0026866481934310245,45388581931.529869,16894129288125.508,9.8642588103452954e+17,2.756323747021838e-07,4.415630632574011e-14,96.080507201083151,6.5072107462477454e-08,1.0834366598340316e-07,3.4031778984853685e-07,-100,-9.840974661687581e-07,-9.840974724324827e-07,-9.840974888002473e-07,-9.840974886074713e-07,-9.840975103250645e-07,-6.142930500429202,-6.1429305395286065,-6.142930641699422,-6.1429306404960755,-6.142930776061577
-90,-9.593396817189996e-07,-5.988387526335828,-90,45370431938.130302,0.0026974163080765571,45370431938.127602,16819959085396.994,4.7907838921166477e+17,4.3916400116472687e-07,7.03540729431293e-14,89.031011447178557,1.3392962693016931e-07,3.1682801458238974e-07,8.0705026830627407e-07,-90,-9.59339717420456e-07,-9.593396817189996e-07,-9.593396927761067e-07,-9.59339683521317e-07,-9.59339647066383e-07,-5.988387749191361,-5.988387526335828,-5.988387595356471,-5.988387537586249,-5.98838731002736
-80,-9.351069849236366e-07,-5.837122252956533,-80,45352289230.075035,0.0027082275814405642,45352289230.072327,16746114521864.215,1.167044376186443e+18,5.617168925553528e-07,8.998704612221648e-14,82.486203388434745,3.6273144876858562e-08,3.4744404825755409e-07,7.29137665450852e-07,-80,-9.35106949378226e-07,-9.351069849236366e-07,-9.351070185794502e-07,-9.351069960768289e-07,-9.351070393652721e-07,-5.837122031075069,-5.837122252956533,-5.8371224630427605,-5.83712232257696,-5.837122592791961
-70,-9.113846102000442e-07,-5.689042510612012,-70,45334153804.851982,0.0027190821865036496,45334153804.849266,16672594167940.621,1.0900156157453189e+18,2.0455517191209083e-07,3.2769738554040066e-14,76.411265728596987,5.8855824404587019e-08,1.0399258416386609e-07,3.3599034341564908e-07,-70,-9.113846160947263e-07,-9.113846102000442e-07,-9.11384609801133e-07,-9.113845996067947e-07,-9.113845833249877e-07,-5.68904254740778,-5.689042510612012,-5.689042508121929,-5.689042444486859,-5.689042342852608
-60,-8.8815696226619e-07,-5.544050950475594,-60,45316025659.953316,0.0027299802969397262,45316025659.950584,16599396600316.865,3.7409535149363306e+19,2.7482678888191003e-07,4.402725164474262e-14,70.773696272962056,8.8126978073375743e-08,2.8032455920346476e-07,5.3860574577947064e-07,-60,-8.88156984359824e-07,-8.8815696226619e-07,-8.881569403325723e-07,-8.881569659376653e-07,-8.881569513115534e-07,-5.544051088388414,-5.544050950475594,-5.5440508135616255,-5.5440509733936665,-5.544050882094591
