voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.00019766617969444282770234340266844222102084026456175105384562661399403576061303021,-616.93564199264306395830490702917138590831565830094318507076699350954438972405116,-150,8272754761236.8425644828640943141127915049084303711447648105635828158014011949588,23.648741195319480299082615573171713637217690433204493353222720868354826492796643,8272754761213.193823287544614015030175931736716733927074377359089462578680326604,349817975211.05150785756071859077863744946309849082605338348705269193418075004689,16545509522473.685128965728188628225583009816860742289529621127165631602802389918,2.4600229763209186648748527917409291783118780430101120760616639619216875774409811e-71,7.8819134136939806457039892454685480959505140512126320529491261424208300663977455e-78,7695886729709.8069960841580432115425241702581285636715695532383920155395676054594,1.2622908194650106468539657479183204734887624405554875739103807168613991535245319e-71,1.5812555835126354607902170763226929078627954703557709772635259876914136402211246e-71,1.8511902853776261146569380040699848489178459010148116121988792435267384519340134e-71,-150,-0.00019766617969444282770234340266844222102084026456175105384562661399403576060514903,-0.00019766617969444282770234340266844222102084026456175105384562661399403576061303021,-0.00019766617969444282770234340266844222102084026456175105384562661399403576061303094,-0.00019766617969444282770234340266844222102084026456175105384562661399403576061303038,-0.00019766617969444282770234340266844222102084026456175105384562661399403576061303038,-616.9356419926430639583049070291713859083156583009431850707669935095443896994532,-616.93564199264306395830490702917138590831565830094318507076699350954438972405116,-616.93564199264306395830490702917138590831565830094318507076699350954438972405343,-616.93564199264306395830490702917138590831565830094318507076699350954438972405167,-616.93564199264306395830490702917138590831565830094318507076699350954438972405167
-140,-0.00019499566491759195698724355108556216735673484821416705986338397871961124432208858,-608.60070198998741211665189447134261419964088279680144784126324797299415211045846,-140,7759209030442.1837160034717435667865904574748502123089120210776090821562838177881,23.329295469705581865721297502213849016994439326422006180698786008506501128952783,7759209030418.8544205337661617010652929552610011953144726946556029014574978092816,332595085887.52533557159931533636465234251454605412346868551493606184666419998907,15518418060884.367432006943487133573180914949700424617824042155218164312567635576,1.2584624818483624708112991934472742255030235731056549234256540696729671975568289e-73,4.0321333354062017318674226270021086860006298097768924067633850367175100119919543e-80,7224390644317.8596822756442268105871833940629170116645798029209309693853970475552,-1.4306532560499043445350809930548965109554649494445618305878145864509843181185884e-71,2.9563650520190956531061776356371688788593216231202032914910403631771278268827288e-71,3.9325765440963566280816878405854124391700292938124769066230733494844395544688234e-71,-140,-0.00019499566491759195698724355108556216735673484821416705986338397871961124432212891,-0.00019499566491759195698724355108556216735673484821416705986338397871961124432208858,-0.00019499566491759195698724355108556216735673484821416705986338397871961124432208924,-0.00019499566491759195698724355108556216735673484821416705986338397871961124432208899,-0.00019499566491759195698724355108556216735673484821416705986338397871961124432208899,-608.60070198998741211665189447134261419964088279680144784126324797299415211058431,-608.60070198998741211665189447134261419964088279680144784126324797299415211045846,-608.6007019899874121166518944713426141996408827968014478412632479729941521104605,-608.60070198998741211665189447134261419964088279680144784126324797299415211045974,-608.60070198998741211665189447134261419964088279680144784126324797299415211045974
-130,-0.00019236093039075025398566602217543810432055063064764146810465469500636326042975253,-600.37743567649895039775365448887205601890613762038246691376193350048449204819261,-130,7277619047519.3309135772420691880815636893116949995574977288339371786722148411204,23.014164797090495981517165511414607626352006720902041762969769553797900332406888,7277619047496.3167487801515732065643981778970873732054910079318954157024452873225,316223469836.25425198156264244423541309669870076677895568557492192825261833104206,14555238095038.661827154484138376163127378623389999114995457667874357344429682241,8.998196740924003744082547732888992321137183099713450300683897119638059171550996e-72,2.8830221775894983973483622427712863028600646502446673059035476975633363012075715e-78,6781580937701.4626852990525566229258252100791463992347308436297837640708475627664,-3.2801337234530538115567595995947329488078402769502548520648881083122112800920643e-71,6.2897065716181226803435656762787167419162098540762664357445555312443750063554459e-71,8.2777771241586449691334476403481948462833734916749710425033186324117958869381702e-71,-130,-0.00019236093039075025398566602217543810432055063064764146810465469500636326043263391,-0.00019236093039075025398566602217543810432055063064764146810465469500636326042975253,-0.00019236093039075025398566602217543810432055063064764146810465469500636326042975089,-0.00019236093039075025398566602217543810432055063064764146810465469500636326042975175,-0.00019236093039075025398566602217543810432055063064764146810465469500636326042975175,-600.37743567649895039775365448887205601890613762038246691376193350048449205718569,-600.37743567649895039775365448887205601890613762038246691376193350048449204819261,-600.3774356764989503977536544888720560189061376203824669137619335004844920481875,-600.37743567649895039775365448887205601890613762038246691376193350048449204819017,-600.37743567649895039775365448887205601890613762038246691376193350048449204819017
-120,-0.00018976128620081799253182536460072390343537028928950212312212606610586091688296447,-592.26368976534956966983640737651193546707314037428509552522821582909774228016062,-120,6825990820698.5262928291326788537038527687674570694703055779099887044204268830765,22.703290890006619244856056847542739151142238758300604544444293625524568124596227,6825990820675.8230019391260596088477959212247179183280668196093841599761332575519,300660853696.02275069206443224332029692430335946685728541826877485966938850304134,13651981641397.052585658265357707407705537534914138940611155819977408840853766153,1.471721653201512035418317785100505022402280029204944235970048521646856107181376e-71,4.7153961936893968641267177923811340363400020864249234998479623816173089965194801e-78,6365501002482.8149408519546857289694596909974690446452690886669165788314282238909,5.2176054429795413488980193402056928763215037800069671288678564651413880665658277e-71,4.3269241681249176528872950950715802880019282478093909242221659706447411138359403e-71,5.1755709754024743122569103399202240491874393535396110085671849859386601125244712e-71,-120,-0.00018976128620081799253182536460072390343537028928950212312212606610586091687825145,-0.00018976128620081799253182536460072390343537028928950212312212606610586091688296447,-0.00018976128620081799253182536460072390343537028928950212312212606610586091688296346,-0.00018976128620081799253182536460072390343537028928950212312212606610586091688296685,-0.00018976128620081799253182536460072390343537028928950212312212606610586091688296685,-592.26368976534956966983640737651193546707314037428509552522821582909774226545081,-592.26368976534956966983640737651193546707314037428509552522821582909774228016062,-592.26368976534956966983640737651193546707314037428509552522821582909774228015745,-592.26368976534956966983640737651193546707314037428509552522821582909774228016803,-592.26368976534956966983640737651193546707314037428509552522821582909774228016803
-110,-0.00018719589800128388720163534967407274178971919950111576365268200576952873821797861,-584.25686017878869120590765649981194995778859528688878226073259003109195968616619,-110,6402455178185.9973629558018060414057723028132292502233014973837080283015381807945,22.396616248329836416722553260332789146250598278121796286870751705947072875966095,6402455178163.6007467074719696246832190424804401039727032192619117414307864748474,285867075061.54828818758012735617236759891935254562114599955402133296846221561928,12804910356371.994725911603612082811544605626458500446602994767416056603076361589,5.7051908023359508146025567702075539080573837799024247970882669532600143113157573e-71,1.8279431272158241241863444930527276404079835582462189614803433039426751060042624e-77,5974105945345.5367018120249294212204774206811639429072575415740187742164118157481,-5.8948259538843567451317140627904344783462477773719954151688861060087279603121548e-72,4.3277210093275833081851124320651955758022106089601339812576399089091720488644316e-71,6.0930496051251963389246062661597005777990647632049832179712288495775646328401308e-71,-110,-0.00018719589800128388720163534967407274178971919950111576365268200576952873819969918,-0.00018719589800128388720163534967407274178971919950111576365268200576952873821797861,-0.00018719589800128388720163534967407274178971919950111576365268200576952873821797485,-0.00018719589800128388720163534967407274178971919950111576365268200576952873821797632,-0.00018719589800128388720163534967407274178971919950111576365268200576952873821797632,-584.25686017878869120590765649981194995778859528688878226073259003109195962911428,-584.25686017878869120590765649981194995778859528688878226073259003109195968616619,-584.25686017878869120590765649981194995778859528688878226073259003109195968615445,-584.25686017878869120590765649981194995778859528688878226073259003109195968615906,-584.25686017878869120590765649981194995778859528688878226073259003109195968615906
-100,-0.00018466366845847958636026653999940622145825277613473951046387084614953376919063573,-576.35352203021097282467871334404361743920956860093983697956274547361932955136364,-100,6005259926103.6774757950311042784140517932139618287302847303849636085459405832859,22.094084148644135377749629677115939589906391449351158135128269012668012485090151,6005259926081.5833916463869689006644221160980222388238932810338054734176715706179,271803976381.26162706578443883906438557909720487694473902350067135442910196677403,12010519852207.354951590062208556828103586427923657460569460769927217091881166572,8.1446550555551463380050038993508918801752362671949826389523300506820854246471177e-72,2.6095476281559509516129482237036472094403588378134364372324740549251177283786823e-78,5605052380374.2820166801407904730574292538230306262667009669200630211944915973482,-1.6797463095400368547040761531237164890684428200294368452290446739645511959470825e-71,5.2644030780087007031416152936777688758093915505354951760297509971620454461034344e-71,7.2585355410820598827606500551118750421083760902675063065297953349190378696693689e-71,-100,-0.00018466366845847958636026653999940622145825277613473951046387084614953376918802783,-0.00018466366845847958636026653999940622145825277613473951046387084614953376919063573,-0.00018466366845847958636026653999940622145825277613473951046387084614953376919063459,-0.00018466366845847958636026653999940622145825277613473951046387084614953376919063737,-0.00018466366845847958636026653999940622145825277613473951046387084614953376919063737,-576.35352203021097282467871334404361743920956860093983697956274547361932954322413,-576.35352203021097282467871334404361743920956860093983697956274547361932955136364,-576.35352203021097282467871334404361743920956860093983697956274547361932955136009,-576.35352203021097282467871334404361743920956860093983697956274547361932955136879,-576.35352203021097282467871334404361743920956860093983697956274547361932955136879
-90,-0.00018216302099394185765269224465091015419054168002291315043965836215533245717625932,-568.54875466273990904828949677586373558374774305664171836431809604266250122158876,-90,5632762501167.76550414521263906510509704340195711784770761639290234539146795181,21.795638633749878333865057607040614272244190480880600187029353212843092901761564,5632762501145.9698655114627607312400394363613428456035171355123021583621147389669,258435304228.5076900319716369531131546861574508044264609150671841681458028801231,11265525002335.53100829042527813021019408680391423569541523278580469078293590362,1.3069368641396798337713615171355797282757191273512175490257228660658499949183894e-71,4.1874256248989116484741762570142286195589526962405156934073686629899300623784872e-78,5255281964996.2040301019644739154605046967486743428700322409322608063593527615836,-6.7380146256906419947456004761519875233503863671574841804605048794312948596219484e-71,5.0272636272934793987441358072012718667584716120822864483167425628643135828748848e-71,6.6498201110456421178049988629896211965409390442665286453108022713299077097149353e-71,-90,-0.0001821630209939418576526922446509101541905416800229131504396583621553324571804381,-0.00018216302099394185765269224465091015419054168002291315043965836215533245717625932,-0.00018216302099394185765269224465091015419054168002291315043965836215533245717625595,-0.00018216302099394185765269224465091015419054168002291315043965836215533245717625068,-0.00018216302099394185765269224465091015419054168002291315043965836215533245717625068,-568.54875466273990904828949677586373558374774305664171836431809604266250123463116,-568.54875466273990904828949677586373558374774305664171836431809604266250122158876,-568.54875466273990904828949677586373558374774305664171836431809604266250122157824,-568.54875466273990904828949677586373558374774305664171836431809604266250122156179,-568.54875466273990904828949677586373558374774305664171836431809604266250122156179
-80,-0.00017969150180587396678474386130870847243232523033070250895625799154372029827502853,-560.8348995189574777347530667662263169513413640858493590174137770948414853080372,-80,5283423086748.1347726139885428112288642480288335635467529678557402661039843618403,21.501224502313802072424453538008621249301745493187606143567420105438700321424601,5283423086726.6335481116747407388044107100202123142450074746681341225365642564016,245726613671.6805140400543750960557397636405708176003444551433528791567229324815,10566846173496.269545227977085622457728496057667127093505935711480532207968723681,8.9849315860233786771379542964277309073959489231536761724765007111078802145413385e-71,2.8787720709279661719319562262144985355046882986015230333931671040914145898430399e-77,4920203566820.420471962690677996691065032088752413717764394580491755552277220422,3.0745387527757803947117725858696954064704300194294640304253764982255441256006439e-71,2.3905773032879002486274049833624426610810036571075437147451225421612134180721101e-71,3.0274886036296849063102752078538326846489350999705956237995819919384282698461873e-71,-80,-0.00017969150180587396678474386130870847243232523033070250895625799154372029830381055,-0.00017969150180587396678474386130870847243232523033070250895625799154372029827502853,-0.00017969150180587396678474386130870847243232523033070250895625799154372029827502283,-0.00017969150180587396678474386130870847243232523033070250895625799154372029827502484,-0.00017969150180587396678474386130870847243232523033070250895625799154372029827502484,-560.83489951895747773475306676622631695134136408584935901741377709484148539786872,-560.8348995189574777347530667662263169513413640858493590174137770948414853080372,-560.83489951895747773475306676622631695134136408584935901741377709484148530801941,-560.83489951895747773475306676622631695134136408584935901741377709484148530802569,-560.83489951895747773475306676622631695134136408584935901741377709484148530802569
-70,-0.00017724504211043654664630605366682861807767392408674632659313441813772646051984752,-553.19925752321022348356702154162155172407637121828663832315090957095097645824213,-70,4955798162948.5515336367879262898212997275212915487350027757651352925024897104247,21.210787298658820436013977262159687061337984212287890069377374741216398815281099,4955798162927.3407463381291058538073224653616044873970185634772452231251149692083,233645177482.96460786728210209333755709431552328303518728749082453399593401311735,9911596325897.1030672735758525796425994550425830974700055515302705850049794208495,1.2699174958198397421624116505580926754941518359890432070547495099557988177245435e-71,4.0688158603002687995438644279807026359287268443486865759544808154623955871122222e-78,4592144882369.6931872644553880508235948986159312233903390264165139312586489313733,-7.208284609624603291452912263861654927116835770560924994126164919143589177268648e-71,4.9970628478171627518754416002144323649361127496505006261988142825765434943216333e-71,7.067712953822865194823980179131677423128984560211454667865982501275291236920758e-71,-70,-0.00017724504211043654664630605366682861807767392408674632659313441813772646051579873,-0.00017724504211043654664630605366682861807767392408674632659313441813772646051984752,-0.00017724504211043654664630605366682861807767392408674632659313441813772646051986755,-0.00017724504211043654664630605366682861807767392408674632659313441813772646051985002,-0.00017724504211043654664630605366682861807767392408674632659313441813772646051985002,-553.19925752321022348356702154162155172407637121828663832315090957095097644560546,-553.19925752321022348356702154162155172407637121828663832315090957095097645824213,-553.19925752321022348356702154162155172407637121828663832315090957095097645830464,-553.19925752321022348356702154162155172407637121828663832315090957095097645824993,-553.19925752321022348356702154162155172407637121828663832315090957095097645824993
-60,-0.00017481658362437251792483031213360946828161789478425437488516028743217822516801492,-545.61979907731749925070754765866848452889575819245769570938718946916336998587154,-60,4648534463217.559340597855360147250389502210570704980723921691805622719689538911,20.924273302691747643861325438455514933199885366286753833095843352761104951335808,4648534463196.6350672951636125033890640637550557717808385554050517896238461861498,222159899938.77402439477755064740936806214316435284863338010342818164919118967452,9297068926435.1186811957107202945007790044211414099614478433836112454393790778219,2.9006472049366813052177647728624958047498732744039427013506813319324652661117707e-72,9.2936732925778212143407256184509812634409047400787934872121813901223507981270632e-79,4257686803694.4233050581552653398038550722627648467181703625037495626067606524844,-2.4745225627210117085396455319236937000652070922551809046500515920604127155328516e-71,4.9116557692413703813810583877708803380964382873994473248986715375388004920462328e-71,6.515982865965787841366859127944700722899062325884878000928895792274859886985094e-71,-60,-0.00017481658362437251792483031213360946828161789478425437488516028743217822516709134,-0.00017481658362437251792483031213360946828161789478425437488516028743217822516801492,-0.00017481658362437251792483031213360946828161789478425437488516028743217822516802071,-0.00017481658362437251792483031213360946828161789478425437488516028743217822516799649,-0.00017481658362437251792483031213360946828161789478425437488516028743217822516799649,-545.61979907731749925070754765866848452889575819245769570938718946916336998298898,-545.61979907731749925070754765866848452889575819245769570938718946916336998587154,-545.61979907731749925070754765866848452889575819245769570938718946916336998588962,-545.61979907731749925070754765866848452889575819245769570938718946916336998581402,-545.61979907731749925070754765866848452889575819245769570938718946916336998581402
