voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,3.586502669630464e-10,0.0011193828556899077,-150,562038.35590954812,6.195351973115194e-09,562038.35590954195,90719358375201.359,35414909319055564.0,2.0245275508118388e-11,6.486586271686828e-18,1.8232828240147149e-11,-0.0012446723838434005,2.6794571213251153e-11,4.0541604616984317e-11,-150,3.586502611988136e-10,3.586502669630464e-10,3.5865026047646013e-10,3.586502606452573e-10,3.5865026064495367e-10,0.0011193828376991686,0.0011193828556899077,0.0011193828354446322,0.0011193828359714647,0.0011193828359705171
-140,3.904592873653791e-10,0.0012186619455848288,-140,608847.6041743682,5.7190306780013339e-09,608847.6041743625,106459929742350.33,16289569370672356.0,1.0857003013634015e-11,3.4785837305059335e-18,3.4866422332204679e-12,-0.0013624426663519955,1.4509642240160529e-11,2.1740460335389428e-11,-140,3.9045928424503307e-10,3.904592873653791e-10,3.9045928388679536e-10,3.90459283909158e-10,3.904592839015153e-10,0.001218661935845921,0.0012186619455848288,0.0012186619347278257,0.0012186619347976217,0.0012186619347737682
-130,4.247692531560539e-10,0.0013257467326967976,-130,659555.55574912648,5.2793307043496763e-09,659555.55574912124,124931661357322.09,77752233888628240.0,4.321547893842981e-12,1.384623986303472e-18,1.197715113054646e-11,-0.0014929757965639551,6.3576513906864868e-12,1.0812027971825964e-11,-130,4.247692545027456e-10,4.247692531560539e-10,4.247692544837954e-10,4.247692545406779e-10,4.247692545328986e-10,0.0013257467368999552,0.0013257467326967976,0.0013257467368408098,0.0013257467370183455,0.0013257467369940656
-120,4.6179650791938683e-10,0.0014413124466897218,-120,714486.91464397137,4.8734364711660573e-09,714486.91464396648,146608439213534.56,1.4783917861553514e+17,1.0139022650970664e-11,3.24854288929977e-18,9.5481361864548516e-11,-0.0016378258846275976,1.1310168476306081e-11,2.0792581779958058e-11,-120,4.6179650895450974e-10,4.6179650791938683e-10,4.6179650570596685e-10,4.617965062659851e-10,4.617965062699582e-10,0.0014413124499204424,0.0014413124466897218,0.0014413124397814198,0.0014413124415292918,0.0014413124415416922
-110,5.017751806202983e-10,0.0015660898271544891,-110,773993.42909487279,4.4987488696101896e-09,773993.42909486825,172046373675874.53,58347394482292200.0,1.3000360770537567e-11,4.165315537395993e-18,-5.4607926830614941e-11,-0.0017987189403602416,1.5567456672327493e-11,2.6291137140324985e-11,-110,5.017751828848621e-10,5.017751806202983e-10,5.017751847856139e-10,5.017751843904822e-10,5.01775184385618e-10,0.0015660898342224163,0.0015660898271544891,0.0015660898401548499,0.0015660898389216048,0.0015660898389064232
-100,5.449588272783197e-10,0.0017008702474354549,-100,838456.14395322185,4.1528686198255666e-09,838456.14395321766,201898066303007.59,44267110345331592.0,2.5675696378041346e-12,8.226493171574622e-19,-7.5832986195060762e-12,-0.0019775599034039669,4.4195082916729075e-12,8.710809637333159e-12,-100,5.449588276062234e-10,5.449588272783197e-10,5.44958826917195e-10,5.449588267835741e-10,5.449588267856491e-10,0.0017008702484588745,0.0017008702474354549,0.0017008702463083489,0.0017008702458913049,0.0017008702458977815
-90,5.916220276727536e-10,0.0018465106981047244,-90,908287.84067379124,3.8335809073570868e-09,908287.8406737874,236929352118454.44,17898322538379136.0,7.291776774401293e-12,2.336285199782015e-18,1.7283664510476717e-11,-0.0021764378458390249,1.0608736703138301e-11,1.8437600858773381e-11,-90,5.916220254252088e-10,5.916220276727536e-10,5.916220253364684e-10,5.916220253381801e-10,5.916220253468142e-10,0.001846510691089915,0.0018465106981047244,0.0018465106908129476,0.00184651069081829,0.0018465106908452378
-80,6.420621939659141e-10,0.0020039394318536645,-80,983935.68052530615,3.5388412007770387e-09,983935.68052530265,278038946847702.31,24018844807885568.0,1.3551593007476992e-11,4.3419304888973695e-18,3.9715229717257865e-11,-0.0023976289222986018,1.7394716567447018e-11,2.9333772449151909e-11,-80,6.420621910720285e-10,6.420621939659141e-10,6.420621896239836e-10,6.420621899012849e-10,6.420621899092069e-10,0.002003939422821562,0.0020039394318536645,0.0020039394183020715,0.002003939419167556,0.0020039394191922813
-70,6.966014393599634e-10,0.0021741617957551918,-70,1065884.067949201,3.266762159703795e-09,1065884.0679491977,326281503164542.37,90438509010908096.0,1.3886109276328717e-11,4.4491094182392076e-18,1.5168955571384448e-11,-0.0026435978590643051,1.6274391647080782e-11,2.8496788193411098e-11,-70,6.966014367796432e-10,6.966014393599634e-10,6.96601434910854e-10,6.966014350386474e-10,6.966014350501483e-10,0.002174161787701758,0.0021741617957551918,0.0021741617818690825,0.0021741617822679383,0.0021741617823038337
-60,7.55588604091953e-10,0.0023582665545941106,-60,1154657.7524018318,3.0156015493798828e-09,1154657.7524018288,382894667446788.94,74357072273692640.0,4.359925614982885e-12,1.3969201812054376e-18,1.955674564589778e-11,-0.0029169984362782679,4.300825560367943e-12,8.1248809094300691e-12,-60,7.555886053672982e-10,7.55588604091953e-10,7.555886039703781e-10,7.555886040189781e-10,7.555886040192984e-10,0.002358266558574589,0.0023582665545941106,0.0023582665542146632,0.0023582665543663488,0.0023582665543673484
