voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,3.586502141072183e-10,0.0011193826907216551,-150,562038.35590954812,6.195351973115194e-09,562038.35590954195,90719358375201.359,35414909319055564.0,1.5009826064352194e-10,4.809148268793949e-17,0.00088527113436817541,2.2442613692902527e-11,7.8972358047721863e-11,2.4896540942319191e-10,-150,3.5865023847721253e-10,3.586502141072183e-10,3.5865023797165044e-10,3.5865026130321764e-10,3.58650262198701e-10,0.0011193827667828108,0.0011193826907216551,0.0011193827652049015,0.0011193828380250239,0.0011193828408199158
-140,3.9045926971329017e-10,0.0012186618904909182,-140,608847.6041743682,5.7190306780013339e-09,608847.6041743625,106459929742350.33,16289569370672356.0,1.1634002875654526e-10,3.7275345202210033e-17,0.00096051294054310787,5.4051524330824492e-12,7.2295802234860013e-11,1.9264085962599605e-10,-140,3.90459257552415e-10,3.9045926971329017e-10,3.9045927711384743e-10,3.9045928438903017e-10,3.904592948277602e-10,0.0012186618525356274,0.0012186618904909182,0.0012186619135887873,0.00121866193629535,0.0012186619688756561
-130,4.2476928434711316e-10,0.0013257468300471697,-130,659555.55574912648,5.2793307043496763e-09,659555.55574912124,124931661357322.09,77752233888628240.0,1.3009508466159392e-10,4.168246512309846e-17,0.0010423147680840305,1.1996437442579767e-11,9.3525613594740463e-11,2.3407332708330858e-10,-130,4.2476927667469715e-10,4.2476928434711316e-10,4.247692676487011e-10,4.2476925414483655e-10,4.2476924266464804e-10,0.0013257468061008027,0.0013257468300471697,0.0013257467779297788,0.0013257467357828856,0.001325746699952085
-120,4.61796493753969e-10,0.0014413124024780556,-120,714486.91464397137,4.8734364711660573e-09,714486.91464396648,146608439213534.56,1.4783917861553514e+17,7.85988735034493e-11,2.518307906576503e-17,0.0011312631644951547,1.0657740077797241e-11,1.1861233937449817e-10,2.7277970556389749e-10,-120,4.617964859712069e-10,4.61796493753969e-10,4.617964996038883e-10,4.6179650643643175e-10,4.617964812533527e-10,0.0014413123781872874,0.0014413124024780556,0.0014413124207362307,0.0014413124420612727,0.0014413123634623992
-110,5.017751969142595e-10,0.001566089878009549,-110,773993.42909487279,4.4987488696101896e-09,773993.42909486825,172046373675874.53,58347394482292200.0,7.803481754005415e-11,2.500235561155868e-17,0.0012279916199141334,4.070897995745286e-11,6.0844170977833774e-11,1.939546024796066e-10,-110,5.017752091041812e-10,5.017751969142595e-10,5.017751909720626e-10,5.017751841018256e-10,5.017751845232843e-10,0.001566089916055497,0.001566089878009549,0.0015660898594633665,0.0015660898380206794,0.0015660898393360934
-100,5.449588552701666e-10,0.0017008703348007697,-100,838456.14395322185,4.1528686198255666e-09,838456.14395321766,201898066303007.59,44267110345331592.0,1.4530692838202186e-10,4.655633990259341e-17,0.0013331818108783104,2.6786336831931738e-11,8.2011985988152853e-11,2.806590106862287e-10,-100,5.449588683268279e-10,5.449588552701666e-10,5.449588389514369e-10,5.449588262690026e-10,5.44958821770488e-10,0.0017008703755518975,0.0017008703348007697,0.0017008702838684046,0.0017008702442852764,0.001700870230244969
-90,5.916220078756783e-10,0.0018465106363160996,-90,908287.84067379124,3.8335809073570868e-09,908287.8406737874,236929352118454.44,17898322538379136.0,6.23998561155581e-11,1.9992913839580898e-17,0.0014475646041726634,6.8750732163029897e-11,8.2619103382483598e-11,2.6207019366865223e-10,-90,5.916220115469284e-10,5.916220078756783e-10,5.916220182828487e-10,5.916220253814552e-10,5.916220278685922e-10,0.0018465106477744333,0.0018465106363160996,0.001846510668797905,0.001846510690953356,0.0018465106987159557
-80,6.420622355149311e-10,0.0020039395615322445,-80,983935.68052530615,3.5388412007770387e-09,983935.68052530265,278038946847702.31,24018844807885568.0,2.9308648260076287e-10,9.390490903832976e-17,0.0015719206301329563,3.4404140505442526e-11,2.2403107073163108e-10,5.5152188684376056e-10,-80,6.420622322295602e-10,6.420622355149311e-10,6.42062214830858e-10,6.420621896704516e-10,6.42062141610022e-10,0.002003939551278278,0.0020039395615322445,0.0020039394969752124,0.0020039394184471026,0.002003939268445762
-70,6.966014189961141e-10,0.00217416173219761,-70,1065884.067949201,3.266762159703795e-09,1065884.0679491977,326281503164542.37,90438509010908096.0,1.0541089442289708e-10,3.377365061407604e-17,0.0017070818990847867,1.6667518825886331e-11,8.238274417516003e-11,2.5904567913980086e-10,-70,6.966014446482163e-10,6.966014189961141e-10,6.966014335744966e-10,6.966014350353658e-10,6.966014527697648e-10,0.0021741618122603505,0.00217416173219761,0.0021741617776981793,0.002174161782257696,0.0021741618376085042
-60,7.555885986275558e-10,0.002358266537539188,-60,1154657.7524018318,3.0156015493798828e-09,1154657.7524018288,382894667446788.94,74357072273692640.0,2.337284237680093e-10,7.488658694448193e-17,0.0018539338103807455,2.1960662063743399e-11,1.32733631919361e-10,4.3299767495839296e-10,-60,7.55588585176242e-10,7.555885986275558e-10,7.555885955691415e-10,7.555886041184957e-10,7.555886600628289e-10,0.0023582664955563108,0.002358266537539188,0.0023582665279935754,0.002358266554676953,0.0023582667292847345
