"{'distance': [0.089, 0.199, 0.317, 0.635, 0.687, 0.778, 0.854, 0.884, 0.891], 'solute_1': [10.05, -15.64, 15.48, -18.35, 19.56, -15.96, 12.4, -6.32, 8.38]}","{'solute_1i': '434.0 M', 'solute_1e': '490.0 uM'}"
60,0.00054580531742517431924010056549680205715088782387753288025178618145788473826462817,1135.6748177802212167366242045325243031766265781311950617497845870778354920914317
70,0.00069317836189615487633008462666235295763310550381387474582867653770508294800032936,1442.318688922502857230401337056585357139893117442495760150234878326517438508711
80,0.00086277033937698430531676692279008737804953900497814517542547414606027518547901205,1795.1942142675495243489899811294697329070129105394201252678257659724235573784194
90,0.0010558508545892535805694900559698798324128870395576207654029497156233217441721716,2196.9431015173815559275587441459602397847939966476737850190752069336224557282985
100,0.0012741270966018251426953299273750567552249872902481775185297362406352488395310926,2651.117554310913726413319201511157812948298312609065111645586452992521738369906
"{'distance': [0.089, 0.199, 0.317, 0.635, 0.687, 0.778, 0.854, 0.884, 0.891], 'solute_1': [10.05, -15.64, 15.48, -18.35, 19.56, -15.96, 12.4, -6.32, 8.38]}","{'solute_1i': '434.0 M', 'solute_1e': '490.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,2161896052309.6057425684519768679388751393485347112694591159445402744258240666732,0.000040480502768481962368461714238953146010797688433452462474738966142337869514098167,2161896052309.6057020879492083859765066776342957581234483182561068219633493277071,53405859721506562.88329379692590214847137877840846905949937500494190306811818207,4323799701282.8158763300519722078101666917148350476609887323923523912788146052103,9.5289668396630892097800111059247961811530687311870155268771867848502977157890305e-71,4.5796214631791953880495521408918657920652434651423810563386105969227194317458613e-77,1101250.5415593971617479385846792029961592355406832821719197852559827088523042144,4.7535220536053725815487483744748492836880012487445602602658156635710952372027607e-71,3.6880836408989876560649647540073291161829148858727361340809691269624492729970532e-71,3.8851195565538306545472615528908480638474993224181982558724872934320292710950987e-71
-140,2143812124558.0813048445639104571646829480009408317360876165566144862294180321349,0.000059288801604259737756229384352568653064063397914276393128160537591801277905784075,2143812124558.0812455557623061974269267186165882630830235531587002098362898715973,36158803459506158.824570133407391973872187002488548904508530304338473862060547074,4287633228329.8553212728965112501198142425310203167238358810878007937395686997022,1.0807538654118534338830423540311690365759261381472608583881668665157754933004436e-70,5.1941030772017375455679730222668547217431777766194443684392024125382786446443122e-77,1177768.1836778130357262415837275282453532584361504627663227884569835832805194377,4.2253879237073436700232224255919404938718186330976664745494466260382287119965645e-71,4.5644784841869592927032419537363694781466939430781422415258096292066114031953904e-71,7.86222074367539403200965774067604573069154039761770933093483310584029572983367e-71
-130,2125879471616.5756703158802271871724059446384016301876440222582419764303957022255,0.00008683592730488928007797295964469767021133302341684350041031260726705229329049462,2125879471616.5755834799529222978923279716787569325174326892348251329299853896183,24481565840281853.455550152470367114835723475026569850230950845519022442714961688,4251769468628.1340367806548742234410050901205206847228892323489243817072243492934,1.2271150851959204852019983470015116940249995648256388145317258262059475220777729e-70,5.8975150994820541429972194961782125086882057911187765517913411899635701470367401e-77,1432013.1615437701483597576803555958727213764656904712568486728885017278404740762,2.4603190263476185688657627098995290887656275280767771627995158378661950239445764e-71,4.717807557223409102309499005019061902034688599442582023271573868343819500444554e-71,7.9179033626662311614526950375804677804357403732893472705051730135732406363966131e-71
-120,2108096827488.4530846476843712380396826356977849410103463928928665425762183743241,0.00012718216706809356304893283586482824312930643942806008264320053310322100372385675,2108096827488.452957465517303144476633702861920112767217086453438482493575173791,16575412072981695.756088687772279239506531827711148835618261657193902125876130768,4216205916461.074484302490797546863309610834590015033556892531452153389475193044,1.0650826046262853799818955566247084703625340491852487317315972048874379135032682e-70,5.1187869978236638520006952790866451606573664805799309683053099396416365970480817e-77,2192192.1680525511695049359125332351218390874432687432441891296172036792820488139,1.4595544878958643053676568271056696246055678474475080525776742998117867002325391e-71,6.6317984876266420850922648187068631156408104807337395153055727606879666718468633e-71,1.0335118054956346379046985864491151123297077737722887833582020044078430915500027e-70
-110,2090462936828.8496153575511830246623362551686568413444123708421087547821143297118,0.00018627432356820965101343732227038348903044464855455091458125171998765481958171216,2090462936828.8494290832276148150113228178463864578553819261935542038675330779918,11222496459977035.151186480329569152855598349588305471002949241688080024488061091,4180940090800.7299260011031586330797644566347655624854781088598922564809027476072,1.2308992469866091089815255324704764070972188855997840542874162709876765623546938e-70,5.9157017810260215373502722834522436529278243116861801949033604892456793287068842e-77,4882523.4075267693928966137326520761677518593219633041232779603322829135381646654,1.6443129969533329794508945838181537521419294512969496810821569142617702218197208e-71,4.2184719032103020977918907278299182574152071670773651794320893947288208494211906e-71,6.9023547147669811053183029034501505884867709022600500354692753546673288442349887e-71
-100,2072976554849.3126875349596391854640353383072119539749463244476581568657119810937,0.00027282223931769142036867434442928779586811793642916241788175858082224928520468353,2072976554849.3124147127203214940436666639627826661790782065112289944478302225128,7598268235147091.7279910586719398459637319520352906429849815263326459168122132215,4145969535627.4283741490780740343871536275495998156901203877636947380493288284682,9.4086287286079623796565979839886743591030040107363284294913714928738457172707717e-71,4.5217869669818365419357620843531625726007802373737716981202912222655615453974629e-77,9001951.0004295089479258974020488112383011338721032020387642973955889059623922481,-3.5666304644543141317494668390306004011741628856569126876477766562882955681857721e-73,6.7583348965996053434644237320920211558879731343387540390454117710612366558129121e-71,9.8070961710201059368865136025431054634900027565444073722068221270699886866012672e-71
-90,2055636447223.8740263830657303552872910896867796153449324713633577498476983306811,0.00036738871081318412275644202501549227433324057438132543816188349508821743965415294,2055636447223.873658994354917171164534647661764123070599230788976424409536447186,5595262964596530.5273698446579271774158347736414860584557686376057260423659953882,4111291820320.9883222421432979552160331921764852760227718671531734882987237871765,2.4020431951094366014378589798748324157512336629634326573551688263043637195112699e-71,1.1544219596386067541981069334953277147223258112179751416711716189864671654973205e-77,4710026.0369049522885318263892622446901419858839599625830620063899374809770730709,-7.3053133855560695294764207388302533792263695554071630815023582225279500140634613e-73,2.8428767908383162538018384539062940233168988680959911811376137523786182811942553e-71,4.1300238518487955159798329123593971331653458024374266618807781365549937495284184e-71
-80,2038441389996.4799459625835886361481712015273445908999159405712753071325030643434,0.00034516426876922072743423112675601705332961761442607745757463072539984485426991318,2038441389996.479600798314819415420736970400588573846586322956849229674928433618,5905713813498454.2210056211723630021030277170697292182963616529497853381288839895,4076904540133.3845194435303872761910925521646789529836807984924655620425629728151,6.3437351411042384470525606548218271400785232342339963573718187548393769309936593e-71,3.0487991088971415977811235056756866251038172456464664204711226088394658189132218e-77,3337553.2030315787982404904360261512808494018645911008000586732064847107457008468,3.3691701114222507254617815702242564227545362632688507219662351600979453948839458e-71,3.2845758375547999294114551335480986049224801481585870742544593681909739956876744e-71,5.2493795015852338361659037311371996819995981948887043852975359900132263557736923e-71
-70,2021390169489.7095160159751872722519212935404341918119023088201258784755901623099,0.00032428424970187035276934255478123866158167678348889683207760294778534726475537906,2021390169489.7091917317254854018991519509856529531503206320366369816435125593621,6233389908230411.5923232410492989518103588462832859124967221572123018896813296459,4042805316754.1366258278685005884893205112657220439006155174659221736142885974392,2.1447268257766866049355475488523219504499182089049807662321105766699964930176847e-71,1.0307557123222975203293468024254831538285904113589034277872757198397778249880559e-77,2779324.032909611303296353041832024295546674052980722038189832661403152748253867,-1.2582842772319271065714220841377023556506005329442549670229436407070927446628123e-71,1.6908214672862665601460578268534449511151024632126354996078785663753924421624476e-71,3.0424498400331863241443048408994844545639189040101190949079397405264204027507145e-71
-60,2004481582266.094176725850057361322437291257273162067669097799304219256413102251,0.00030466732544386251555909916891763084715072644542296046090716132004893415644390881,2004481582266.0938720585246134988068781920883555312205183713538812587955059409309,6579246984709676.5615019429887386478797661158063811231390901428957884121456579186,4008991798981.288238862986711692255212885619222242563760002758732501395328812659,2.9097650912147212317466900823116527088743321355941756610881401007249662754861193e-71,1.3984331024238344549797048666200221443905494124437902713834226466855500363091838e-77,2490183.1940136505589846082464917663420571904844391126292451589567629529356994794,-3.2959970633118047813705102773439019968698582500744179026499430991095382353180463e-71,2.898863904455106360781069928025573223703239235002627107232163779557341387970812e-71,3.5452585271721044121001813090418340017239388358083714656621869773479557252237182e-71
-50,1987714435171.4162756339636197907866712690097082750337803588290852737532840826404,0.0002862370876120323539305692457019329981438523692192696911903755806687891217944471,1987714435171.4159893968760077584327406997640063420356365064598660040620937070597,6944293808164990.8274718692215906396076520564196677320509457384048555640544460311,3975461663512.659144125812845656491634803595845844380841744773636155711929097196,4.4508356299630894632316961329373002582910886983286873125415327085717546914841168e-71,2.139071604374900009524757980896518020125615104665552571127419423058846837921914e-77,2317829.1011853936894563357489522354831928158424579636410618518146735062795877144,2.1125440177212594196434545270890848112676206087671177182353031441436278522671441e-71,2.3948576564693182445232039919447258276954278046647615977281898379171237446710458e-71,4.3317677581369986974303692222091786966035808213912213763522425913285502605595539e-71
-40,1971087544735.2365133718996032773099430239159629990552793733634118220799047001596,0.00026892174999486405922546836023337061958350470330240142649875586763889160412203249,1971087544735.236244450149608413250717555555729628435695868660109420653405944292,7329595113719440.2452656177771607236679554316381734161751848879236721145127439509,3942212615874.1286214635633871456171749353198857561142710723679145731112986535691,7.9394473841459113241222330035393498957961312582354572715431931974534346931606589e-71,3.8156984131672017025775808152182814282197746848015159399317684318138880813477014e-77,2206778.1662680460431742824372674941892856212356389006730012383652562949409380963,7.5164086351823242466010894723313365755028066968184999352592646776515726345801454e-71,6.373177381640193038508740894738808008673969964875271418308048527599877651259449e-71,7.8619298381229424749159038149885067105979957228794701836924449733409031830429195e-71
-30,1954599737599.4405155865854723411425062655039387749266623293762274136439602194948,0.00025265386894350215875031735271904251655576027991956234878531226052862388972287232,1954599737599.4402629327165288389837559481512197324101065690963078512951749072343,7736274713594523.803707050958545624111060895333634049706139179713775399285400042,3909242391504.0738425023286514709177787662478803300277839364122335885887280876108,3.4076421161320557713956959453200560619718091917985390363398828678521826165082241e-71,1.6377128007927768943983979099325326617941913847694584896915617705550559091813818e-77,2134490.0770756436070951553996185902024961920727385377706892241252669453305603229,3.7296423302621460322061042562848537101599377331089681390073199337833396941317745e-71,7.3021957674826804223971355796518040205533584281254593213006936058233596127580267e-71,1.2614075205461921606103144140468162889518659780253102644747833479119123879412414e-70
-20,1938249850289.5724265662711855416164328923799434479052545860914109687027659216015,0.00023737008067714673538746563378356811031430870507118470163985793468834816475179588,1938249850289.5721891961905083948810454267461598797949402773863397840011260636668,8165518774566356.6597087713220442023768442944141828420393152839098675225094975599,3876548757015.7871848924159884091119364006328298463197492177130238737046125842676,1.2397310876753137679774394881152591736980941013855243474210638202055342066076029e-70,5.9581476075620779931364636310637048246859272113557783480249916349997791212741117e-77,2093290.5134545376169108674473363107102160767537495216848655665031937583691170744,-1.4376357142945226231025994248587866455938260121830428070744940318350704706556853e-70,1.1531647642552507348498915401552736285660460956520056552766446570873654241944895e-70,1.5927758629808626351799603316885538612058020298155456453218048081023351228827275e-70
-10,1922036729150.7025308997737292922280133850070835303634950400145283228400468177359,0.00022301085447963110761331461580590444101397889625742717271529062859875349261860886,1922036729150.7023078889192496611204000703912776259224810611182708956673315271073,8618579277836242.9203468963627504364066801431558233596648681642269905330039034311,3844129511662.778681330241381584476584326921488887711314243883604505817484825414,1.6021471002201587853453894367252044148191730789687465999728019720236576702118087e-70,7.6999189670773316966288721125941306639793253299701892517556512399572578642792593e-77,2085156.2877906409627915482410156528510183502091041132126490600014768449846845457,-2.1137614362580283675269186612438449820677509632351087121623264874181401523794516e-71,3.3717474742542362567972114194315478870300305332511788197612251697732582758742491e-71,5.9857854277463680389112173345298864109381036024635766581785108080998265777755237e-71
0,1905959230293.8030578784622871496015067151575258466062193072477703540292379003376,0.00020952026082587679728589049819460741459176663397323218420331512053342202449375131,1905959230293.8028483582014612728042208246593312391916275406137971218450345852171,9096777670956428.9838470250614271942429354330297150632013985072099101313911988777,3811982489035.3847492316003881575406239807340831856483308942105760791806708200307,1.1619937155140198941234535195071976661657950919147850407448960943260735731661275e-70,5.5845417962967034367949524155904716946675583744787256380844293578194831012234556e-77,2121531.5929549280289462206923189392031957680931796379206637077669159158323872994,1.7092617371125588272010053654318940538674420152177294544208475623626937454815812e-70,1.8473788224721140920336136381394333644858891387533617457236992744863245987717972e-70,3.2735110615084422268829870365047350737197764410433957810703752323436275687371779e-70
10,1890016219557.0402287496659532790487076833175491112186029531151760919080057138037,0.0001968457535350727659008118752138497163902691531984432061447385139621896319919892,1890016219557.0400319039124182062828068714423352615022126839619776487018609752897,9601508722515005.9487074170663049344045920882213017046685648015789586968844664262,3780105559021.1175702431044148778839400289972902483101233444452987701393869654818,1.5917657347234508553501050108779693105027259572506650348454926785562374093770632e-70,7.6500261107146851422989427744841911145004195526276852329644621674700745430953954e-77,2225642.2192616595053638205810638260796040836478101857115265764118586801189571548,7.829469777379315271065843018450522474270866050100773934607901361355729615606761e-71,5.1693935086064327128781550580542797249350759204479159679950521014735394822159876e-71,7.2579384791020938695600781034263803097233148824702916986085190522892995956526802e-71
20,1874206572488.456243581584382389479648927283439385388748040754269066743496877265,0.00018493796510206047853472234853899502400079006127303740685908003523849086389409841,1874206572488.4560586436192803290011142049349003903647472506929960293366377972297,10134244590904579.224963038313867998778146254932173023454661251567212124322428082,3748496630065.7673820014503277680946036980704212066091615127776311980338999574238,8.1209254120354705570356066934057159082716829774136192464092934955385858341066092e-70,3.9029167530001289728117383665812030065152265712096217529227583415954651975668696e-76,2435498.6605335813424065872918556365180187909114649422836875761227436637764708816,2.3197797409684667325868715259614048591352934201440997344140971013809167900649354e-71,4.2455817865291741559386254531228094792538716589592395429937667439230739471523154e-71,7.6409103906014862702319356347791968275202993775947922505821290974907448962255015e-71
30,1858529174359.5392215766226943389529599287175260445182351720300413635322268824277,0.00017375051440973568567382030214310176389845811789308112726764476622852578717259883,1858529174359.5390478261082846032672861084153829427543367139121482824049592376615,10696539119169370.809728474779830801756858675574924284788536159607940853460115309,3717153651777.4946124740123735926759938165899075577383209174545040907261773844743,9.063967387910012954839022971364028494409172377956395205326125704269706188373546e-70,4.3561427265685026213613350608084301107964948465226703420634745454622092203980006e-76,-2805551.2701143087157758976255678377039559193837659837741333129510178580519610652,6.8423783116446105633285580389038447423762598930348027105749100441494933236228313e-70,5.0877146831516575579454916452959313115570787908865305639799437401828221624605444e-70,8.6519604226144998748962811973724023148708014748340190832034650606196229886519343e-70
40,1842982920223.6070479987405656854889832827950913829755207390245211503576287840345,0.00016323982607350217433675401949793703146566483730117961829079001545961503766100945,1842982920223.606884758914492183314646528775593445944055074187219970739337994019,11290032368655949.93081035878664237280234301417688915679792903518494020933518986,3686074617922.1104494632942570541959848562111433137018247356396561581175424387467,7.2058615186563596727524049472626759228510135482389858698913153431573771254442395e-70,3.4631370414811116938190487311497643164411097508328195304674852796895791230119128e-76,-3406701.2844840116763590258973099925935399640477071723451485529844209943290868352,-2.9615008812711369434660708987950737180330908850847123167258319078665833614825006e-70,5.9376945414027524038988146080414228922923788604634713692815974491367854731321937e-70,9.7831107432359645281645690314571288844041989123438424907989742021891874557634357e-70
50,1827566715039.4149984771217408761338160613875166624234916934378137290857905089973,0.00015336496071411991890608688740820128241611762835587966986859143607593816531936754,1827566715039.4148451121610267562149099745001084611410755758094578494159219175612,11916455405000182.773238361891861674308008025934353948471804148786711647602194037,3655257569864.5471365519384173565801052077305270709083703774369914302785638472451,2.3837418412435710989210822415520752233993040485591367827855330750481490078544146e-69,1.1456263287616379009726591412296555221879427753255017753793911772648658080654882e-75,-4328441.2498277475814080991827756485561496133438613880814444383785731682548424546,-1.6889613191194479324664340197105475789841724474647496921425496033600123057898223e-69,1.0238639683378318395028190169786662028279813126208419690282336117521367469311318e-69,1.3347566243379787726141722924280061516618020867403245132106837859000382502968784e-69
60,1812279473889.8927803944749724989520141490749499064952299798848754528796509062091,0.00014408745549785630216465902706834131662593346200574727815833514784596759454672858,1812279473889.8926363070194746426498494900478815651786040464228697056014925710612,12577635350891843.808497887705354853569214420606555292983258969788128480300867722,3624700600519.2826090670338291977774453363461547821338256367476280003074486904725,1.8548828112066124680406174451742780969863703219699000297041181092426335949386293e-69,8.9145667845427789565261971347335817228076918408039998203059635292890467729051184e-76,-5687966.9753313807415158584049209821563074053251243245057749018306657473990820125,-1.1510206894544647751328511935848606729879404180575865643478318015483310575479492e-71,2.4882563640325387125037819536032144562731142582715910448932711409291290744302628e-70,3.7185606960129190056366397259002416641586971998738167098914865105116801192378588e-70
70,1797120122339.8225463434207093760313534762009000310673125241858061043537168531548,0.00013537117432284054411756017136926429171254968011840787260648741393793714181232246,1797120122339.8224109722463865354872359160295307667755999745056876964811103657408,13275500721105903.019711778203940497080223010076929733530926230455713013302848104,3594401858881.3414010459556634942726712213948989284666736918825779819233589411973,1.3002645128150868128343425820614448941648772643316520736281059351344286549640112e-69,6.2490712486219205660390283960341489100414090631801714023891723392129846834515124e-76,-7647394.0979367185082321319983937767411785550617377183565396772459269070245929781,-1.2652452006250982765917416989247207133102181615522414798766171781292358596905909e-70,7.5386445717570245887946516231360737815760457422238400005491437122092714647221538e-70,1.1427849369649088903556620305799146376831354335541857865210560853013940173839606e-69
80,1782087596996.6366921283091857619465974273143945081755751601333202436529835019324,0.00012718216706809374660967409680201767510195151383835526986640878089881980416483047,1782087596996.6365649461421176681999877532175924905004732086194818883831170931515,14012087056532864.286139000634469530269764879459144394018993732675203914915148856,3564359555219.6030379275612237553731948794436719570506685432761894462573748753448,1.1976477120624259703579632728949398728754686219563422799561082416852686986223373e-69,5.7558949055847275031427720772642341296373462212522551435094863006383270075348726e-76,-10438112.979698222363406566322508559961324622494755599920758218011219935579056157,-2.0139555912363637495859793756599514099122841755679297063098083561248565201053665e-70,9.309115384372137232586970997720303304147978170630110089482834458108970190067091e-70,1.4432410738548854315836604885682348040399210822753658746666390030544884093045869e-69
90,1971091235455.7979469707119889741839066098023979648397003534839837699712780453299,0.00011948853735700604910417446297625005689295456303093902702442415377700269913948282,1971091235455.7978274821746319681348024353394217147828073989209528309442536211761,16496069657013218.7071063430949790155064203124149235336684541458998049404104773,3942182470911.5958939414239779483678132196047959296794007069679675399425560906597,1.3205343906233162655118075727346328781948472743010173719585032968477818603521834e-69,6.3464882818370744243840319245776919704901816603505968408698836955532782480632071e-76,-14393072.104215473920351368044251992248235817741904409174748376009185517006831001,-1.1317515863648939131199231375210445043029096245439850194081788158129121274524068e-69,1.5534102036832670582726980647832229238442843132803860083582089515584727609836334e-69,2.6792370692925885091158724318466345867302135418475349089870837825676265318405586e-69
100,2246531073284.7586871770841857606101320125612169433139603680963584752895115418037,0.00011226031832019659554574452129131821572593795953742061017445211961810626662805796,2246531073284.7585749167658655640145862680399256250982344301368210546793370896841,20011800312885701.573104554504585751371876308011369839753504512791322786086290943,4493062146569.5173743541683715212202640251224338866279207361927169505790230836074,1.1066278952561195968078931470775258773457378183944117379428943931802864639290303e-69,5.3184536599865780918692025729293492859938671115060834635371958567463597762374546e-76,-19989820.577808311316083960198107499376505333952431548674621744535222398658266493,-1.0972513860986077209758859406919039466015942491587039710276443314439193848643042e-69,9.6432812620962667896290366878263256386659493382793571200501456423513183281562694e-70,1.6325936229439371116447756164858246714679784738299164701313226887140671644058837e-69
"{'distance': [0.089, 0.199, 0.317, 0.635, 0.687, 0.778, 0.854, 0.884, 0.891], 'solute_1': [10.05, -15.64, 15.48, -18.35, 19.56, -15.96, 12.4, -6.32, 8.38]}","{'solute_1i': '434.0 M', 'solute_1e': '490.0 uM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.00000057540272853962908079204582999689623450678541477290569587677710868580126483058444,-0.00000057540272853962908079204582999689623450678541477290569587677710868580126483575513,-0.00000057540272853962908079204582999689623450678541477290569587677710868580124711872074,-0.00000057540272853962908079204582999689623450678541477290569587677710868580124711853401,-0.0000005754027285396290807920458299968962345067854147729056958767771086858012190395405,-1.1972591105693488934275378968282620124353942960357780202379127185939051403391476,-1.1972591105693488934275378968282620124353942960357780202379127185939051403499064,-1.1972591105693488934275378968282620124353942960357780202379127185939051034854986,-1.1972591105693488934275378968282620124353942960357780202379127185939051034851101,-1.197259110569348893427537896828262012435394296035778020237912718593905045060238
-140,-0.00000042507505772003954580275628119181757983317104884011964771551973520641802160321741,-0.00000042507505772003954580275628119181757983317104884011964771551973520641802161052883,-0.0000004250750577200395458027562811918175798331710488401196477155197352064180070728534,-0.00000042507505772003954580275628119181757983317104884011964771551973520641800707309747,-0.00000042507505772003954580275628119181757983317104884011964771551973520641805901388418,-0.88446745260099780248453171640172998808045746078738066204015531040544913816916376,-0.88446745260099780248453171640172998808045746078738066204015531040544913818437686,-0.88446745260099780248453171640172998808045746078738066204015531040544910793536432,-0.88446745260099780248453171640172998808045746078738066204015531040544910793587215,-0.88446745260099780248453171640172998808045746078738066204015531040544921601075086
-130,-0.00000027298405122456721472074838188101497802120669156202338328473162293033524418727629,-0.00000027298405122456721472074838188101497802120669156202338328473162293033524424092598,-0.00000027298405122456721472074838188101497802120669156202338328473162293033523624560782,-0.00000027298405122456721472074838188101497802120669156202338328473162293033523624649138,-0.00000027298405122456721472074838188101497802120669156202338328473162293033518526577498,-0.5680067649283545848567199204290551844257142195938708715543161879828502795905549,-0.56800676492835458485671992042905518442571421959387087155431618798285027970218554,-0.56800676492835458485671992042905518442571421959387087155431618798285026306606785,-0.56800676492835458485671992042905518442571421959387087155431618798285026306790631,-0.56800676492835458485671992042905518442571421959387087155431618798285015699067702
-120,-0.00000010936272573771345439994898097175223277148439422781125231875548053623472378913574,-0.00000010936272573771345439994898097175223277148439422781125231875548053623472363441164,-0.00000010936272573771345439994898097175223277148439422781125231875548053623471911625552,-0.00000010936272573771345439994898097175223277148439422781125231875548053623471911616434,-0.00000010936272573771345439994898097175223277148439422781125231875548053623477030403432,-0.22755456874264139389042485552208439578114606146113257639143824711332562405295466,-0.22755456874264139389042485552208439578114606146113257639143824711332562373101521,-0.2275545687426413938904248555220843957811460614611325763914382471133256143299413,-0.22755456874264139389042485552208439578114606146113257639143824711332561432975157,-0.22755456874264139389042485552208439578114606146113257639143824711332572083801203
-110,0.000000086681272747564703861763201491497530693325716148782658166769004500707457914918748,0.000000086681272747564703861763201491497530693325716148782658166769004500707458057129467,0.000000086681272747564703861763201491497530693325716148782658166769004500707463456223284,0.00000008668127274756470386176320149149753069332571614878265816676900450070746345474758,0.000000086681272747564703861763201491497530693325716148782658166769004500707404299205474,0.18036053422298107255194510516289284396805604960122558420103263002907205499107283,0.18036053422298107255194510516289284396805604960122558420103263002907205528697528,0.18036053422298107255194510516289284396805604960122558420103263002907206652104481,0.18036053422298107255194510516289284396805604960122558420103263002907206651797426,0.18036053422298107255194510516289284396805604960122558420103263002907194343112011
-100,0.0000003547498680518802004685328165578005369792109563934717844771917936798842720755644,0.00000035474986805188020046853281655780053697921095639347178447719179367988427210063762,0.00000035474986805188020046853281655780053697921095639347178447719179367988427195423668,0.00000035474986805188020046853281655780053697921095639347178447719179367988427195448478,0.00000035474986805188020046853281655780053697921095639347178447719179367988431717210635,0.73813955066974656441724617387766771918873701551546897339679257792421613120146923,0.73813955066974656441724617387766771918873701551546897339679257792421613125363987,0.7381395506697465644172461738776677191887370155154689733967925779242161309490187,0.73813955066974656441724617387766771918873701551546897339679257792421613094953492,0.73813955066974656441724617387766771918873701551546897339679257792421622503530599
-90,0.00000076161241304580308196179044234506861706417029722613307209744367255276085097963038,0.00000076161241304580308196179044234506861706417029722613307209744367255276085063607854,0.00000076161241304580308196179044234506861706417029722613307209744367255276085068257675,0.00000076161241304580308196179044234506861706417029722613307209744367255276085068288319,0.00000076161241304580308196179044234506861706417029722613307209744367255276083943541079,1.5847116376317167675949465586124375498779389302391970814851207896224585678024676,1.5847116376317167675949465586124375498779389302391970814851207896224585670876281,1.5847116376317167675949465586124375498779389302391970814851207896224585671843784,1.5847116376317167675949465586124375498779389302391970814851207896224585671850161,1.5847116376317167675949465586124375498779389302391970814851207896224585437820356
