voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.00022413445826320133,-1399.091825874605,0.00016305215478140648,-150,18744865502.153824,1.384327187140912e-08,18744865502.153824,1.354077683099477e+18,1.172745899797241e+17,0.00011154615276609547,0.005983989328925299,1.899400487316138e-09,-0.00016245297993799194,-0.32791453117525493,0.0083491455203128367,0.011970210141426485,-150,-0.0002241344926836095,-0.00022413445826320133,-0.0002241325932831222,-1399.0917146205902,-1399.091825874605,-1399.091826166743,-4.3413769805439055e-09,0.00016305215478140648,0.005983984987548319
-140,-0.00015327387851318176,-956.7661910354238,0.0002037786926234601,-140,17540629488.331306,1.2112031884257553e-08,17540629488.331306,1.4481987544244744e+18,2.3076649984436408e+18,0.0001323520284586266,0.010877796320527185,3.464165657237825e-09,-0.00020443447361783503,-0.37449065188411623,0.015242484101694161,0.021760295613488877,-140,-0.0001532739226024071,-0.00015327387851318176,-0.00015327045843674985,-956.7660586833954,-956.7661910354238,-956.7661902706855,-4.142157036523998e-09,0.0002037786926234601,0.01087779217837015
-130,-0.00010434600268254817,-651.3488386753244,0.0002536617939892057,-130,16413757826.727316,1.0597300820787733e-08,16413757826.727316,1.548862121053503e+18,61177356143921336.0,0.00015747963811918453,0.003601179870596277,1.1285897925163461e-09,-0.00025461912223103598,-0.42768111795912062,0.0049200576278370586,0.0072033244192845122,-130,-0.00010434605876954166,-0.00010434600268254817,-0.00010434493017974915,-651.3486814498901,-651.3488386753244,-651.3488389295283,-3.96150596161888e-09,0.0002536617939892057,0.003601175909090315
-120,-7.070019262263914e-05,-441.325177098869,0.0003144463160984184,-120,15359280359.560997,9.2720020686398882e-09,15359280359.560997,1.6565225337373176e+18,86882746186039728.0,0.00018646299793090293,0.0062390647578374455,1.999014529198407e-09,-0.00031589361491230308,-0.48842532360172136,0.0086060262663206818,0.012478492957030346,-120,-7.070026351925837e-05,-7.070019262263914e-05,-7.070219163716833e-05,-441.32499074935913,-441.325177098869,-441.32517721235706,-3.779766878664648e-09,0.0003144463160984184,-0.005924618441739027
-110,-4.766556114118396e-05,-297.53861110288506,0.000388132016930845,-110,14372546229.448353,8.1124452173918708e-09,14372546229.448353,1.7716663526597087e+18,3.6068508012822989e+17,0.00021784383659451123,0.004559511595482804,1.460859769727963e-09,-0.00038839773023002832,-0.55779605681384492,0.0061853704936344848,0.0091203086254156018,-110,-4.7665650601242705e-05,-4.766556114118396e-05,-4.766702200095369e-05,-297.53839325904846,-297.53861110288506,-297.5386110545363,-3.5678665273084313e-09,0.000388132016930845,-0.004171379578551959
-100,-3.196901391246873e-05,-199.55784483456043,0.00047699759004299255,-100,13449203366.423029,7.0979025800452807e-09,13449203366.423029,1.8948137445889306e+18,2.8374432917904774e+17,0.00025196575549557565,0.006716133702572537,2.111514569548762e-09,-0.00047755137846042153,-0.63701856197953199,0.0091745093963213915,0.013436048158874711,-100,-3.196912637865079e-05,-3.196901391246873e-05,-3.196701486408124e-05,-199.55759286880493,-199.55784483456043,-199.55784464576348,-3.33407692656564e-09,0.00047699759004299255,0.00671613036849561
-90,-2.1325892910787074e-05,-133.12159740686823,0.0005836260712041786,-90,12585179292.782887,6.2102386747470137e-09,12585179292.782887,2.026521032751703e+18,79028270696482000.0,0.00028798212341030194,0.0022263340485558438,7.134470830244966e-10,-0.00058343831233476215,-0.72749193877710272,0.0027976548750172818,0.0044541829995784436,-90,-2.1326033900503958e-05,-2.1325892910787074e-05,-2.13266063578701e-05,-133.12131023406982,-133.12159740686823,-133.12159821619323,-3.1397426616554635e-09,0.0005836260712041786,-0.001642707977351665
-80,-1.4146313812322766e-05,-88.30550309000827,0.000710932261419954,-80,11776663161.10071,5.4335860435375973e-09,11776663161.10071,2.1673832100454566e+18,1.0572299362746218e+18,0.00033074086140061354,0.003043599451727928,9.7526075137848e-10,-0.00071085863303340193,-0.83081414887177563,0.0038682101482108741,0.0060887082270980487,-80,-1.4146488702758975e-05,-1.4146313812322766e-05,-1.4147289073074145e-05,-88.30517292022705,-88.30550309000827,-88.30550366108845,-2.929471938175761e-09,0.000710932261419954,-0.0023326671903079743
-70,-9.329203220607536e-06,-58.2364511204764,0.0008622000398988866,-70,11020088946.176188,4.7540616132163838e-09,11020088946.176188,2.3180366269423447e+18,39123011805096800.0,0.000370235542931141,0.000862202753411865,2.1693802821535037e-10,-0.00086372747406231502,-0.94881003020152577,0.0010209781493716215,0.0017265376897198626,-70,-9.329420158635751e-06,-9.329203220607536e-06,-9.329219226747805e-06,-58.23608088493347,-58.2364511204764,-58.23645016689411,-2.7135129782993945e-09,0.0008622000398988866,0.0008117665063396562
-60,-6.115439862782089e-06,-38.175864160039275,0.0010411225224797836,-60,10312119716.795958,4.1595185281252791e-09,10312119716.795958,2.4791618662277468e+18,99915386482879472.0,0.00041240451559332314,0.0010411250321001094,2.9386759806932736e-10,-0.0010428056946341993,-1.0835635846026317,0.0011924599851577664,0.0020828964513635358,-60,-6.115707372038976e-06,-6.115439862782089e-06,-6.1157337303801585e-06,-38.17545175552368,-38.175864160039275,-38.17586392555764,-2.509620325887262e-09,0.0010411225224797836,0.00012381552489203196
-50,-3.9836769760517e-06,-24.869401181801905,0.001251851663434941,-50,9649632917.9310417,3.6393290187318406e-09,9649632917.9310417,2.651486817559999e+18,47583362465796240.0,0.0004584442225592511,0.001251853972682809,3.276512483935294e-10,-0.0012514110118055845,-1.2374548021636285,0.0012887459094861897,0.0025047145129405584,-50,-3.984004627300094e-06,-3.9836769760517e-06,-3.983921196808251e-06,-24.868942737579346,-24.869401181801905,-24.869400972304618,-2.3092478677452077e-09,0.001251851663434941,0.0004895098469034909
-40,-2.5780726124380656e-06,-16.095835897700866,0.0014990585942967138,-40,9029706598.4576187,3.1841944246737452e-09,9029706598.4576187,2.8357899657408041e+18,30064326050826632.0,0.0005035494222767056,0.0014990607110395634,3.996743691364412e-10,-0.0014987036012819581,-1.4132016695806491,0.0015775885065796389,0.0030018473872966815,-40,-2.578472286807202e-06,-2.5780726124380656e-06,-2.578390671939363e-06,-16.095332622528076,-16.095835897700866,-16.095836171950353,-2.1167428495284876e-09,0.0014990585942967138,0.0005065006463288793
-30,-1.656998264313928e-06,-10.346886025634463,0.0017880055952332957,-30,8449606523.6574068,2.7859789763269139e-09,8449606523.6574068,3.0329039075512064e+18,64100807755999832.0,0.0005467998654200557,0.001788007528753137,5.443482181077809e-10,-0.0017891120438598834,-1.613908209085485,0.0021760460295414861,0.0035777405013008514,-30,-1.6574835445877003e-06,-1.656998264313928e-06,-1.6575426125320358e-06,-10.346339225769043,-10.346886025634463,-10.346885613413328,-1.9335198413804866e-09,0.0017880055952332957,8.883500867429978e-05
