"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_2': [16.65, -15.56, 3.85, -9.5, 15.68], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_2e': '350.0 uM', 'solute_1e': '93.0 M', 'solute_2i': '401.0 nM'}"
voltage,current,solute_2,solute_1
-150,-0.000095532048547417231010313257423208481519241023999064654731166349150825074903684531,-0.0089070930493493842872883681080883825361371934171716098700545629022583115102692283,-298.1515848891938780402798405543629074516131103133570750047191682137545810090645
-140,-0.000082747588224479265532793359751395206890943549801758157874364620955830201345996994,-0.0096833350147496475923429128764920131356678188210323280507279815011828158179872579,-258.24885896901117675999988639861939473851982476581787234716913599149181829963896
-130,-0.000071654623313389038073651708760836210301257558014613273901097776776137684019340111,-0.010541069037000440742313862076149552792747199880571993809794118860308473778957123,-223.6253348177586119941378684189248886726180947068703858032930355731351087970636
-120,-0.000062029860017551818111909271811280661588524592844473055297543284189832982427910957,-0.011483873992619232639407298633056588428139486538410121478888136708763690669436153,-193.58408510521525731379670404332252342045321666215199246721352817364493371075111
-110,-0.000053679492822310612745636238029871558815799072720586161934185873292595796947580148,-0.012516240176900353506464351107330861468460720704363140045217915181335614191389346,-167.52021697029212593111806115984913910901073352583511419554491049187241484220884
-100,-0.000046435311275516004476041967788268694066879461958903584616950220511417953048398714,-0.013643381370313971196950282146681308018577687198126682448447289672890254798835791,-144.90872118111558654160012766844559755053915212941804980831752444676140231691987
-90,-0.00004015132042228287443788932659343406582894279109497168567972877766666464049963759,-0.014871073788804804539019493211205142200685888682652064317720062474912180724808328,-125.29392442016222496145834765679214211859713598286343509366902740738779256591689
-80,-0.000034700806823442295040567492937231138248401537659985308714108324398280056224725111,-0.016205504844189566805535813663534687896469027999350825915142560682888926915346517,-108.28033226533763822747822701596710667143663698511653246352612833768408511980184
-70,-0.000029973790881682267198290424522865862511443751380192243842137402248700090273131948,-0.017653114624737643636128340631218700415883975009455107546429911813630576138004105,-93.524677886372096757628232623116317637381587665218603325698835893161909930755547
-60,-0.000025874813676865646229488016836516037471247712102402599200002081629866759371480765,-0.019220409267528799516475527917447079886055716273304874224933155569990162135891626,-80.729014819512088625545959409890307062390518326995129717974326813010166388521845
-50,-0.000022321012713751593092343923308545036942876004539778980447345487386098439958245645,-0.020913713985515358012901159683709960570173681476821368074422487930836685792406059,-69.634711556835691444495151697174051909430232029368252750013555914832949380354834
-40,-0.000019240445830748354904978722925502888644246257390702067311792757597421199122014715,-0.022738802479437913236730222282580891029241489167430499736184380794830436946041632,-60.017220856044750361025814368955911702519945596640072579425423131706135947018352
-30,-0.000016570625715047756861033001628535020017469818717605766182235185066889329768830016,-0.024700250737935597986624373451053655303865503054127283295651231887957991522507791,-51.681506786963501402788905733771488739664302086026586734914033136668357638048805
-20,-0.000014257228330157972341103992086457948832881806018529086878197343184407850790262151,-0.026800089858878898356179984286649651639701379856181171198362098760281221921719869,-44.458015627252796074887738053100711175448369364076671611670382471628278072660516
-10,-0.000012252935614525732727222442969326677447687109365575198068514323437043457967146664,-0.029034438708593435654181308976895670513028076196734083569849682529024186226926557,-38.19906886168034750478308243140715384239355849197290612712876770534032421506133
0,-0.000010516362908732939642861391615541886415798429327633132092375314767287686161512227,-0.031383765696305670913089274649434677461294807940444159872022149698798334276270611,-32.775530183955354769284566177310841214023408112091778351934589140323767704219746
10,-0.0000090109976719370107415977148787736688629337421060865374466344039145308895789473159,-0.03378196492144178419597655903397233694129228543517118059314594769915205607555411,-28.073539511846960907078200696959834414957939978956287438680284706893416075953091
20,-0.000007704021193714646952334936212131397931801828706877695222383317988541066171705263,-0.036013250637171607750290686686614972239142082164412280103905706890066169257364817,-23.990990091942642528252873188878619168703135308590122037360273106973686665972041
30,-0.0000065647554985732973637862664027401499181679699230560160726266245297618518763004345,-0.037363022320644127178580663227895552569375723282754694020519482386040890825966333,-20.433204837846429859715885910726557374626817338269622791523295190391069896628389
40,-0.0000055621621226122723471352407221155923511692800308300330668315340206743486717744927,-0.035457420015210631047333161847362055126995854967359133075343994687563210220987022,-17.306870432437460667986143693602328698159195510563295474956782120978349353170244
50,-0.0000046601203883378337275442605267003172413076650666868303224551095224673606968199528,-0.022727090133553025680164816629128860184532268461140203778386395397476050143869539,-14.510604709174932516603343535894606759512011615232979164330089380827777626518291
60,-0.0000038086550663583012398148102780162954655815668291331211795088031466022435831846981,0.02151575215461279761562531569417975363540174728450987578634537756418240624832966,-11.919461725480051009378620836487229957576567842725128680205238414387316496039591
70,-0.0000029352747827494067529242513480218617194590998215898675827961884966597241644302346,0.13192119010333493744195817814132624959346286163135721473482028340084669294265807,-9.3591638786300551675946412267978275303219305321194434304687027794683115085064567
80,-0.0000019569551463149008278030625280308168331754386693601667965739207826338802345704201,0.30370957329156629945313941532317438374777670734712137131359955473826209226017959,-6.5634143796467780844643653213171684467102983789949185103212040994381191804124094
90,-0.00000077747768641597470563563878152080033287197898632397981634642911090066341586032883,0.45320675451722838709812767630196020083464515092279705954353110732228182144912166,-3.1063946711515440691773073679322740209312278866506117230412652385699988885359462
100,0.00000079574306805664419383134128263905642256887265283609166005382208299602740197244797,0.53317049258488203321826049228107701269665286690725138446398978083264673269440205,1.6838368580535265754369091964382730219742176537905949393737736094451309933054719
"{'distance': [0.42, 0.587, 0.764, 0.843, 0.932], 'solute_2': [16.65, -15.56, 3.85, -9.5, 15.68], 'solute_1': [11.88, -10.43, 15.42, -9.99, 13.3]}","{'solute_1i': '40.0 mM', 'solute_2e': '350.0 uM', 'solute_1e': '93.0 M', 'solute_2i': '401.0 nM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
