voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.1080073639360422,-73751.73217967668,-300225.7691662235,-150,433542989.0448944,12522.845398806083,433530466.19949561,34620.16620329977,7.655047146268384e+17,1.3547833077609539e-08,7.916241884231567e-09,3.608224830031759e-16,1.687434082909302e-08,-353234.2154740179,1.1370165808591143e-08,2.4826249500620179e-08,-150,-0.10800736393604211,-0.1080073639360422,-0.10800736393604247,-73751.73217968705,-73751.73217967668,-73751.7321796735,-300225.769166218,-300225.7691662235,-300225.7691662259
-140,-0.09429712631841601,-64558.13024565451,-262031.56633290314,-140,381737748.32482421,14312.805243240478,381723435.51958096,26671.064255912224,92642464921057200.0,1.0673829820007086e-08,4.71482053399086e-09,2.3037127760972e-15,2.347102803603757e-08,-335821.97715118545,1.3442905936923633e-08,2.6738689484773204e-08,-140,-0.09429712631841575,-0.09429712631841601,-0.09429712631841371,-64558.13024566016,-64558.13024565451,-64558.13024564949,-262031.5663328995,-262031.56633290314,-262031.56633289842
-130,-0.08206167900069058,-56204.37901421854,-228020.40412800494,-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188989,1.2887346380998883e+17,1.4479155652225018e-08,8.469214662909508e-09,2.789435349370706e-15,-2.859400947225924e-08,-323056.65203518409,1.7323890403370739e-08,3.2177467801375315e-08,-130,-0.08206167900069213,-0.08206167900069058,-0.08206167900069337,-56204.3790142112,-56204.37901421854,-56204.37901422568,-228020.4041280134,-228020.40412800494,-228020.40412801006
-120,-0.0710436953398664,-48730.4301134109,-197369.1649054244,-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,28753601160101592.0,1.2383679859340191e-08,5.209585651755333e-09,1.4016565685892601e-15,2.2989895393239062e-08,-315323.5534832658,1.030154050305112e-08,1.9807657736237161e-08,-120,-0.07104369533986582,-0.0710436953398664,-0.071043695339865,-48730.430113417606,-48730.4301134109,-48730.43011340522,-197369.1649054192,-197369.1649054244,-197369.16490542283
-110,-0.061035142321761396,-42154.60633981879,-169419.3957119926,-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,4.0630190452783014e+17,1.507578417658806e-08,2.9103830456733704e-09,2.4077961846558082e-15,-3.2552177049204732e-08,-313164.32735982171,1.2994375505596773e-08,2.8564954845933244e-08,-110,-0.061035142321761236,-0.061035142321761396,-0.061035142321763644,-42154.60633981199,-42154.60633981879,-42154.60633982706,-169419.39571199552,-169419.3957119926,-169419.3957119955
-100,-0.05188677481859209,-36456.040064794695,-143715.7215986641,-100,234492411.26088765,24423.715527832945,234467987.54535982,9601.0130397098346,1.0967675815315787e+17,1.4013494364917278e-08,2.08965502679348e-08,5.065392549852277e-15,2.1167935607358394e-08,-317315.17401859054,1.899910747551678e-08,4.182766133453697e-08,-100,-0.05188677481858702,-0.05188677481859209,-0.051886774818590026,-36456.04006480488,-36456.040064794695,-36456.04006479087,-143715.7215986432,-143715.7215986641,-143715.72159865958
-90,-0.043512891822603386,-31561.061979373004,-120027.49592230908,-90,209429907.32486603,27914.732836956453,209401992.59202906,7502.4865381337531,1.0494307390206808e+17,1.7898855730891228e-09,3.3760443329811096e-09,7.979727989493313e-16,-1.5740882477089171e-09,-328748.55130093725,2.4520797327458752e-09,6.1750142776872963e-09,-90,-0.04351289182260396,-0.043512891822603386,-0.043512891822603164,-31561.06197937236,-31561.061979373004,-31561.06197937415,-120027.49592231121,-120027.49592230908,-120027.49592230783
-80,-0.03588567547484369,-27340.62451227046,-98332.42018719715,-80,188066307.04156122,31904.740639099407,188034402.30092213,5894.6195228142706,4.3105552336469344e+17,2.1609594114124775e-08,1.5366822481155396e-08,2.4841240175987878e-15,1.9704072958404084e-08,-348711.73946970358,1.8072824407491529e-08,4.4736225390806794e-08,-80,-0.03588567547484121,-0.03588567547484369,-0.03588567547484267,-27340.624512280992,-27340.62451227046,-27340.624512259383,-98332.42018718412,-98332.42018719715,-98332.42018719949
-70,-0.02901643633468332,-23623.337101326295,-78751.49104572674,-70,170024291.33495164,36465.062416810317,169987826.27253482,4662.6628357715572,69500448791680480.0,2.9453076422214508e-08,2.056185621768236e-08,4.021089017314239e-15,3.3059357734361528e-08,-378746.98303425353,2.8993622630525006e-08,5.2891664381604642e-08,-70,-0.029016436334679496,-0.02901643633468332,-0.029016436334679298,-23623.337101343554,-23623.337101326295,-23623.3371013141,-78751.49104570618,-78751.49104572674,-78751.4910457203
-60,-0.022927100405781102,-20222.13615809869,-61446.67351202775,-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.70340466988,3.773377997464505e+17,1.6880221664905548e-09,7.8580342233181e-09,2.2447321779139884e-15,-4.7099129355506519e-09,-420660.38839037443,9.6301405320207812e-09,2.1386767912190408e-08,-60,-0.022927100405780207,-0.022927100405781102,-0.02292710040578245,-20222.13615809934,-20222.13615809869,-20222.13615809765,-61446.67351202463,-61446.67351202775,-61446.67351203249
