voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1
-150.0,0.0000000004518779897448858017032263854560292403650676034510742087955917155699999999999999999999999727394210692,0.0000000005518779897448858017032263854560292403650676034510742087955917155699999999999999999999961296947210994,0.00000000009544790308589193494355626405856964310583435714199043792422688568999999999999999999999936177505993951,0.00000000004455209691410806505644373594143035689416564285800956207577311431000000000000000000000125050809410882
-140.0,0.000000000223574893656569086005186891168439297671231184310444111847916374429999999999999999999999840889482918,0.00000000002357489365656908600518689116843929767123118431044411184791637443000000000000000000000003629671535007,0.00000000005234102028210889726234989307331140448971412185951849983605880966999999999999999999999923649628069196,0.00000000005765897971789110273765010692668859551028587814048150016394119032999999999999999999999990696152471967
-130.0,0.00000000004918800932357582161664953706977434570350250419325587648233962505000000000000000000000270406871187839,0.00000000004918800932357582161664953706977434570350250419325587648233962505000000000000000000000270406871187839,0.00000000005612009494261141018641714810531126932418442075216821481072469773000000000000000000000042761461515658,0.0000000001238799050573885898135828518946887306758155792478317851892753022699999999999999999999990219847672792
-120.0,0.0000000001124199581399312834963241838566035130755590420787953784812799154099999999999999999999993489864017078,0.0000000001724199581399312834963241838566035130755590420787953784812799154099999999999999999999985412960152274,0.0000000000312084471819802589104679175367956893550606167830401534368335015399999999999999999999993764227713615,0.000000000001208447181980258910467917536795689355060616783040153436833501539999999999999999999999780267964601678
-110.0,0.000000000129102788798758479438865741244392889358621293462276592428530047980000000000000000000001559767632407,0.00000000006910278879875847943886574124439288935862129346227659242853004798000000000000000000000236745801888737,0.00000000005255229536802258301414403373561293521181860635032519498852590606999999999999999999999994146892009373,0.000000000007447704631977416985855966264387064788181393649674805011474093930000000000000000000000187175964364345
-100.0,0.00000000002629827222788999390939017021232148082777098766524442107353570236000000000000000000000089696887529278,0.000000000003701727772110006090609829787678519172229012334755578926464297639999999999999999999998699185931467044,0.00000000000676971227764074328190464886234164304120251346859402875528945213000000000000000000000061272173627535,0.000000000033230287722359256718095351137658356958797486531405971244710547870000000000000000000000097265033989
-90.0,0.00000000003002142692719478113946578787233146094353023549909101514164868188999999999999999999999799459363477068,0.00000000003002142692719478113946578787233146094353023549909101514164868188999999999999999999999799459363477068,0.000000000008203479329102475609216911714586298411486909430539254714106864191000000000000000000000467120605950909,0.00000000003820347932910247560921691171458629841148690943053925471410686419100000000000000000000006327541271073
-80.0,0.00000000005897137465385938623919384068272255000118320233713298792093755144000000000000000000000084850801489902,0.0000000001189713746538593862391938406827225500011832023371329879209375514400000000000000000000000408176284187,0.00000000005174534148161596223828107756776223154626357539686695418406990259599999999999999999999935042618493925,0.00000000001825465851838403776171892243223776845373642460313304581593009740400000000000000000000001938012114648
-70.0,0.00000000008765897971789110273765010692668859551028587814048150016394119032999999999999999999999950311633147949,0.000000000147658979717891102737650106926688595510285878140481500163941190330000000000000000000000568096486876,0.00000000003252893876755179923405498048018510257661912334898936998650264799200000000000000000000007906338996874,0.00000000004747106123244820076594501951981489742338087665101063001349735200800000000000000000000040457487962152
-60.0,0.00000000006120844718198025891046791753679568935506061678304015343683350153999999999999999999999897257757812132,0.0000000000312084471819802589104679175367956893550606167830401534368335015399999999999999999999993764227713615,0.00000000003582082134922861089676483545465202392215132384752843059715611411800000000000000000000010251241246518,0.00000000001417917865077138910323516454534797607784867615247156940284388588199999999999999999999984863577942682
-50.0,0.00000000002323028772235925671809535113765835695879748653140597124471054786999999999999999999999991976834142291,0.00000000002323028772235925671809535113765835695879748653140597124471054786999999999999999999999991976834142291,0.00000000003264929640370025872486988803620018955697709115628759599203171736400000000000000000000034027936267895,0.000000000007350703596299741275130111963799810443022908843712404007968282635999999999999999999999901539772116172
-40.0,0.00000000003174534148161596223828107756776223154626357539686695418406990259599999999999999999999993176807074552,0.00000000002174534148161596223828107756776223154626357539686695418406990259599999999999999999999975427137817943,0.00000000002214227480452925185109740275376034244966713597255343107473617143399999999999999999999973680872605439,0.0000000000278577251954707481489025972462396575503328640274465689252638285660000000000000000000002143394658376
