voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150.0,0.00000000000001151724342685708116257083591099318323190532855251550572472046660445230078625161900720989110977492782,0.0000000000000005734850930053663113220574118837263544883516912987951453560157699815153444847393003835891743419110337,0.000000000000003164355490118747912870534552500206980144140314973288188943833421593470233510473834176400438009958706
-140.0,0.00000000000001400115024588664331091765111730760617707811913307788374452576585517753261707285696675684595024666499,0.000000000000001112260403941416031448465536288530805913981171689992343069837112810761079741062135098667822586636449,0.00000000000001011484465021657090859493540638288523859443619756614417914403937769482852360642063184691606876712129
-130.0,0.0000000000000003556633369273486894127890800827449999421177075203512897087514372477118036863595668194752838972690646,0.00000000000000007614839592488157751195711002000177100051372975873088422255150469481087336546669331537434166400528643,0.000000000000005257889190151644780608911391252963022312090977107716971398186808005082997987381815727452255436179442
-120.0,0.0000000000000006144259572502176610989622904079770940776908370472649489478284154634166478659039236055322777663850817,0.00000000000000003329164202812773928815699474614306233625631887135831194912599745036736771183546644748073904006093011,0.0000000000000155551119139373848966951804679630153686927385669035081669709102066747012738590925271620689220457263
-110.0,0.000000000000003186819722614198327971068072134402544135698156655631116173701810960376595150084111369482513095864778,0.0000000000000001641375926485864594978447414151751475372780957020558986545812173627178557873002917114111857133298828,0.000000000000001286848098064385153502184835682316751988119832627669550875968866413276816122048568035279217216024065
-100.0,0.000000000000004800165296848995601154181474340939961103142491109568527474848729000177581962123728434609196925546085,0.0000000000000005543001905186597087126712829331199985854873311510504292733077510871036134805218965183219900985544308,0.00000000000001350865217608556771645505698601552312686443044952351564721239600936278392503530970205862551198189412
-90.0,0.000000000000003313183804627112947125508749578517092151797011967967287814661155894145067598486971079844842423653299,0.0000000000000001609581548058319985748615618284656642705875198306674181161496797137295251201552734175744589642260391,0.00000000000001397893360607720054016673964511636233443479351276129698391784382187445519077859559990647749606880786
-80.0,0.000000000000002478195122795472600058205603941486120847327757549755647280817998039246421524885434102030732387931331,0.00000000000000002631292774746294810532229865444515061993457866892096152073906522738510537570687391402569163876402221,0.000000000000006071677187678686685051768960092899943816774700576071396558980252422702584101274516812295931744920775
-70.0,0.000000000000001680336371248879786812217642151687942499076412747465262418694558400313492026728977263068824468081933,0.0000000000000001332729067304873342717163562798484954599756238246798680927777977582817515909413149592266821774613552,0.0000000000000007809905060088327346588356414339686518739227797433031289897322106720657671686807050941430849657501065
-60.0,0.0000000000000007714951787748275030923438286546513457734607867354167410708475103312357898123231352350471376250861392,0.0000000000000002533210993521511827826484005313552206423030620005181323532839800002085773501316237089910877054663748,0.00000000000001455782133747934697273614591999285902268995523667200043349040692862831924552750910181955937082184285
-50.0,0.000000000000002592628133793279235039906381743569797274816301454494856387203800607976179948919119171414049196020542,0.00000000000000004142343660532539320104537788318550547523546594790640459374414524141215006722106687083099332985808367,0.000000000000002333541094081941074885058667681921734709237439087045552028422035442462573717823364337450194767532732
-40.0,0.000000000000003910406343139667213003142319544756924726831878959024503109188215588031627961299472702919031911714521,0.0000000000000001054427723860742693969972484107880450396404877364397144519291444774292686206847454394968325116589672,0.000000000000005157640046757168392416527672612925265068428303901701149448173565204944590127051989749276756707160169
-30.0,0.0000000000000003042365752538418304947331665784513928409274814622578381005468316234411587309197790895474810311731607,0.00000000000000004121281102794238304506378550374602391317766836100790104449552193057698291054122898198491755274375104,0.000000000000002200271475289093717668794736017479878626334854756418770701010231647508485498194832643499405731132187
-20.0,0.000000000000005332526857978566173706529404156366102807459690229149051561218387077516744341252930591314353564143143,0.0000000000000005832938820969884831624934002512646591065910004942767312976319175393620485972891350770642253452764455,0.00000000000000783703490852150172187005730675229737427472202644782566036277545033119391925627833445585685953447194
-10.0,0.000000000000005447589329680302596050850011784111105950403475520457705731888252903465589611843631130066678665790601,0.0000000000000006409561035361441675880712686646183643406997901146009466994832284861041568189066359731776499841147878,0.000000000000009981612524628720398760685007862952200848033566950820532010569143295635581327497063375316375621203915
