voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150.0,0.000000000000001001625483932022874043168516545097434580655014528808021955344784102028766538296377191274639795156157,0.000000000000001209147392004578045791442519706197504469443841268215601107486851788138250597361262867004953596820828
-140.0,0.0000000000000007313300626042676975772928764923346081426753373137369952916107636095605450595305019380971802011471918,0.0000000000000008162109505513529463069348488835718491923938617441795408523713815135563669354298461027349676065447107
-130.0,0.0000000000000001335957688121594706467564380771503676333265069647295307162814203461528951715161031522604229510308269,0.000000000000000796827631593139746597139748952538849348356163703836617635130911113203000312213395169740988929232285
-120.0,0.000000000000000388806168707312850598032549841716181550553677636757945696311628802687191309651464945315228555266607,0.0000000000000006098834563009729425814936534668456754555635632164603080025947923917038930232172289511531240126392181
-110.0,0.000000000000001030859040513313286530638129085153014060286785535474944440511467768748950353158824358009517046316025,0.00000000000000007452739745498717338666738904049445546476264236303686709090435017633455821466999567114683984663065571
-100.0,0.00000000000000004736835532399961915441392941365237525766169510820697315797073779000099372353631142390313174230691746,0.000000000000000268445642917659711137875033038781869162671580687909335464253901379017695437102075429724467002721341
-90.0,0.0000000000000005718458731216886952528643589821476121145624761938246851076529666079724952678240972379697419068278375,0.0000000000000003507685855280286032694032553570181182095525906141223228013698029968480647948923240337921708223284666
-80.0,0.000000000000000003520123218486858895694810578286530729145537923649458406983715494337605721539505541906782468802492798,0.00000000000000009195103825595089568907925202833832829114949215553040332949698092994428640696581114424028463205571848
-70.0,0.00000000000000003359465449594671303415123565840719931658092507555115547023004280093773788585087476904247999972685994,0.0000000000000001874826330977133789493098679667222945884289605041512068360531207880789638277148892367871353591666574
-60.0,0.0000000000000001291596982143643618903108024836479886206993839307429110797276881670514337623776002779065796716535658,0.0000000000000001582407756573937576881886322290203534558134673228701599184404244986702784652578929296710922850600973
-50.0,0.000000000000000003664545393203439053674672935669418855866502049425598245502533373379250779391089196920742217470210002,0.00000000000000004055091212552857934301754778935647992513547506651487421575409934442408956332206360424600886415640284
-40.0,0.0000000000000001044791492696950656477539316953047322524114141668763291081421094415340358730981993069616221552110476,0.0000000000000001608135958426970447323993926548506604336004485287665056593976868652860061831807175000347442853090826
