voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150.0,0.0000000000003699209816942082027101101736962730031142894214941537100877019084167461227392674148025631200823157024,0.00000000000001698233094139011645446241263578810365030834630790391775474552756379737707245413721043539924843355269,0.0000000000001314124401472311371895201530130159979501056771868606938465408071785227053179028731164125157514448356
-140.0,0.00000000000008654552136506132815427501105456906369544020059596368896498466010152134236177966864581629392672131648,0.000000000000004566754266759258166846435057110504973455032669922649734520260648350942496155672221425364680290139955,0.00000000000001184209158162549197629392016679387232236496194668247287486925114546491923181372567268511138329478772
-130.0,0.00000000000005390031821060390178808131665282334459682841593012654085719031623812052375811281580612525908428676111,0.000000000000002667018793038263179060434250636482396656302353433223927810369156349946935676424258060396984941632916,0.0000000000001490511962299443236665493926954676377462083595910420808905220664748651344562455264655073577452645241
-120.0,0.00000000000009673571769015667507854746420727940830590744877537095686605586329186896455960242939835930893300641579,0.000000000000005560481822536675155924908228061301730401938716043610138269803654314657633975211604570202180494560533,0.0000000000001485099444591390840828245324005987461419289581051329095204190860307774335381163980456822777885440587
-110.0,0.00000000000001015616282251971692000358920204047267799161325526800805830355909506357412575134732245752251926207166,0.0000000000000008550363652121548865774386455795699810454883953485873769446659244707541390702223089767473226895835873,0.0000000000000423261369200108718058971803646951071132176553325596300161856282697815135661124037131292009930742581
-100.0,0.0000000000001184389032591775225791683811809829884659238697083404839125190109013957944486290908739675786140136058,0.000000000000005318339376271671921463876902464236086234300215844467136192412259331204794424315250237059433432954533,0.00000000000002961522981147375667274808987684797768302458306003328073484999574381887977906842920787481137549239502
-90.0,0.00000000000007469166324510077606978605397356255832896877359420025063865903745899314358426536774815440825596131092,0.000000000000002688999282018887763128463292849663023950779966211274929830449737106920143421898047801947214076717357,0.00000000000009613305827124151752564353883108406425593622299340465736856440637346882745743710075352857084200333659
-80.0,0.00000000000008751137000360931502705890041347094094359706377141096940000271510278247947607570714873124072719663276,0.000000000000003859992667922609454217393412270275787863748356842818603860987412255318988090729473203508273277677422,0.00000000000002359378885926953265267829429996580321994200504049687395252153185902860532935918955958374255819444353
-70.0,0.0000000000000153330459031289927300227822478965348326406022160483723904746413541350799838152256665163535676585824,0.0000000000000009894375986853113597326237379872931089908661131009337841286098512922772087438069630969465620117302876,0.00000000000004551668602949988838806254093607853412153053968185621634827271699591741510973788126280344701513456845
-60.0,0.00000000000006430253296205627372246690701982928703528109681122226687037650584040693164189789424592126358212159354,0.000000000000002801010323180309757638650922137561169203828541947102958547971337461092371955906562374933254826247207,0.00000000000002616202507048596719826741980669616147720018929874544856823146049655156920045970723594093398394125707
-50.0,0.00000000000008057431161354627017466620983204545828627599851849673184278174281752189142023281855575031370372432669,0.000000000000002981258693360286475272177952836041891123184595005668812925376448356246589295562758665028757160707484,0.00000000000005112826690638396123738137814929230685122658985162333120626565447494752508057419076801651634864081417
-40.0,0.00000000000008535009915907029555501027377292279792450712094979392250655292306594780851993573210764704242089906862,0.000000000000003819023674915254564949814483294410275146270848336546410261134445183124291266390588240696763184036985,0.000000000000003603117808489139431487441388243036889674955129697005323295482974211862952740477452994900164991148638
-30.0,0.00000000000004655127316372770341813505012658263056079675441405195866614309191366761987098151222448994960923932223,0.000000000000003625250193701453598520457163356544222737018597777389944674309940053515202440699193545939376549022632,0.00000000000005410797848864173308931810845338069905229280456643589670994089339765744860205994949868172364410750394
-20.0,0.00000000000001427172581351268794467694762650833729798800756224118164491993517711301279381165927315451458446201089,0.000000000000001126680579997843373859501512555612553826229491130888677470327732553027752527942857654652417364292463,0.00000000000001326128635863846912007304154166790985398224999900812935792068629298046408149595273938272001295399009
-10.0,0.00000000000001315054200426525500039796839594119231854873252808961152548932945656098611101031338682880605965511584,0.0000000000000002831210047676286036308855781552597254765314856626349055135050672708943720720015621192148915491288489,0.000000000000008971173069754501574156778923022524756842276003717768245011320259150132517026223614484971388845518482
0.0,0.000000000000003518865129404715104175806165069259510652565531240622927289095072342072018245785652549706635294646149,0.0000000000000002513475092431939483500356647115261628965029694528093788815478559978691582973906403998257222418534312,0.000000000000009551205351241369691851968977253780650270160757009339643393668704658062244861984238769204223649945881
10.0,0.00000000000001414883225081667782453011028149905901760330599641133503724689508875902333406420115319990136280321297,0.0000000000000003168607997330361174488870869429578089748471524379177894517534663198044645005008598662166157154075048,0.000000000000004453617200457402074587955588127271874605256321571525015713635650133489827985518734916400730428741002
20.0,0.00000000000002296400706448350144077740544264984101197285659340471851428354950758229167984017515706994955185693961,0.0000000000000002933728669376207357894243562841000709972726184466473736564269454419797061711872067696128985265290387,0.000000000000009706868643116240554748891300523979677546637951130638765358831079788974065900999678942860651364249835
30.0,0.00000000000001219511727256116183461343918007573046884024779611395924316680643954043671812089454640800791965843921,0.0000000000000003274229801535159062042003329039258884960638849794238008409788767927209163820669940335366554585160724,0.000000000000001881945218421544867133286617273814263889537059184119626993669467785802553768641530347153119281389555
40.0,0.000000000000007569909702344239732940872801924681737641614955238045052390590000974285482474476353837011470629866224,0.0000000000000002722914171415482219126621891882613087111436652215563129515702821456522402986125604338415938199204335,0.000000000000008536667933043949223352160088907772818518537655271720035247009733481810371558643148207509978145046068
50.0,0.000000000000003292376108423084161481724245199560843622526824888100428537998906043090691523145980995647299275753168,0.0000000000000003128751517426953197009755334906081241183699076624334284120086066396842198655447876113452464436054609,0.000000000000006725656093748658031172387365184164242246522519986606006668229347023435416079223254225487575701759625
60.0,0.000000000000003234198451674475416770601948631572329587440852795218028954481308163635135366127976068086205648580231,0.0000000000000002202954111433667186273675721904018379536106454374393624959422273765462810484821042934447179877184931,0.000000000000005825068848787857018319079089248052955243229476469711072542298959818771197677085538936800144138797567
70.0,0.000000000000003063036433055156383077712281401342887025503624684103259558680148609994844103876173395969833790773647,0.0000000000000003482762564774627256277826204103566034212847298206459144986130927359343046055512812021647279933115321,0.000000000000006215262082876437331628359469151394314906713116821403129257191624790410386582207874451815130845073857
80.0,0.000000000000009556061577386158759663480720035586355524080329060015242962353923135843509230388884815325977660110697,0.0000000000000004880151874893231542438107278779041657288201461992895904049921423428672911420374258329929682499218453,0.000000000000004823269126593109128930567410385881116865546532333421148950034043550161636595425575401411291737645898
90.0,0.000000000000001780738714482315489968713453484242804206923772740805273972587108088896039399315741049756780697386672,0.0000000000000002693976494995095557321017881246291059077137422640176652130268112900666697179238315662396057452848988,0.000000000000004544333804736589198287089070141822138239764971326931187132925936521041172531003807278115445495709445
100.0,0.000000000000003651370684563383619954587007999830804167346622797662423653699969701398091619069646736416963882083266,0.0000000000000006235654706736960226004002740173622281647046062652510982661991555295764111940103283582728587957853169,0.000000000000005939972868680204034655741815544388690163293240376797945489605561996768279993748827666298795180343501
-150.0,0.00000001410337843732969777170541713138691085066771679308731553225508404473322359029294288980441146990001074,0.00000000000004391834809365529832496729821704339282914872973799281984632397844176203208152351039106513512721038394,0.00000001358469575491952063214253778528144072729988521554990566058711381349699444664329822501144750599881361
-140.0,0.000000004464685657508694886807486086619395894851952145883967763518649413962346739414414796705607066876098374,0.00000000000001983701035530333663599191570363760195989890262508037676129765339390881461501325808737252726593761785,0.00000003199698473501442538370905674937427387331928347557849563893658889596671342516615854469634014487638879
-130.0,0.00000001888943575214574877352847834068478907095132073543291908241304363285125142036592151401273325135514947,0.0000000000001329050992564620679206718407625677910431633540962277323122789163366360671908659315017799834577398994,0.00000001349435090510770463333755051813164503355758634504912311988285348429967978419973796943545551155509614
-120.0,0.000000004827240742632401024773835741006749912275862252073372957522594513848935098804264848781205290969462062,0.000000000000051895813582808463775920696291754426133315196705668043252784519457931700263984688312021753042406928,0.00000001191218996088463862431575996872712490684370362693348157563899451456531654521271996386552773302377651
-110.0,0.000000004057190030174270978846924710012441522998830524173912775644432584976946190204607786364089627259542928,0.00000000000006658215483058585886377255131425029037766097794626158131681414795346200197068587746434472193616582094,0.000000003447936992638118830649851165767481292737432603548135653321631962963245879234813933660635662262532152
-100.0,0.000000003099904461506280132516295234436172910623341740703196214158589128959118887656361400998430061771887016,0.00000000000007610201446804154896539106496526433453076078664048954441036750097576392920816716430883101032053736073,0.00000001217109160659658604751595676199605747054559008621128054687593135506440099962336841549812638075703088
-90.0,0.000000009061672857502154905103608661437855212072777464778996477064213442989313784483858547964442981867474434,0.0000000000003271967355500214173233264643509907276359755266080913340291697060425620804704833754287340843417307357,0.000000007605542389545682582893349019287534849711950198670354645357505974665474355216000205024072861316783112
-80.0,0.000000004038880688703331056761166608725753364847278156930703748872107891265726702270011129239549866803677709,0.0000000000002102738361546758649350848849998008535233084670740707074071788421636553544497971004411945167039207313,0.000000004568423611212312223505256396817419903724380726895990285572459295582801731543226897379058139398425962
