voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_3 transport over barrier 4
-150.0,0.000000001289468657666939942254794818400247568560156490159254422695656725518999999999999999999999487524289174,0.0000000286894686576669399422547948184002475685601564901592544226956567255189999999999999999999998704563032,0.00000003438946865766693994225479481840024756856015649015925442269565672551899999999999999999999991936180452,0.00000003665946865766693994225479481840024756856015649015925442269565672551899999999999999999999994869436667,0.00000004628946865766693994225479481840024756856015649015925442269565672551899999999999999999999952865472607,0.000000005644703872007129398565569585558571615918419021427509371543453078783999999999999999999999828219653116,0.00000001219029612799287060143443041444142838408158097857249062845654692121599999999999999999999978764232584,0.00000001818529612799287060143443041444142838408158097857249062845654692121599999999999999999999992285626769,0.00000003616529612799287060143443041444142838408158097857249062845654692121599999999999999999999977158211151,0.00000002930529612799287060143443041444142838408158097857249062845654692121099999999999999999999978324686354,0.000000002879468657666939942254794818400247568560156490159254422695656725518999999999999999999999619440279028,0.0000000165994686576669399422547948184002475685601564901592544226956567255189999999999999999999996977320357,0.00000002093946865766693994225479481840024756856015649015925442269565672552000000000000000000000040980990183,0.00000003896946865766693994225479481840024756856015649015925442269565672552000000000000000000000020968393754,0.000000008689468657666939942254794818400247568560156490159254422695656725520000000000000000000000206144366091
-140.0,0.00000001343048820405058911483074428527437716138072626238751785555048325354900000000000000000000012202712005,0.000000007440488204050589114830744285274377161380726262387517855550483253549000000000000000000000543729159942,0.0000000140604882040505891148307442852743771613807262623875178555504832535499999999999999999999995899657389,0.00000004681048820405058911483074428527437716138072626238751785555048325354999999999999999999999942743064007,0.00000002450048820405058911483074428527437716138072626238751785555048325354799999999999999999999952245338424,0.00000000683839615897661504354848345368405588145392423001261679566648021033400000000000000000000007289134328,0.000000002077603841023384956451516546315944118546075769987383204333519789665999999999999999999999942498960046,0.00000001049560384102338495645151654631594411854607576998738320433351978966700000000000000000000000357692142,0.00000002401160384102338495645151654631594411854607576998738320433351978966699999999999999999999973810959804,0.00000003082160384102338495645151654631594411854607576998738320433351978966499999999999999999999984643153663,0.0000000128304882040505891148307442852743771613807262623875178555504832535489999999999999999999997719135464,0.000000005150488204050589114830744285274377161380726262387517855550483253549000000000000000000000159403212661,0.0000000001704882040505891148307442852743771613807262623875178555504832535489999999999999999999997815657829632,0.000000008240488204050589114830744285274377161380726262387517855550483253548999999999999999999999762100230214,0.000000001859511795949410885169255714725622838619273737612482144449516746452999999999999999999999712862989205
-130.0,0.000000001082975162760378562213431306672974342080226005839046677229566552622000000000000000000000617690631045,0.00000001083297516276037856221343130667297434208022600583904667722956655262299999999999999999999997661099782,0.000000006042975162760378562213431306672974342080226005839046677229566552623000000000000000000000162204914067,0.00000002407297516276037856221343130667297434208022600583904667722956655262299999999999999999999996207894977,0.00000001461297516276037856221343130667297434208022600583904667722956655262200000000000000000000013255104178,0.000000002991369309485305766565977973854639727045940915029226846598556675476000000000000000000000157259111042,0.000000005418630690514694233434022026145360272954059084970773153401443324523999999999999999999999771983622355,0.00000001088863069051469423343402202614536027295405908497077315340144332452399999999999999999999995197391388,0.00000001850263069051469423343402202614536027295405908497077315340144332452399999999999999999999979750898309,0.00000001654863069051469423343402202614536027295405908497077315340144332452599999999999999999999973873602825,0.0000000007329751627603785622134313066729743420802260058390466772295665526220000000000000000000000233180168624,0.00000001070297516276037856221343130667297434208022600583904667722956655262299999999999999999999954182453634,0.0000000005129751627603785622134313066729743420802260058390466772295665526229999999999999999999993854021026187,0.00000001359297516276037856221343130667297434208022600583904667722956655262300000000000000000000027626405727,0.00000001816297516276037856221343130667297434208022600583904667722956655262200000000000000000000040941374987
-120.0,0.00000001830548987223918044992589976042800833348450016268589684820268645380800000000000000000000026123655871,0.00000000343348987223918044992589976042800833348450016268589684820268645380800000000000000000000033470177907,0.000000009499489872239180449925899760428008333484500162685896848202686453808000000000000000000000325639331737,0.00000001010948987223918044992589976042800833348450016268589684820268645380799999999999999999999991691432701,0.000000006049489872239180449925899760428008333484500162685896848202686453805999999999999999999999971397259585,0.00000001182217119073491644417162965430007725061285904719520288695492808239700000000000000000000022571187494,0.000000003486828809265083555828370345699922749387140952804797113045071917601999999999999999999999976908328409,0.000000004097828809265083555828370345699922749387140952804797113045071917601999999999999999999999585932992935,0.00000001281282880926508355582837034569992274938714095280479711304507191760199999999999999999999977898085944,0.00000001833282880926508355582837034569992274938714095280479711304507191760099999999999999999999992028146892,0.00000001692348987223918044992589976042800833348450016268589684820268645380900000000000000000000006574856441,0.000000007539489872239180449925899760428008333484500162685896848202686453808000000000000000000000180692613507,0.00000002672948987223918044992589976042800833348450016268589684820268645380699999999999999999999998096915231,0.00000002475948987223918044992589976042800833348450016268589684820268645380600000000000000000000013685550306,0.00000002630948987223918044992589976042800833348450016268589684820268645380300000000000000000000005743873634
-110.0,0.000000006548175042569129475386904579987553394394934575828837237488464781036000000000000000000000005145159331,0.000000001418175042569129475386904579987553394394934575828837237488464781036000000000000000000000242030789427,0.000000007598175042569129475386904579987553394394934575828837237488464781036999999999999999999999905430333927,0.000000002658175042569129475386904579987553394394934575828837237488464781037000000000000000000000237579674494,0.0000000008118249574308705246130954200124466056050654241711627625115352189669999999999999999999999831638951731,0.000000001603177757690494193622070657307156298994671733837883050808876886287999999999999999999999962067932051,0.0000000002201777576904941936220706573071562989946717338378830508088768862879999999999999999999999930762122957,0.000000002276822242309505806377929342692843701005328266162116949191123113712000000000000000000000086006369615,0.000000002446822242309505806377929342692843701005328266162116949191123113712000000000000000000000060360512688,0.00000001276082224230950580637792934269284370100532826616211694919112311371300000000000000000000006674163081,0.000000006728175042569129475386904579987553394394934575828837237488464781036999999999999999999999912750051162,0.0000000004031750425691294753869045799875533943949345758288372374884647810360000000000000000000000164866417993,0.000000006617824957430870524613095420012446605605065424171162762511535218964000000000000000000000071350174037,0.00000001859182495743087052461309542001244660560506542417116276251153521896500000000000000000000004762122357,0.000000002501824957430870524613095420012446605605065424171162762511535218969999999999999999999999986889890589
-100.0,0.00000001749043546113777671869764590930808244917628726187944771160485399900800000000000000000000011558576369,0.000000003660564538862223281302354090691917550823712738120552288395146000990999999999999999999999847387162598,0.000000003534564538862223281302354090691917550823712738120552288395146000991999999999999999999999941604887537,0.00000003329543546113777671869764590930808244917628726187944771160485399900999999999999999999999972820283071,0.00000002773543546113777671869764590930808244917628726187944771160485399900899999999999999999999983357497405,0.000000009322968728754807274084238795515711959663136101616847868767437765418000000000000000000000041334851427,0.000000002584031271245192725915761204484288040336863898383152131232562234580999999999999999999999936451698734,0.000000003279031271245192725915761204484288040336863898383152131232562234580999999999999999999999866029492143,0.000000008132031271245192725915761204484288040336863898383152131232562234580999999999999999999999862329468128,0.00000002180403127124519272591576120448428804033686389838315213123256223458300000000000000000000000464811928,0.000000002345435461137776718697645909308082449176287261879447711604853999009000000000000000000000014905505611,0.000000005820435461137776718697645909308082449176287261879447711604853999007999999999999999999999907040416464,0.000000005645435461137776718697645909308082449176287261879447711604853999007000000000000000000000088183870916,0.0000000007845645388622232813023540906919175508237127381205522883951460009940000000000000000000002672919039827,0.000000002474564538862223281302354090691917550823712738120552288395146000995999999999999999999999813012390003
-90.0,0.000000002320665693716859713309309222598547443514770540341852326626689755283999999999999999999999927874745501,0.000000008607334306283140286690690777401452556485229459658147673373310244715000000000000000000000229271932536,0.00000005002333430628314028669069077740145255648522945965814767337331024471500000000000000000000032638617756,0.000000009573334306283140286690690777401452556485229459658147673373310244714000000000000000000000063412048133,0.000000004503334306283140286690690777401452556485229459658147673373310244714999999999999999999999950612801143,0.000000007325077263134541266423951274874655333293058939077507746489545201559999999999999999999999927063945388,0.000000001274922736865458733576048725125344666706941060922492253510454798439000000000000000000000107604624555,0.00000001052892273686545873357604872512534466670694106092249225351045479844000000000000000000000002604174944,0.00000001361492273686545873357604872512534466670694106092249225351045479843900000000000000000000003606985151,0.0000000182429227368654587335760487251253446667069410609224922535104547984370000000000000000000000384433984,0.0000000001833343062831402866906907774014525564852294596581476733733102447140000000000000000000000616959556199,0.000000007503334306283140286690690777401452556485229459658147673373310244715000000000000000000000296677762947,0.000000003326665693716859713309309222598547443514770540341852326626689755283999999999999999999999993671869819,0.00000001344666569371685971330930922259854744351477054034185232662668975528299999999999999999999985411485259,0.00000002611666569371685971330930922259854744351477054034185232662668975528100000000000000000000004228356075
-80.0,0.00000001142747405427481490191916301407860010115230396087753944250272201761200000000000000000000003643633253,0.000000002472474054274814901919163014078600101152303960877539442502722017611999999999999999999999796976563666,0.000000008112525945725185098080836985921399898847696039122460557497277982387000000000000000000000358212820454,0.000000007912525945725185098080836985921399898847696039122460557497277982387000000000000000000000085452417417,0.0000000007914740542748149019191630140786001011523039608775394425027220176099999999999999999999999428354654855,0.00000002065317896266297205935026939705292475563070933330829783431694501117999999999999999999999987517807292,0.000000001816821037337027940649730602947075244369290666691702165683054988819000000000000000000000091226829372,0.000000003413821037337027940649730602947075244369290666691702165683054988819000000000000000000000113306686288,0.00000001295982103733702794064973060294707524436929066669170216568305498881900000000000000000000007496537002,0.00000002247682103733702794064973060294707524436929066669170216568305498881899999999999999999999999005128077,0.0000000009225259457251850980808369859213998988476960391224605574972779823870000000000000000000000796877130654,0.00000001238747405427481490191916301407860010115230396087753944250272201761199999999999999999999975391630651,0.000000009231474054274814901919163014078600101152303960877539442502722017611999999999999999999999916076388963,0.00000002173147405427481490191916301407860010115230396087753944250272201761199999999999999999999987548288416,0.00000002774147405427481490191916301407860010115230396087753944250272201760899999999999999999999983926060762
-70.0,0.00000002318811729706666119540809285718099493325090899769935667398130213232499999999999999999999990640264813,0.000000008913117297066661195408092857180994933250908997699356673981302132322000000000000000000000073134994851,0.00000001486411729706666119540809285718099493325090899769935667398130213232199999999999999999999989553112489,0.00000003010811729706666119540809285718099493325090899769935667398130213232099999999999999999999988075809749,0.00000003948611729706666119540809285718099493325090899769935667398130213231799999999999999999999993404835488,0.00000002146955809955160232486621491497384073726200383034273796512703993967700000000000000000000000415913882,0.000000002432558099551602324866214914973840737262003830342737965127039939677000000000000000000000120738309535,0.000000008637441900448397675133785085026159262737996169657262034872960060322999999999999999999999971777281785,0.00000002325744190044839767513378508502615926273799616965726203487296006032299999999999999999999987298794572,0.00000003263444190044839767513378508502615926273799616965726203487296006032399999999999999999999986788002956,0.00000002886311729706666119540809285718099493325090899769935667398130213232200000000000000000000001022043173,0.00000001390011729706666119540809285718099493325090899769935667398130213232199999999999999999999987296865614,0.000000007734117297066661195408092857180994933250908997699356673981302132324999999999999999999999949248341467,0.00000001590011729706666119540809285718099493325090899769935667398130213232599999999999999999999998500218714,0.00000002062711729706666119540809285718099493325090899769935667398130213232499999999999999999999986176032247
-60.0,0.000000007211901007010134517200672942503426050531632333039918525981692259207999999999999999999999970988951978,0.00000000660890100701013451720067294250342605053163233303991852598169225920700000000000000000000004595613211,0.000000003078901007010134517200672942503426050531632333039918525981692259207000000000000000000000124086809157,0.00000001795490100701013451720067294250342605053163233303991852598169225920700000000000000000000012162026583,0.00000002257890100701013451720067294250342605053163233303991852598169225921299999999999999999999997169812709,0.000000001472380765298014407326433345220178548126074888234604706381507635188999999999999999999999984429659115,0.000000006590380765298014407326433345220178548126074888234604706381507635188000000000000000000000012877759483,0.000000001821380765298014407326433345220178548126074888234604706381507635187999999999999999999999868963276911,0.00000001694561923470198559267356665477982145187392511176539529361849236481200000000000000000000013780702551,0.000000008015619234701985592673566654779821451873925111765395293618492364811000000000000000000000118167296404,0.000000008114901007010134517200672942503426050531632333039918525981692259208000000000000000000000081240684743,0.00000000232690100701013451720067294250342605053163233303991852598169225920700000000000000000000011911313906,0.000000002916098992989865482799327057496573949468367666960081474018307740793000000000000000000000011127132699,0.00000001306590100701013451720067294250342605053163233303991852598169225920600000000000000000000019874577588,0.000000002974098992989865482799327057496573949468367666960081474018307740788999999999999999999999910837365207
