voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,222530944.00170767,27981.808654549848,222502962.19305316,7952.700511570546,74656168710136672.0
-140,208594483.85929665,30312.331445629086,208564171.52785105,6881.5057737624184,1.474068606598695e+17
-130,195970919.03687745,32836.956646126979,195938082.08023131,5967.9988358480114,8.9156352474341949e+18
-120,184579861.19887799,35571.85047655263,184544289.34840143,5188.930537098282,2.1085061294989549e+17
-110,174348778.45598063,38534.525594516781,174310243.93038613,4524.4822861083658,1.5657752286195194e+17
-100,165212531.56912261,41743.953235529727,165170787.61588708,3957.7595978261224,2.4349183807779696e+17
-90,157112957.43544883,45220.684693677606,157067736.75075516,3474.3604281917274,85111930167686464.0
-80,149998497.19006392,48986.982920067894,149949510.20714384,3062.0072568016003,1.2910648395605965e+18
-70,143823866.54303631,53066.965081723632,143770799.57795459,2710.2335006636649,1.030690535318966e+18
-60,138549766.24146909,57486.756993789815,138492279.48447528,2410.1162334907212,1.0716228504787974e+17
-50,134142630.80330478,62274.660413945487,134080356.14289084,2154.0483707441545,1.3574273409408541e+17
-40,130574413.91451496,67461.334270276828,130506952.58024468,1935.5444911804168,5.4181500464586688e+17
-30,127822409.11601456,73079.990983088384,127749329.12503149,1749.0753268646988,1.3994882881250749e+17
-20,125869104.63253036,79166.60913778223,125789938.02339256,1589.9266875693354,98642879509040064.0
-10,124702071.41419819,85760.163870637698,124616311.25032756,1454.0792109761035,3.7503058807412742e+17
0,124313883.6742551,92902.876442747031,124220980.79781236,1338.1058631792266,77064763811668480.0
10,124702071.41419819,85760.163870637698,124616311.25032756,1454.0792109761035,3.8900688328186438e+17
20,125869104.63253038,79166.60913778223,125789938.0233926,1589.9266875693347,4.4380747869228794e+17
30,127822409.11601456,73079.990983088399,127749329.12503149,1749.0753268646986,1.4857475164975379e+17
40,130574413.91451499,67461.334270276857,130506952.58024472,1935.5444911804166,1.2532416629200581e+18
50,134142630.80330481,62274.660413945508,134080356.14289084,2154.048370744154,1.5670893856800402e+18
60,138549766.24146914,57486.756993789844,138492279.48447534,2410.1162334907212,1.5344530643494541e+17
70,143823866.54303631,53066.965081723654,143770799.57795459,2710.233500663664,2.2904234118342662e+17
80,149998497.19006395,48986.982920067931,149949510.20714387,3062.0072568015985,2.033869267800951e+17
90,157112957.43544888,45220.684693677635,157067736.75075522,3474.3604281917269,3.6150634256791808e+17
100,165212531.56912267,41743.953235529763,165170787.61588714,3957.7595978261211,6.2305264449315712e+17
-150,2.0436236531985329e+18,0.024314312435845958,2.0436236531985329e+18,8.4050234140516844e+19,3.0833409288104845e+17
-140,1.7653068702095557e+18,0.023794754710908281,1.7653068702095557e+18,7.4188908087389635e+19,8.1801692164148511e+19
-130,1.5248934636727913e+18,0.023286299098368587,1.5248934636727913e+18,6.5484577743812608e+19,3.4217649078619021e+17
-120,1.3172214527513039e+18,0.022788708363952831,1.3172214527513039e+18,5.7801496763848368e+19,2.520884633500689e+17
-110,1.1378318558943236e+18,0.022301750342701609,1.1378318558943236e+18,5.1019845456510845e+19,8.9838913307503552e+17
-100,9.8287295084750349e+17,0.020554197255363255,9.8287295084750349e+17,4.7818600679773086e+19,1.3150359789103788e+18
-90,8.4901757329046426e+17,0.014991227041310272,8.4901757329046426e+17,5.6634294908007612e+19,1.8355822470367245e+18
-80,7.333916783984727e+17,0.010933868416849565,7.333916783984727e+17,6.7075224471174775e+19,1.9074632828960915e+19
-70,6.3351263145437376e+17,0.0079746293100322139,6.3351263145437376e+17,7.9441013096045052e+19,5.2729523450119854e+18
-60,5.4723590253194848e+17,0.0058163049167870582,5.4723590253194848e+17,9.4086522347291771e+19,2.992065821516725e+20
-50,4.727090207179328e+17,0.0042421285767456759,4.727090207179328e+17,1.11432035160181e+20,1.2726862828711672e+20
-40,4.0833179921144486e+17,0.0030940012807277551,4.0833179921144486e+17,1.3197531680251896e+20,7.8646700378502431e+19
-30,3.5272197728325325e+17,0.0022566133373752525,3.5272197728325325e+17,1.5630589939414113e+20,5.3518425485469401e+19
-20,3.0468554138416909e+17,0.001645863492733296,3.0468554138416909e+17,1.8512199992854564e+20,1.0513374275380445e+21
-10,2.6319108815911942e+17,0.0012004124020037145,2.6319108815911942e+17,2.1925055732496928e+20,4.3424623680808501e+19
0,2.2734767890828995e+17,0.00087552214460463263,2.2734767890828995e+17,2.5967096356078505e+20,1.0445988632630808e+20
10,1.9638571000252867e+17,0.00063856306750379919,1.9638571000252867e+17,3.0754316996474313e+20,5.0203529320349041e+19
20,1.6964038851656406e+17,0.00046573669631622908,1.6964038851656406e+17,3.6424097533723312e+20,5.0206378890224481e+20
30,1.4653745828092e+17,0.0003396855868026927,1.4653745828092e+17,4.3139145131299517e+20,4.3435412066297561e+19
40,1.2658086987275485e+17,0.00024775006735381635,1.2658086987275485e+17,5.109216365700616e+20,7.3927827258802405e+19
50,1.0934212980468568e+17,0.00018069679214700778,1.0934212980468568e+17,6.0511384018222763e+20,1.1891516306434304e+20
