voltage,largest element,smallest element,element difference,element ratio difference,condition number
60,94451100225169088.0,0.00013179140995182449,94451100225169088.0,7.1667114161457948e+20,6.6528906847331956e+20
70,81588051588331600.0,9.6122214073170363e-05,81588051588331600.0,8.4879496768795771e+20,1.5192655992267487e+19
80,70476797653987496.0,7.0106845671548938e-05,70476797653987496.0,1.0052769737233906e+21,5.2329535657883935e+19
90,60878765417582016.0,5.1132507271139161e-05,60878765417582016.0,1.1906078670220802e+21,3.0236499715576431e+20
100,52587872643929120.0,3.729355207453215e-05,52587872643929120.0,1.4101062977007625e+21,1.2768364234831069e+19
-150,4.065680529399572e+18,0.001608118988898011,4.065680529399572e+18,2.5282212059355409e+21,6.6549147666157235e+17
-140,3.1411387102261888e+18,0.0015401274397559279,3.1411387102261888e+18,2.0395316836404012e+21,4.9576163349772326e+17
-130,2.4268424815440978e+18,0.0014750105850777841,2.4268424815440978e+18,1.6453051293975084e+21,1.0247722981798954e+17
-120,1.8749810040767281e+18,0.0014126468822841661,1.8749810040767281e+18,1.3272821591797908e+21,1.1394983479901069e+17
-110,1.4486158516478341e+18,0.0013529199276369527,1.4486158516478341e+18,1.0707328808276382e+21,1.3848563005286378e+17
-100,1.119208572612153e+18,0.0012957182389682141,1.119208572612153e+18,8.6377465327908304e+20,1.1465206435283318e+17
-90,8.6471049560526989e+17,0.0012409350475953722,8.6471049560526989e+17,6.9682172107304639e+20,68579271311495016.0
-80,6.6808692257380966e+17,0.0011884680990342262,6.6808692257380966e+17,5.6214123300129885e+20,33319255629679244.0
-70,5.1617692734728742e+17,0.0011382194621378625,5.1617692734728742e+17,4.5349508114874211e+20,87876341990104096.0
-60,3.9881244145133299e+17,0.0010900953463052064,3.9881244145133299e+17,3.6585097147976719e+20,68993965654293952.0
-50,3.0813766400734342e+17,0.0010440059264180273,3.0813766400734342e+17,2.9514934370589285e+20,1.904847767152657e+17
-40,2.3808324106620058e+17,0.00099986517517963789,2.3808324106620058e+17,2.3811534492480556e+20,1.7753056933797937e+18
-30,1.8396001906882682e+17,0.00095759070254234279,1.8396001906882682e+17,1.9210714826326596e+20,81333871453260912.0
-20,1.4214518070702726e+17,0.00091710360192392016,1.4214518070702726e+17,1.5499359113717573e+20,1.1584500031190958e+17
-10,1.0983975498633283e+17,0.00087832830292610081,1.0983975498633283e+17,1.2505546573007833e+20,3.4645799046475405e+17
0,84881270657812624.0,0.00084119243028013091,84881270657812624.0,1.0090588978498744e+20,47858371656862944.0
10,65649607194070160.0,0.00080562666875614512,65649607194070160.0,8.148887039133211e+19,1.6388687181794566e+17
20,50838662926395808.0,0.00077156463378419199,50838662926395808.0,6.5890348909661774e+19,44696700588335376.0
30,39474834387127456.0,0.00073894274754542544,39474834387127456.0,5.3420693982385693e+19,67194003079383600.0
40,30827129499124276.0,0.00070770012030218295,30827129499124276.0,4.3559593413607604e+19,1.4627037875848712e+18
50,24366191831689264.0,0.00067777843674544729,24366191831689264.0,3.5950084143559815e+19,1.9288141173095302e+17
60,19742143708402952.0,0.00064912184714755849,19742143708402952.0,3.0413617713155121e+19,1.4911029521851661e+17
70,16783327467728250.0,0.00062167686311700673,16783327467728250.0,2.6996866802439508e+19,2.2468176127502973e+17
80,15521807231032876.0,0.00059539225776073196,15521807231032876.0,2.6069884229617529e+19,1.587260390223049e+17
90,16257264742569098.0,0.0005702189700675772,16257264742569098.0,2.8510564530398618e+19,1.5078528581524765e+17
100,19680136536241032.0,0.00054611001333442811,19680136536241032.0,3.6036945039843582e+19,2.8835197001716832e+17
-150,139993421404327.42,4.0480502768481956e-05,139993421404327.42,3.4582925564186921e+18,7.6659128195061094e+17
-140,131541896970935.64,5.9288801604259742e-05,131541896970935.64,2.2186634475925169e+18,1.9220945312007217e+18
-130,123604019575767.16,8.6835927304889293e-05,123604019575767.16,1.4234202755937823e+18,3.4331604534451462e+17
-120,116149051017962.72,0.00012718216706809356,116149051017962.72,9.1324950419956506e+17,9.9791392495311923e+17
-110,109148159193823.58,0.00018627432356820966,109148159193823.58,5.8595386150392256e+17,3.3922749305405542e+17
-100,102574309310360.23,0.00027282223931769146,102574309310360.23,3.7597488227825971e+17,9.862148999434688e+17
-90,96402162590633.312,0.00036738871081318421,96402162590633.312,2.6239827124043962e+17,4.9024518814974886e+17
-80,90607982144984.406,0.00034516426876922082,90607982144984.406,2.6250684193955642e+17,6.2020980399000589e+17
-70,85169545719758.688,0.00032428424970187039,85169545719758.688,2.6263855182007456e+17,8.9700038654008589e+17
-60,80066065072842.781,0.00030466732544386251,80066065072842.781,2.62798332430944e+17,3.6147915546834335e+18
-50,75278111763612.141,0.00028623708761203243,75278111763612.141,2.629921663598136e+17,5.5498697856092685e+17
-40,70787549184068.219,0.0002689217499948641,70787549184068.219,2.6322731123615002e+17,2.811056103971416e+17
-30,66577470698442.438,0.00025265386894350209,66577470698442.438,2.635125714751288e+17,1.1420558688426772e+18
-20,62632143800783.367,0.00023737008067714678,62632143800783.367,2.6385862793706918e+17,3.5233774890431603e+17
-10,58936960244510.258,0.00022301085447963112,58936960244510.258,2.6427843784569376e+17,1.4712300072566684e+18
0,55478392145141.023,0.00020952026082587681,55478392145141.023,2.6478771993915523e+17,3.2162888958793498e+17
10,52243954107981.117,0.00019684575353507279,52243954107981.117,2.6540554301910608e+17,1.4996272988230534e+17
20,49222171487156.633,0.00018493796510206048,49222171487156.633,2.6615503993456787e+17,1.5842916054667702e+17
30,46402554941736.344,0.0001737505144097357,46402554941736.344,2.6706427373395037e+17,8.572610416397993e+17
40,43775581519651.844,0.00016323982607350214,43775581519651.844,2.681672884161305e+17,6.8935593732886938e+17
50,41332682571639.398,0.00015336496071411993,41332682571639.398,2.6950538362335328e+17,7.8138353001409472e+17
60,39066238876558.43,0.00014408745549785633,39066238876558.43,2.7112866100366141e+17,5.1864110936509839e+18
70,41817360628169.055,0.00013537117432284055,41817360628169.055,3.089089005643161e+17,1.5331595730349965e+17
80,46420079719094.898,0.00012718216706809375,46420079719094.898,3.6498890362704256e+17,3.630607220322864e+17
90,51555745703707.523,0.00011948853735700602,51555745703707.523,4.3147022169724992e+17,7.2728661794811494e+17
100,57285837314154.648,0.0001122603183201966,57285837314154.648,5.1029462744582682e+17,5.3485733846159027e+17
-150,2960804616207754.5,0.0026334489948430808,2960804616207754.5,1.1243068014629156e+18,4.7100001937122887e+22
-140,5114004780808769.0,0.002644003886532647,5114004780808769.0,1.9341895852941755e+18,2.2712079312585545e+22
-130,10722172236946640.0,0.0026546010823408034,10722172236946640.0,4.039089830963199e+18,1.2866158539657886e+23
-120,22481282861147648.0,0.0026652407518229092,22481282861147648.0,8.4349914152300974e+18,4.8203320910981682e+22
-110,47137528084056384.0,0.0026759230652139017,47137528084056384.0,1.7615427250816127e+19,9.4601464209613106e+22
-100,98836147313330688.0,0.0026866481934310245,98836147313330688.0,3.6787900833086177e+19,9.6882676896785382e+23
-90,2.072365117807113e+17,0.0026974163080765571,2.072365117807113e+17,7.6827781888990331e+19,1.995753114861282e+23
-80,4.345276218191511e+17,0.0027082275814405642,4.345276218191511e+17,1.6044723301577802e+20,3.0746196407655079e+24
-70,9.1110576011122918e+17,0.0027190821865036496,9.1110576011122918e+17,3.3507841897297733e+20,7.747787399709064e+24
-60,1.9103824694145249e+18,0.0027299802969397266,1.9103824694145249e+18,6.9977884879097469e+20,2.788021576271268e+24
-50,4.0056399794686198e+18,0.0027409220871187933,4.0056399794686198e+18,1.4614205921041971e+21,5.962015197390226e+23
-40,8.3989215967396946e+18,0.0027519077321097279,8.3989215967396946e+18,3.0520360471172953e+21,2.0700382595419437e+23
-30,1.7610640541036134e+19,0.0027629374076830835,1.7610640541036134e+19,6.3738832780160202e+21,1.9525383313998265e+23
-20,3.6925533863187268e+19,0.0027740112903139051,3.6925533863187268e+19,1.3311241375304141e+22,8.0512953636298684e+22
-10,7.7424501106378981e+19,0.0027851295571845497,7.7424501106378981e+19,2.7799245786126509e+22,1.3711206100739631e+23
0,1.6234168495442516e+20,0.0027962923861875252,1.6234168495442516e+20,5.8056047985655173e+22,5.7853536985564712e+23
10,3.4039383300948997e+20,0.0028074999559283354,3.4039383300948997e+20,1.2124446602063594e+23,8.9047087859929204e+23
20,7.1372895775595089e+20,0.0028187524457283326,7.1372895775595089e+20,2.5320739280867627e+23,2.2485947555219685e+23
30,1.4965283616836975e+21,0.0028300500356275961,1.4965283616836975e+21,5.2879925896851702e+23,3.8350129313020329e+23
40,3.1378818432190167e+21,0.0028413929063878032,3.1378818432190167e+21,1.1043463352655913e+24,3.0469315102928646e+24
50,6.579429240694948e+21,0.0028527812394951281,6.579429240694948e+21,2.3063209858528601e+24,1.3062759690933326e+25
60,1.3795576537598476e+22,0.0028642152171631449,1.3795576537598476e+22,4.8165293078996593e+24,1.8376342908807974e+25
70,2.8926206976900936e+22,0.0028756950223357398,2.8926206976900936e+22,1.005885768561301e+25,2.7593753549613723e+25
80,6.0651720338978875e+22,0.0028872208386900408,6.0651720338978875e+22,2.1006955729267009e+25,1.4734554475590854e+25
90,1.271729536824832e+23,0.0028987928506393548,1.271729536824832e+23,4.3871004323207872e+25,7.0622827138771294e+24
100,2.6665294995670885e+23,0.0029104112433361194,2.6665294995670885e+23,9.1620368278625919e+25,5.1112582202047936e+25
-150,8275168287765.6465,10.047359735533901,8275168287755.5996,823616204215.25793,1.6785352239619814e+20
-140,7761660484906.6045,10.340930828299676,7761660484896.2637,750576579012.16504,6.4531981514445521e+19
-130,7280109026803.2324,10.643079695602868,7280109026792.5908,684022786168.83533,8.1787018667725898e+19
-120,6828519931052.4717,10.954056969122913,6828519931041.5166,623378164848.01697,1.1771605085241056e+21
-110,6405024035375.0645,11.27412060367865,6405024035363.7891,568117395629.52332,4.4946323942819619e+19
-100,6007869155557.585,11.603536091201176,6007869155545.9805,517761922601.61798,8.1316663906152333e+19
-90,5635412738133.3418,11.942576680958666,5635412738121.4004,471875784320.354,7.6518224558892138e+19
-80,5286114976444.1641,12.291523606215925,5286114976431.8721,430061817053.41492,1.5787078996009779e+20
-70,4958532360723.0381,12.650666317516627,4958532360710.3877,391958197004.78961,7.0129927865544565e+19
-60,4651311634707.459,13.020302722781777,4651311634694.4395,357235291201.7171,2.2214218383525416e+20
-50,4363184133043.4351,13.400739434423533,4363184133030.0337,325592789442.30359,7.6743086138440188e+19
-40,4092960475378.2554,13.792292023679373,4092960475364.4624,296757092175.19708,5.1917591297900872e+20
-30,3839525594573.2681,14.195285282377608,3839525594559.0728,270478931433.64676,2.0394662116842856e+19
-20,3601834077903.1685,13.947633985492828,3601834077889.2207,258239790465.50101,1.5921159907808942e+20
-10,3378905801451.5898,13.427567732647841,3378905801438.1621,251639453155.47394,1.2162995025833368e+19
0,3169821839170.3965,12.926893220913179,3169821839157.4697,245211419712.375,9.5162867316783104e+18
10,2973720629247.1919,12.444887389291836,2973720629234.7471,238951188245.0556,1.2451662313623839e+18
20,2789794381527.5791,11.980854137604947,2789794381515.5981,232854381623.01825,3.8197690278254167e+18
30,2617285710770.3501,10.932170748700504,2617285710759.418,239411345736.75266,5.7459816415426522e+17
40,2455484481479.5894,9.1386245485098208,2455484481470.4507,268693003902.86749,7.045466374075927e+17
50,2303724850961.8774,7.6393298786111234,2303724850954.2388,301561116952.40851,1.9029969734780147e+17
60,2161382498103.3545,6.3860114489282696,2161382498096.9685,338455781889.6626,2.0434616193605677e+17
70,2027872026153.9624,5.3383140764772419,2027872026148.624,379871247195.73578,79862916075907616.0
80,1902644528548.325,4.4625033022603908,1902644528543.8623,426362604053.33008,1.6386478984814346e+17
90,1785185307487.5181,3.730379186648777,1785185307483.7876,478553310043.3302,2.8477175559241696e+17
100,1675011735656.6208,3.1183683089116512,1675011735653.5024,537143650052.42767,84469704734590352.0
-150,232674852504140.72,0.001784369561639611,232674852504140.72,1.3039611160500957e+17,1.9413932106984837e+19
-140,246431755981660.81,0.001829907036964332,246431755981660.81,1.3466900285299258e+17,2.9275773703839117e+19
-130,261159455431832.62,0.0018766066379515441,261159455431832.62,1.3916579540446883e+17,2.663917231972982e+19
-120,276895112777945.31,0.0019244980222852925,276895112777945.31,1.4387913605083331e+17,1.5170034414573046e+19
-110,293682541839739.25,0.0019736116045197733,293682541839739.25,1.4880462861445286e+17,1.0961461647314004e+19
-100,311571790727993.75,0.0020239785753948087,311571790727993.75,1.539402612832583e+17,4.8584569577141723e+19
-90,330618856235135.19,0.002075630921644268,330618856235135.19,1.5928595627840541e+17,6.0499635519191009e+18
-80,350885508337167.69,0.0021286014463099954,350885508337167.69,1.6484321616216128e+17,3.384035244857804e+19
-70,372439207289510.88,0.0021829237895741554,372439207289510.88,1.706148465046351e+17,2.9419124841217483e+19
-60,395353099347549.62,0.002238632450123229,395353099347549.62,1.7660473890020973e+17,1.6545878027765848e+20
-50,419706080028561.38,0.0022957628070572121,419706080028561.38,1.8281770169739578e+17,2.09596859844686e+18
-40,445582916182106.62,0.0023543511423579546,445582916182106.62,1.8925932846866752e+17,8.5790576642354688e+18
-30,473074420053754.56,0.0024144346639308851,473074420053754.56,1.9593589634914915e+17,9.4926744567557358e+19
-20,502277670095459.0,0.0024760515292347714,502277670095459.0,2.028542880328056e+17,3.5232392318327624e+19
-10,533296274562479.62,0.0025392408695145171,533296274562479.62,2.1002193252522816e+17,3.427883144549564e+19
0,566240674996168.38,0.0026040428146523785,566240674996168.38,2.1744676078674906e+17,4.7894661402748445e+19
10,601228487568545.12,0.002670498518653397,601228487568545.12,2.251371732165257e+17,4.6630612245276334e+20
20,638384880994365.62,0.0027386501857812203,638384880994365.62,2.3310201657327098e+17,1.1841295098703942e+20
30,677842990328499.38,0.0028085410973609165,677842990328499.38,2.4135056843762893e+17,5.7817165670306316e+19
40,719744366484656.25,0.0028802156392657998,719744366484656.25,2.4989252772341981e+17,3.4314543232206651e+19
50,764239461755030.75,0.0029537193301057314,764239461755030.75,2.5873801006261286e+17,1.0701089194752868e+20
60,811488151995059.0,0.003029098850134782,811488151995059.0,2.6789754713978755e+17,5.974797167006525e+19
70,861660296475920.75,0.0031064020708966322,861660296475920.75,2.7738208925002781e+17,9.7892266262703358e+19
80,914936336710199.25,0.0031856780856265275,914936336710199.25,2.8720301051079322e+17,3.2257690169209799e+19
90,971507935831742.25,0.0032669772404290915,971507935831742.25,2.9737211628206579e+17,1.931907696150641e+19
100,1031578660366369.2,0.0033503511662518136,1031578660366369.2,3.079016524469111e+17,3.5149355151553925e+19
-150,20143753324.331047,6.195351973115194e-09,20143753324.331047,3.2514300094240184e+18,32769914309019384.0
-140,19657961844.20116,5.7190306780013339e-09,19657961844.20116,3.4372891056201078e+18,57714657717851776.0
-130,19203627296.944191,5.2793307043496755e-09,19203627296.944191,3.6375117173701944e+18,23193776167875848.0
-120,18780022650.354656,4.8734364711660573e-09,18780022650.354656,3.8535482634210263e+18,6.4517320815392499e+17
-110,18386470046.62421,4.4987488696101896e-09,18386470046.62421,4.0870185421613373e+18,42323550911125056.0
-100,18022339717.624489,4.1528686198255675e-09,18022339717.624489,4.3397326926228367e+18,1.4406003238742506e+17
-90,17687048977.143848,3.8335809073570868e-09,17687048977.143848,4.6137148020537006e+18,48437097381884864.0
-80,17380061288.464996,3.5388412007770391e-09,17380061288.464996,4.9112294964376412e+18,2.2886107632313795e+17
-70,17100885405.791847,3.266762159703795e-09,17100885405.791847,5.2348118931751148e+18,57658947502830568.0
-60,16849074588.151432,3.0156015493798828e-09,16849074588.151432,5.5873013434471188e+18,3.9025964599071245e+17
-50,16624225884.513012,2.7837510844214353e-09,16624225884.513012,5.9718794462429932e+18,78110936638495792.0
-40,16425979488.980488,2.569726130300951e-09,16425979488.980488,6.3921128774359992e+18,2.4219697480867843e+17
-30,16254018165.026182,2.3721561966176811e-09,16254018165.026182,6.8520016465196657e+18,1.0636502096589174e+17
-20,16108066737.844738,2.1897761612801324e-09,16108066737.844738,7.3560334716713871e+18,1.169827894451357e+17
-10,15987891654.01469,2.0214181694054682e-09,15987891654.01469,7.9092450518128015e+18,2.0849371134507558e+17
0,15893300607.763203,1.8660041550611373e-09,15893300607.763203,8.51729111355729e+18,1.814696619015041e+17
10,15824142233.235762,1.7225389379623185e-09,15824142233.235762,9.18652222280384e+18,83289428750657152.0
20,15780305862.278563,1.5901038509204912e-09,15780305862.278563,9.9240724768659231e+18,52461220562907480.0
30,15761721347.34581,1.4678508572370438e-09,15761721347.34581,1.0737958335231904e+19,1.5283750079075194e+17
40,15768358949.248699,1.3549971203731513e-09,15768358949.248699,1.1637190007390032e+19,36906373089443776.0
50,15800229289.566381,1.2508199911232761e-09,15800229289.566381,1.2631896996927011e+19,71701137008194608.0
60,15857383367.642725,1.1546523801930824e-09,15857383367.642725,1.373346960493082e+19,71465917610463592.0
70,15939912642.196175,1.0658784865504713e-09,15939912642.196175,1.4954718425533581e+19,85789140433127968.0
80,16047949177.673206,9.8392985419658802e-10,16047949177.673206,1.6310054125532051e+19,31259822352395464.0
90,16181665855.579597,9.0828173210668917e-10,16181665855.579597,1.7815690092156178e+19,41511707148988624.0
100,16341276651.127747,8.3844971403205197e-10,16341276651.127747,1.9489870862432014e+19,81915985628241136.0
