voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150.0,0.000000003185812213967174292176182787701716537315369000446683935178222192240000000000000000000000207575602039,0.0000000001858122139671742921761827877017165373153690004466839351782221922399999999999999999999993933430047654,0.000000002964187786032825707823817212298283462684630999553316064821777807759999999999999999999999401663626307,0.00000000361418778603282570782381721229828346268463099955331606482177780776000000000000000000000063926066278,0.000000005014187786032825707823817212298283462684630999553316064821777807759999999999999999999999271410035756
-140.0,0.000000004404064759480421299324793442932933516662512466771700677320172415129999999999999999999998986124593774,0.0000000002759352405195787006752065570670664833374875332282993226798275848699999999999999999999998121531426953,0.0000000003659352405195787006752065570670664833374875332282993226798275848700000000000000000000004732881048516,0.000000004375935240519578700675206557067066483337487533228299322679827584870000000000000000000001424316503469,0.0000000002140647594804212993247934429329335166625124667717006773201724151299999999999999999999985854968127201
-130.0,0.00000000192982994509742137466682391041441389842713712616840160457112340343999999999999999999999872121246497,0.0000000005498299450974213746668239104144138984271371261684016045711234034399999999999999999999985713859352495,0.000000004450170054902578625333176089585586101572862873831598395428876596560000000000000000000000288774337704,0.000000009390170054902578625333176089585586101572862873831598395428876596559999999999999999999999956624997137,0.00000000313017005490257862533317608958558610157286287383159839542887659656000000000000000000000120392796338
-120.0,0.0000000009588060482240953319404340887219181584969148368956283040310862221400000000000000000000008381629260486,0.0000000002711939517759046680595659112780818415030851631043716959689137778599999999999999999999994582190279959,0.000000003808806048224095331940434088721918158496914836895628304031086222140000000000000000000001798950947646,0.000000001691193951775904668059565911278081841503085163104371695968913777859999999999999999999998445361786104,0.00000000965880604822409533194043408872191815849691483689562830403108622214000000000000000000000170130102464
-110.0,0.000000002958176072156637660086119854128686461624428397718257030902632701920000000000000000000000862212442569,0.0000000004818239278433623399138801458713135383755716022817429690973672980800000000000000000000002711924601041,0.000000001388176072156637660086119854128686461624428397718257030902632701920000000000000000000000148954566909,0.000000004388176072156637660086119854128686461624428397718257030902632701920000000000000000000000963187164182,0.000000008621823927843362339913880145871313538375571602281742969097367298079999999999999999999998685197942502
-100.0,0.000000005065189013641959311887350837485427782098459909631239219255495380049999999999999999999999141555287229,0.0000000002048109863580406881126491625145722179015400903687607807445046199499999999999999999999998293393303158,0.000000001194810986358040688112649162514572217901540090368760780744504619950000000000000000000001483812288405,0.0000000006748109863580406881126491625145722179015400903687607807445046199500000000000000000000016173369843528,0.00000000643481098635804068811264916251457221790154009036876078074450461995000000000000000000000085855209919
-90.0,0.000000004713293643638511813464011617753595195191106150841548334456320546769999999999999999999999282022906374,0.000000000373293643638511813464011617753595195191106150841548334456320546770000000000000000000000900621091521,0.000000002003293643638511813464011617753595195191106150841548334456320546770000000000000000000000806188580701,0.000000005426706356361488186535988382246404804808893849158451665543679453229999999999999999999999050580793581,0.000000005186706356361488186535988382246404804808893849158451665543679453230000000000000000000000408671797625
-80.0,0.000000007257959104774588704813196955152182131300971813877603871417196372810000000000000000000000784191815,0.0000000009020408952254112951868030448478178686990281861223961285828036271899999999999999999999998574775944066,0.000000002517959104774588704813196955152182131300971813877603871417196372800000000000000000000000086219912939,0.000000006197959104774588704813196955152182131300971813877603871417196372799999999999999999999999861533811568,0.0000000006220408952254112951868030448478178686990281861223961285828036272000000000000000000000013402958383822
-70.0,0.0000000007417002209941459638973539377047296062120188921198165827892485929099999999999999999999997580888213359,0.0000000008617002209941459638973539377047296062120188921198165827892485929100000000000000000000000153785902521,0.000000001058299779005854036102646062295270393787981107880183417210751407090000000000000000000000355916628653,0.000000003498299779005854036102646062295270393787981107880183417210751407089999999999999999999999657351880671,0.0000000001317002209941459638973539377047296062120188921198165827892485929100000000000000000000001668138260659
-60.0,0.000000003520068651846392863983777206797861131113161498563906276831282065730000000000000000000000026562966399,0.0000000001800686518463928639837772067978611311131614985639062768312820657300000000000000000000006681249893864,0.0000000004399313481536071360162227932021388688868385014360937231687179342800000000000000000000008716959795835,0.0000000004399313481536071360162227932021388688868385014360937231687179342800000000000000000000008716959795835,0.000000002129931348153607136016222793202138868886838501436093723168717934280000000000000000000000905908353222
