voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150.0,0.000000006525812213967174292176182787701716537315369000446683935178222192240000000000000000000001438684120928,0.0000000008741877860328257078238172122982834626846309995533160648217778077599999999999999999999988219304465941,0.0000000002141877860328257078238172122982834626846309995533160648217778077600000000000000000000002158425303706,0.00000000163581221396717429217618278770171653731536900044668393517822219223999999999999999999999984931111151,0.00000002708581221396717429217618278770171653731536900044668393517822219223999999999999999999999932845782893
-140.0,0.000000003124064759480421299324793442932933516662512466771700677320172415129999999999999999999998738594447837,0.0000000017559352405195787006752065570670664833374875332282993226798275848699999999999999999999998642760562,0.00000004375406475948042129932479344293293351666251246677170067732017241512999999999999999999999986583299219,0.00000004032406475948042129932479344293293351666251246677170067732017241512999999999999999999999984626005302,0.00000008258406475948042129932479344293293351666251246677170067732017241512999999999999999999999900639554467
-130.0,0.0000000007501700549025786253331760895855861015728628738315983954288765965600000000000000000000001584670539423,0.000000003649829945097421374666823910414413898427137126168401604571123403439999999999999999999999287914916307,0.00000006058017005490257862533317608958558610157286287383159839542887659656000000000000000000000125331670359,0.00000005625017005490257862533317608958558610157286287383159839542887659656000000000000000000000024040576848,0.0000001004001700549025786253331760895855861015728628738315983954288765965600000000000000000000001756816723
-120.0,0.0000000009311939517759046680595659112780818415030851631043716959689137778599999999999999999999999369774860963,0.000000001568806048224095331940434088721918158496914836895628304031086222140000000000000000000001365773192257,0.00000001519119395177590466805956591127808184150308516310437169596891377785999999999999999999999836406739008,0.00000001787119395177590466805956591127808184150308516310437169596891377785999999999999999999999911641745087,0.00000001089119395177590466805956591127808184150308516310437169596891377785999999999999999999999881998180361
-110.0,0.0000000114118239278433623399138801458713135383755716022817429690973672980799999999999999999999985810058087,0.000000000211823927843362339913880145871313538375571602281742969097367298080000000000000000000000160458115512,0.0000000102981760721566376600861198541286864616244283977182570309026327019200000000000000000000000578468547,0.00000001841817607215663766008611985412868646162442839771825703090263270191999999999999999999999998952949384,0.00000001838817607215663766008611985412868646162442839771825703090263270192000000000000000000000039337468708
-100.0,0.000000004574810986358040688112649162514572217901540090368760780744504619950000000000000000000001552237035682,0.000000002035189013641959311887350837485427782098459909631239219255495380049999999999999999999998731167883196,0.00000001496481098635804068811264916251457221790154009036876078074450461995000000000000000000000151325223697,0.000000016504810986358040688112649162514572217901540090368760780744504619950000000000000000000000757684764,0.00000001889481098635804068811264916251457221790154009036876078074450461995000000000000000000000104430709506
-90.0,0.00000000430329364363851181346401161775359519519110615084154833445632054677000000000000000000000043167594961,0.0000000008132936436385118134640116177535951951911061508415483344563205467699999999999999999999993471228550444,0.000000003273293643638511813464011617753595195191106150841548334456320546769999999999999999999999939886763133,0.000000003176706356361488186535988382246404804808893849158451665543679453229999999999999999999999376241616564,0.000000007853293643638511813464011617753595195191106150841548334456320546770000000000000000000000708538657695
-80.0,0.00000001844204089522541129518680304484781786869902818612239612858280362719000000000000000000000032336640376,0.0000000001279591047745887048131969551521821313009718138776038714171963728100000000000000000000006343115920699,0.000000002747959104774588704813196955152182131300971813877603871417196372799999999999999999999999486967487267,0.00000001144795910477458870481319695515218213130097181387760387141719637280000000000000000000000035010558586,0.00000003406795910477458870481319695515218213130097181387760387141719637279999999999999999999999922345766682
-70.0,0.000000001468299779005854036102646062295270393787981107880183417210751407090000000000000000000000142598856355,0.00000000617829977900585403610264606229527039378798110788018341721075140709000000000000000000000040970194146,0.00000002694170022099414596389735393770472960621201889211981658278924859291000000000000000000000037712895902,0.00000002618170022099414596389735393770472960621201889211981658278924859290999999999999999999999999607411713,0.00000004391170022099414596389735393770472960621201889211981658278924859291000000000000000000000008905900149
-60.0,0.00000001539006865184639286398377720679786113111316149856390627683128206573000000000000000000000003970108119,0.000000003750068651846392863983777206797861131113161498563906276831282065730000000000000000000000363645811665,0.000000005329931348153607136016222793202138868886838501436093723168717934280000000000000000000000588398447125,0.00000002028993134815360713601622279320213886888683850143609372316871793428000000000000000000000020423357947,0.00000003181993134815360713601622279320213886888683850143609372316871793428000000000000000000000073683104359
