voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3
-150.0,0.000000001520095549640488231531382837620441051695196694312497644072551701249999999999999999999999917694993328,0.000000006290095549640488231531382837620441051695196694312497644072551701249999999999999999999999377107691953,0.00000000641009554964048823153138283762044105169519669431249764407255170124999999999999999999999963439746087,0.000000008770095549640488231531382837620441051695196694312497644072551701250000000000000000000000324864985175,0.000000001610996621030846586619412336527769706437819462401100103649580116465999999999999999999999959030653447,0.00000000132900337896915341338058766347223029356218053759889989635041988353399999999999999999999979022178843,0.000000005509003378969153413380587663472230293562180537598899896350419883534999999999999999999999535023115374,0.000000007999003378969153413380587663472230293562180537598899896350419883534999999999999999999999723941830223
-140.0,0.0000000003994636970461971384510996739491640178156993608158054046759836831400000000000000000000007266748519739,0.000000002500536302953802861548900326050835982184300639184194595324016316860000000000000000000000185261361515,0.000000002300536302953802861548900326050835982184300639184194595324016316860000000000000000000000380668593948,0.000000004330536302953802861548900326050835982184300639184194595324016316859999999999999999999999895421618264,0.0000000007351727509347942070012937698415097547610046998959749819776466595140000000000000000000000704707675597,0.0000000006748272490652057929987062301584902452389953001040250180223533404859999999999999999999996755105689206,0.0000000009148272490652057929987062301584902452389953001040250180223533404860000000000000000000001900901067529,0.000000001904827249065205792998706230158490245238995300104025018022353340485999999999999999999999971892522965
-130.0,0.0000000004502791037110448397798570445325299867299167695893935452783634471700000000000000000000007154691087804,0.0000000006797208962889551602201429554674700132700832304106064547216365528299999999999999999999996786164614801,0.000000001150279103711044839779857044532529986729916769589393545278363447170000000000000000000000031543795268,0.000000001229720896288955160220142955467470013270083230410606454721636552829999999999999999999999141246572292,0.0000000002344729139134901813226492004655014757305293050440307494946958045369999999999999999999996515001911709,0.0000000002244729139134901813226492004655014757305293050440307494946958045359999999999999999999999523332601483,0.0000000007344729139134901813226492004655014757305293050440307494946958045360000000000000000000005776471425728,0.000000001054472913913490181322649200465501475730529305044030749494695804535000000000000000000000181524169662
-120.0,0.000000001280027732527410087903716254661441088319043103742671232469353486249999999999999999999999791838057019,0.000000001160027732527410087903716254661441088319043103742671232469353486249999999999999999999999534548288103,0.000000001130027732527410087903716254661441088319043103742671232469353486249999999999999999999999938393481343,0.000000001340027732527410087903716254661441088319043103742671232469353486249999999999999999999999920482941478,0.000000001092174461217290312485407291345891152090294795003276103740346103127999999999999999999999926239807339,0.0000000005928255387827096875145927086541088479097052049967238962596538968710000000000000000000000293863460913,0.00000000001782553878270968751459270865410884790970520499672389625965389687100000000000000000000012301450386413,0.000000001387825538782709687514592708654108847909705204996723896259653896872000000000000000000000085182214944
-110.0,0.0000000001548337255172906718655665354642608527786904871195413209249893254500000000000000000000001024011996161,0.0000000008351662744827093281344334645357391472213095128804586790750106745499999999999999999999996794012165961,0.00000000162516627448270932813443346453573914722130951288045867907501067454999999999999999999999965661086524,0.000000001594833725517290671865566535464260852778690487119541320924989325450000000000000000000000380872613795,0.0000000002414416995968882653044137510408985739794463603315800503320864296380000000000000000000003507756251002,0.0000000003625583004031117346955862489591014260205536396684199496679135703619999999999999999999996021689900994,0.00000000007255830040311173469558624895910142602055363966841994966791357036199999999999999999999960460889584428,0.0000000006025583004031117346955862489591014260205536396684199496679135703619999999999999999999996485808924625
-100.0,0.000000001048551191773492277780985743697192663849551500896626665148441729716000000000000000000000513415209238,0.000000001038551191773492277780985743697192663849551500896626665148441729716000000000000000000000335918516672,0.0000000009085511917734922777809857436971926638495515008966266651484417297159999999999999999999999011320551897,0.000000003138551191773492277780985743697192663849551500896626665148441729716000000000000000000000156813118013,0.000000000601521291020447533433815791513117923851115337337629380114135624377000000000000000000000011975691292,0.000000000198478708979552466566184208486882076148884662662370619885864375624000000000000000000000132568523844,0.000000001668478708979552466566184208486882076148884662662370619885864375624000000000000000000000007194744782,0.000000002178478708979552466566184208486882076148884662662370619885864375624000000000000000000000164340991738
-90.0,0.00000000002355487887592629425701033112100877930448596777246201573417200003400000000000000000000068632992671935,0.0000000008564451211240737057429896688789912206955140322275379842658279999659999999999999999999999520146840812,0.00000000301644512112407370574298966887899122069551403222753798426582799996599999999999999999999990155416988,0.000000001326445121124073705742989668878991220695514032227537984265827999965999999999999999999999867341796241,0.0000000008179457764693010118747987244220118216187064650891815331958278144990000000000000000000001081803525673,0.0000000002320542235306989881252012755779881783812935349108184668041721855019999999999999999999997921048220287,0.0000000009720542235306989881252012755779881783812935349108184668041721855019999999999999999999998181662787809,0.000000001392054223530698988125201275577988178381293534910818466804172185501999999999999999999999782345199049
-80.0,0.000000000551982752690103319458989348669938967373163662153303517778987235960999999999999999999999532763248821,0.0000000003019827526901033194589893486699389673731636621533035177789872359609999999999999999999997770222893611,0.0000000002480172473098966805410106513300610326268363378466964822210127640390000000000000000000006219430923893,0.0000000005219827526901033194589893486699389673731636621533035177789872359609999999999999999999999366084420612,0.0000000005990774771699222212905632882728619250390753089446302775005349650679999999999999999999997365042758621,0.0000000001959225228300777787094367117271380749609246910553697224994650349320000000000000000000003294537190652,0.0000000001609225228300777787094367117271380749609246910553697224994650349320000000000000000000001763829305531,0.000000000259077477169922221290563288272861925039075308944630277500534965067999999999999999999999787795989715
-70.0,0.0000000002179258510145150127423845980759297637333208090057115736598910076260000000000000000000001020208000622,0.0000000003979258510145150127423845980759297637333208090057115736598910076260000000000000000000000197878179672,0.0000000008160741489854849872576154019240702362666791909942884263401089923739999999999999999999999925994279716,0.0000000002780741489854849872576154019240702362666791909942884263401089923739999999999999999999998066300773005,0.0000000002367752885656843868016699436854533944122684433013222378607995841099999999999999999999996772011607326,0.00000000008922471143431561319833005631454660558773155669867776213920041589000000000000000000000002301175582191,0.0000000002142247114343156131983300563145466055877315566986777621392004158900000000000000000000003690498710211,0.0000000001992247114343156131983300563145466055877315566986777621392004158910000000000000000000000926427060977
-60.0,0.0000000009112546099166035267632080750937208571473349161001374061021199991780000000000000000000003462993386265,0.0000000002452546099166035267632080750937208571473349161001374061021199991770000000000000000000002393726265299,0.0000000002312546099166035267632080750937208571473349161001374061021199991779999999999999999999999807151308631,0.0000000009487453900833964732367919249062791428526650838998625938978800008219999999999999999999998963509958202,0.0000000000825156886339015312472088762617147300214598696800204964911795502080000000000000000000000653850971895,0.00000000006451568863390153124720887626171473002145986968002049649117955020799999999999999999999997997486830515,0.0000000002664843113660984687527911237382852699785401303199795035088204497930000000000000000000000329080861928,0.0000000004124843113660984687527911237382852699785401303199795035088204497930000000000000000000000494378025769
