voltage,largest element,smallest element,element difference,element ratio difference,condition number
-10,1911245676387266.5,0.0096125079904726234,1911245676387266.5,1.9882903382567642e+17,7.1748702981596735e+20
0,1730058500286264.0,0.0095550056221417809,1730058500286264.0,1.8106305414171654e+17,1.9444969196016914e+20
10,1566047972781988.5,0.0094978472350452803,1566047972781988.5,1.6488451898905725e+17,5.4701964305279427e+19
20,1417585737720786.2,0.0094410307714750067,1417585737720786.2,1.501515853548385e+17,2.0982663386310369e+19
30,1283197808048070.8,0.0093845541860321426,1283197808048070.8,1.3673508433229222e+17,3.1664453510654398e+19
40,1161549931529032.8,0.0093284154455535052,1161549931529032.8,1.2451738865068438e+17,1.0452657092716211e+20
50,1051434343807432.4,0.0092726125290383786,1051434343807432.4,1.1339138139491226e+17,1.7433726749433555e+19
60,951757777282033.62,0.009217143427575741,951757777282033.62,1.0325951687315357e+17,3.438088515765522e+19
70,861530606748438.75,0.0091620061442719489,861530606748438.75,94032965398856960.0,1.5118016133873412e+20
80,779857024040318.5,0.009107198694178845,779857024040318.5,85630834489071680.0,3.6306034608743154e+19
90,705926144120294.88,0.0090527191042223138,705926144120294.88,77979459651083296.0,2.3709199918171007e+20
100,639003954318520.12,0.0089985654131312289,639003954318520.12,71011758539427688.0,3.7472984029335519e+19
-150,3.5684562472902733e+17,2.217178301510586e-05,3.5684562472902733e+17,1.6094584025376071e+22,6.2947842569405238e+22
-140,2.9276715672565414e+17,2.7916570718225847e-05,2.9276715672565414e+17,1.048721777759457e+22,1.2945742449154772e+22
-130,2.4030617763175248e+17,3.5149853312867792e-05,2.4030617763175248e+17,6.8366196436950801e+21,1.4094732001572295e+22
-120,1.9736960360360346e+17,4.4257305110526931e-05,1.9736960360360346e+17,4.4595938028919356e+21,1.4439791988620832e+23
-110,1.6224300466556512e+17,5.5724530006195531e-05,1.6224300466556512e+17,2.9115185834232565e+21,7.7338836032583578e+21
-100,1.3352228696788608e+17,7.0162953588260516e-05,1.3352228696788608e+17,1.9030311601680729e+21,7.2568249400356682e+21
-90,1.1005772273879254e+17,8.8342423986008902e-05,1.1005772273879254e+17,1.245808273907254e+21,3.4422646528580958e+21
-80,90908098774275840.0,0.00011123225971247552,90908098774275840.0,8.1728177607165739e+20,1.2018927875619666e+21
-70,75303157045122992.0,0.00014005293314911868,75303157045122992.0,5.3767640100008041e+20,5.4770563543160072e+21
-60,62612831011148336.0,0.00017634114540488439,62612831011148336.0,3.550664869925136e+20,8.5140494742754249e+22
-50,52322051654236336.0,0.00022203176230231099,52322051654236336.0,2.3565120193477719e+20,1.0200969829455953e+21
-40,44010118839119376.0,0.0002795609802685588,44010118839119376.0,1.5742582815685254e+20,4.1739930399441247e+21
-30,37333815204226096.0,0.00035199622287510919,37333815204226096.0,1.0606311311889392e+20,9.3740589810918359e+21
-20,32013588602032372.0,0.00044319969403211533,32013588602032372.0,7.2232876134866166e+19,1.2780989045189858e+21
-10,27822251071589388.0,0.00055803430839612732,27822251071589388.0,4.9857599529237946e+19,4.8528194177963057e+21
0,24575742288373780.0,0.00070262297907764195,24575742288373780.0,3.4977139974321971e+19,3.0424818821752999e+21
10,22125587375201400.0,0.00077341861279017212,22125587375201400.0,2.8607518631315964e+19,2.9916081565144281e+21
20,20352746131659968.0,0.00069008891048956704,20352746131659968.0,2.9492933189175865e+19,1.5606193045890681e+21
30,19162605819151520.0,0.00061573732065053921,19162605819151520.0,3.112139734993784e+19,2.4493175643596479e+20
40,18480914813090140.0,0.00054939652308416112,18480914813090140.0,3.363857257294488e+19,1.3384351718409513e+21
50,18250491497162096.0,0.00049020341865597603,18250491497162096.0,3.7230445163358323e+19,2.5277216316909119e+20
60,18428573197473640.0,0.00043738790029654962,18428573197473640.0,4.2133248736371171e+19,2.182149691635636e+20
70,18984694942585680.0,0.00039026283384629789,18984694942585680.0,4.8645920892540486e+19,1.1513111041472292e+20
80,19899008377546644.0,0.00034821511838457376,19899008377546644.0,5.7145733562234061e+19,3.8392077826723422e+19
90,21160968067033720.0,0.00031069770973717064,21160968067033720.0,6.8107898461609099e+19,2.2796979168153584e+20
100,22768326360016096.0,0.00027722250338743372,22768326360016096.0,8.2130152068485251e+19,3.164971603003989e+20
-150,21292345740423680.0,0.00022130930545022931,21292345740423680.0,9.6210801877972353e+19,1.224389911941668e+19
-140,18909310426831088.0,0.00026987564941921072,18909310426831088.0,7.0066752845338608e+19,2.7100341141369084e+20
-130,16793263911582572.0,0.0003290998812782424,16793263911582572.0,5.1027863779095257e+19,7.3844300007097975e+19
-120,14914300990585082.0,0.00037918357139880073,14914300990585082.0,3.9332666590924603e+19,2.839035438590405e+19
-110,13245866318463050.0,0.0003893273261034,13245866318463050.0,3.4022441864111878e+19,1.5669930186901963e+20
-100,11764379176441252.0,0.00039974244214131718,11764379176441252.0,2.9429897694681862e+19,5.7289611374175119e+20
-90,10448900271738292.0,0.00041043617885343431,10448900271738292.0,2.545803905719912e+19,6.6922747935064379e+20
-80,9280835860327796.0,0.00042141598977937615,9280835860327796.0,2.2022979871235047e+19,3.1251050780100906e+20
-70,8243675012305202.0,0.00043268952785263312,8243675012305202.0,1.9052171318351995e+19,4.6543716495365394e+20
-60,7322756307404566.0,0.0004442646507346575,7322756307404566.0,1.6482869603276571e+19,2.7461417979954861e+21
-50,6505060664059120.0,0.00045614942629165848,6505060664059120.0,1.4260810798213814e+19,4.7836224124192985e+21
-40,5779027374667428.0,0.00046835213821790859,5779027374667428.0,1.2339064782872068e+19,3.9158579521572082e+21
-30,5134390747631692.0,0.0004808812918094824,5134390747631692.0,1.0677044075288873e+19,3.2236711489431195e+22
-20,4562035047909313.0,0.00043808828109224529,4562035047909313.0,1.0413506237909881e+19,1.9295537098822068e+22
-10,4053865686377605.0,0.00038901598879404712,4053865686377605.0,1.042082023143733e+19,3.6857321447312851e+22
0,3602694837907928.5,0.00034544051066626191,3602694837907928.5,1.0429277188594061e+19,5.4145178300757553e+22
10,3202139871923800.5,0.00030674612315881723,3202139871923800.5,1.0439055721222265e+19,3.929857721706909e+21
20,2846533160258401.0,0.00027238607276107777,2846533160258401.0,1.0450362352979864e+19,2.0718453809078201e+21
30,2530841987888609.0,0.00024187485034909224,2530841987888609.0,1.0463435881142274e+19,1.965725423126023e+21
40,2250597434876719.2,0.0002147813309188969,2250597434876719.2,1.0478552420026499e+19,7.9952974080676085e+21
50,2001831224614433.2,0.00019072268176998516,2001831224614433.2,1.0496031232555112e+19,3.3789548649480179e+20
60,1781019646027908.8,0.00016935895306129076,1781019646027908.8,1.0516241473123422e+19,9.1771872269977917e+22
70,1585033757357883.0,0.00015038827430398672,1585033757357883.0,1.0539609984179894e+19,1.367075740855618e+21
80,1411095167887767.5,0.0001335425889173171,1411095167887767.5,1.0566630311184454e+19,2.8236334902320143e+20
90,1256736772809145.0,0.00011858386657653652,1256736772809145.0,1.0597873126341519e+19,9.5081934964276252e+20
100,1119767886402056.8,0.00010016516215108691,1119767886402056.8,1.1179215031999089e+19,2.5642162006627343e+20
-150,8.457049495592516e+19,1.8099693059727009,8.457049495592516e+19,4.6724822723154346e+19,1.5654177669955292e+18
-140,4.6302130328172487e+19,2.0620690812770563,4.6302130328172487e+19,2.2454209099288367e+19,8.4275829942982528e+17
-130,2.535036389572173e+19,2.3492823231461677,2.535036389572173e+19,1.0790684306419347e+19,1.3624099865999739e+18
-120,1.3879368259114433e+19,2.6764997758605702,1.3879368259114433e+19,5.1856414800751565e+18,4.4532761650827706e+17
-110,7.5990588819014707e+18,3.04929338615552,7.5990588819014707e+18,2.4920720703369882e+18,2.2956830240104755e+18
-100,4.1606315177613097e+18,3.4740111838276406,4.1606315177613097e+18,1.197644825419691e+18,7.4480127526563635e+17
-90,2.2781252632017613e+18,3.9578853776925489,2.2781252632017613e+18,5.7559152067458573e+17,7.483303709833088e+17
-80,1.2474817853524065e+18,4.5091555075804486,1.2474817853524065e+18,2.7665530347206595e+17,2.9144171948193088e+17
-70,6.8323214267187789e+17,5.1372087494350236,6.8323214267187789e+17,1.329967645848571e+17,1.3049096359286919e+19
-60,3.7433385718867206e+17,5.8527397626684978,3.7433385718867206e+17,63958739388405392.0,9.3482917117312614e+17
-50,2.0524228115903027e+17,6.6679328016966677,2.0524228115903027e+17,30780496334157120.0,1.476178723325119e+18
-40,1.1269748367469888e+17,7.5966691926980001,1.1269748367469888e+17,14835117972890660.0,1.3091937468893128e+18
-30,62065244314631888.0,8.6547637085668612,62065244314631888.0,7171223433078481.0,1.1810409033068493e+18
-20,34383843864853708.0,9.8602338671171079,34383843864853704.0,3487122549853546.5,1.073705405119568e+18
-10,19272237229850736.0,8.5071746769946657,19272237229850728.0,2265409840703900.0,5.5570830540877133e+17
0,11047310484501936.0,5.6934129689091764,11047310484501930.0,1940366972294043.2,1.6468818822905436e+18
10,6598099361749605.0,3.81030747166866,6598099361749601.0,1731644863520706.5,1.1258192684549448e+19
20,4221937758747214.5,2.5500421465888614,4221937758747212.0,1655634501725711.5,1.385104104914169e+19
30,2987259745898441.0,1.7066116048980615,2987259745898439.5,1750403980217206.0,2.3485730730581622e+18
40,2384742963528213.0,1.1421470715175277,2384742963528212.5,2087947360719224.8,1.3676622182823372e+20
50,2136318532637487.2,0.76438009048578115,2136318532637486.5,2794838012172461.0,8.1205826685305743e+18
60,2090613079827912.5,0.51156014606310218,2090613079827912.0,4086739547474503.0,2.5014171976079204e+19
70,2165712912344737.5,0.34236080491551008,2165712912344737.2,6325820249427225.0,3.7420999766372296e+18
80,2317837890378181.0,0.2291244180072185,2317837890378181.0,10116066679131328.0,3.4086208386921202e+19
90,2524201872270656.5,0.15334114820796246,2524201872270656.5,16461347145042332.0,3.5580984553378054e+19
100,2773641489422846.0,0.1026233167911224,2773641489422846.0,27027400557207328.0,1.8201144595578849e+21
-150,474445897102.99683,6.0213403684743403,474445897096.9754,78794067112.86937,6.153831883389687e+17
-140,474071758606.70618,7.4254247401094116,474071758599.28082,63844396138.842415,6.8560884052757338e+17
-130,473699147354.49463,9.1569200870468723,473699147345.33783,51731274582.659775,60963205825787048.0
-120,473328348488.20477,11.29217363521848,473328348476.9126,41916495776.50573,1.1586302699090483e+18
-110,472959713697.15802,13.925335614569788,472959713683.2326,33963972344.214817,66455472878945344.0
-100,472593676735.9624,17.172510646986169,472593676718.78992,27520360094.748528,5.389495008454448e+17
-90,472230772560.83618,21.176877174314605,472230772539.65942,22299358336.62973,1.4716941805111327e+18
-80,471871660928.22778,23.705566337082271,471871660904.52228,19905521522.600616,63190325641030336.0
-70,471517155496.27289,23.686609467771362,471517155472.5863,19906485820.093067,61969141765727472.0
-60,471168259712.26642,23.667667757891326,471168259688.59882,19907675928.701023,1.6750830469462013e+17
-50,470826211068.5434,23.648741195319463,470826211044.89459,19909144726.981445,78368284883734864.0
-40,470492535678.15253,23.629829767942766,470492535654.52258,19910957476.149181,46554486500159536.0
-30,470169115576.74231,23.610933463657922,470169115553.13141,19913194719.744102,89524415335623360.0
-20,469858271718.21637,23.592052270371308,469858271694.62439,19915955862.318096,1.5434704916789888e+18
-10,469562866323.70453,23.573186175998948,469562866300.13141,19919363586.148998,1.1179606094440285e+17
0,469286429096.74579,23.554335168466555,469286429073.19153,19923569302.223598,50304419455198408.0
10,469033312869.92157,23.535499235709466,469033312846.38611,19928759877.686226,34592470940959672.0
20,468808885545.89832,23.516678365672693,468808885522.38159,19935165938.664997,48651496888332088.0
30,468619766796.18298,23.497872546310877,468619766772.68518,19943072117.384323,55589146892326416.0
40,468474119954.40527,23.479081765588287,468474119930.92621,19952829698.86055,1.8984216848818406e+17
50,468382011974.6402,21.968486606435079,468382011952.67181,21320631701.477348,37028455045965984.0
60,468355857326.50378,16.392255529293536,468355857310.11151,28571776256.753407,64400517869593200.0
70,468410965399.78473,12.231431602527614,468410965387.55322,38295677940.347397,1.3689774898533891e+17
80,468566215555.4552,9.1267439541774156,468566215546.32843,51339910258.026566,51974542714128624.0
90,468844889588.24152,6.8101149490874571,468844889581.4314,68845370906.85463,1.0556406644216291e+17
100,469275698306.7171,5.0815127336356243,469275698301.63562,92349605895.992462,1.848320613470816e+17
-150,40234355634019248.0,0.0012802625397637648,40234355634019248.0,3.142664444547704e+19,6.6431812361419724e+22
-140,37575317754420192.0,0.0020939770784509813,37575317754420192.0,1.7944474245256077e+19,1.8533602414035033e+24
-130,35092701624305368.0,0.0034248756554942088,35092701624305368.0,1.0246416265656074e+19,7.0670458512483883e+23
-120,32775240280674568.0,0.0056016722323789653,32775240280674568.0,5.850974302142506e+18,1.7163760937875421e+24
-110,30612663877429464.0,0.0091620061442719992,30612663877429464.0,3.3412620986472724e+18,6.5402245844247017e+23
-100,28595794071393580.0,0.014985231749632113,28595794071393580.0,1.9082650538317903e+18,1.3113155064810901e+24
-90,26716734057752748.0,0.02450960707230844,26716734057752748.0,1.0900515042502652e+18,2.275411095144103e+23
-80,24969212690628912.0,0.040087524095428095,24969212690628912.0,6.2286741957896576e+17,2.0917739177395281e+23
-70,23349178421175248.0,0.065566517788739592,23349178421175248.0,3.5611435849633056e+17,1.8235855362941242e+23
-60,21855799777126344.0,0.10723955524685032,21855799777126344.0,2.0380352871491654e+17,6.3459386357960006e+22
-50,20493128854916296.0,0.17539931351238139,20493128854916296.0,1.1683699579285806e+17,4.502907675480346e+22
-40,19272847431393456.0,0.28688033170035193,19272847431393456.0,67180790391458584.0,1.8781708247722843e+22
-30,18218782116280388.0,0.38247571692577503,18218782116280388.0,47633826959571416.0,5.0098495521770833e+22
-20,17374311355626452.0,0.34497265950860773,17374311355626452.0,50364314031074472.0,1.2104951149406926e+23
-10,16814500840261104.0,0.31114690565188668,16814500840261104.0,54040392286829568.0,4.4150077228744828e+23
0,16665971254379284.0,0.2806378831141208,16665971254379284.0,59386035375709056.0,3.8705375454411392e+22
10,17139411643033210.0,0.25312037500025641,17139411643033210.0,67712493089565976.0,2.7139544311767142e+22
20,18582774563483188.0,0.2283010530485525,18582774563483188.0,81395921373745072.0,1.9189614580336349e+22
30,21568296922831488.0,0.20591535084058415,21568296922831488.0,1.0474351151959168e+17,6.8786798583298675e+21
40,27034844533457192.0,0.18572464360373961,27034844533457192.0,1.4556412121128358e+17,1.2455610505385898e+22
50,36520742293789400.0,0.16751370454376865,36520742293789400.0,2.1801644464406854e+17,9.9388493813695874e+21
60,52544600316046216.0,0.15108841059265879,52544600316046216.0,3.4777386372611226e+17,9.9819248818808297e+21
70,79228199029505664.0,0.13627367311580962,79228199029505664.0,5.813903538225984e+17,6.3091269309201432e+22
80,1.2331528131090438e+17,0.12291157152047545,1.2331528131090438e+17,1.003284554785484e+18,4.8791239935496091e+21
90,1.9583788312409818e+17,0.11085966987030819,1.9583788312409818e+17,1.7665385739755832e+18,4.2155720528769571e+21
100,3.1484176717378061e+17,0.099989498561625562,3.1484176717378061e+17,3.1487483356038359e+18,8.2700696796694147e+21
-150,1.6459493294681004e+19,5138.5607903974924,1.6459493294680998e+19,3203132932754073.0,7.2811186795453788e+18
-140,1.0430520640105388e+19,5443.2321975574623,1.0430520640105382e+19,1916236578109944.8,1.0414812918370556e+20
-130,6.6238383988347955e+18,5765.967936371213,6.6238383988347884e+18,1148781691457597.5,7.8687542194147021e+18
-120,4.2235529945412321e+18,6107.8390626399378,4.2235529945412255e+18,691497099256528.62,4.0270395117075735e+19
-110,2.7140707658946616e+18,6469.9801363426395,2.714070765894655e+18,419486723096630.06,3.0179646943822121e+18
-100,1.7697436932600973e+18,6853.5929868746853,1.7697436932600904e+18,258221300367461.72,2.3085864940725084e+18
-90,1.185108707106942e+18,7259.9507015318459,1.1851087071069348e+18,163239222389882.69,1.5139475650854771e+19
-80,8.3079774287149056e+17,7690.4018504763417,8.3079774287148288e+17,108030472142366.8,6.2693512983434396e+19
-70,6.2568376248412723e+17,8146.3749622061414,6.2568376248411904e+17,76805175969298.141,8.0443970435612221e+18
