voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,433542989.0448944,12522.845398806085,433530466.19949561,34620.16620329977,17283583203606630.0
-140,381737748.32482415,14312.805243240478,381723435.51958096,26671.064255912221,18661428220484008.0
-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188986,23464244511556588.0
-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,56792164224414496.0
-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,48470362429929264.0
-100,234492411.26088765,24423.715527832945,234467987.54535985,9601.0130397098346,15098982522708092.0
-90,209429907.32486603,27914.732836956449,209401992.59202904,7502.486538133754,1.0344828953806579e+17
-80,188066307.04156119,31904.740639099407,188034402.30092213,5894.6195228142715,3.2100504872309645e+17
-70,170024291.33495164,36465.062416810324,169987826.27253482,4662.6628357715572,2.5753890748987187e+17
-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.7034046698795,17873200353019180.0
-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949681,61486188492790512.0
-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,1.4024700021294907e+18
-30,125467256.75111784,62224.860608192634,125405031.89050964,2016.3525562739239,58128994991390120.0
-20,120248782.00473879,71119.00553030528,120177662.9992085,1690.810791125283,58923059287614848.0
-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427975,1.3620187537249706e+17
0,116128595.55343381,92902.876442747031,116035692.67699106,1250.0,9.5967269600984986e+17
10,117154114.04734012,81284.439984003053,117072829.60735612,1441.2858607427975,21116793076843832.0
20,120248782.00473882,71119.00553030528,120177662.99920852,1690.810791125283,1.3578559300616176e+17
30,125467256.75111784,62224.860608192655,125405031.89050964,2016.3525562739239,1.1773490742670142e+17
40,132901705.80709337,54443.017711476496,132847262.78938188,2441.1157094820237,7.685620060342935e+17
50,142683434.73031151,47634.37231616542,142635800.35799536,2995.388157594969,2.3580797248267738e+17
60,154985206.20450804,41677.216314127247,154943528.9881939,3718.7034046698795,4.7169392742303456e+17
70,170024291.3349517,36465.062416810324,169987826.27253488,4662.6628357715581,1.293268783975707e+17
80,188066307.04156128,31904.740639099426,188034402.30092219,5894.6195228142715,69148561329672080.0
90,209429907.32486615,27914.732836956471,209401992.59202921,7502.4865381337549,1.1712112794431107e+17
100,234492411.2608878,24423.715527832956,234467987.54536,9601.0130397098364,3.8167915904876768e+17
-150,144128570.73373216,9.6045347052819838e-05,144128570.73363611,1500630432981.5071,1.1117553313878098e+17
-140,131727673.60541692,9.547080033429762e-05,131727673.60532144,1379769239853.0581,98017668162470720.0
-130,120395735.5482865,9.4899690574898278e-05,120395735.54819161,1268663099098.9988,75416565734959120.0
-120,110041402.86716773,9.4331997214608824e-05,110041402.8670734,1166533160713.426,59051996525543576.0
-110,100581444.27932104,9.3767699816406944e-05,100581444.27922729,1072666221697.3979,1.831976617874903e+17
-100,91940155.539636523,9.3206778065525381e-05,91940155.539543301,986410617852.29358,1.019552840655808e+17
-90,84048856.725125477,9.264921176872052e-05,84048856.725032821,907172928086.38184,1.084924069688292e+17
-80,76845490.74269408,9.2094980853545482e-05,76845490.742601976,834415622116.23706,1.0804824382446944e+17
-70,70274337.491784871,9.1544065367627411e-05,70274337.491693333,767655851961.2771,1.7148628765888666e+17
-60,79501609.465817243,9.0996445477949364e-05,79501609.465726241,873678186529.63074,1.3616162144622394e+17
-50,95127647.821153045,9.0452101470136161e-05,95127647.821062595,1051690853778.1244,5.1994039473122112e+17
-40,114795942.97093524,8.991101374774471e-05,114795942.97084533,1276772868928.0264,6.4591013472251686e+17
-30,139547310.19963118,8.937316283155858e-05,139547310.19954181,1561400601460.5942,8.4415691852568187e+18
-20,170690611.91657868,8.88385293588867e-05,170690611.91648984,1921357919231.5176,1.8445756350450248e+18
-10,222355676.4145624,8.8307094082866342e-05,222355676.41447407,2517982034443.4214,1.005745544363934e+18
0,310314264.45929021,8.7778837871770106e-05,310314264.45920241,3535183103159.8574,2.5651562574686034e+18
10,433596132.24227786,8.7253741708317377e-05,433596132.24219054,4969370066578.4248,1.4912952952333676e+18
20,606260397.01809835,8.673178668898958e-05,606260397.01801157,6990060047904.6973,1.7471153951171487e+18
30,847991615.13588881,8.6212954023349626e-05,847991615.13580251,9836011591787.2578,2.217942074661804e+18
40,1186343616.4820313,8.5697225033365507e-05,1186343616.481946,13843430939801.592,8.7703606014247309e+17
50,1659880010.217546,8.5184581152737902e-05,1659880010.2174606,19485686115440.809,54345544353741232.0
60,2322569290.7952681,8.4675003926231774e-05,2322569290.7951827,27429219759100.012,1.3761222461863622e+17
70,3249935443.0027137,8.4168475009011859e-05,3249935443.0026288,38612264777931.93,2.256959361749048e+17
80,4547664999.7199478,8.3664976165982537e-05,4547664999.7198639,54355660015940.938,31830684275774048.0
90,6363651444.4943333,8.3164489271130953e-05,6363651444.4942503,76518854384444.094,26330844675482360.0
100,8904849574.9879055,8.2666996306874943e-05,8904849574.9878273,107719524995579.69,38978738856302704.0
-150,910818957109835.88,0.0001567763778455619,910818957109835.88,5.8096696047351603e+18,6.80954373525335e+19
-140,749903212202400.62,0.00020332800130639048,749903212202400.62,3.6881452991434665e+18,5.6860599440704497e+20
-130,617416692247174.38,0.0002637022023558751,617416692247174.38,2.3413406741819674e+18,1.0753945057958042e+21
-120,508336763650941.75,0.00034200332015536008,508336763650941.75,1.4863503764233114e+18,4.0851275962361682e+20
-110,418528149007777.19,0.00044355439564907278,418528149007777.19,9.4357795371484608e+17,1.5237746794973122e+20
-100,344586156562107.75,0.00057525904079013608,344586156562107.75,5.9901041466259789e+17,1.5243951625472518e+21
-90,283707606559222.38,0.00074607075762721979,283707606559222.38,3.8026903434939232e+17,2.1910948111798066e+20
-80,233584561234021.84,0.00096760161234826856,233584561234021.84,2.4140571724259162e+17,1.2784209872853041e+22
-70,192316829687043.69,0.0012549116429607804,192316829687043.69,1.5325129124892035e+17,3.4256853353976522e+20
-60,158339930663128.97,0.0016275326658630107,158339930663128.97,97288327284766400.0,6.8597297687749329e+20
-50,130365782266025.08,0.0021107960813890889,130365782266025.08,61761428977181424.0,5.4348045662872052e+19
-40,107333870128110.02,0.0019500697986020359,107333870128110.02,55041040174590368.0,2.6071931497603117e+19
-30,88371042799727.5,0.0017378785862519287,88371042799727.5,50849952061563032.0,5.8208570341522686e+19
-20,72758410187361.047,0.0015487763477584936,72758410187361.047,46977996721516648.0,2.6655587492095951e+20
-10,59904090153600.5,0.0013802507231241144,59904090153600.5,43400875761188672.0,2.3032810891543065e+20
0,49320770103780.242,0.0012300627275473534,49320770103780.242,40096142252941776.0,7.6804345894752485e+20
10,40607232930281.711,0.0010962170048906237,40607232930281.711,37043060588476592.0,2.2176622894870561e+20
20,33433146987366.609,0.00097693531793085608,33433146987366.609,34222477551715340.0,2.7834220421188734e+21
30,27526543526748.113,0.00087063292319196372,27526543526748.113,31616704116619828.0,9.3196709419756298e+18
40,22663506931129.648,0.00077589751648167199,22663506931129.648,29209407750005352.0,2.398568864427527e+20
50,18659687006679.289,0.00069147046940894197,18659687006679.289,26985515408386560.0,3.4947192960469643e+19
60,15363311722913.33,0.0006162301075955521,15363311722913.33,24931128053543060.0,1.4184514368704944e+19
70,12649435748448.447,0.00054917680842078655,12649435748448.447,23033448526027856.0,5.572769205965303e+19
80,10415207094828.908,0.00048941972031198773,10415207094828.908,21280726261274440.0,4.3149155890211127e+19
90,8575972946135.8047,0.00043616492713714885,8575972946135.8047,19662225026725164.0,1.0179474235842263e+20
100,7062077814913.2363,0.0003887049004549372,7062077814913.2363,18168224292124528.0,3.6980984871297011e+20
-150,1224748903815974.2,0.003098955645211586,1224748903815974.2,3.952134344705513e+17,7.5371273721198621e+20
-140,1221045218681727.5,0.0037865873045126665,1221045218681727.5,3.2246588299351942e+17,1.6595275242941265e+20
-130,1244422831096499.0,0.0046267985270623431,1244422831096499.0,2.6895980532063725e+17,1.8701024931852072e+20
-120,1298064413718534.5,0.005653445408353365,1298064413718534.5,2.2960589869684646e+17,9.9689992453919801e+19
-110,1386145149548473.5,0.0069078964208810637,1386145149548473.5,2.0066096320704218e+17,7.959933253279065e+20
-100,1514023960547491.5,0.0084406993461214191,1514023960547491.5,1.7937186226674448e+17,8.2209296634796216e+21
-90,1688480105879997.2,0.010313618084407762,1688480105879997.2,1.6371365432201328e+17,6.5909680456038285e+20
-80,1918004919344526.8,0.01260212141543712,1918004919344526.8,1.521969878019937e+17,1.4981620758345228e+21
-70,2213160653480720.8,0.015398423993371903,2213160653480720.8,1.4372643943518851e+17,2.8911395425591068e+21
-60,2587021080411760.0,0.018815202112653747,2587021080411760.0,1.3749632158731456e+17,5.0409546846462483e+22
-50,3055711774548858.5,0.02299013397035897,3055711774548858.5,1.3291404819513309e+17,1.6211371387101502e+23
-40,3639072001594864.0,0.028091447373801603,3639072001594864.0,1.2954377014367379e+17,1.6004039878264033e+22
-30,4361465022791005.5,0.034324698436837491,4361465022791005.5,1.2706491888972435e+17,1.7127123324732805e+22
-20,5252769589696229.0,0.02660985257870823,5252769589696229.0,1.9739942467397251e+17,3.2780963588011647e+22
-10,6349592693224887.0,0.016075261619208969,6349592693224887.0,3.9499156179439757e+17,1.0532732177773505e+22
0,7696752534737626.0,0.0097112163760269005,7696752534737626.0,7.9256318021476915e+17,4.796226925222242e+21
10,9349091565340274.0,0.005866636931701379,9349091565340274.0,1.5936032302972175e+18,3.4396907546007846e+21
20,11373692730420872.0,0.0035440904162495437,11373692730420872.0,3.2091993698221824e+18,1.9687817948758524e+22
30,13852588295293848.0,0.0021410182741458967,13852588295293848.0,6.4700934422523679e+18,5.9834830014664808e+21
40,16886070468868912.0,0.0012934092282774064,16886070468868912.0,1.3055473936395356e+19,2.1813378105708957e+21
50,20596737284925800.0,0.00078136065067474416,20596737284925800.0,2.6360090269633466e+19,4.3974076288421043e+20
60,25134436821631484.0,0.00047202730046697668,25134436821631484.0,5.3247845615637029e+19,2.200730926908457e+20
70,30682309032887640.0,0.00028515612117622509,30682309032887640.0,1.0759828302590121e+20,1.4946820200360979e+21
80,37464168688268576.0,0.00017226548838134158,37464168688268576.0,2.1747924694779665e+20,2.39617853992389e+21
90,45753526953608784.0,0.00010406719787341636,45753526953608784.0,4.3965368424027095e+20,1.0818959491336991e+21
100,55884615169015504.0,6.2867970682848749e-05,55884615169015504.0,8.8892029696548812e+20,3.1788537866727883e+20
-150,7707201640439086.0,0.010454841432406244,7707201640439086.0,7.3718972117066611e+17,3.5191440652307881e+21
-140,6976554506190599.0,0.010392300195147185,6976554506190599.0,6.7131957075762586e+17,1.7190848693440634e+21
-130,6315173140253309.0,0.010330133081817518,6315173140253309.0,6.1133511932860762e+17,2.2969827744326657e+21
-120,5716491107993621.0,0.010268337854394452,5716491107993621.0,5.5671046171773382e+17,1.315785396813268e+21
-110,5174564476554314.0,0.010206912288243126,5174564476554314.0,5.0696668399067725e+17,1.793820610820909e+21
-100,4684012801328460.0,0.010145854172036528,4684012801328460.0,4.616676646347127e+17,1.7202945534609478e+21
-90,4239965706949509.0,0.010085161307675871,4239965706949509.0,4.2041625092525274e+17,7.6946179116994802e+20
-80,3838014532434219.0,0.010024831510211496,3838014532434219.0,3.8285077694570125e+17,3.9247967181537214e+20
-70,3474168560393816.5,0.0099648626077641651,3474168560393816.5,3.4864189273286144e+17,2.321812620030735e+21
-60,3144815395741094.5,0.009905252441446924,3144815395741094.5,3.174896767478761e+17,5.8382611904198266e+20
-50,2846685100518834.5,0.0098459988652873434,2846685100518834.5,2.8912100635670323e+17,3.8842564422908392e+20
-40,2576817728767115.0,0.0097870997461502809,2576817728767115.0,2.6328716326618576e+17,1.5342848573515201e+21
-30,2332533939103842.0,0.0097285529636610881,2332533939103842.0,2.3976165292171603e+17,1.2421774421237771e+20
-20,2111408393249538.5,0.0096703564101292758,2111408393249538.5,2.1833821874837315e+17,1.6275775101057506e+20
