voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150.0,0.00000000000001688226309335859432784596185841390354030229010494510971202055466808060233678661944418478339527586669,0.000000000000001560725375149405094114914859759807789647456937717241639334428588173243760619502457656655648845051703,0.00000000000001506590816842977620295587551495740166689814835074351450317498813526772355446631956108395981058030936,0.000000000000009896282612863140001345629768196588642594052588785128139537606464954145481708542966417297633498927822
-140.0,0.00000000000003387437359424925329787589903155246436766333786124268328977497432146821592549200102195154294904242395,0.000000000000003989640610036109151755900897425382377915309476344416833082604939477180229031173488916478684027913797,0.0000000000002176755200360846566280996363251700193263670669114117984618013415457252957825961931681777579700404137,0.0000000000001921068314774712937931084208749746468007549176022662659065137511222824636930104332433852655250081646
-130.0,0.00000000000002991995670119996015739466831890191098883188286664789330073165869867841034327458590196818454192348338,0.0000000000000003991985841503116196167729526412356672218679534864267238443365028904124077642660116796388014570839675,0.0000000000001510169377436323068989639328177265448618114688018956294265766997622968222032475948834236010466111782,0.0000000000001610767496355457611291244110276394783145113308251660028909521451747989200745600250001950645721918933
-120.0,0.00000000000001318400345112119109560183326043645903439710425280538388005701164151253836895684521853350795287087893,0.0000000000000006482379002598084708688242781938244630652060291913796334592258006778462040977462076684352115135920243,0.000000000000009970452430093282105411680498936494181451314995371792356714855468074368215620930039500824667654524291,0.000000000000005887723260631399215744073345856810636346384166311365812821436953022688845406303565771725560292193786
-110.0,0.00000000000002511302213167377858356064874560941635911017674170218029983890274016147878580005347904328584692083362,0.000000000000008908702808339083986495968533748907192728939961996929958153055009064366098430178970739619726580444287,0.0000000000001987146370719858185970939011875096915671598790182777223760401655878539316344902539663210122856969095,0.0000000000001962695439038124095828187849559336313529619958876217288256711337167596717352129271843468570821739112
-100.0,0.00000000000000401380725821173259518170273552878833156823678596224657177873216530373612288030829152785577222141344,0.00000000000000981843409316926697128895480310149516589407349603451694173750527688664845017428313781898675377749063,0.0000000000002081441568982889080155214064116787296426029370081569081197304786606588054282617029873497118080183577,0.000000000000218623127619032089505271904547004701989165293282396880478454900965348490710878817688545217227094725
-90.0,0.00000000000001522547590318037727379507263805814295640796930829168082996796802196097797346665263655947937489923571,0.00000000000000657078319596544022488596348341987952444173174212746167617883037179356741437694597632853178910794212,0.00000000000009982569952198032916771409425058982636765472562898905767273647076182237048846215878973636547009975503,0.00000000000009186168177421551123550371566774208738426733486056667868010590981025820967367315159766886621027948521
-80.0,0.00000000000003387617378914800349017422064784620915640492097261674675646660512733907710012281217583392459987962926,0.000000000000008249288508239586098622781856164199676775751249827942125605572537513457735997988987933115427484168955,0.00000000000001719134352327376763654320693164236274584229527051271853838374623751532251049792687792298488221912165,0.000000000000008389008117849495185152788497968545974729916000151141757055231501575986873099550514659403506190406727
-70.0,0.00000000000002566258808698861287253914644685982436412848554283383174772342488237165949592344934361538488267731222,0.000000000000008079697633804431524457457548889806591802301660218879247369214938729127114103660046772498558867947883,0.00000000000002475441062452420381009410327513157342742641466573303414330064161596522010476329940334375059607596643,0.00000000000001483431834222065866646363170702298627268071739278586031037485516752565137055243080307578195192305698
-60.0,0.000000000000005299654149561985295023053247712866313698699001486618917577942644722384165034638698055874500824594256,0.000000000000007973708763379377925327577723700031991946952279217346070139658941217883859613706612436916685344083102,0.00000000000005622745185237384733521047418539709191799175049429288458097863504551425463855381622515605390921225635,0.00000000000004833329390941398394626509892345152608358144210103210540407290357598135839231558980110362734893407871
-50.0,0.000000000000001017164386313793878601843682777942022706482077923945310509119256280893171035552541324501067676654027,0.000000000000005130498436522205928718448556613295087276766936296838473275875162470388861433154760870376580376282176,0.00000000000001226459295991147534426737834802781900801674447894151564220666586330750272723076021711437010730175984,0.00000000000001946015285482179330056272040095165335265622912058629666186410251252775328796117898830418480369572543
-40.0,0.000000000000002246104899453600800874219755615708697756858309478502220396070457959205065660729097111617988777892193,0.0000000000000005482872927445809297259130804712172613264366969854904085971088232913776763705014941834160407101542137,0.000000000000002644081436893217227676012707536411730638907951833484880341993284222328752413428983195467593662906967,0.0000000000000005482872927445809297259130804712172613264366969854904085971088232843916958900060396688858666649693971
-30.0,0.00000000000006003343579294884879550177289820798460706516643289746390857025745565397753887572263748454243337817826,0.000000000000002985919189222968765300061049493391152379698875935054387674502428923330860308150121059206411037952942,0.00000000000007690575358572304691255773673423182201781170535887049487524049322203082973436473248542447674471825906,0.0000000000000712051935136387561821334657486144930612817835456839499120944074882796409406210220738555740802203355
-20.0,0.00000000000006085617607653428530049210109510171538603635671929098476149031800212506408011202546547279512555939398,0.0000000000000189656368936067758341006933677213246351779651403529646856998481667908459655295809216762702282784599,0.00000000000002818713112786077554508113172680818030015283866168414036137733979492475499471313732224469546477257135,0.00000000000002413526244917341203571093911448213765948206090231135104933722983711141001876785296304651724004833228
-10.0,0.00000000000004881071121361668580611294366199715762816658186065155425598030895479256800064570661385638342541934858,0.000000000000004562179657368585248349593507263128190324352762810704957789415317093562372150797677851842158212548983,0.00000000000002926460663640051174685476777827155366862068061995239979808912016335569979218737155817265345673069806,0.00000000000002723168631657633453784317114001831503338758350274984516049658223623891486687915584664277235318580189
0.0,0.000000000000190713026406730529876537276940393317130935608067166323672401589046549980315048380271108662724918872,0.00000000000007258480855778549882140230321700184093036628108787533706625601209861514663817561338305920601578361011,0.00000000000005845415255003734403173844436777896838241870459668094148072683635616094980744749369317036943540068651,0.00000000000005550603007360067598024767190096930932912316143292319291585680432011831173201912652729835935919733759
10.0,0.00000000000002194329909284127561268241974772380765582244770301673911012699044647218702758505195297278144513990655,0.000000000000007307669986203298798664224018718532945123690106661577715775213960929245896676977188882522854985127423,0.000000000000006517585384697205313479933187821533237440911937819025816168540533064998200003031617935945858270959252,0.00000000000001526403294627751413025834896477361148937162530805132274491719168337932218256078336761688546492304273
20.0,0.00000000000000352922025358858709723037596277842933544255966168217597769524504726935912734132988891275057910207174,0.00000000000004285769013690122963073182911626454158534013744562010166359153102149031439037709793816129227610791666,0.000000000000006672911469811541544155525403376221039411266543954167685312571738683250692606959758730119066850237538,0.000000000000008803635516362655113738126690892502083212278986382962064919870940629834052925277629627209524585579156
