voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_4 transport over barrier 2,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_5 transport over barrier 2
0.0,0.0002337652453650940383611508372821575510884230147514445835280953539948418000000000000000000000050804751,0.0001118858546349059616388491627178424489115769852485554164719046460051573999999999999999999999806131698,0.00001057554536509403836115083728215755108842301475144458352809535399484249999999999999999999998052695423,0.000002932572618505400501099275127055374531932929108924122031579478113930217820000000000000000000000563031,0.00000006304062149459949890072487294462546806707089107587796842052188606978208000000000000000000000012225417,0.0000000385501214945994989007248729446254680670708910758779684205218860697820500000000000000000000005565497,0.0000002000833255135006311496053903352869242639415091545554617002078383739999999999999999999999951581217359,0.0000001147166744864993688503946096647130757360584908454445382997921616259999999999999999999999968981811164,0.00000005181667448649936885039460966471307573605849084544453829979216162620000000000000000000001137723749639,0.00004432649005032113334027007504403676756715242103545206784028784701638868000000000000000000000113073893,0.00003095515994967886665972992495596323243284757896454793215971215298361135999999999999999999999844925224,0.000545023739949678866659729924955963232432847578964547932159712152983611359999999999999999999997830253,0.00002845893463417888973172820376171479166460201149768346081992262947559899999999999999999999975491875407,0.00003267893463417888973172820376171479166460201149768346081992262947559800000000000000000000046224225062,0.0001851750653658211102682717962382852083353979885023165391800773705244019999999999999999999998263920724
10.0,0.000386925043641167665871457817214910021178699356473776843746698862437000300000000000000000000005067972,0.0001517166563588323341285421827850899788213006435262231562533011375629997999999999999999999999849901579,0.0006426289436411676658714578172149100211786993564737768437466988624370002000000000000000000000052314004,0.0000005768417113646244521019121234122683842045929756814346600577266891241833569999999999999999999996590172,0.00000001357860463537554789808787658773161579540702431856533994227331087581627799999999999999999999997409296,0.0000000322290053646244521019121234122683842045929756814346600577266891241837020000000000000000000000768988,0.000003234819941074559161780528782829875509471714357552635014097586492979399999999999999999999998177296242,0.000003153319941074559161780528782829875509471714357552635014097586492979399999999999999999999991662898532,0.000002904619941074559161780528782829875509471714357552635014097586492979500000000000000000000007042443887,0.0004530004732955232460769580796314619232700965555762847085842318688343462199999999999999999999988511294,0.00004448265670447675392304192036853807672990344442371529141576813116565371000000000000000000000067110174,0.0001416666267044767539230419203685380767299034444237152914157681311656537100000000000000000000006797189,0.0007888640883337139322968065844920338876289420017435470583947550800423489999999999999999999999215947015,0.0001210800883337139322968065844920338876289420017435470583947550800423500000000000000000000000157658246,0.000604602911666286067703193415507966112371057998256452941605244919957650999999999999999999999989804691
20.0,0.0008698396218536768561715368960059168878228312643226439341415684238879859999999999999999999999752709721,0.0002541273781463231438284631039940831121771687356773560658584315761120142000000000000000000000714597652,0.0001601733781463231438284631039940831121771687356773560658584315761120144999999999999999999999073797481,0.000003720296509249330408797911207585340811558476937126347928331642432271216829999999999999999999999632295,0.0000000214615307506695912020887924146591884415230628736520716683575677287838199999999999999999999992692767,0.00000005696826924933040879791120758534081155847693712634792833164243227121607000000000000000000000071347614,0.0000003516151725262418717228448476373852303348979953997021370198949378881999999999999999999999804006896449,0.00000009401517252624187172284484763738523033489799539970213701989493788819999999999999999999999238337565709,0.0000001983151725262418717228448476373852303348979953997021370198949378881999999999999999999999916027132051,0.00001105184436609836357548491687121251172035020445450127580790886610891565800000000000000000000072780502,0.0001686190956339016364245150831287874882796497955454987241920911338910843539999999999999999999999665792,0.0007155780943660983635754849168712125117203502044545012758079088661089156459999999999999999999991644046,0.001080513458538521962799601796255064684019289800627290930137383078947786099999999999999999999993415634,0.0002850149585385219627996017962550646840192898006272909301373830789477851999999999999999999999870725976,0.0007279680414614780372003982037449353159807101993727090698626169210522154000000000000000000000034248785
30.0,0.0002258803251087121850813599134766148756560085274737856880645942277084280000000000000000000002064430028,0.0002640926748912878149186400865233851243439914725262143119354057722915710000000000000000000000703055013,0.001226954325108712185081359913476614875656008527473785688064594227708428999999999999999999999993121459,0.00003253503419294586711959109879105842858926779352278612240305341890413693815000000000000000000000097515,0.0000001623140670541328804089012089415714107322064772138775969465810958630612100000000000000000000006727769,0.0000001284712070541328804089012089415714107322064772138775969465810958630611600000000000000000000003334392,0.00001638230610167959189675114478445457686710880079353103040786969443629190000000000000000000001992594855,0.00001591780610167959189675114478445457686710880079353103040786969443629190000000000000000000000559161041,0.00001594510610167959189675114478445457686710880079353103040786969443629180000000000000000000001926081717,0.001000915761405693535920019972769571786672684844559707909084261041173676482000000000000000000000018312,0.00005515612940569353592001997276957178667268484455970790908426104117367644299999999999999999999998772479,0.00009143957259430646407998002723042821332731515544029209091573895882632355700000000000000000000008138228,0.002356602046729297162069608494161644612469031416042687597461224719479159300000000000000000000004910933,0.0006631912467292971620696084941616446124690314160426875974612247194791606000000000000000000000052474018,0.0009359497532707028379303915058383553875309685839573124025387752805208387999999999999999999999999870029
40.0,0.0002428369282488327276792052999173441286261866396933883115789338894042019999999999999999999999431397106,0.0003340099282488327276792052999173441286261866396933883115789338894042009999999999999999999999868842298,0.000986382071751167272320794700082655871373813360306611688421066110595798999999999999999999999837852788,0.000003335663467510319961949150732337032762889645073989962676760267065710206989999999999999999999999124749,0.000000005676432489680038050849267662967237110354926010037323239732934289792849999999999999999999999715519462,0.00000006833513248968003805084926766296723711035492601003732323973293428979288000000000000000000000328107495,0.00002157623485950096503522679779450409686132233583535083636574515935087760000000000000000000000195113175,0.00002181173485950096503522679779450409686132233583535083636574515935087760000000000000000000002279696817,0.00002245023485950096503522679779450409686132233583535083636574515935087769999999999999999999999532506888,0.00001343758602091160931805070901513372842259924481714234839860411081746972539999999999999999999999577438,0.0002624983264790883906819492909848662715774007551828576516013958891825302076999999999999999999999825563,0.0004229260645209116093180507090151337284225992448171423483986041108174697922000000000000000000000340684,0.0008988482263082954520120089214127989500200027445691627618066812078416576599999999999999999999996501037,0.0003749634563082954520120089214127989500200027445691627618066812078416572100000000000000000000002380748,0.0002725230436917045479879910785872010499799972554308372381933187921583430499999999999999999999993392071
50.0,0.002260138066008888775820257684587405263293908650010684888527998714732816000000000000000000000036138207,0.0002378080660088887758202576845874052632939086500106848885279987147328159999999999999999999999286683333,0.0005294219339911112241797423154125947367060913499893151114720012852671840000000000000000000000524414751,0.00001930944402273859412082783478662915314672922743814044561276437234640313589999999999999999999999007916,0.00000004421487726140587917216521337084685327077256185955438723562765359686410000000000000000000000283379462,0.00000006324427726140587917216521337084685327077256185955438723562765359686420000000000000000000000783312446,0.00001436044129589730475734119139417411656629958735997611261092190246996199999999999999999999999496769308,0.00001410844129589730475734119139417411656629958735997611261092190246996189999999999999999999997815047215,0.00001450844129589730475734119139417411656629958735997611261092190246996190000000000000000000000681420866,0.0007775430691628764782451730368151157998909704153925406103835123934853595579999999999999999999999434271,0.0004783004781628764782451730368151157998909704153925406103835123934853594469999999999999999999999797755,0.001148239668837123521754826963184884200109029584607459389616487606514640553000000000000000000000022515,0.003320818792261243574752746319236481588617177534219949833203503132701089689999999999999999999999198175,0.001390903522261243574752746319236481588617177534219949833203503132701090720000000000000000000000887413,0.0009786745077387564252472536807635184113828224657800501667964968672989087999999999999999999999993740441
60.0,0.001723468321510008306501129230716783088931732278477045393903000467833854999999999999999999999919812112,0.000441858321510008306501129230716783088931732278477045393903000467833853999999999999999999999828281283,0.0006894116784899916934988707692832169110682677215229546060969995321661460000000000000000000000103224511,0.00001857902877535571181620484069379800261977549553103692453621217546959969149999999999999999999999819576,0.00000002019222464428818379515930620199738022450446896307546378782453040030870000000000000000000000347502036,0.0000001809550753557118162048406937980026197754955310369245362121754695996913999999999999999999999915726319,0.0000274336240946191163613142904039899733190600770284547825742380479885161999999999999999999999790915107,0.0000276296240946191163613142904039899733190600770284547825742380479885161999999999999999999999973315236,0.00002663862409461911636131429040398997331906007702845478257423804798851609999999999999999999999092922059,0.0005186253683502490515837590373212947024634879878013954160988259870895609019999999999999999999999368562,0.0006176857613502490515837590373212947024634879878013954160988259870895608639999999999999999999998373471,0.0006967581886497509484162409626787052975365120121986045839011740129104391360000000000000000000000894516,0.004074495534790853056779124254173167832036848882824779638485020865415454086000000000000000000000036221,0.001631592184790853056779124254173167832036848882824779638485020865415453158000000000000000000000034383,0.0007600575172091469432208757458268321679631511171752203615149791345845472680000000000000000000000091981
70.0,0.001734430159854270124064875392844527647227007080056110738533838865615683000000000000000000000144348273,0.0005267001598542701240648753928445276472270070800561107385338388656156839999999999999999999993476228212,0.0006162098401457298759351246071554723527729929199438892614661611343843160000000000000000000008037441667,0.000009743417302956368356310530129821123835373901763886764114771892688252288600000000000000000000008366739,0.00000001253669704363164368946987017887616462609823611323588522810731174771079999999999999999999998732018641,0.00000015088819704363164368946987017887616462609823611323588522810731174771079999999999999999999999513592,0.00003104644567073703045628548887465392802523908818487371703765322154458860000000000000000000002955202606,0.00003102944567073703045628548887465392802523908818487371703765322154458870000000000000000000000207400574,0.00003035844567073703045628548887465392802523908818487371703765322154458870000000000000000000003593865065,0.001472644500988215129108759881123670184669734098023435655742659399900897151000000000000000000000030999,0.001023061280988215129108759881123670184669734098023435655742659399900897069999999999999999999999854956,0.0006694694290117848708912401188763298153302659019765643442573406000991029299999999999999999999997495817,0.005030653495069027943558386395280854615263368830982279184023251862180918912100000000000000000000020989,0.002197162013069027943558386395280854615263368830982279184023251862180919383000000000000000000000025734,0.00064399361393097205644161360471914538473663116901772081597674813781908023419999999999999999999999441
80.0,0.0003056892336554851484054066031004071701709743313598917678742718640336629999999999999999999995146146817,0.0002837692336554851484054066031004071701709743313598917678742718640336629999999999999999999995977845432,0.0003370107663445148515945933968995928298290256686401082321257281359663369999999999999999999998139686051,0.000003095251499120747033095828023300811848319939611611007071617471424554655899999999999999999999963064819,0.00000004435150087925296690417197669918815168006038838899292838252857544534560000000000000000000000655387603,0.0000001921079991207470330958280233008118483199396116110070716174714245546545000000000000000000000060164673,0.00002246554486498151179218128488712121215801019865187210263135499386171440000000000000000000003981034466,0.00002242754486498151179218128488712121215801019865187210263135499386171440000000000000000000003199362582,0.00002428954486498151179218128488712121215801019865187210263135499386171459999999999999999999998226619928,0.001554139151584564293194461189553081262069210208759839671015110667146188657999999999999999999999677626,0.0003652567115845642931944611895530812620692102087598396710151106671461887880000000000000000000000647059,0.0001820436484154357068055388104469187379307897912401603289848893328538112120000000000000000000000573258,0.0004443182667105954345671519631054253066486342226536601910152990238751818400999999999999999999999954603,0.0001548584725894045654328480368945746933513657773463398089847009761248182959000000000000000000000009008,0.00008423577338940456543284803689457469335136577734633980898470097612481778730000000000000000000000830449
90.0,0.004153533138374709252551020401476762421510734671176596897477905264405420000000000000000000000478510768,0.001884783138374709252551020401476762421510734671176596897477905264405420000000000000000000000441692567,0.001694336861625290747448979598523237578489265328823403102522094735594579999999999999999999999758478173,0.00001018689968148855682052835209417690749028652008606341904401068045992362859999999999999999999997970846,0.00000002438131851144317947164790582309250971347991393658095598931954007637139999999999999999999999416464667,0.0000001180366814885568205283520941769074902865200860634190440106804599236285000000000000000000000081000376,0.0001268739800629319105727657463484635054154675680791705252133449686525723999999999999999999999405463928,0.0001269139800629319105727657463484635054154675680791705252133449686525723999999999999999999999613904037,0.000124801980062931910572765746348463505415467568079170525213344968652572200000000000000000000000693677,0.003532510528727284990077053484149519958902412213348360370953682152549803083000000000000000000000080292,0.001620996468727284990077053484149519958902412213348360370953682152549803080000000000000000000000676022,0.0003401387512727150099229465158504800410975877866516396290463178474501969199999999999999999999993140998,0.01035160328680830593017784918691490161722942741338661573607238545862933761459999999999999999999999815,0.004953729203408305930177849186914901617229427413386615736072385458629337782300000000000000000000006888,0.0005751669150916940698221508130850983827705725866133842639276145413706622476000000000000000000000195088
