voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2
-150.0,0.00000000000007031003755157785589006098108724012948524425128631292368263720857962869752930347777555854514046469984,0.0000000000002142565170045915290549304435530390962985826624907302228773485363228697658222961635644996108678351288,0.0000000000003630432662652865586415536076068751686426348615558731835647881286966398653896319848578177210931221507,0.0000000000001949996508104766950163406345049312018787965826067799772846739684726961103226086746425480557084794785,0.0000000000001796126424888658721221139138492505140720313769231254010486410156756032752298482352819516312636885176,0.00000000000019736677961205746298175630950584680392752085367809721992699717606177860155934856356727169399332941,0.00000000000001828226169069515897704136721766845386813431387334182442306344919946175439701547204049622853828848512,0.0000000000004143595675584515437081693423162064844044864898495272965302453917978668062303177598056705697974668447,0.0000000000004383113790066018096650777621159178350696803939634255769820613602930046367576820538533491240491736114
-140.0,0.00000000000006774020028710799408381178291692990615661003097391033224348823528355731066475066538438047993704223722,0.0000000000009488635054823956782196720746747922555203948131716133724961709838246437214536451549949736931783695824,0.0000000000009786843038416821020600613655512540695936163626644138806083656995669345303221516945096473198022486618,0.0000000000002039041151513168775989443161994071511332873860196770100359986235315415210244811663488485488275135329,0.0000000000001597006131316469032065319468476848651071370979221458405927355411773291622036855406149792268387176305,0.0000000000000614610543833201004498440242145187279067619932113017761324981203738256898471170624107705006101233951,0.0000000000001530606045859063781811982857002767171940516546323572597361662557444682528722764807851305335223904172,0.0000000000007888324840175126897136506995360544102888715415817353847862391808391637846872545501229574703109419852,0.000000000000677321732705925689927514149077795605536346279382593059239042983143257196205551901645645242795770793
-130.0,0.00000000000004379756505810808711112186324138989931765018081454651668192612016815619836992325054943073159271149721,0.00000000000007437527950395779459680378411480186389804159776064698620948379061911323039091383571898765905963368705,0.0000000000000106095298208027819168224280917292614648763695898714316291525367446403305763413408128119733848960573,0.0000000000001579473926571007906451424741778767296947848042216217972325011347712542879528135553198137108812788832,0.0000000000001409139155832909888255045193748274828726213878204038205531608983960303719271086240168056502460199803,0.00000000000001029215224922405999578321696718425239663065587610617022750573422622949064580249800886538896453749447,0.00000000000001171987869588259557045394424138475454207078898587996118652148892653413728953041409053648074893631458,0.0000000000001976601948905965505429176725507939400145911542614427553459094939448694143404091212670048944299848924,0.0000000000001223150926530377669036362195384569097763984095322925353815877387449325302311505759827640011704573832
-120.0,0.00000000000003365327157438266188593465020173084404062695033179352726022151421845760736512038165528910101005212488,0.00000000000004724357503857519002150438355888365158353789137739934049094500189094831031008352974533960094635090974,0.0000000000000589815488608475057884661257123845783995931821352037958117024963852542669923680188331569820968948943,0.0000000000001133022522470578193218455338622243591825425006405737742720551569502706023103632480868144749638156251,0.000000000000003105706824001711414543106992858647969950168616191451507033401315085620656727232740985557450469730668,0.0000000000005830741861815936794961946984416707832492730759452708682000013072634204336299939594698170363783340373,0.00000000000001171241103602115310529586676990787311331647070512639465513853207034649548803318430653749247401359356,0.00000000000009805350632901185379656258688174944251790327530028824158762074076829839673008663270774270698647861904,0.0000000000000544326576651620316896101667167122144852653704570960089766976193367559901405158960123143744518327464
-110.0,0.00000000000007297572780231692658421462467834889865718594598159224127500587052443139269414494297529875885279651917,0.0000000000001267284484441809862617966370954033562267817711005132891146385290476118432922898108675312465035225504,0.0000000000002063563249141904797079425095421258597627244192142678373716690998062819818667062098917744761143236656,0.0000000000003064111251127142342566980270103872676946154799669023172033502863286324088227110670160520668526829713,0.000000000000126789820693160582718576427010562204779327752854410063428540027094045553617096924048557372595186643,0.0000000000005353716963548763937018134257210314886536589112421615218824431314478345497562538230735144017944803674,0.00000000000008215587217311989530887434594494713412797722106074231688311344860301760237712843990708598954535297889,0.0000000000002714109339058664809689327251382091614529314694682594521705143247457388495797921844989671699059139818,0.0000000000003255007862490402603815537261428553242134024714738178206080589953208514337508598968478443861831136612
-100.0,0.00000000000009153194872386473661079124835124284509951549794567477787400171133147555742380733251741450756723508224,0.0000000000001053170447009993696973104004662524275859522835466945336538368112014121755858555185453733367741340621,0.0000000000002038208520473656952551920474571183134342000613925940843861395690522611661576993090931738662121713288,0.0000000000001541957416098583190600738120103359594805721792954938754407506880398073829801308574378479194337857128,0.00000000000002861269030193776149137738860041717173145113302486595294338991006984456045929084821675580765991961484,0.0000000000007022638332129040240090753544638690631482401793643466672511504889892311786978876365540496235683141502,0.00000000000006550310646599462297423746424289117581798095948981725952532152582207710629864731887584070913210005729,0.0000000000001581528812286535558286822173305724297311806617061865513161388422451039602151517301943106104408944922,0.00000000000001682133155778013220215637599585181090543385001424371765674792880690656286494254376937687355178696167
-90.0,0.0000000000000009889917802332502803945472804855140319421785930952138945461159833220028255156500476334249028271296107,0.00000000000003136974686494989048258106622376028421772375809058193320592049046044036424456591452823742783931256022,0.00000000000004984434228374505104018125786532720942849663201747051441878001198666536033262172945954304075025368462,0.0000000000005091162762380831828349288037073767710876658326804359954294333158487085632499623483152055858334915,0.0000000000001227534639763055358597440577108851848692046450290110384512624322952121203598770025400942040406334422,0.0000000000008601419591595296095635582239815177568672009129188405825323216270010273405784572723498672870340226301,0.00000000000007712720035713475795798422611400503932527379431939438354270283702748461099955324457410471319953102053,0.0000000000001109976233349593839287269386704827877536664062043364814629510612191263649457691680477022302811742675,0.0000000000001541426081952035716126944233428105187532209884492393442635732031441587164993314414858810025246093441
-80.0,0.00000000000002456550131900604810332995414984683583198555580305496356281191048191029388244408269853528665415201107,0.000000000000004144948165200562083427820576959485164041574293737014992013853078502570399660238361549280548892883638,0.00000000000006188308966935087207226666035904512517815138288618055197519936653698051948549204964116087159221674739,0.0000000000003698071169640722289104865546054231819595951041567492110136438110748331935933274649662415401452890088,0.00000000000007854402585359274559834941037582179119103248216213912172777709254398853352391016721822504200846981041,0.0000000000005480817723049330185330253008406050035692108440752938249973696808903128167276848571554196171136735242,0.0000000000001191453673698955476381205646484212681591778688803347191480839004889325514085285436323375971720884002,0.00000000000008912435734150378482161953599410193332028965497097946782697813020059305563500877278710024330697650799,0.0000000000000608897716609028090578466967600051093573458474724768590824533461467219706424866231416647077480737591
-70.0,0.00000000000004951425370352339115587411647896101061270992090224978298369784321695760943901793019805660570322349859,0.00000000000001241148927235650175523215563896820329253312655514020833013628989896427280619952623493455663381653969,0.000000000000002879600950171217703350438193430301370544306269891541574201851577386003231503142936257234886718234029,0.0000000000003393274535981917667542570281447502375866153398207788732830826983250395002723184343444480632793550002,0.00000000000003936829123948486628191527121044862503097519936277002339225420271208021033592355167656997266348401843,0.0000000000004856481180594441551904596233650906976984623467269116439312002209526331769622074230114539760657174916,0.0000000000001009380188697913589111963217993583013471339072569059720397951774296690623248883554208038843884014793,0.00000000000006220395513300697576880572961788093149493185685663297792505729672429953832010619910492113981666859761,0.000000000000004783056164593755395290180164268289502877596663049020815405769603521396136258120386515681687225529666
-60.0,0.00000000000005105137627790506851502062732254739956028307116012150820865356676026138120449594667619783281542188294,0.00000000000002032819426294009493271969658387715540221531858328396333649335921861033108801476769919740232173918914,0.00000000000009202500733952234799578331081877470838676925672554901475517427153518185028250921466673573656468168442,0.00000000000003517674371109500658715015912486155017800294075018067961308271359170096428147713634404086098336631264,0.000000000000002390770490267868799677201812347068244865707009332720751051670745230528326333198157151890880004320791,0.00000000000003548472203920752503422657558839168344684517673460715952277480474527683450993416718883563392486495911,0.00000000000009250087114312798241876824631148420541985257932383838456547525104169190531851767718447995955076493018,0.00000000000002376851820451536159721765907386956966350590885819763908473074171945799266435128597471564461234328738,0.0000000000000113960593107688665996093362634226468033395213026740240169052745497365600513124772270347203138698572
