voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1
-150.0,0.0000000002481220102551141982967736145439707596349323965489257912044082844300000000000000000000030886763491725,0.0000000001518779897448858017032263854560292403650676034510742087955917155699999999999999999999965205091859635,0.00000000004455209691410806505644373594143035689416564285800956207577311431000000000000000000000125050809410882,0.00000000000455209691410806505644373594143035689416564285800956207577311431000000000000000000000054052132384447
-140.0,0.0000000005235748936565690860051868911684392976712311843104441118479163744300000000000000000000032931197180238,0.0000000001764251063434309139948131088315607023287688156895558881520836255699999999999999999999997682960522179,0.0000000001423410202821088972623498930733114044897141218595184998360588096699999999999999999999998976312428483,0.00000000005765897971789110273765010692668859551028587814048150016394119032999999999999999999999990696152471967
-130.0,0.0000000001508119906764241783833504629302256542964974958067441235176603749499999999999999999999971005240556896,0.0000000002508119906764241783833504629302256542964974958067441235176603749500000000000000000000007481615232273,0.00000000006387990505738858981358285189468873067581557924783178518927530226999999999999999999999982967515375958,0.00000000002387990505738858981358285189468873067581557924783178518927530226999999999999999999999911968838349523
-120.0,0.0000000001124199581399312834963241838566035130755590420787953784812799154099999999999999999999993489864017078,0.0000000001124199581399312834963241838566035130755590420787953784812799154099999999999999999999993489864017078,0.0000000000312084471819802589104679175367956893550606167830401534368335015399999999999999999999993764227713615,0.000000000001208447181980258910467917536795689355060616783040153436833501539999999999999999999999780267964601678
-110.0,0.0000000001708972112012415205611342587556071106413787065377234075714699520199999999999999999999981471215189449,0.00000000007089721120124152056113425875560711064137870653772340757146995201999999999999999999999824482513516096,0.00000000003744770463197741698585596626438706478818139364967480501147409392999999999999999999999978333077112416,0.0000000000325522953680225830141440337356129352118186063503251949885259060700000000000000000000005228108059
-100.0,0.00000000009629827222788999390939017021232148082777098766524442107353570236000000000000000000000120311045231694,0.00000000002629827222788999390939017021232148082777098766524442107353570236000000000000000000000089696887529278,0.000000000003230287722359256718095351137658356958797486531405971244710547869999999999999999999999564774956290736,0.000000000003230287722359256718095351137658356958797486531405971244710547869999999999999999999999564774956290736
-90.0,0.00000000006997857307280521886053421212766853905646976450090898485835131811000000000000000000000190770274901331,0.0000000001000214269271947811394657878723314609435302354990910151416486818899999999999999999999983007352117948,0.00000000003179652067089752439078308828541370158851309056946074528589313580900000000000000000000024286616431344,0.000000000001796520670897524390783088285413701588513090569460745285893135808999999999999999999999710376086615178
-80.0,0.0000000001710286253461406137608061593172774499988167976628670120790624485600000000000000000000004249101013056,0.00000000006102862534614061376080615931727744999881679766286701207906244855999999999999999999999940878175401714,0.00000000007825465851838403776171892243223776845373642460313304581593009740400000000000000000000014802500560455,0.00000000005174534148161596223828107756776223154626357539686695418406990259599999999999999999999935042618493925
-70.0,0.00000000008765897971789110273765010692668859551028587814048150016394119032999999999999999999999950311633147949,0.0000000001176589797178911027376501069266885955102858781404815001639411903300000000000000000000009719416801162,0.00000000003252893876755179923405498048018510257661912334898936998650264799200000000000000000000007906338996874,0.00000000002747106123244820076594501951981489742338087665101063001349735200800000000000000000000004958149448934
-60.0,0.000000000001208447181980258910467917536795689355060616783040153436833501539999999999999999999999780267964601678,0.000000000001208447181980258910467917536795689355060616783040153436833501539999999999999999999999780267964601678,0.00000000001017917865077138910323516454534797607784867615247156940284388588199999999999999999999977763710240038,0.000000000005820821349228610896764835454652023922151323847528430597156114118000000000000000000000038189970236137
