voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2
-150.0,0.00000000000005143410667522102377832520654309674717293912155416792120736502148743398340508923179588351750824491704,0.000000000000402304351200442138325884309834232559566375650692863261335953910965876904772836392863070097930369798,0.0000000000002652555757620194245062228879338974140383787423855247559692718130864127618877850604308618642280859805,0.00000000000009652328075232922689898750217637987754834062570985728869793418506830274800778670341598160502884399829,0.0000000000003299310929467327855496228414950630047805166059445658007601807874076285904268111620796472472986039803,0.0000000000007536631656202387540664213511658277893315321178298932113236144819576797121575523134260084501742537348,0.0000000000001751586956126859737544084346475659757746029971094040718856196931841724457318716843440680159959023127,0.0000000000008106724841903200058627162610822753777630136523467403851212428511686859431924269611578217600909411699,0.0000000000008760244465521604666193140687477129703064566225118138390692440367315785668829838438692019506376708165
-140.0,0.00000000000003760215939208448062809920171199509406133293308225024425775953320358255702104724743363882844614413605,0.0000000000000851707019381692005020141554070551404741642972764071667998931794801040709801445710618331874880090139,0.0000000000004128822413545827731309730647196620972575457932983531761605010663076190237585196317616745459544537908,0.0000000000001466174327004853444251648528807897891995746743569679411218360793521491347346267761822515782486287777,0.0000000000002029023467980797742983284429454025037554948246925772665300688647836891229388030040382042112389923796,0.0000000000001440177920061609979471811640176914757347880601219207339168542661695409572792935853358249960305677699,0.00000000000003490559783831921889785123391997461087386077169194381533272064933326902643187378370398229125258437538,0.0000000000001391019330134744351069735112474648042236075250825357453006708568863746827636138452721519627617775436,0.0000000000002077849420005543368244658673618688759986337534356347879207788989949487265937379498257323709885891438
-130.0,0.00000000000001520954658899058133901013785458773278468182137333533979539533864105752981669607301728447933971315666,0.0000000000001131150591166621680592608000127399671367875059653647190491021349520981317504411119777932522919459632,0.0000000000003115502652202117224439789004726002299325330294520319299446105891734055886360883534515930062980052247,0.0000000000001418016224394505683684866391576572973653958616581524114970787064153391382435836411613987879815575086,0.0000000000001677121680748561656179457917890046891153040164368562976155970229836507174340387345477400413683920822,0.000000000001684636138444799814071410821715874885807431391665203472026229043973974996277162101685443477863939047,0.00000000000003903892702205174288127250831429492898681695483165281857891632510289702674197007927361210371494959452,0.0000000000002115826762102490532241268511793735084370662802674152815129328816674193456635636069585305575974216905,0.0000000000004076385632957704354939202741756862860673951907626356433569364383560972167352342616096862939610536558
-120.0,0.00000000000002408486992976764810290418958035479597348285826065000972296399924002034172071142957665807728207611105,0.0000000000003768585696694113003424030348423285964992526777925028290927568067445669317396398591141304049086580845,0.0000000000001494467971184203714789356200943751220909021159155401811001265274730974503119808823305201301826671464,0.0000000000003025588196351665439138448470674494035325393432167161299219739731619094580809660904469427238157759064,0.00000000000008489563284995127394641770081167029541375933783261886406668530033239008018316272357454261054460019022,0.0000000000005485127992484473826227575015634966723305868945289257274501346483783324650418999885821956510130224425,0.0000000000002166510891221810446041414189634645953612007363684149929580937062141748202652164262642874961875530017,0.0000000000003258336469882421975986850427253620223537870256814665907850229312253707453214450969449011931794651387,0.00000000000106913290822024316630115428233759638802993692420946223447515292041885335360773044437475211419098765
-110.0,0.0000000000001486380725756127998388193680191589269174342391096020411128616120620522215786003659358449105923846592,0.00000000000006121786481447198069753718426572926467231102673601004522987035031587724721413448650308918129073123833,0.0000000000001877976365735707372115300253264554754724748378809824147699308990517712125176888419799402114714364606,0.0000000000001548499745377353536182174427552436066282536467352928900451165304986490397232099376600036520719883052,0.00000000000002506723216720482443423153050552472778462557165644889404433299807570740425456254327198417345617657535,0.00000000000006689919813092761621871607899564405366680991793430512774555191272462160567517184782281087865145648884,0.00000000000006536190694462677581645565679499694612785278440896232431019019842001671808941986893247088139442218905,0.00000000000004347217197876759235914862413036008260601994488765131303634514111982452860083528121986081379777974381,0.00000000000001981771390078178589784779640000302279406196068483487173368513324812245405094189645917875524384350024
-100.0,0.00000000000002822710851688659317375085064731390822645402262381662438507813114421359521301414407632205571776888726,0.00000000000007852500475864406238253634488384992619523801359243200305910827148643382164073533118438054437180549109,0.00000000000002108915146280207682897681825667145273020418364947607723056343854630897564429753273049805029303870231,0.0000000000003875421624757944233704811541246054983099300547545462246008236192103557410873558032904875622938721748,0.0000000000001957404224781266416716370178467712777424175549021279316161041033434576465911616227934441160984293164,0.0000000000002002381372160018446894130914131090045058082223467207923986209973080145763850456785764744549886372664,0.000000000000205104776517742818896529185944576136995401824737404372599168820222327786944289686371776528887698862,0.0000000000002590210532656192883214445646114199692718654827941609823810531918092834191687429501286189314346493129,0.0000000000004457182855468965269392009229177793052515557155230237379558041515362849193721057011930849746033393969
-90.0,0.0000000000000642043493137386656685416152207155795004730173725484501166880764107286484774427961510761456566711272,0.00000000000007046510710665587603619512921607208086210727794334320619848912393610590859363195046443037182753659167,0.0000000000001689689144530222015940767762069379667103550557892427569307918817869866234190494499876415995570875556,0.00000000000006623612746747897162321576487072032882922981069235074835516198839927984533471159920510002496535127471,0.000000000000005964030166833497872663310799437916583094061444534648416819730504558995529000371357870672359915149398,0.000000000000288340382878605773277342134534739914921403164897048202523397554830273997259683390986514902263271714,0.0000000000001091686964665808091056365492897778395528841826042119507696354571335630332944379310102235240368147409,0.00000000000008403200779730676662624726075027795587894479230127219221256222251599105905403453091656229509297014652,0.0000000000001708723696674447392860165181777759548426883461824002361719957998130427056898701545114044256805072926
-80.0,0.00000000000001203442115739100829805998617516341396079139404810155855821945014339447526216739839270060045063970951,0.00000000000006410378741951049937952969265835611133254022167819761108993727090076813291187019625442844981684296291,0.000000000000001765629147172389968503143113411999998624961302290165940508955545872984585683652730176369369357064207,0.0000000000002820064372853683768498512646004152729349418857741161660737386905696169537170612264541087982307133484,0.00000000000002389734534722273366178721256273880127514179871404827320033795288424309939730672207712080194925380718,0.0000000000004301711831829236378332706998378505674682593251236533952000547563879476640277831886876992847549470659,0.0000000000001694283092842242516668620817113914546549822900995781291032207350118377982772337198711973097282817142,0.0000000000000363034751412783638702916963033477626480408465608594188835694049762162505647285718184555514502149902,0.000000000000206821338099964032106560247857584199502898110947883600908087061481336567233050541305404377648698699
-70.0,0.00000000000002709981867698375094470049784726801171370501742233875647475985733371505377102812701356559279499012883,0.00000000000002719499143770487782929748494580991112032168194199663043682005323503609933037404495349629522006148501,0.00000000000004137573278515278363424856262855292270620469537101985078378924252952429290846134977657831126432960248,0.0000000000001395016246142854387302983827136516998159358482608110818661829472901090508343053991658165610629653431,0.000000000000008567878993132429039119197062361357578846387875653887579307430330593170753727332395775573723321500604,0.0000000000002376820029055349361841208306946291827167926547158052402634925142257177858935195154444444041542842475,0.0000000000001858797078133971034140073072480035217525069910515584831785200193445452758838524622848713146662036561,0.000000000000034921097059617268851002761369203101598154694554709108801134471683480287653174683889885442519765866,0.0000000000002180652129406391037771382679966648597308227852163445697923047844284374685011192555636508671429100796
-60.0,0.00000000000002048681553080863974038134174811365441324309278271375327326035238746816560240006119635208659891824643,0.00000000000001804404800563304970239200621887156964341537011149498824704865758728592870659724549375438274264724367,0.0000000000003161075148862434421176296967617372469876937584073004925462991518952131030082744403516365339356351943,0.0000000000004295553096742575448826732413100538021679425177339546829643008896366088798141110785653241923325792289,0.00000000000003785194032229973714884556167593785542757710696860340203988895946343354468720087736037276132682127289,0.0000000000000767926810791666264343278828160723845106173593178415914464168045771114271032382625305474895074377921,0.000000000000006623316719097823550753554393843640849415627752550112799825149430648054672722779974011045047313278663,0.00000000000001388817078747717574165690291587529555448768608643449190375343656362625215151814258371153082023882488,0.00000000000004586621838977580896624456802595349617768696469148014315597925940221547187172401674808487005159456085
