voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,360586657.2026065,33904.732558071351,360552752.47004843,10635.289825247872,6.096910446381143e+17
-140,342851757.51514637,36261.428773639353,342815496.08637273,9454.9985786656671,1.0659497643856576e+17
-130,326665704.23864281,38781.937431702179,326626922.30121112,8423.1404068949578,1.9810521678038336e+17
-120,311955376.23553324,41477.645030077845,311913898.59050322,7521.0484107599732,4.9304740622285261e+18
-110,298654319.01569986,44360.729534744925,298609958.28616512,6732.4032347525535,1.6800689637676086e+17
-100,286702444.52567565,47444.215394286985,286655000.31028146,6042.9378406413516,2.3853953072613965e+17
-90,276045759.69847965,50742.032378355507,275995017.66610128,5440.1794086637656,4.5325365452360947e+17
-80,266636122.5377956,54269.078505956692,266581853.45928964,4913.2236971469692,1.3407076002913576e+17
-70,258431024.63459447,58041.287347843077,258372983.34724665,4452.5377785956071,5.027844113277113e+17
-60,251393399.13371143,62075.700007051404,251331323.43370435,4049.7875836302242,2.827219782487977e+17
-50,245491453.28285667,66390.542102761305,245425062.74075392,3697.6871329485089,1.1005955319037448e+17
-40,240698524.80759719,71005.306105252675,240627519.50149199,3389.8667298300875,5.295922805312873e+17
-30,236992961.46347412,75940.839393913266,236917020.62408024,3120.7577287125609,2.9869553226240269e+17
-20,234358023.22112983,81219.438436101744,234276803.78269368,2885.4917952370201,1.3322449642951747e+17
-10,232781806.64256135,86864.949512323205,232694941.69304904,2679.81283532016,3.8220003301424128e+17
0,232257191.10686761,92902.876442747031,232164288.23042485,2500.0,68328656695038632.0
10,232781806.64256144,86864.949512323205,232694941.69304907,2679.8128353201605,2.3252455996127856e+17
20,234358023.22112983,81219.438436101744,234276803.78269368,2885.4917952370201,56797291883422336.0
30,236992961.46347412,75940.839393913266,236917020.62408024,3120.7577287125609,2.1746323419109187e+17
40,240698524.80759719,71005.306105252675,240627519.50149199,3389.8667298300875,1.5696349519268705e+18
50,245491453.28285667,66390.542102761305,245425062.74075392,3697.6871329485089,51155804290279832.0
60,251393399.13371143,62075.700007051404,251331323.43370441,4049.7875836302251,78796914990113216.0
70,258431024.63459456,58041.287347843077,258372983.34724671,4452.537778595608,1.1842576269235506e+17
80,266636122.53779569,54269.078505956692,266581853.4592897,4913.2236971469702,9.0271570019747482e+17
90,276045759.69847977,50742.032378355507,275995017.6661014,5440.1794086637674,1.004449310983181e+17
100,286702444.52567577,47444.215394286985,286655000.31028152,6042.9378406413525,1.3661509134990432e+17
-150,114832446171694.5,0.00021247417361991254,114832446171694.5,5.4045366651061376e+17,7.7687376995533079e+19
-140,103723677737527.41,0.00023072359717791064,103723677737527.41,4.4955816832877402e+17,1.1512596122600247e+19
-130,93695387939186.125,0.00025054046516703743,93695387939186.125,3.7397307407695046e+17,1.7494546608738812e+19
-120,84642420519575.422,0.00027205940551331309,84642420519575.422,3.1111742069668486e+17,1.547083411016515e+19
-110,76469854153406.906,0.00029542660934595949,76469854153406.906,2.5884551944289091e+17,9.9264928271381996e+18
-100,69092006266081.953,0.00032080082416183664,69092006266081.953,2.1537353105809549e+17,4.7562135065135145e+19
-90,62431533812453.297,0.00034835443229285119,62431533812453.297,1.7921842820122058e+17,2.129518862148628e+20
