voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_4 transport over barrier 2,solute_4 transport over barrier 3
-150.0,0.0000000007175528563678354441021905711271772156794501551837856462006795430540000000000000000000006701180438097,0.00000000348244714363216455589780942887282278432054984481621435379932045694599999999999999999999990800642981,0.000000001642447143632164555897809428872822784320549844816214353799320456946000000000000000000000020349480495,0.000000004017552856367835444102190571127177215679450155183785646200679543054999999999999999999999776574759953,0.0000000006995476273542857307130519637103028955651049617139312193194326718500000000000000000000001615897246827,0.000000003686452372645714269286948036289697104434895038286068780680567328148999999999999999999999982794272987,0.000000005283547627354285730713051963710302895565104961713931219319432671851000000000000000000000054742899258,0.0000000007124523726457142692869480362896971044348950382860687806805673281489999999999999999999996300530763851,0.0000000001224471436321645558978094288728227843205498448162143537993204569459999999999999999999992582397967265,0.00000000154755285636783544410219057112717721567945015518378564620067954305400000000000000000000042097919178,0.00000001338244714363216455589780942887282278432054984481621435379932045694599999999999999999999959870113381,0.00000004449244714363216455589780942887282278432054984481621435379932045694499999999999999999999983143161477,0.000000002286452372645714269286948036289697104434895038286068780680567328148999999999999999999999946141993603,0.000000002633547627354285730713051963710302895565104961713931219319432671850000000000000000000000313212677711,0.000000001243547627354285730713051963710302895565104961713931219319432671849999999999999999999999985889455424,0.00000000210645237264571426928694803628969710443489503828606878068056732815100000000000000000000000805072355
-140.0,0.000000002342985681113741763160620254705300114515373467684506881540130757153999999999999999999999714617764275,0.000000004712985681113741763160620254705300114515373467684506881540130757153999999999999999999999646246710208,0.0000000008729856811137417631606202547053001145153734676845068815401307571539999999999999999999998399915433371,0.00000000930701431888625823683937974529469988548462653231549311845986924284600000000000000000000013893419782,0.00000000404235325982802861163662373396503324237240392930670791082028083019099999999999999999999974440149629,0.000000005173646740171971388363376266034966757627596070693292089179719169808999999999999999999999977877958388,0.0000000001623532598280286116366237339650332423724039293067079108202808301909999999999999999999996963271946241,0.000000004817646740171971388363376266034966757627596070693292089179719169808000000000000000000000223504725679,0.000000002922985681113741763160620254705300114515373467684506881540130757153999999999999999999999709737952786,0.00000000523298568111374176316062025470530011451537346768450688154013075715399999999999999999999951272201426,0.000000003457014318886258236839379745294699885484626532315493118459869242846000000000000000000000236584120826,0.000000003267014318886258236839379745294699885484626532315493118459869242845999999999999999999999673152774886,0.000000001047353259828028611636623733965033242372403929306707910820280830190999999999999999999999955252516239,0.0000000009323532598280286116366237339650332423724039293067079108202808301909999999999999999999997867110936054,0.0000000004073532598280286116366237339650332423724039293067079108202808301909999999999999999999998314874432703,0.000000004232353259828028611636623733965033242372403929306707910820280830189999999999999999999999849827332836
-130.0,0.000000003507686989270408313087056680155736002086850466717291676760722604730000000000000000000000008451457502,0.000000001921686989270408313087056680155736002086850466717291676760722604729999999999999999999999947534144674,0.00000001105831301072959168691294331984426399791314953328270832323927739527000000000000000000000010469615525,0.000000005702313010729591686912943319844263997913149533282708323239277395270000000000000000000000075497617106,0.000000000718999649180274734945561313778874934651429050659842840683364856835999999999999999999999996357196113,0.00000000294900035081972526505443868622112506534857094934015715931663514316300000000000000000000004429043298,0.000000001104000350819725265054438686221125065348570949340157159316635143163000000000000000000000067885137383,0.000000005330999649180274734945561313778874934651429050659842840683364856835999999999999999999999928495600479,0.00000000429368698927040831308705668015573600208685046671729167676072260472999999999999999999999991466242912,0.000000001047686989270408313087056680155736002086850466717291676760722604729999999999999999999999883855184882,0.0000000171136869892704083130870566801557360020868504667172916767607226047299999999999999999999999359514608,0.00000002706768698927040831308705668015573600208685046671729167676072260473000000000000000000000011696066919,0.000000002869000350819725265054438686221125065348570949340157159316635143163000000000000000000000028819798859,0.000000002110999649180274734945561313778874934651429050659842840683364856835999999999999999999999891012121444,0.000000005400999649180274734945561313778874934651429050659842840683364856836000000000000000000000000553359768,0.00000001225799964918027473494556131377887493465142905065984284068336485683599999999999999999999998645023034
-120.0,0.000000002650807031308076129350955112705723067721789631286302146144165258979999999999999999999999987804046169,0.00000000138019296869192387064904488729427693227821036871369785385583474101999999999999999999999993146450043,0.000000003359192968691923870649044887294276932278210368713697853855834741019999999999999999999999945487299067,0.00000001697919296869192387064904488729427693227821036871369785385583474101999999999999999999999965331503649,0.0000000005434147060313573460078823034998859974034317752617185360930698872500000000000000000000000735736692403,0.0000000002834147060313573460078823034998859974034317752617185360930698872500000000000000000000001403360172142,0.0000000006235852939686426539921176965001140025965682247382814639069301127500000000000000000000000409143925763,0.000000001026585293968642653992117696500114002596568224738281463906930112749999999999999999999999937432753217,0.000000001295807031308076129350955112705723067721789631286302146144165258980000000000000000000000281719247863,0.0000000006358070313080761293509551127057230677217896312863021461441652589800000000000000000000002711284252322,0.000000005984192968691923870649044887294276932278210368713697853855834741019999999999999999999999721605550743,0.000000004205807031308076129350955112705723067721789631286302146144165258979999999999999999999999966649247511,0.0000000006995852939686426539921176965001140025965682247382814639069301127499999999999999999999999853863496709,0.000000000176585293968642653992117696500114002596568224738281463906930112750000000000000000000000065662037849,0.0000000008354147060313573460078823034998859974034317752617185360930698872510000000000000000000000964709759343,0.000000001213414706031357346007882303499885997403431775261718536093069887251000000000000000000000017415240629
-110.0,0.000000002462934341972783785985469008149877330051903392521904121916651873850000000000000000000000028234796567,0.000000005193065658027216214014530991850122669948096607478095878083348126149999999999999999999999626451110486,0.00000001279306565802721621401453099185012266994809660747809587808334812614999999999999999999999969165844558,0.00000001285306565802721621401453099185012266994809660747809587808334812614999999999999999999999982030333003,0.000000005501639017826818412393395911710471838338592624757032652413765566667000000000000000000000108147734586,0.00000000339836098217318158760660408828952816166140737524296734758623443333299999999999999999999985733167837,0.00000000361236098217318158760660408828952816166140737524296734758623443333299999999999999999999991041981553,0.0000000008213609821731815876066040882895281616614073752429673475862344333329999999999999999999999968622800727,0.0000000007830656580272162140145309918501226699480966074780958780833481261500000000000000000000000025724476709,0.000000005657065658027216214014530991850122669948096607478095878083348126149999999999999999999999903447842576,0.0000000161130656580272162140145309918501226699480966074780958780833481261499999999999999999999996314383084,0.000000007722934341972783785985469008149877330051903392521904121916651873850000000000000000000000226135627953,0.0000000005016390178268184123933959117104718383385926247570326524137655666670000000000000000000000775683729595,0.0000000002156390178268184123933959117104718383385926247570326524137655666669999999999999999999999169231379963,0.00000000467436098217318158760660408828952816166140737524296734758623443333300000000000000000000003386314728,0.000000004576360982173181587606604088289528161661407375242967347586234433332999999999999999999999932982284274
-100.0,0.000000003720007884509071781847272029813219358718899190383998923082095902788999999999999999999999980305551387,0.0000000006400078845090717818472720298132193587188991903839989230820959027890000000000000000000000869375909307,0.0000000002160078845090717818472720298132193587188991903839989230820959027890000000000000000000000517599936361,0.0000000002499921154909282181527279701867806412811008096160010769179040972110000000000000000000002607360769668,0.000000001143217011002318206607378528499870638876536300797846117432628140478999999999999999999999997707717607,0.0000000009752170110023182066073785284998706388765363007978461174326281404790000000000000000000000588529130472,0.000000002654782988997681793392621471500129361123463699202153882567371859520999999999999999999999999396611424,0.000000004494782988997681793392621471500129361123463699202153882567371859521000000000000000000000121137378474,0.0000000007400078845090717818472720298132193587188991903839989230820959027889999999999999999999999892339747147,0.000000004545007884509071781847272029813219358718899190383998923082095902789000000000000000000000110585988543,0.00000001382000788450907178184727202981321935871889919038399892308209590278899999999999999999999994376065842,0.00000001953000788450907178184727202981321935871889919038399892308209590278899999999999999999999970199521684,0.000000003188217011002318206607378528499870638876536300797846117432628140480000000000000000000000002627472433,0.000000001039782988997681793392621471500129361123463699202153882567371859520999999999999999999999891906525624,0.000000003424782988997681793392621471500129361123463699202153882567371859521000000000000000000000089780510406,0.000000004786782988997681793392621471500129361123463699202153882567371859520999999999999999999999920112993507
-90.0,0.000000000441591771787773585102136505988626563124599990705118190796020840047999999999999999999999971310463466,0.000000004338408228212226414897863494011373436875400009294881809203979159952000000000000000000000133766563195,0.00000001335840822821222641489786349401137343687540000929488180920397915995200000000000000000000012245192733,0.0000000223944082282122264148978634940113734368754000092948818092039791599519999999999999999999999269643641,0.000000003645274822262419897366744760153645801788908555795247958818092078350000000000000000000000010535874002,0.000000001181725177737580102633255239846354198211091444204752041181907921649999999999999999999999992440336781,0.00000000267372517773758010263325523984635419821109144420475204118190792165000000000000000000000002347546363,0.000000005898725177737580102633255239846354198211091444204752041181907921650000000000000000000000149707288948,0.000000001613408228212226414897863494011373436875400009294881809203979159951999999999999999999999987184292266,0.000000005644408228212226414897863494011373436875400009294881809203979159951999999999999999999999906452838864,0.000000004908408228212226414897863494011373436875400009294881809203979159951999999999999999999999951390059139,0.000000007288408228212226414897863494011373436875400009294881809203979159952000000000000000000000060515697637,0.000000001781274822262419897366744760153645801788908555795247958818092078349999999999999999999999930970680263,0.0000000001817251777375801026332552398463541982110914442047520411819079216500000000000000000000000331412280027,0.000000004313725177737580102633255239846354198211091444204752041181907921650000000000000000000000106539645377,0.00000001084872517773758010263325523984635419821109144420475204118190792164999999999999999999999999505464095
-80.0,0.0000000002189766184383295596016798024382526660227444393037610260630017152729999999999999999999999693536748987,0.000000003971976618438329559601679802438252666022744439303761026063001715273000000000000000000000104058158322,0.0000000129519766184383295596016798024382526660227444393037610260630017152730000000000000000000000850082054,0.00000001816197661843832955960167980243825266602274443930376102606300171527300000000000000000000009767702716,0.000000001587749505419017864613453268541182082933221015394380164664403840075000000000000000000000034094894289,0.0000000003182504945809821353865467314588179170667789846056198353355961599250000000000000000000000887049550233,0.000000004146250494580982135386546731458817917066778984605619835335596159925000000000000000000000150131726284,0.000000008336250494580982135386546731458817917066778984605619835335596159925000000000000000000000082591871869,0.0000000003340233815616704403983201975617473339772555606962389739369982847270000000000000000000000146930791523,0.0000000009389766184383295596016798024382526660227444393037610260630017152730000000000000000000001085893819879,0.000000006126976618438329559601679802438252666022744439303761026063001715272999999999999999999999964849297837,0.0000000005380233815616704403983201975617473339772555606962389739369982847270000000000000000000001243683414813,0.000000001507749505419017864613453268541182082933221015394380164664403840075000000000000000000000018624260168,0.00000000003225049458098213538654673145881791706677898460561983533559615992500000000000000000000016214353779462,0.000000001446250494580982135386546731458817917066778984605619835335596159924999999999999999999999979123551301,0.000000001237749505419017864613453268541182082933221015394380164664403840075999999999999999999999897727789501
-70.0,0.0000000005995856770637982414791353242992792753651925875235787112431718155199999999999999999999999830611605079,0.0000000007615856770637982414791353242992792753651925875235787112431718155200000000000000000000000495017672632,0.0000000009184143229362017585208646757007207246348074124764212887568281844800000000000000000000000412977315438,0.0000000006415856770637982414791353242992792753651925875235787112431718155200000000000000000000000262958160817,0.000000001151219520628881129550829832399180237045627588040212722616909700542000000000000000000000042148754754,0.0000000008487804793711188704491701676008197629543724119597872773830902994579999999999999999999998764494628022,0.000000002443780479371118870449170167600819762954372411959787277383090299457999999999999999999999863029981205,0.000000003228780479371118870449170167600819762954372411959787277383090299458999999999999999999999975412975227,0.000000001051585677063798241479135324299279275365192587523578711243171815520000000000000000000000047061861518,0.000000002541585677063798241479135324299279275365192587523578711243171815520000000000000000000000042597649854,0.000000006441585677063798241479135324299279275365192587523578711243171815519999999999999999999999977497701183,0.000000002413414322936201758520864675700720724634807412476421288756828184480000000000000000000000125581866163,0.00000000155578047937111887044917016760081976295437241195978727738309029945800000000000000000000001902328729,0.0000000009072195206288811295508298323991802370456275880402127226169097005419999999999999999999999247381753648,0.0000000008137804793711188704491701676008197629543724119597872773830902994579999999999999999999999574624920248,0.000000001104780479371118870449170167600819762954372411959787277383090299458999999999999999999999962610129462
-60.0,0.0000000004838910940772254256689160905747759963810351529755163021819903846509999999999999999999998574371016023,0.0000000008991089059227745743310839094252240036189648470244836978180096153490000000000000000000001115546181534,0.000000001450891094077225425668916090574775996381035152975516302181990384650999999999999999999999933248578116,0.000000005706891094077225425668916090574775996381035152975516302181990384650999999999999999999999866767805964,0.000000001206774580224772294220855164481615677610805317464863924014244702313999999999999999999999998557297859,0.0000000006332254197752277057791448355183843223891946825351360759857552976860000000000000000000000061415603231,0.000000001238225419775227705779144835518384322389194682535136075985755297685999999999999999999999976835844779,0.00000000175422541977522770577914483551838432238919468253513607598575529768600000000000000000000000639628954,0.0000000004921089059227745743310839094252240036189648470244836978180096153490000000000000000000001440375804866,0.000000001430108905922774574331083909425224003618964847024483697818009615349000000000000000000000173276284028,0.000000000646108905922774574331083909425224003618964847024483697818009615349000000000000000000000068480833189,0.0000000005998910940772254256689160905747759963810351529755163021819903846510000000000000000000000437281934921,0.000000001221774580224772294220855164481615677610805317464863924014244702314000000000000000000000030718518973,0.00000000007722541977522770577914483551838432238919468253513607598575529768599999999999999999999996884579850232,0.0000000003087745802247722942208551644816156776108053174648639240142447023140000000000000000000000940958202449,0.0000000005322254197752277057791448355183843223891946825351360759857552976859999999999999999999999690535984152
