voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1
-150.0,0.000000000000002749335599761839953417431678097898712509000867478469613687301122971270310249320552363451897935262144,0.0000000000000008172460607962692774658220840978359374183432706008042351148328749907357132515790840458050428174181753,0.0000000000000008610762799567565609394936336450534313205721426487455740171911933317358021947508247428694347624010013,0.0000000000000007920195070787803142269619349149963224454450254955851212781572946220011393555830826052242146128288841,0.000000000000002749335599761839953417431678097898712509000867478469613687301122971270310249320557788092974273047221,0.0000000000000008172460607962692774658220840978359374183432706008042351148328749907357132515790860631614357026281807
-140.0,0.0000000000000004060703955100987612721958827400765839560471862535837953148128939131727393548750146146981287387763083,0.0000000000000004060703955100987612721958827400765839560471862535837953148128939131727393548750146146981287387763083,0.0000000000000003744833385971435924785438598991436814625970182189294859748453161765500748367487716319593460795957696,0.000000000000001691886395197277501479525600800918510744924441961483883144340293765621102101168612553143204527957452,0.0000000000000004060703955100987612721958827400765839560471862535837953148128939131727393548750154159048448485257552,0.000000000000001332810189558914847084252751859979913625544650936315045400408529269308397943092310161181405285172698
-130.0,0.0000000000000002441972865347768310782096612642787139734666534465619894412045865043881243881808778398686949645187788,0.00000000000000001341465199396592571533828460239632270528769280379339436845784655968315521151798460248582712548881231,0.0000000000000003734642620330219621402656618157163010168875745795221156336479042309311591564578812320837224432321688,0.0000000000000002464466581053043660471551763943023566453688634746018951021077787517201939249173340234586516282211059,0.0000000000000002441972865347768310782096612642787139734666534465619894412045865043881243881808783216878775268543403,0.0000000000000006574444983158228176992081492690839144021735584296818538926139292198613542107651423312493401152222253
-120.0,0.0000000000000008513674347020550659750397465464398335951395178911135117072667103277505158902243035845753887466941967,0.000000000000001108979373230797822768587692413114870273893864141468895516929143391821795489923166026905789722275859,0.0000000000000008424905035127932595205679214441453517644097200041787456133214279839775700662673392225854302274782961,0.0000000000000010172422569021857250416945931859106212223595941581932865939456209639764891778583065440029956895905,0.0000000000000008513674347020550659750397465464398335951395178911135117072667103277505158902243052643858701376013995,0.0000000000000004649495269089409307847178277464272785770079985155804359927730607316435964906760110687506292735023803
-110.0,0.0000000000000002569392225763160106155660988994735915751753943022000951729065030695929916512139260502709660241277379,0.000000000000000643357130369430145805888017699486146593306913677733170887400152665699911050762219713814809716352089,0.0000000000000003694334740813422887501368427583123645124111607442665886133536719174456477932424829244193034101982801,0.0000000000000008703883661953103676247048336617249508121017153639814328581576940478570583695079475866460965840627554,0.0000000000000002569392225763160106155660988994735915751753943022000951729065030695929916512139265572309242884146508,0.0000000000000002569392225763160106155660988994735915751753943022000951729065030695929916512139266845205612344778686
-100.0,0.00000000000000008076278495010460265411347503612476955894690256386340383706078120931172130633285163423902820010779071,0.0000000000000002739717388466616702492744344361310470680126622516299416943076060073651810061069984660109500462199662,0.0000000000000002208763770430338652135535461309417853593174185512752418463665303724407924751554771715265478413875097,0.0000000000000002208763770430338652135535461309417853593174185512752418463665303724407924751554771715265478413875097,0.00000000000000008076278495010460265411347503612476955894690256386340383706078120931172130633285179358993491288724219,0.0000000000000004671806927432187378444353938361373245770784219393964795515544308054186407058811464509974860771110666
-90.0,0.0000000000000001211404566438961856760233742992728248610980439943769419778053485542078296444390052100145416343635562,0.0000000000000005228893896779607063078464903674147668357878216315115175463507341059703693548081508958597030334424573,0.00000000000000004392576228374729568465082834693302644480387202277233536256383584666047057622491443953060351041972439,0.0000000000000005759851578545790325027700098630856312174525660313516753731918471359908825051503008160020964867107934,0.0000000000000001211404566438961856760233742992728248610980439943769419778053485542078296444390054490335603288148893,0.0000000000000002652774511492179495142985445007397301570334753811561337366883011063020743872949783067298974324763781
-80.0,0.0000000000000002291817652130894281614409472659036606024990019627449509385312707576252927059436166977119333684212961,0.00000000000000002843017331565332863210699860077137607625534428761043287113116230644598689375524574463052816437333064,0.00000000000000004475385111185384224639593262701800788747414098412797871565054302845172825856185920472871794140157866,0.0000000000000004580277978707380610380098247670304463289784330202106525394876650168859636461453360417569673223704285,0.0000000000000002291817652130894281614409472659036606024990019627449509385312707576252927059436171499043894768065953,0.0000000000000002291817652130894281614409472659036606024990019627449509385312707576252927059436172634427718075434201
-70.0,0.0000000000000001408959205468375695107605703172854478491199996277849424809651708921498647917879477654734525079610912,0.0000000000000002697018898112089479075345432506229661884971727529626343857963874241855045916373789866507135529648868,0.000000000000000004722639718397024368642130416157909956380595208178479146680566708650877755163926872964663589417935275,0.0000000000000002019143336610450850271648156538483092643715508098628577652379942855662399386278115455494611010664896,0.000000000000000140895920546837569510760570317285447849119999627784942480965170892149864791787948043471452516766134,0.00000000000000007649293591465188031237358385061668867943141306519609652854956262613204489186323234370618274873898329
-60.0,0.00000000000000006937185177011611245345180013759115590725224403005582826798449695357674737355532431061004317234750874,0.00000000000000006937185177011611245345180013759115590725224403005582826798449695357674737355532431061004317234750874,0.00000000000000002889461348788118326056521199469944870859083871426288998781639841560105435470295274106204268518423846,0.0000000000000005454870469364864567500825771697149967604712037593662322676128009011438485891822987873376803370725438,0.0000000000000000693718517701161124534518001375911559072522440300558282679844969535767473735553244474858020598351935,0.0000000000000001238371021264409551417091592624151216018135156577107095892623278444767123262188228268453850418605357
