voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,50830932.308720022,437091.23965534702,50393841.069064662,116.29364237270224,9.6149771843966208e+17
-140,42578341.766386487,399649.3087426264,42178692.457643852,106.53926038392544,inf
-130,35769381.827624545,366207.20243857335,35403174.625185966,97.675254854181631,1.4273614322374395e+18
-120,30152975.569956705,336430.22090301692,29816545.349053688,89.62623954834585,1.2503068463476941e+18
-110,25523475.43975126,310020.34609636012,25213455.093654901,82.328388317514111,1.1121736815978156e+18
-100,21712607.644027241,286713.25911487249,21425894.384912364,75.729346145544014,3.3643146640208934e+17
-90,18582894.121402547,266275.69479826093,18316618.426604286,69.788172500992061,9.4030836826750182e+17
-80,16022289.84813536,248503.10713354198,15773786.74100182,64.475209316096041,9.0696479157842688e+17
-70,13939821.804644622,233217.62208979434,13706604.182554828,59.771734570200955,6.1067181238774042e+17
-60,12262055.937322192,220266.25739507109,12041789.67992712,55.669243588812073,9.8363647517210253e+17
-50,10930251.503678007,209519.39143840355,10720732.112239603,52.168209484759714,2.5488302945198426e+17
-40,9898089.6106588505,200869.46597315086,9697220.1446856987,49.276228035483854,1.4980321833129165e+18
-30,9129885.6452305969,194229.90963791663,8935655.7355926782,47.00555986588536,4.6172305217158779e+18
-20,8599214.5700854696,189534.27152126568,8409680.2985642012,45.370235689119895,2.7553534536600288e+17
-10,8287894.4876882909,186735.5560986682,8101158.9315896248,44.383055165504189,1.760322933050026e+19
0,8185288.1208212897,185805.75288549406,7999482.3679357935,44.052931589613429,inf
10,8287894.4876882909,186735.5560986682,8101158.9315896248,44.383055165504189,1.760322933050026e+19
20,8599214.5700854678,189534.27152126568,8409680.2985641994,45.37023568911988,1.8736403484888223e+18
30,9129885.6452305969,194229.90963791663,8935655.7355926782,47.00555986588536,4.6172305217158779e+18
40,9898089.6106588505,200869.46597315086,9697220.1446856987,49.276228035483854,1.4980321833129165e+18
50,10930251.503678007,209519.39143840355,10720732.112239603,52.168209484759714,2.5488302945198426e+17
60,12262055.937322192,220266.25739507109,12041789.67992712,55.669243588812073,9.8363647517210253e+17
70,13939821.804644622,233217.62208979434,13706604.182554828,59.771734570200955,6.1067181238774042e+17
80,16022289.848135365,248503.10713354198,15773786.741001822,64.475209316096056,9.0696479157842688e+17
90,18582894.121402547,266275.69479826093,18316618.426604286,69.788172500992061,9.4030836826750182e+17
100,21712607.644027241,286713.25911487249,21425894.384912364,75.729346145544014,3.3643146640208934e+17
-150,400691025682.75256,1.6479743563141505,400691025681.10468,243141541703.92291,1.6640532140416618e+22
-140,261070535244.99936,1.6257459981247748,261070535243.37369,160585070205.39035,2.1833849765518264e+22
-130,170100701050.19376,1.6085817861260403,170100701048.58514,105745758479.49178,4.7105818090971465e+22
-120,110829238047.38,1.5967392140069727,110829238045.78323,69409730202.126801,1.5296754963068148e+22
-110,72210872326.792297,1.5905136166528189,72210872325.201782,45400977125.08593,6.912315059437308e+21
-100,47049047472.957184,1.5902417866238363,47049047471.366943,29586096824.209782,2.9697544491575783e+21
-90,30654841811.091217,1.5963059891289273,30654841809.494919,19203612603.006626,2.902115483391716e+21
-80,19973184943.506519,1.6091384171935192,19973184941.897373,12412347334.508074,6.8464824359189755e+20
-70,13013543485.41445,1.6292261331647999,13013543483.785223,7987561223.3983841,5.6524904989033352e+20
-60,8478983933.7853785,1.6571165476115164,8478983932.1282606,5116709471.0426702,1.5148921600033242e+21
-50,5524488304.8193254,1.6934234921100968,5524488303.1259012,3262319396.5116873,5.4345580328308081e+20
-40,3599484509.3213615,1.7388339484190354,3599484507.5825281,2070056495.3853397,6.4742919643303104e+20
-30,2345246904.1367483,1.7941155031903111,2345246902.3426328,1307188361.0427592,1.6239194390546701e+20
-20,1528047549.5254207,1.8601246047177449,1528047547.6652961,821475908.46866226,5.8124120337939346e+20
-10,995600869.28395283,1.9378157063522576,995600867.34613693,513774796.03469145,2.9471833696127441e+20
0,648685151.78236127,2.0282513902056958,648685149.75410986,319824827.88614017,4.5546841299407364e+19
10,422652546.2581237,2.1326135747095409,422652544.1255101,198185246.155384,1.7348175534831678e+20
20,275381940.55371785,2.2522159205936365,275381938.30150199,122271553.99964181,7.3353207765259008e+18
30,179429750.12814513,2.3885175620147594,179429747.73962757,75121804.83060497,1.2302559322944717e+19
