voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1
-70.0,0.0000003091827414868327537388638388432907175113568606131384157363177939820389063599999999999999999999987729,0.0000003114020099268327537388638388432907175113568606131384157363177939820389063599999999999999999999987773,0.000000001487795907833852308321451702170453195236993423348545465022627304046592460120000000000000000000006191,0.000000004534598142633852308321451702170453195236993423348545465022627304046592459999999999999999999999999683,0.00000005662420538204098004097673156435716170128810143243923262426019014329339000099999999999999999999985448,0.0000005008610620770409800409767315643571617012881014324392326242601901432933899980000000000000000000001089,0.0000000007318407211885566156273724039604258771074635835611004040619061129782528309169999999999999999999998236,0.000000002314892706821443384372627596039574122892536416438899595938093887021747169083000000000000000000000403,0.00002794284708805028696441367630916660756283774256728497265800990949445456514799999999999999999999997581,0.00002668420736105028696441367630916660756283774256728497265800990949445456701099999999999999999999999868
-60.0,0.00002184579890339613602203002580838008936898232097824785470386361906378756013041000000000000000000000033,0.00002203382761532613602203002580838008936898232097824785470386361906378756013041000000000000000000000054,0.0000001138537797004980700561080079124209581162198124532138316350133546002125095715799999999999999999999966,0.0000003012757034956980700561080079124209581162198124532138316350133546002125095716299999999999999999999994,0.000009540571438530068542572989886971836341811775545515808875069278063689362172269000000000000000000000036,0.00000828311254334006854257298988697183634181177554551580887506927806368936217227000000000000000000000017,0.00000005028941655250143530955114558480465582085912807990176514225222251253865192784300000000000000000000073,0.0000001370826441444285646904488544151953441791408719200982348577477774874613480721569999999999999999999997,0.001143599911082996286172624163675717982485712984283358672636320642801944021173899999999999999999999998,0.001143551896437996286172624163675717982485712984283358672636320642801944020671300000000000000000000034
-50.0,0.000001557891817951399626279640624516584430694188417638227892346735817024285715650000000000000000000000053,0.000001569538824501399626279640624516584430694188417638227892346735817024285715650000000000000000000000951,0.000000008782962695897447725504198881739444496797191422276254236791548583785986955269999999999999999999999737,0.00000002053375591089744772550419888173944449679719142227625423679154858378598695533000000000000000000000003,0.000001187135884145260173214543223569976799117614128132894282624242119728313340799999999999999999999999531,0.000001465510131885260173214543223569976799117614128132894282624242119728313340800000000000000000000000182,0.000000003508004606786175776035330025621774314852420687748354570556339844885625946356000000000000000000000017,0.000000008242926926953824223964669974378225685147579312251645429443660155114374053644000000000000000000000471,0.00004935069112038758446568847446871236685343524728215409264719219992232711972569999999999999999999998508,0.00004949354599338758446568847446871236685343524728215409264719219992232712006430000000000000000000000384
-40.0,0.000004559331223141520824745651980323439424879375912202629224154818481434773393609999999999999999999999087,0.000004589729048971520824745651980323439424879375912202629224154818481434773393609999999999999999999998502,0.00000002783721965171285550110192496748481225737975568635487914721372610007552326459000000000000000000000173,0.00000005837406276521285550110192496748481225737975568635487914721372610007552326471000000000000000000000082,0.000006216831106137411279793723941841347114062880870587916440096697261758140804910000000000000000000000743,0.000005984919903877411279793723941841347114062880870587916440096697261758140804909999999999999999999999612,0.00000001008577031296973187318328462891366817332572843015051662845248187699885872951000000000000000000000065,0.00000002045249200804026812681671537108633182667427156984948337154751812300114127048900000000000000000000023,0.00008812150461259392947884667468708218929893773535257970961459336288021586013870000000000000000000001056,0.00008812967159529392947884667468708218929893773535257970961459336288021586005259999999999999999999999796
-30.0,0.000002131892918321960029945618964949812627866697237219868250270963578346595071500000000000000000000001661,0.000002144708795491960029945618964949812627866697237219868250270963578346595071500000000000000000000000581,0.00000001410544625968613582602221802711145213435505067624440748307324335655302065599999999999999999999999571,0.0000000268967164320861358260222180271114521343550506762444074830732433565530206558999999999999999999999949,0.000004875036863269363107910881848061718796478813057178878864442686827726279329349999999999999999999998897,0.000004823116576069363107910881848061718796478813057178878864442686827726279329349999999999999999999997963,0.000000004647370963844154039976303235868685283401768001334622720018016845248560597318999999999999999999999832,0.000000008143943372875845960023696764131314716598231998665377279981983154751439402680999999999999999999999541,0.00002522565075279608558482198161829919930518133918824026646085753906331050870369999999999999999999999737,0.00002511510957509608558482198161829919930518133918824026646085753906331050868530000000000000000000000328
-20.0,0.000001707083072329517799884726712107888876913967736135832620268910286279245953120000000000000000000000051,0.00000171620924405951779988472671210788887691396773613583262026891028627924595311999999999999999999999978,0.0000000122420640163293012330975088806775343240002806232956185348364793224667104825000000000000000000000079,0.0000000214910764544293012330975088806775343240002806232956185348364793224667104826000000000000000000000079,0.000006227540670860462349783812123809852571750052290316074592467083257651330848599999999999999999999998233,0.000006281275637360462349783812123809852571750052290316074592467083257651330848599999999999999999999997437,0.00000000367541416798888795708800329813767088445734517784179862582956697253029134928799999999999999999999988,0.000000005573795640691112042911996701862329115542654822158201374170433027469708650712000000000000000000000111,0.00001227613599237568825012328559849301014965145265846055724022350044362888258810000000000000000000001178,0.00001227002041287568825012328559849301014965145265846055724022350044362888294619999999999999999999999328
-10.0,0.000003273723939000443397535291762231841615687526976322637189165127699089918568330000000000000000000000784,0.000003290052119330443397535291762231841615687526976322637189165127699089918568330000000000000000000000265,0.00000002545272493209718002496642162692245418235283083735520366240620166232538108379999999999999999999999353,0.00000004159292584269718002496642162692245418235283083735520366240620166232538108369999999999999999999999049,0.00001813131758630783739388109701310313027436316873879449429074384245331490727952999999999999999999999454,0.0000180340261437078373938810970131031302743631687387944942907438424533149072795299999999999999999999992,0.000000006972898980557911090705610952491401214598752134104723272691564934112147996728000000000000000000000011,0.00000000916663604761208890929438904750859878540124786589527672730843506588785200327200000000000000000000042,0.00001433258339976170285528031333793395044510939969732291893147751944700836267831000000000000000000000383,0.00001437216087186170285528031333793395044510939969732291893147751944700836258629999999999999999999999904
0.0,0.000002561385451044652466887995620936127631613985811880825237342525564627617721440000000000000000000000401,0.000002572790921444652466887995620936127631613985811880825237342525564627617721440000000000000000000000618,0.00000002158108645530294151563451393148126379335086416263802884006267676436278941339999999999999999999999759,0.00000003315234390990294151563451393148126379335086416263802884006267676436278941340000000000000000000000812,0.00002001301972723669374853364489834774825801914062296746668055544718625054698020000000000000000000000924,0.00001993714957063669374853364489834774825801914062296746668055544718625054698020000000000000000000000758,0.000000005403555141817195134051492046740923345516153105023485738835849266473268178803000000000000000000000352,0.000000006167962055052804865948507953259076654483846894976514261164150733526731821197000000000000000000000169,0.000006828067815087820683802133748739806245337122102527518385818614938732257022519999999999999999999998927,0.000006870779786987820683802133748739806245337122102527518385818614938732256952149999999999999999999998016
10.0,0.0000001077122370541070774117167132833165880804731623418243768221823631902384194999999999999999999999996068,0.0000001082908606241070774117167132833165880804731623418243768221823631902384194999999999999999999999989513,0.0000000009844861860392510480608400412574724560777101956261591974918008223963817077999999999999999999999978016,0.000000001433392755339251048060840041257472456077710195626159197491800822396381707900000000000000000000007195,0.000001111421127413671185739489819536178845402241201987021114997714763407879888699999999999999999999996073,0.000001109395827713671185739489819536178845402241201987021114997714763407879888700000000000000000000008458,0.0000000002252588972512489518212649106013793817348893709684097493506859679194590849270000000000000000000006632,0.0000000002237901270487510481787350893986206182651106290315902506493140320805409150729999999999999999999994807,0.0000001566867457462229373880840377436934844739337599997470482710846431816992141800000000000000000000016056,0.0000001768649676762229373880840377436934844739337599997470482710846431816991276800000000000000000000001318
20.0,0.0000003147490306429909262383603276708493865259981960344172543565145310621012525999999999999999999999999529,0.0000003161426130329909262383603276708493865259981960344172543565145310621012526000000000000000000000005534,0.000000003112925237498721140940382265793182291431944280405724736126976672632325185500000000000000000000002336,0.000000004330952626698721140940382265793182291431944280405724736126976672632325185500000000000000000000002366,0.000003999103430569368858753834602587447836886604663500982406486041228780356588799999999999999999999994671,0.000004049815671269368858753834602587447836886604663500982406486041228780356588800000000000000000000022187,0.0000000006529214879891799380502452197206996989470747744936827635401104648359596654730000000000000000000002271,0.0000000005652173693708200619497547802793003010529252255063172364598895351640403345270000000000000000000002185,0.0000003272578615432185567303370259884079971991218211157708655581745918389797761800000000000000000000005849,0.0000003158647257132185567303370259884079971991218211157708655581745918389797230000000000000000000000013937
