voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,92034289.377961874,437091.23965534702,91597198.138306513,210.56081895059776,5.2807561984103142e+17
-140,76353821.703835353,399649.3087426264,75954172.395092741,191.05205497304416,2.8284791414771984e+17
-130,63472513.236923993,366207.20243857335,63106306.034485422,173.32404391355661,1.0687821627773084e+18
-120,52895582.386853836,336430.22090301692,52559152.16595082,157.22601330188505,4.0016194334622451e+17
-110,44218298.330516912,310020.34609636012,43908277.984420553,142.63031084022157,7.3756511093647987e+17
-100,37109935.49324318,286713.25911487249,36823222.234128311,129.43222649628132,1.1691624639392937e+18
-90,31300675.759342808,266275.69479826093,31034400.064544551,117.54987920717741,3.8947192292814362e+17
-80,26570934.507090569,248503.10713354198,26322431.399957031,106.9239528373854,3.2160280435185469e+18
-70,22742683.633582231,233217.62208979434,22509466.011492435,97.517003345595228,1.7163543807521311e+18
-60,19672424.690381762,220266.25739507109,19452158.432986688,89.31202138281742,6.7169595934468736e+17
-50,17245531.298489302,209519.39143840355,17036011.9070509,82.309953174712732,2.3411917177321146e+17
-40,15371734.799839005,200869.46597315086,15170865.333865853,76.525990276161011,7.7703824046887813e+18
-30,13981572.829493221,194229.90963791663,13787342.919855306,71.984653936964023,2.4429363761832326e+17
-20,13023658.991564168,189534.27152126568,12834124.720042899,68.714005583433064,7.0237191519457843e+17
-10,12462664.63629506,186735.5560986682,12275929.080196392,66.739644536201666,1.4538663405365932e+18
0,12277932.181231933,185805.75288549406,12092126.428346438,66.079397384420133,3.3772510508889997e+17
10,12462664.636295063,186735.5560986682,12275929.080196396,66.739644536201666,4.5245628812935744e+17
20,13023658.991564166,189534.27152126568,12834124.720042899,68.71400558343305,4.5768468143341792e+17
30,13981572.829493221,194229.90963791663,13787342.919855306,71.984653936964023,2.4429363761832326e+17
40,15371734.799839005,200869.46597315086,15170865.333865855,76.525990276161011,2.6692991012343622e+17
50,17245531.298489302,209519.39143840355,17036011.9070509,82.309953174712732,2.3411917177321146e+17
60,19672424.690381762,220266.25739507109,19452158.432986688,89.31202138281742,6.7169595934468736e+17
70,22742683.633582231,233217.62208979434,22509466.011492435,97.517003345595228,1.7163543807521311e+18
80,26570934.507090576,248503.10713354198,26322431.399957035,106.9239528373854,3.680191743739232e+17
90,31300675.759342805,266275.69479826093,31034400.064544544,117.54987920717737,5.4880957446119642e+17
100,37109935.49324318,286713.25911487249,36823222.234128311,129.43222649628132,1.1691624639392937e+18
-150,400694731024.72083,1.6479743563141505,400694731023.07281,243143790126.02609,9.7176924676652488e+22
-140,261073320048.39966,1.6257459981247748,261073320046.7739,160586783144.19104,5.1197247211087436e+21
-130,170102794013.21854,1.6085817861260403,170102794011.60995,105747059602.6568,2.1203849131869809e+21
-120,110830811052.49132,1.5967392140069727,110830811050.89458,69410715338.019699,4.5156987857557447e+21
-110,72212054556.533752,1.5905136166528189,72212054554.943237,45401720425.695915,8.3206596194033635e+21
-100,47049936019.241753,1.5902417866238363,47049936017.651512,29586655573.383675,3.5687655084720291e+21
-90,30655509649.305225,1.5963059891289273,30655509647.70892,19204030967.792919,8.8251780196480831e+20
-80,19973686926.396591,1.6091384171935192,19973686924.787453,12412659292.06543,6.4466234731862216e+20
-70,13013920849.159113,1.6292261331647999,13013920847.529886,7987792844.8639269,4.8028561387287137e+20
-60,8479267686.5540714,1.6571165476115164,8479267684.8969545,5116880703.8802786,2.4590686852973609e+20
-50,5524701776.4788685,1.6934234921100968,5524701774.7854462,3262445455.7405448,1.4865797258956253e+21
-40,3599645272.259717,1.7388339484190354,3599645270.5208845,2070148949.8364985,6.9893331006943756e+19
-30,2345368223.8320827,1.7941155031903111,2345368222.0379672,1307255981.9373553,1.9809500257285988e+19
-20,1528139485.3329091,1.8601246047177449,1528139483.4727848,821525333.01111245,1.6794978815967881e+20
-10,995671117.89380765,1.9378157063522576,995671115.95599198,513811047.47471482,1.1139817358635344e+19
0,648739705.74659276,2.0282513902056958,648739703.71834135,319851724.92883164,2.3245371901053575e+19
10,422696226.43772095,2.1326135747095409,422696224.30510736,198205728.14992592,3.3393446624489359e+18
20,275418853.48591864,2.2522159205936365,275418851.23370272,122287943.60592388,6.7716975176181422e+18
30,179463718.96178573,2.3885175620147594,179463716.57326818,75136026.55297403,3.2801720029622395e+18
40,116950969.18841843,2.5431383030191186,116950966.64528014,45986869.47130584,8.5282544265161165e+18
50,76233198.711841822,2.7178754344035916,76233195.993966401,28048819.952107325,8.0858464367534221e+17
60,49725550.971948519,2.9147223424987727,49725548.057226181,17060133.051753782,7.0531462614681971e+17
70,32493358.770370226,3.1358890996003006,32493355.634481125,10361769.099076821,6.007614577645088e+17
80,21334569.267656855,3.2488120873400015,21334566.018844768,6566883.123463369,1.2637980818588529e+19
90,14186786.190730048,3.6612449951035368,14186782.529485052,3874853.0103019923,3.99919766495096e+17
100,9749979.4663923755,3.9711551203165225,9749975.4952372555,2455199.8526854957,97885544639580160.0
-150,1342008132446.1926,0.36106855569148272,1342008132445.8315,3716768218368.1479,7.0283808572177923e+26
-140,1230063574116.3333,0.34456105341163362,1230063574115.9888,3569943735477.3359,5.9515858572889832e+26
-130,1132650780772.3992,0.32880971197374043,1132650780772.0703,3444699896403.4722,5.3813711599753936e+26
-120,1048829058980.1904,0.31378162638447232,1048829058979.8768,3342544530300.4282,1.321630132023693e+28
-110,977835684120.85718,0.29944737120819914,977835684120.55762,3265467585090.2349,2.466391170246953e+27
-100,919080401719.25781,0.28578318015501963,919080401718.97205,3216005928762.8955,3.4628483439145889e+26
-90,872142548660.3291,0.27277579522499773,872142548660.05615,3197287163771.061,8.4746872908366083e+26
-80,836770834365.0697,0.26043314235106224,836770834364.80933,3212996728492.8271,2.6120343644684817e+26
-70,812885869239.64941,0.24880772877755866,812885869239.40063,3267124671864.165,1.1427491063952819e+27
-60,800585577832.41016,0.23804782218066256,800585577832.17224,3363129183449.6128,4.0546294099949015e+26
-50,800153688146.96143,0.22850930413266571,800153688146.73303,3501624107534.8774,3.407740137259163e+26
-40,812071547576.84692,0.2210000385271865,812071547576.62585,3674531248902.6978,3.3755312055992078e+26
-30,837033581183.98584,0.21731366160761076,837033581183.76855,3851730144308.0166,2.869606858175511e+26
-20,875966780927.2478,0.22139549222553601,875966780927.02661,3956570082442.7759,2.4166125218392549e+26
-10,930054696531.81543,0.2418890476625542,930054696531.57361,3844964067282.957,4.1068104826860574e+26
0,1000766491768.9814,0.29769792568092063,1000766491768.6836,3361684464142.4395,4.0994266752300736e+26
10,1089891736049.1802,0.43013351997402688,1089891736048.75,2533845156069.1943,3.7412354266230846e+26
20,1199581722792.6472,0.72944679650698929,1199581722791.9175,1644508864165.1924,1.7315236592143266e+26
30,1332398245779.6333,1.392776174047321,1332398245778.2402,956649223764.1936,1.2089419953168699e+27
40,1491370925784.5762,2.8507110517585343,1491370925781.7251,523157520599.84668,1.2869738731301299e+25
