voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1
-150.0,0.0000000001288936225881764145831692169353735573084757853588113347670551502699999999999999999999981192254938157,0.0000000001288936225881764145831692169353735573084757853588113347670551502699999999999999999999981192254938157,0.00000000004955377088075089866301511538514922037238844130997702696251873860499999999999999999999998173786279087,0.0000000001004462291192491013369848846148507796276115586900229730374812613949999999999999999999998717067128851,0.0000000001288936225881764145831692169353735573084757853588113347670551502699999999999999999999981192254938157,0.0000000001288936225881764145831692169353735573084757853588113347670551502699999999999999999999981192254938157,0.00000000004955377088075089866301511538514922037238844130997702696251873860499999999999999999999998173786279087,0.0000000001004462291192491013369848846148507796276115586900229730374812613949999999999999999999998717067128851,0.0000000001288936225881764145831692169353735573084757853588113347670551502699999999999999999999981192254938157,0.0000000001288936225881764145831692169353735573084757853588113347670551502699999999999999999999981192254938157
-140.0,0.0000000002027390987479598113266511538592966717938358347421621479516747236299999999999999999999979164774787009,0.0000000001027390987479598113266511538592966717938358347421621479516747236299999999999999999999980141810949169,0.00000000003275968587469935054350794834250488323952217999245824746171784737800000000000000000000016431136341465,0.00000000003724031412530064945649205165749511676047782000754175253828215262199999999999999999999920549494267108,0.0000000002027390987479598113266511538592966717938358347421621479516747236299999999999999999999979164774787009,0.0000000002427390987479598113266511538592966717938358347421621479516747236299999999999999999999986264642489652,0.00000000003275968587469935054350794834250488323952217999245824746171784737800000000000000000000016431136341465,0.00000000003724031412530064945649205165749511676047782000754175253828215262199999999999999999999920549494267108,0.0000000002027390987479598113266511538592966717938358347421621479516747236299999999999999999999979164774787009,0.0000000002427390987479598113266511538592966717938358347421621479516747236299999999999999999999986264642489652
-130.0,0.0000000001656640149212110058993323766340330088564856919778570539489592522799999999999999999999993123723872133,0.0000000001356640149212110058993323766340330088564856919778570539489592522900000000000000000000005509315906488,0.00000000005417542617291950050717831729199835760177118335793156371280183609799999999999999999999964538720332374,0.00000000002582457382708049949282168270800164239822881664206843628719816390200000000000000000000037008343079729,0.0000000001656640149212110058993323766340330088564856919778570539489592522799999999999999999999993123723872133,0.0000000001356640149212110058993323766340330088564856919778570539489592522900000000000000000000005509315906488,0.00000000005417542617291950050717831729199835760177118335793156371280183609799999999999999999999964538720332374,0.00000000002582457382708049949282168270800164239822881664206843628719816390200000000000000000000037008343079729,0.0000000001656640149212110058993323766340330088564856919778570539489592522799999999999999999999993123723872133,0.0000000001356640149212110058993323766340330088564856919778570539489592522900000000000000000000005509315906488
-120.0,0.0000000000548007811059616938510336331065571790353773925229323339249199729599999999999999999999996095798014994,0.00000000001480078110596169385103363310655717903537739252293233392491997295999999999999999999999889959303123506,0.000000000001114505266076008110360954672581188388616426141760056182389078959000000000000000000000242840662179357,0.00000000000888549473392399188963904532741881161138357385823994381761092104099999999999999999999993465603038673,0.0000000000548007811059616938510336331065571790353773925229323339249199729599999999999999999999996095798014994,0.00000000001519921889403830614896636689344282096462260747706766607508002704000000000000000000000069656177552476,0.000000000001114505266076008110360954672581188388616426141760056182389078959000000000000000000000242840662179357,0.00000000003888549473392399188963904532741881161138357385823994381761092104099999999999999999999999897847261577,0.0000000000548007811059616938510336331065571790353773925229323339249199729599999999999999999999996095798014994,0.00000000001519921889403830614896636689344282096462260747706766607508002704000000000000000000000069656177552476
-110.0,0.00000000006282096073613831647255507062135436515607245590580384009184083696999999999999999999999914548725999476,0.00000000002282096073613831647255507062135436515607245590580384009184083697000000000000000000000030817103160729,0.00000000000957368849051992603510053382755099112497147896886178877920559053500000000000000000000010785166832846,0.00000000000957368849051992603510053382755099112497147896886178877920559053500000000000000000000010785166832846,0.00000000006282096073613831647255507062135436515607245590580384009184083696999999999999999999999914548725999476,0.00000000002282096073613831647255507062135436515607245590580384009184083697000000000000000000000030817103160729,0.00000000000957368849051992603510053382755099112497147896886178877920559053500000000000000000000010785166832846,0.00000000000957368849051992603510053382755099112497147896886178877920559053500000000000000000000010785166832846,0.00000000006282096073613831647255507062135436515607245590580384009184083696999999999999999999999914548725999476,0.00000000002282096073613831647255507062135436515607245590580384009184083697000000000000000000000030817103160729
-100.0,0.00000000001186755156372428362890937730282606965395175336222749753091927543999999999999999999999859034188706867,0.00000000001186755156372428362890937730282606965395175336222749753091927543999999999999999999999859034188706867,0.000000000001599366862258554681268932048645339982517497238871761506312776259000000000000000000000121108980712,0.00000000002040063313774144531873106795135466001748250276112823849368722374099999999999999999999980121610746417,0.00000000001186755156372428362890937730282606965395175336222749753091927543999999999999999999999859034188706867,0.00000000001813244843627571637109062269717393034604824663777250246908072456000000000000000000000100581291969115,0.000000000001599366862258554681268932048645339982517497238871761506312776259000000000000000000000121108980712,0.000000000001599366862258554681268932048645339982517497238871761506312776259000000000000000000000121108980712,0.00000000001186755156372428362890937730282606965395175336222749753091927543999999999999999999999859034188706867,0.00000000001813244843627571637109062269717393034604824663777250246908072456000000000000000000000100581291969115
-90.0,0.00000000001903315300438206573940830883758233034495963813777487515396736184999999999999999999999943033372110324,0.00000000004096684699561793426059169116241766965504036186222512484603263815000000000000000000000069831116335484,0.000000000001284929965164697746016180859765631755637186513605501167584993099000000000000000000000337299924306862,0.00000000002871507003483530225398381914023436824436281348639449883241500690099999999999999999999972702251792218,0.00000000001903315300438206573940830883758233034495963813777487515396736184999999999999999999999943033372110324,0.00000000001903315300438206573940830883758233034495963813777487515396736184999999999999999999999943033372110324,0.00000000001871507003483530225398381914023436824436281348639449883241500690100000000000000000000001769346082531,0.00000000009128492996516469774601618085976563175563718651360550116758499309900000000000000000000006209961552476,0.00000000001903315300438206573940830883758233034495963813777487515396736184999999999999999999999943033372110324,0.00000000001903315300438206573940830883758233034495963813777487515396736184999999999999999999999943033372110324
-80.0,0.00000000001685070422459470378540962120954482395761099723616268083153245192800000000000000000000007644520979305,0.00000000004685070422459470378540962120954482395761099723616268083153245192799999999999999999999967260001655287,0.000000000004935807380055075354175454881015412460525862050316775092236815779999999999999999999999896452380067345,0.000000000013064192619944924645824545118984587539474137949683224907763184220000000000000000000000188957848817,0.00000000002685070422459470378540962120954482395761099723616268083153245192800000000000000000000025394190235914,0.000000000006850704224594703785409621209544823957610997236162680831532451927999999999999999999999898948517226967,0.000000000004935807380055075354175454881015412460525862050316775092236815779999999999999999999999896452380067345,0.000000000013064192619944924645824545118984587539474137949683224907763184220000000000000000000000188957848817,0.00000000002685070422459470378540962120954482395761099723616268083153245192800000000000000000000025394190235914,0.000000000006850704224594703785409621209544823957610997236162680831532451927999999999999999999999898948517226967
-70.0,0.00000000003724031412530064945649205165749511676047782000754175253828215262199999999999999999999920549494267108,0.00000000005275968587469935054350794834250488323952217999245824746171784737800000000000000000000051930474854682,0.00000000001778145344404605696394430216365164801659727414086858802137954114699999999999999999999989974287742564,0.000000000002218546555953943036055697836348351983402725859131411978620458852999999999999999999999987082872237315,0.00000000002724031412530064945649205165749511676047782000754175253828215262199999999999999999999996433352104343,0.00000000002275968587469935054350794834250488323952217999245824746171784737799999999999999999999998681467084856,0.00000000001778145344404605696394430216365164801659727414086858802137954114699999999999999999999989974287742564,0.000000000002218546555953943036055697836348351983402725859131411978620458852999999999999999999999987082872237315,0.00000000002724031412530064945649205165749511676047782000754175253828215262199999999999999999999996433352104343,0.00000000002275968587469935054350794834250488323952217999245824746171784737899999999999999999999950848490930503
-60.0,0.00000000003711450526607600811036095467258118838861642614176005618238907895899999999999999999999994549348447883,0.0000000000188854947339239918896390453274188116113835738582399438176109210409999999999999999999996439850874836,0.00000000001469542659033251851639005461107137920053389928085925398899948566399999999999999999999993565029610908,0.000000000008304573409667481483609945388928620799466100719140746011000514336000000000000000000000004424461323697,0.0000000000311145052660760081103609546725811883886164261417600561823890789590000000000000000000003071631044084,0.00000000001111450526607600811036095467258118838861642614176005618238907895899999999999999999999995216971927622,0.00000000001469542659033251851639005461107137920053389928085925398899948566399999999999999999999993565029610908,0.000000000008304573409667481483609945388928620799466100719140746011000514336000000000000000000000004424461323697,0.0000000000311145052660760081103609546725811883886164261417600561823890789590000000000000000000003071631044084,0.00000000001111450526607600811036095467258118838861642614176005618238907895999999999999999999999994200759320192
