voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,142865221.6866819,437091.23965534702,142428130.44702655,326.85446132330003,1.3369967741219205e+18
-140,118932163.47022185,399649.3087426264,118532514.16147922,297.59131535696963,4.1110615117470746e+17
-130,99241895.064548522,366207.20243857335,98875687.862109959,270.99929876773825,5.3442033926063411e+17
-120,83048557.956810564,336430.22090301692,82712127.735907525,246.85225285023085,9.4915432716332826e+17
-110,69741773.770268172,310020.34609636012,69431753.424171805,224.95869915773568,8.7019969744997453e+17
-100,58822543.137270421,286713.25911487249,58535829.878155552,205.16157264182536,9.6273357734745997e+17
-90,49883569.880745359,266275.69479826093,49617294.185947098,187.33805170816947,1.794336023653281e+18
-80,42593224.355225936,248503.10713354198,42344721.248092391,171.39916215348146,1.2508436490570488e+18
-70,36682505.438226856,233217.62208979434,36449287.816137053,157.28873791579616,4.6632613232405197e+17
-60,31934480.62770395,220266.25739507109,31714214.37030888,144.98126497162951,1.4970384977738189e+18
-50,28175782.802167311,209519.39143840355,27966263.410728909,134.47816265947245,3.8156361522406006e+18
-40,25269824.410497855,200869.46597315086,25068954.944524709,125.80221831164492,7.9081951788096704e+17
-30,23111458.474723816,194229.90963791663,22917228.565085895,118.99021380284937,3.8162085612360691e+17
-20,21622873.561649635,189534.27152126568,21433339.290128369,114.08424127255294,3.4200306967977242e+18
-10,20750559.123983353,186735.5560986682,20563823.567884684,111.12269970170586,1.4446336792169413e+18
0,20463220.302053221,185805.75288549406,20277414.549167726,110.13232897403357,6.891891587445664e+17
10,20750559.123983361,186735.5560986682,20563823.567884687,111.12269970170587,2.8176279679796909e+17
20,21622873.561649632,189534.27152126568,21433339.290128365,114.08424127255293,6.6085342634635072e+17
30,23111458.474723816,194229.90963791663,22917228.565085895,118.99021380284937,3.8162085612360691e+17
40,25269824.410497855,200869.46597315086,25068954.944524709,125.80221831164492,7.9081951788096704e+17
50,28175782.802167311,209519.39143840355,27966263.410728909,134.47816265947245,3.8156361522406006e+18
60,31934480.62770395,220266.25739507109,31714214.37030888,144.98126497162951,1.4970384977738189e+18
70,36682505.438226856,233217.62208979434,36449287.816137053,157.28873791579616,4.6632613232405197e+17
80,42593224.355225936,248503.10713354198,42344721.248092398,171.39916215348146,8.9994789275742336e+17
90,49883569.880745359,266275.69479826093,49617294.185947098,187.33805170816947,1.794336023653281e+18
100,58822543.137270421,286713.25911487249,58535829.878155552,205.16157264182536,9.6273357734745997e+17
-150,438839375335.71753,0.15466686003107816,438839375335.56281,2837320000209.0869,2.2898016419555438e+23
-140,294141959656.26685,0.15975024427614687,294141959656.10712,1841261407699.6855,6.471069632265522e+23
-130,198770906336.08261,0.16500989760441298,198770906335.9176,1204599901107.791,1.7559451609522564e+23
-120,135683986239.31895,0.17045181065222068,135683986239.14853,796025490841.86719,7.012204700022379e+23
-110,93757957143.49823,0.17608217917607424,93757957143.322174,532467042276.57538,3.5460180496872071e+23
-100,65728674884.42675,0.18190741105649125,65728674884.244835,361330385071.63812,2.4518660179237369e+23
-90,46848628112.502716,0.1879341335412508,46848628112.314796,249282167266.43561,9.8783785641096451e+22
-80,34011956668.083649,0.19416920073621571,34011956667.889481,175166589444.27466,1.3724974458528112e+23
-70,25184098908.682472,0.20061970135218854,25184098908.481853,125531534235.871,1.553854197825494e+23
-60,19029954648.981438,0.20729296671654815,19029954648.774139,91802220550.02446,1.573205964746353e+23
-50,14671420943.890459,0.21419657905871514,14671420943.676262,68495122603.562965,1.8552075236866956e+23
-40,11529246772.647717,0.22133838007880119,11529246772.426378,52088782652.800926,1.8974513993662369e+23
-30,9219848328.2621422,0.22872647980911925,9219848328.0334148,40309492525.554741,1.4547471156661568e+24
-20,7487953621.3555698,0.23636926577855991,7487953621.1191998,31679049290.48848,1.1935094632688569e+23
-10,6162608973.0260658,0.2442754124901832,6162608972.7817926,25228118172.858376,8.7998219704471011e+23
0,5128422247.6983175,0.25245389122272771,5128422247.4458637,20314292732.266747,2.4699243638478593e+23
10,4306747319.7952785,0.2609139801671046,4306747319.5343647,16506387726.088825,6.878244298455781e+23
20,3643358383.6994619,0.26966527490932279,3643358383.4297967,13510669421.283743,6.5445572226760117e+23
30,3100364784.2610679,0.27871769927168144,3100364783.9823503,11123673854.80953,4.9879085598493719e+23
40,2650900922.0581603,0.28808151652447372,2650900921.7700787,9201912549.0578117,6.9098743571329275e+23
50,2407837106.7112927,0.29776734098085839,2407837106.4135261,8086303550.8856497,4.1523725174336523e+23
60,2347135028.7064729,0.30778614998799481,2347135028.3986864,7625863050.6864014,3.1977850995931362e+24
70,2287978061.9631066,0.31814929632797923,2287978061.6449571,7191523251.4122458,2.9923156617043973e+24
80,2230327908.5322137,0.32886852104258585,2230327908.2033453,6781822417.8513098,2.4232704918628801e+24
90,2174147290.921174,0.33995596669629408,2174147290.5812182,6395379119.3889771,5.380761442389149e+24
100,2119399929.948884,0.3514241910925765,2119399929.5974603,6030887980.0211754,7.7229523804644412e+24
-150,1381824210415.1548,0.36106855569148272,1381824210414.7937,3827041121785.9214,2.496607617547491e+25
-140,1264169676174.5222,0.34456105341163362,1264169676174.1775,3668927940803.188,2.1227816787838893e+24
-130,1161865840303.8027,0.32880971197374043,1161865840303.4741,3533550859338.9487,2.4587748202211862e+24
-120,1073854574316.1764,0.31378162638447232,1073854574315.8628,3422299089623.5498,2.0248829030396675e+24
-110,999272562999.86682,0.29944737120819914,999272562999.56726,3337055720235.709,1.2840734373943978e+24
-100,937443390674.5968,0.28578318015501963,937443390674.31104,3280260896271.4038,3.3382338742524126e+24
-90,887872593848.05334,0.27277579522499773,887872593847.78052,3254953736330.2192,6.2553220300667196e+24
-80,850245670687.7843,0.26043314235106224,850245670687.5238,3264736826550.5103,4.9597981396468618e+24
-70,824429092096.54102,0.24880772877755866,824429092096.29224,3313518820926.9995,2.0858109245353748e+25
-60,810474415410.61584,0.23804782218066256,810474415410.37781,3404670574114.8066,6.0509634972325936e+24
-50,808625660990.95471,0.22850930413266571,808625660990.72607,3538699065494.0278,1.327729782951528e+24
-40,819330175483.34924,0.2210000385271865,819330175483.1283,3707375713342.0537,6.2302322416196243e+23
-30,843253274630.50586,0.21731366160761076,843253274630.28845,3880350956274.042,1.9227577768811441e+23
-20,881297034705.95715,0.22139549222553601,881297034705.73572,3980645792951.2769,6.9300466831102451e+22
-10,934623686560.11743,0.2418890476625542,934623686559.87561,3863852851510.4922,3.2291002521640141e+22
0,1004684161785.3492,0.29769792568092063,1004684161785.0514,3374844347629.7256,7.0853510482216641e+22
10,1093252448738.4032,0.43013351997402688,1093252448737.9731,2541658340890.0986,9.196761711763095e+22
20,1202466539530.4194,0.72944679650698929,1202466539529.6899,1648463664915.0022,1.9800743516211399e+21
30,1334876890398.7417,1.392776174047321,1334876890397.3489,958428866943.97742,1.3990234746933325e+21
40,1493503480338.979,2.8507110517585343,1493503480336.1282,523905598716.38794,1.1795604463998573e+21
50,1681902740245.085,6.0437181932052653,1681902740239.0413,278289405044.72693,3.1996186312784826e+20
60,1904245841437.6396,13.025882314617355,1904245841424.6133,146189393965.33139,4.3333576635717694e+20
70,2165410083439.1208,28.283530876373511,2165410083410.8372,76560811763.710297,4.3057762388904686e+20
80,2632385508884.7246,61.615231458296776,2632385508823.1094,42722967139.487434,2.3690536735808844e+19
90,5749365578812.6602,134.42196988336633,5749365578678.2383,42771026074.094894,3.0682916497606132e+19
100,12557135829686.215,293.44547547873293,12557135829392.77,42792058078.933563,1.6197185696059788e+20
-150,4055487373.8896866,149.37612952975678,4055487224.513557,27149500.972187161,4.5224557960024694e+18
-140,3830561028.5894413,98.613274003813515,3830560929.9761682,38844273.930518813,1.4343845987629072e+19
-130,3630531296.3090453,65.303805861859459,3630531231.00524,55594482.563373052,4.5697022703717617e+18
-120,3456912323.1898336,43.466203226139221,3456912279.7236304,79531039.442408785,2.033531317979861e+19
-110,3312299549.8648314,29.170720969237305,3312299520.6941104,113548772.1869438,1.6983997696563683e+19
-100,3200708001.9707747,19.835764705355352,3200707982.1350088,161360454.18539533,5.8216872812217188e+19
-90,3128033519.8854861,13.765579092969167,3128033506.1199074,227235882.97735649,3.4512116479354701e+21
-80,3102680035.8229275,9.8464912727160385,3102680025.9764361,315105142.52119881,2.7321813650635096e+20
-70,3136411250.3151608,7.347332818646426,3136411242.9678288,426877525.1823929,7.8406494142941744e+20
-60,3245505684.1345162,5.788312250998727,3245505678.3462038,560699828.1017977,8.814426877566592e+20
-50,3452321985.6627002,4.8548632112650605,3452321980.8078365,711105923.16011059,1.3214604464553798e+21
-40,3787419128.1852617,4.3410442331521404,3787419123.8442173,872467296.98377693,9.915898371646115e+20
