voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,433542989.0448944,12522.845398806085,433530466.19949561,34620.16620329977,20066516639451548.0
-140,381737748.32482415,14312.805243240478,381723435.51958096,26671.064255912221,26669096508997616.0
-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188986,27600054772609536.0
-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,1.2896229862459747e+17
-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,51053987659255648.0
-100,234492411.26088765,24423.715527832945,234467987.54535985,9601.0130397098346,47345945310190120.0
-90,209429907.32486603,27914.732836956449,209401992.59202904,7502.486538133754,35407644744533704.0
-80,188066307.04156119,31904.740639099407,188034402.30092213,5894.6195228142715,52354484453218736.0
-70,170024291.33495164,36465.062416810324,169987826.27253482,4662.6628357715572,25730468936322952.0
-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.7034046698795,21607174914248168.0
-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949681,24725846290140440.0
-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,35841963508553720.0
-30,125467256.75111784,62224.860608192634,125405031.89050964,2016.3525562739239,3.5917305672844429e+17
-20,120248782.00473879,71119.00553030528,120177662.9992085,1690.810791125283,75671462229810480.0
-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427975,2.2192352408212435e+17
0,116128595.55343381,92902.876442747031,116035692.67699106,1250.0,1.268199048315245e+17
10,117154114.04734012,81284.439984003053,117072829.60735612,1441.2858607427975,23378122275769540.0
20,120248782.00473882,71119.00553030528,120177662.99920852,1690.810791125283,1.2839921293048638e+17
30,125467256.75111784,62224.860608192655,125405031.89050964,2016.3525562739239,25114907840878124.0
40,132901705.80709337,54443.017711476496,132847262.78938188,2441.1157094820237,69159131407602520.0
50,142683434.73031151,47634.37231616542,142635800.35799536,2995.388157594969,30193917453911000.0
60,154985206.20450804,41677.216314127247,154943528.9881939,3718.7034046698795,67842787320256336.0
70,170024291.3349517,36465.062416810324,169987826.27253488,4662.6628357715581,13021817626174064.0
80,188066307.04156128,31904.740639099426,188034402.30092219,5894.6195228142715,6.2630711309181248e+17
90,209429907.32486615,27914.732836956471,209401992.59202921,7502.4865381337549,26958623951767264.0
100,234492411.2608878,24423.715527832956,234467987.54536,9601.0130397098364,14619957104338416.0
-150,20236657.109330755,9.6045347052819838e-05,20236657.109234709,210698984701.48346,49476049974960848.0
-140,19145365.272158947,9.547080033429762e-05,19145365.272063471,200536344150.46399,3.4023714584559456e+17
-130,19076298.168978047,9.4899690574898278e-05,19076298.168883145,201015388495.10086,5.565420956108992e+17
-120,19008734.974018209,9.4331997214608824e-05,19008734.973923881,201508878591.56241,2.7467199087185997e+17
-110,18942875.761559039,9.3767699816406944e-05,18942875.761465266,202019200627.17075,2.3254798463229552e+17
-100,18878954.681109697,9.3206778065525381e-05,18878954.681016494,202549160832.89124,3.6122320339822726e+17
-90,18817245.797942877,9.264921176872052e-05,18817245.797850225,203102060327.46625,7.011787788019799e+17
-80,18758069.953362808,9.2094980853545482e-05,18758069.953270715,203681783518.61465,2.7343919601483973e+19
-70,18701802.827333879,9.1544065367627411e-05,18701802.827242333,204292902573.53336,7.3029920667087232e+17
-60,18648884.419918261,9.0996445477949364e-05,18648884.419827264,204940800950.70676,4.3648820818359411e+17
-50,18599830.208322227,9.0452101470136161e-05,18599830.208231773,205631819559.91568,4.7455581109171085e+17
-40,18555244.284550305,8.991101374774471e-05,18555244.284460392,206373429807.04333,2.7776024882432784e+17
-30,18515834.836316694,8.937316283155858e-05,18515834.836227324,207174438608.75165,4.8422336907456742e+17
-20,18482432.402908586,8.88385293588867e-05,18482432.402819749,208045231458.5704,7.6393676827831232e+17
-10,18456011.420499444,8.8307094082866342e-05,18456011.420411136,208998060826.01407,6.1734300007257216e+17
0,18437715.67085167,8.7778837871770106e-05,18437715.670763887,210047388617.58487,7.2455385695328282e+17
10,18428888.366936047,8.7253741708317377e-05,18428888.366848789,211210293176.22174,1.3839959093972964e+18
20,18431107.753016841,8.673178668898958e-05,18431107.752930105,212506953409.23526,7.1809956838827802e+17
30,18446229.270445846,8.6212954023349626e-05,18446229.270359632,213961225194.18524,7.9863030153214144e+17
40,18476435.550191853,8.5697225033365507e-05,18476435.55010616,215601328316.03601,3.2260347932409254e+19
50,18524295.74686918,8.5184581152737902e-05,18524295.746783994,217460665958.48715,3.8670920077602161e+18
60,18592836.036374111,8.4675003926231774e-05,18592836.036289435,219578803357.03375,1.6493307981222426e+18
70,18685623.472055681,8.4168475009011859e-05,18685623.471971512,222002637805.36615,1.0453622069345423e+18
80,18806865.847237084,8.3664976165982537e-05,18806865.847153414,224787799017.9097,6.5582203611667558e+17
90,19112718.2616565,8.3164489271130953e-05,19112718.261573333,229818260523.9798,2.5840875699024763e+18
100,22073046.540385626,8.2666996306874943e-05,22073046.540302958,267011595031.78824,1.3614341080346117e+18
-150,910818957109835.88,0.0020897933094576548,910818957109835.88,4.3584164662973914e+17,3.6473955775384356e+21
