voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,217679256.81744507,27981.808654549848,217651275.00879049,7779.3133211941386,53325772427414008.0
-140,203843166.46305931,30312.331445629086,203812854.1316137,6724.7604107486977,30972525816467764.0
-130,191312368.307163,32836.956646126979,191279531.35051689,5826.129697976372,21062270159461604.0
-120,180006622.46064174,35571.85047655263,179971050.61016518,5060.3671175131594,1.7188165152931974e+17
-110,169853533.55156502,38534.525594516781,169814999.02597052,4407.8272907486917,33373371632746840.0
-100,160788087.14764389,41743.953235529727,160746343.19440836,3851.7695303182641,53252925282693032.0
-90,152752233.44190085,45220.684693677606,152707012.75720721,3377.9283634610124,52773823213046056.0
-80,145694515.53571957,48986.982920067894,145645528.55279949,2974.1475561671041,24346958710299424.0
-70,139569739.93901691,53066.965081723632,139516672.97393519,2630.0682491278362,3.1225360732585792e+17
-60,134338687.17761284,57486.756993789815,134281200.42061904,2336.8632047225274,23942153587282884.0
-50,129967860.654698,62274.660413945487,129905585.99428406,2087.010347238981,36436473743360472.0
-40,126429272.15825479,67461.334270276828,126361810.82398452,1874.0997865789166,18615813585467740.0
-30,123700262.64094688,73079.990983088384,123627182.6499638,1692.6693747071295,2.0842089007312806e+17
-20,121763357.12485696,79166.60913778223,121684190.51571918,1538.0645761010046,36577010385442224.0
-10,120606152.80196723,85760.163870637698,120520392.63809662,1406.3190572244232,28750079576937948.0
0,120221239.61384444,92902.876442747031,120128336.73740172,1294.0529315896135,17682032545690676.0
10,120606152.80196723,85760.163870637698,120520392.63809662,1406.3190572244232,65062383876720104.0
20,121763357.12485696,79166.60913778223,121684190.51571918,1538.0645761010046,62883526894294416.0
30,123700262.64094688,73079.990983088399,123627182.6499638,1692.6693747071295,28094976577728660.0
40,126429272.15825485,67461.334270276857,126361810.82398456,1874.099786578917,17522242639041388.0
50,129967860.65469804,62274.660413945508,129905585.99428408,2087.010347238981,1.2341056864821187e+17
60,134338687.17761287,57486.756993789844,134281200.42061907,2336.8632047225269,82575359558233120.0
70,139569739.93901694,53066.965081723654,139516672.97393522,2630.0682491278362,47032505089206064.0
80,145694515.53571963,48986.982920067931,145645528.55279955,2974.1475561671032,89614691773573392.0
90,152752233.44190088,45220.684693677635,152707012.75720721,3377.9283634610106,9.209032150676704e+17
100,160788087.14764395,41743.953235529763,160746343.19440842,3851.7695303182618,2.0183686447818787e+17
-150,832350107672487.38,0.098009573834713315,832350107672487.25,8492538790916395.0,1.5090058278624448e+17
-140,742673655602414.75,0.072636326818601354,742673655602414.75,10224548626435008.0,1.1511778749588131e+17
-130,662659308585114.75,0.052977387209823285,662659308585114.75,12508342587009306.0,4.4724077604018176e+17
-120,591266064006944.5,0.038639117346732491,591266064006944.5,15302266319935610.0,4.9413995525463232e+17
-110,527565079845378.5,0.028181483987147794,527565079845378.5,18720273215064728.0,3.4453852651557901e+17
-100,470727590315071.62,0.020554197255363255,470727590315071.62,22901774487556000.0,3.6700734322717747e+17
-90,420014123510833.25,0.014991227041310272,420014123510833.25,28017327891401404.0,1.6128463294307158e+17
-80,374764880767974.56,0.010933868416849565,374764880767974.56,34275598212837984.0,1.4105279370721669e+18
-70,334391152574506.56,0.0079746293100322139,334391152574506.56,41931874144148248.0,1.1716230561745316e+18
-60,298367659355280.5,0.0058163049167870582,298367659355280.5,51298489956076712.0,2.5014433379277693e+17
-50,266225717480802.88,0.0042421285767456759,266225717480802.88,62757578575102120.0,5.8402884474973555e+17
-40,237547141589678.53,0.0030940012807277551,237547141589678.53,76776678493747712.0,4.6258043951758438e+17
-30,211958803893119.81,0.0022566133373752525,211958803893119.81,93927834415645472.0,1.0572605747803552e+18
-20,189127779677326.81,0.001645863492733296,189127779677326.81,1.1491097561392595e+17,1.536879067414793e+18
-10,168757015846006.69,0.0012004124020037145,168757015846006.69,1.4058253277316984e+17,5.543464517445223e+17
0,150581466150071.91,0.00087552214460463263,150581466150071.91,1.719904711468735e+17,8.604367797911881e+17
10,134364642823169.88,0.00063856306750379919,134364642823169.88,2.1041718455220627e+17,7.278699111783593e+17
20,119895539759146.3,0.00046573669631622908,119895539759146.3,2.5743202265886906e+17,2.0844004992963792e+17
30,106985887201307.42,0.0003396855868026927,106985887201307.42,3.1495562766827213e+17,3.7966404707882414e+18
40,95467702226311.703,0.00024775006735381635,95467702226311.703,3.8533875387396992e+17,2.9167766673328582e+17
50,85191103153803.984,0.00018069679214700778,85191103153803.984,4.7145885735755526e+17,5.9270396226163046e+17
60,76022359446566.062,0.00013179140995182449,76022359446566.062,5.7683850164707686e+17,1.1288440404907085e+17
70,67842151729673.562,9.6122214073170363e-05,67842151729673.562,7.0579056447899328e+17,2.2784438213640592e+17
80,60544019290776.32,7.0106845671548938e-05,60544019290776.32,8.6359639648352563e+17,88352587412978160.0
90,54032974862723.273,5.1132507271139161e-05,54032974862723.273,1.056724532912182e+18,3.2402514162901286e+17
100,48224268666067.406,3.729355207453215e-05,48224268666067.406,1.2930993692874824e+18,46647591988970496.0
-150,3834414743785233.0,42.662055155098507,3834414743785190.5,89878809866171.781,88923417038484944.0
-140,2975768491077186.0,71.215456968271113,2975768491077115.0,41785429986119.32,4.7810131165026419e+17
-130,2312755184899583.0,118.87944199503865,2312755184899464.0,19454626856307.961,59520164949476336.0
-120,1800897390095998.2,198.44458395244416,1800897390095799.5,9075064454908.8359,1.2410660832291629e+17
-110,1405832344195580.5,331.26209409447108,1405832344195249.2,4243867225553.0024,2.2565353566861626e+17
-100,1101011840786412.0,552.97339336885693,1101011840785859.0,1991075617723.2383,7.913422274283264e+17
-90,865925170605042.5,923.07444535644606,865925170604119.38,938088119502.28442,5.7778083772725824e+17
-80,684726174530058.38,1540.8814273668793,684726174528517.5,444373046730.88721,7.939471809199561e+17
-70,545172511512516.75,2572.1821085485103,545172511509944.5,211949422127.09775,5.3422443080689843e+17
-60,437806142284757.81,4293.724800644105,437806142280464.06,101964183223.63887,1.2787202516194273e+18
-50,355320175236449.25,7167.4834384373344,355320175229281.75,49573909488.365234,5.9982382743441536e+17
-40,292069694819618.69,11964.6277359385,292069694807654.06,24411097550.684368,9.2349371263050163e+17
-30,243693830176436.56,19972.465662341197,243693830156464.09,12201489505.420959,1.1727878651405819e+18
-20,206823767440259.59,33339.891005151163,206823767406919.69,6203492609.1481342,3.044811589757904e+17
-10,178857161716626.06,55654.036463370852,178857161660972.03,3213732068.3710399,80967959568577552.0
0,157845239601204.84,92902.876442747031,157845239508301.97,1699035009.9491227,2.0602760355580294e+17
10,192645238832000.97,71776.319388685413,192645238760224.62,2683966529.2501602,2.0136534049213977e+19
20,266926211572478.28,55454.04213788241,266926211517024.25,4813467175.3735428,3.9828178386492006e+17
30,403351721886393.81,42843.528556784637,403351721843550.38,9414530863.2036037,1.7107440214362368e+17
40,640688280608886.0,33100.705889608827,640688280575785.25,19355728628.434319,2.0479218773629645e+19
