voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,433542989.0448944,12522.845398806085,433530466.19949561,34620.16620329977,27612151867747860.0
-140,381737748.32482415,14312.805243240478,381723435.51958096,26671.064255912221,29119609347942860.0
-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188986,31022657707174580.0
-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,1.606061600632967e+17
-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,26038298714574720.0
-100,234492411.26088765,24423.715527832945,234467987.54535985,9601.0130397098346,2.1921607017842566e+17
-90,209429907.32486603,27914.732836956449,209401992.59202904,7502.486538133754,24738038724572444.0
-80,188066307.04156119,31904.740639099407,188034402.30092213,5894.6195228142715,2.3801768250407773e+17
-70,170024291.33495164,36465.062416810324,169987826.27253482,4662.6628357715572,43952102592825552.0
-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.7034046698795,3.7902268865292122e+17
-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949681,72212760490408800.0
-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,3.376899092244569e+17
-30,125467256.75111784,62224.860608192634,125405031.89050964,2016.3525562739239,73598288752054960.0
-20,120248782.00473879,71119.00553030528,120177662.9992085,1690.810791125283,50210699950763040.0
-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427975,26298196219460348.0
0,116128595.55343381,92902.876442747031,116035692.67699106,1250.0,1.1552301873496093e+17
10,117154114.04734012,81284.439984003053,117072829.60735612,1441.2858607427975,83969650282179664.0
20,120248782.00473882,71119.00553030528,120177662.99920852,1690.810791125283,2.2066829855944464e+17
30,125467256.75111784,62224.860608192655,125405031.89050964,2016.3525562739239,1.1066516603323036e+18
40,132901705.80709337,54443.017711476496,132847262.78938188,2441.1157094820237,1.0553362836998813e+17
50,142683434.73031151,47634.37231616542,142635800.35799536,2995.388157594969,1.5081140421578419e+17
60,154985206.20450804,41677.216314127247,154943528.9881939,3718.7034046698795,48221667280540536.0
70,170024291.3349517,36465.062416810324,169987826.27253488,4662.6628357715581,1.200895216810401e+17
80,188066307.04156128,31904.740639099426,188034402.30092219,5894.6195228142715,65513236842756968.0
90,209429907.32486615,27914.732836956471,209401992.59202921,7502.4865381337549,81107499520783968.0
100,234492411.2608878,24423.715527832956,234467987.54536,9601.0130397098364,47457021003480096.0
-150,2772604398.3678412,9.6045347052819838e-05,2772604398.3677454,28867659740383.43,1.8918659900925565e+17
-140,2315947023.6688466,9.547080033429762e-05,2315947023.6687512,24258171247746.93,1.6030934168832547e+17
-130,1934543938.0771687,9.4899690574898278e-05,1934543938.0770733,20385144844601.531,1.2676235753828874e+18
-120,1616010185.6727734,9.4331997214608824e-05,1616010185.6726787,17131092666216.848,1.9765440144312096e+17
-110,1350005640.880276,9.3767699816406944e-05,1350005640.8801825,14397341979418.586,1.1809936858075185e+18
-100,1127900024.5886755,9.3206778065525381e-05,1127900024.5885825,12101051532923.387,2.9509738071842345e+18
-90,942493845.10110593,9.264921176872052e-05,942493845.10101354,10172713044271.178,8.7451472878100621e+17
-80,787786348.140558,9.2094980853545482e-05,787786348.14046574,8554063867968.4316,2.7714525089514458e+17
-70,658783147.31955278,9.1544065367627411e-05,658783147.31946135,7196350136668.9053,3.6751957212165361e+18
-60,551337579.52464306,9.0996445477949364e-05,551337579.52455211,6058891384479.9072,4.4849177916191757e+17
-50,462021042.74105328,9.0452101470136161e-05,462021042.7409628,5107908331942.9004,2.2788538308916204e+18
-40,388018679.74162346,8.991101374774471e-05,388018679.74153358,4315585639266.0942,1.1408824074587436e+18
-30,327047824.44272923,8.937316283155858e-05,327047824.44263989,3659351578047.1553,5.996850711947393e+18
-20,277297689.01575446,8.88385293588867e-05,277297689.01566565,3121367395621.0728,1.7329544089724122e+18
-10,237389910.18547955,8.8307094082866342e-05,237389910.18539125,2688231479599.0874,7.925163062939543e+17
0,310314264.45929021,8.7778837871770106e-05,310314264.45920241,3535183103159.8574,2.2169603736812549e+18
10,433596132.24227786,8.7253741708317377e-05,433596132.24219054,4969370066578.4248,1.1290498208872732e+18
20,606260397.01809835,8.673178668898958e-05,606260397.01801157,6990060047904.6973,9.2381357404384998e+17
30,847991615.13588881,8.6212954023349626e-05,847991615.13580251,9836011591787.2578,4.838173233425287e+17
40,1186343616.4820313,8.5697225033365507e-05,1186343616.481946,13843430939801.592,8.1686903716985242e+17
50,1659880010.217546,8.5184581152737902e-05,1659880010.2174606,19485686115440.809,1.6802024896636234e+18
60,2322569290.7952681,8.4675003926231774e-05,2322569290.7951827,27429219759100.012,2.6326844753024413e+17
70,3249935443.0027137,8.4168475009011859e-05,3249935443.0026288,38612264777931.93,4.1961157068589517e+17
80,4547664999.7199478,8.3664976165982537e-05,4547664999.7198639,54355660015940.938,8.9968488659514227e+17
90,6363651444.4943333,8.3164489271130953e-05,6363651444.4942503,76518854384444.094,2.8094100474420038e+17
100,8904849574.9879055,8.2666996306874943e-05,8904849574.9878273,107719524995579.69,2.6691021778638534e+17
-150,1016727227961015.6,1.0123105102142333e-05,1016727227961015.6,1.0043630069057048e+20,5.3816651933714932e+19
-140,837100510720270.75,1.4951631810319604e-05,837100510720270.75,5.5987234125341753e+19,1.156421735635555e+20
-130,689208713849516.25,2.2083273021046812e-05,689208713849516.25,3.1209536430249935e+19,1.6185456952986839e+20
-120,567445181610643.38,3.261657011815289e-05,567445181610643.38,1.7397451036546277e+19,4.1257913448738488e+19
-110,467193794517121.62,4.8174047626838315e-05,467193794517121.62,9.6980390382817362e+18,6.0857636250224157e+19
-100,384653969821055.75,7.1152143108427912e-05,384653969821055.75,5.4060770767633275e+18,1.1376475047658393e+20
-90,316696579428094.94,0.00010509034881473724,316696579428094.94,3.0135648325461002e+18,8.399967959697526e+19
-80,260745323013307.91,0.00015521642682179442,260745323013307.91,1.6798822673110001e+18,2.7019023659578696e+19
-70,214679059131513.84,0.00022925168131088101,214679059131513.84,9.364339572297152e+17,4.2541367586395472e+19
-60,176751391644628.44,0.00033860033026147571,176751391644628.44,5.2200596351496928e+17,1.5125588625320641e+20
-50,145524462947440.91,0.00050010618459851925,145524462947440.91,2.9098712919190682e+17,5.6847422452401458e+20
-40,119814444061489.08,0.00073864722955394014,119814444061489.08,1.6220793806245443e+17,2.8026285118834627e+19
-30,98646655102683.781,0.0010909677715057933,98646655102683.781,90421236703012864.0,2.7926470701601124e+19
-20,81218614723169.469,0.0015487763477584936,81218614723169.469,52440505590568448.0,3.8026719582327235e+19
-10,66869617722903.758,0.0013802507231241144,66869617722903.758,48447442629516176.0,1.4955200785661913e+19
0,55055687517817.352,0.0012300627275473534,55055687517817.352,44758438968063032.0,9.348909695597226e+18
10,45328953922495.961,0.0010962170048906237,45328953922495.961,41350347349354168.0,2.8800782171337392e+19
20,37320674482313.094,0.00097693531793085608,37320674482313.094,38201786543410152.0,6.3439574602085171e+18
30,30727255735047.762,0.00087063292319196372,30727255735047.762,35293009162109048.0,1.8319271825264185e+19
40,25298744534895.953,0.00077589751648167199,25298744534895.953,32605781043885524.0,3.1503885186795261e+20
50,20829353248554.0,0.00069147046940894197,20829353248554.0,30123272316110048.0,6.139985002037266e+19
60,17149659790504.195,0.0006162301075955521,17149659790504.195,27829960884936120.0,3.1745467438546047e+19
70,14120187035903.787,0.00054917680842078655,14120187035903.787,25711550122642312.0,5.1130845123340919e+19
80,11626118556484.188,0.00048941972031198773,11626118556484.188,23754904173197084.0,4.2328090255220961e+18
