voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3
-150.0,0.000000001843958740215529332289811001908500162569426039990707151160289470170000000000000000000000330977884834,0.0000000102360412597844706677101889980914998374305739600092928488397105298299999999999999999999996642496901,0.00000003657604125978447066771018899809149983743057396000929284883971052982999999999999999999999995923771089,0.00000004382604125978447066771018899809149983743057396000929284883971052983000000000000000000000036640770273,0.000000001721458037213721450045071729973292238526613107718309492871017600163000000000000000000000237069744245,0.000000002332541962786278549954928270026707761473386892281690507128982399835999999999999999999999632435685861,0.0000000005725419627862785499549282700267077614733868922816905071289823998369999999999999999999997500872445934,0.0000000004625419627862785499549282700267077614733868922816905071289823998369999999999999999999996702941682433,0.000000001446041259784470667710188998091499837430573960009292848839710529830000000000000000000000012647171225,0.00000001569395874021552933228981100190850016256942603999070715116028947016999999999999999999999990772083205,0.00000004717395874021552933228981100190850016256942603999070715116028947016999999999999999999999967515227985,0.00000005411395874021552933228981100190850016256942603999070715116028947017000000000000000000000019793642777
-140.0,0.000000001654429083647599116445669283311933655949752615128251379440682406280000000000000000000000048256846539,0.00000001116442908364759911644566928331193365594975261512825137944068240628000000000000000000000030726270797,0.00000000342442908364759911644566928331193365594975261512825137944068240627999999999999999999999962977221883,0.000000005635570916352400883554330716688066344050247384871748620559317593720000000000000000000000132564644633,0.000000004610883774626735864308401217695373466624229016482258901650734771790000000000000000000000041866131545,0.000000006069116225373264135691598782304626533375770983517741098349265228209999999999999999999999916709164001,0.000000006419116225373264135691598782304626533375770983517741098349265228210000000000000000000000042914142714,0.000000006259116225373264135691598782304626533375770983517741098349265228210000000000000000000000011972874472,0.000000002114429083647599116445669283311933655949752615128251379440682406279999999999999999999999786087266133,0.000000004124429083647599116445669283311933655949752615128251379440682406279999999999999999999999882182176256,0.000000006884429083647599116445669283311933655949752615128251379440682406280000000000000000000000181835235697,0.00000001487442908364759911644566928331193365594975261512825137944068240627999999999999999999999967873141336
-130.0,0.0000000003060396139830306246630118928567039191898435015741962064745421441109999999999999999999995987579272634,0.000000009113960386016969375336988107143296080810156498425803793525457855888999999999999999999999999112972009,0.00000001941396038601696937533698810714329608081015649842580379352545785588900000000000000000000023532848208,0.00000003932396038601696937533698810714329608081015649842580379352545785588999999999999999999999921818120489,0.000000003376474514105054615237156879487818405682885395520118126708813117628000000000000000000000083294768212,0.000000004243525485894945384762843120512181594317114604479881873291186882371999999999999999999999868738316542,0.00000000372352548589494538476284312051218159431711460447988187329118688237200000000000000000000000226301249,0.000000003843525485894945384762843120512181594317114604479881873291186882371999999999999999999999791385145937,0.000000002213960386016969375336988107143296080810156498425803793525457855889000000000000000000000186315594345,0.0000000006439603860169693753369881071432960808101564984258037935254578558899999999999999999999999310632280794,0.00000001152603961398303062466301189285670391918984350157419620647454214411000000000000000000000072529930901,0.0000000316260396139830306246630118928567039191898435015741962064745421441090000000000000000000002919076299
-120.0,0.0000000008882419238375307177574740936481061036103638189139592086947782494519999999999999999999996364882598448,0.000000004961758076162469282242525906351893896389636181086040791305221750548000000000000000000000265861817149,0.000000001681758076162469282242525906351893896389636181086040791305221750548000000000000000000000099733453656,0.000000009161758076162469282242525906351893896389636181086040791305221750548999999999999999999999429321258287,0.00000000255694215104203206095010717740271131046060881702261681880102764057000000000000000000000009170717522,0.000000002858057848957967939049892822597288689539391182977383181198972359430000000000000000000000048386578126,0.000000003163057848957967939049892822597288689539391182977383181198972359429999999999999999999999844024075761,0.000000002443057848957967939049892822597288689539391182977383181198972359429999999999999999999999704788368672,0.000000003071758076162469282242525906351893896389636181086040791305221750548000000000000000000000427056675942,0.00000001163824192383753071775747409364810610361036381891395920869477824945200000000000000000000036937276788,0.00000001833824192383753071775747409364810610361036381891395920869477824945200000000000000000000037757737798,0.000000025728241923837530717757474093648106103610363818913959208694778249451999999999999999999999524359982
-110.0,0.00000000095624254931136791030686648408215640979523329955885440488856822617999999999999999999999980415035653,0.000000004283757450688632089693133515917843590204766700441145595111431773820000000000000000000000506924725194,0.00000001218375745068863208969313351591784359020476670044114559511143177382000000000000000000000027902121164,0.00000002373375745068863208969313351591784359020476670044114559511143177382000000000000000000000023027678995,0.0000000001729377811293343024306132954659996043459709579760268120168828034160000000000000000000003408514310446,0.0000000000470622188706656975693867045340003956540290420239731879831171965839999999999999999999998187347216555,0.0000000003770622188706656975693867045340003956540290420239731879831171965839999999999999999999995899463152365,0.0000000001670622188706656975693867045340003956540290420239731879831171965839999999999999999999996078568551024,0.000000001953757450688632089693133515917843590204766700441145595111431773820000000000000000000000348947278587,0.000000004086242549311367910306866484082156409795233299558854404888568226179000000000000000000000595163905891,0.00000001473624254931136791030686648408215640979523329955885440488856822617900000000000000000000048941675921,0.00000002655624254931136791030686648408215640979523329955885440488856822617900000000000000000000055140668211
-100.0,0.000000003914730708881205089588271484382188687147194821909418932747928110293000000000000000000000093029115302,0.000000001935269291118794910411728515617811312852805178090581067252071889706999999999999999999999809320961692,0.000000006325269291118794910411728515617811312852805178090581067252071889707000000000000000000000014541510314,0.00000002149526929111879491041172851561781131285280517809058106725207188970700000000000000000000054880137373,0.000000005900611351071315692056671661122386145562575212528447143178990255441000000000000000000000319207522209,0.000000004485388648928684307943328338877613854437424787471552856821009744559000000000000000000000038976637525,0.000000004445388648928684307943328338877613854437424787471552856821009744558999999999999999999999797157502729,0.000000003745388648928684307943328338877613854437424787471552856821009744558000000000000000000000023077306847,0.000000001085269291118794910411728515617811312852805178090581067252071889707000000000000000000000639801699528,0.00000001068473070888120508958827148438218868714719482190941893274792811029299999999999999999999947104003148,0.00000001160473070888120508958827148438218868714719482190941893274792811029299999999999999999999988303614161,0.00000002676473070888120508958827148438218868714719482190941893274792811029300000000000000000000023979931246
-90.0,0.00000000160124880835275467037500915980895830356270293799776400996281299730099999999999999999999983120985644,0.000000001568751191647245329624990840191041696437297062002235990037187002699000000000000000000000255125430703,0.000000008121248808352754670375009159808958303562702937997764009962812997300999999999999999999999921647448631,0.00000002225124880835275467037500915980895830356270293799776400996281299730199999999999999999999977645930693,0.0000000006065673018093147605340937595018483247909533073458457871066951025500000000000000000000000620533499569,0.0000000001774326981906852394659062404981516752090466926541542128933048974499999999999999999999998086582831476,0.000000001157432698190685239465906240498151675209046692654154212893304897449999999999999999999999881131642263,0.0000000011374326981906852394659062404981516752090466926541542128933048974499999999999999999999999943058926,0.000000001136248808352754670375009159808958303562702937997764009962812997301000000000000000000000004631090563,0.000000001995248808352754670375009159808958303562702937997764009962812997300999999999999999999999802065011505,0.00000001010875119164724532962499084019104169643729706200223599003718700269900000000000000000000015098699011,0.00000002367475119164724532962499084019104169643729706200223599003718700269800000000000000000000031499762016
-80.0,0.000000001970926453595836387726912963987358229300295179501944162496647595771000000000000000000000007759875994,0.000000003919073546404163612273087036012641770699704820498055837503352404228000000000000000000000146571461869,0.00000000410907354640416361227308703601264177069970482049805583750335240422800000000000000000000024183517234,0.000000003019073546404163612273087036012641770699704820498055837503352404228000000000000000000000089568736875,0.0000000008317194965062969490205047148537389725198189555100412996840142473499999999999999999999999770755994318,0.000000000321280503493703050979495285146261027480181044489958700315985752650000000000000000000000123000910527,0.0000000003067194965062969490205047148537389725198189555100412996840142473500000000000000000000000218519490966,0.0000000005987194965062969490205047148537389725198189555100412996840142473500000000000000000000000549113818649,0.000000001795073546404163612273087036012641770699704820498055837503352404228999999999999999999999889522672295,0.000000003915926453595836387726912963987358229300295179501944162496647595771999999999999999999999876299429302,0.00000000009592645359583638772691296398735822930029517950194416249664759577199999999999999999999995687001209337,0.0000000002240735464041636122730870360126417706997048204980558375033524042280000000000000000000001050125243908
-70.0,0.000000006290594602976858625017235783109839694826770416568934649317310528594000000000000000000000419966937102,0.000000004529405397023141374982764216890160305173229583431065350682689471405999999999999999999999682723877023,0.00000001184940539702314137498276421689016030517322958343106535068268947140599999999999999999999992786781042,0.00000002446940539702314137498276421689016030517322958343106535068268947140700000000000000000000013440194846,0.000000002684629596262916220615541612138317757352758130674385496801984309201999999999999999999999890109991831,0.000000001815370403737083779384458387861682242647241869325614503198015690798000000000000000000000160819815406,0.000000001892370403737083779384458387861682242647241869325614503198015690798000000000000000000000123041441757,0.000000002917370403737083779384458387861682242647241869325614503198015690798000000000000000000000057914646481,0.000000009495405397023141374982764216890160305173229583431065350682689471405999999999999999999999812065937129,0.000000008720594602976858625017235783109839694826770416568934649317310528594000000000000000000000012073132024,0.00000001331059460297685862501723578310983969482677041656893464931731052859400000000000000000000002188644821,0.00000002671059460297685862501723578310983969482677041656893464931731052859400000000000000000000003829566841
-60.0,0.00000000007968668740640091160480143208215280773702787513059711910806228587000000000000000000000007677964945005,0.0000000002896866874064009116048014320821528077370278751305971191080622858700000000000000000000000588691095841,0.000000002090313312593599088395198567917847192262972124869402880891937714130000000000000000000000050256528915,0.00000001364031331259359908839519856791784719226297212486940288089193771413000000000000000000000000151210723,0.000000002047079426219500751057938140786254157690025862505412822293737368390999999999999999999999924713697372,0.0000000009929205737804992489420618592137458423099741374945871777062626316090000000000000000000001950027637577,0.0000000008799205737804992489420618592137458423099741374945871777062626316090000000000000000000000619606796378,0.0000000008469205737804992489420618592137458423099741374945871777062626316080000000000000000000001886351734479,0.0000000009403133125935990883951985679178471922629721248694028808919377141300000000000000000000002375128444604,0.000000001539686687406400911604801432082152807737027875130597119108062285869999999999999999999999773909177822,0.000000001139686687406400911604801432082152807737027875130597119108062285870000000000000000000000164723642686,0.00000001291968668740640091160480143208215280773702787513059711910806228586999999999999999999999998489443079
