voltage,largest element,smallest element,element difference,element ratio difference,condition number
-30,3018626043.0850601,4.1123558210787197,3018626038.9727039,734038146.118698,4.7503955290908881e+21
-20,3804964654.4251757,4.0813161839847591,3804964650.3438601,932288625.26162589,3.9136558721139275e+21
-10,4892246295.966547,4.1914206325995078,4892246291.7751274,1167204803.5256221,3.6339742379647922e+21
0,6384713656.8823595,4.4066101252488812,6384713652.4757481,1448894609.5547206,4.383998788029725e+21
10,8423574799.8412142,4.7043603365153084,8423574795.1368551,1790588772.3900132,1.6212692039711198e+21
20,11200039532.50617,5.0711504046168452,11200039527.43502,2208579639.5053678,1.7220162673680001e+21
30,14972959656.178274,5.4994961429345004,14972959650.678778,2722605720.055799,1.337791811757711e+21
40,20092698524.60397,5.9860121670579929,20092698518.617958,3356608366.9487648,5.8820366938068327e+21
50,27033429274.677441,6.5301511504279999,27033429268.147285,4139786147.661469,6.7887524817800646e+20
60,36436837669.009605,7.1333891705544881,36436837661.876228,5107927914.4638796,3.7808499163260471e+21
70,49171256272.996765,7.7987054551663331,49171256265.198074,6305053647.1309824,1.753691238190475e+22
80,66411678496.926689,8.5302569831990311,66411678488.396439,7785425295.8298187,2.1078062420552474e+21
90,89748024874.961014,9.3331826692110536,89748024865.627838,9616015035.3670864,2.7087974975608422e+22
100,121331637094.5658,10.213494391947977,121331637084.35228,11879542146.73287,2.0784039936904728e+22
-150,468037959889.2746,0.0042953198053444965,468037959889.27032,108964636185392.62,32026520314166924.0
-140,281491075963.07037,0.0036894109979776391,281491075963.06671,76297023052560.562,45721957823336304.0
-130,169337908424.08868,0.003178434423602773,169337908424.08551,53277143982144.273,38493608818926800.0
-120,101911515721.60963,0.002747583521470514,101911515721.6069,37091325859701.742,3.4700845013653178e+17
-110,61375640665.381348,0.0023843615364916955,61375640665.37896,25740912074805.691,2.5847075049449613e+17
-100,37006829977.408401,0.0020782211950914854,37006829977.406319,17806973610323.184,8.8106499210959603e+17
-90,22357966221.461609,0.0018202605907842019,22357966221.459789,12282838146723.475,47091053537913688.0
-80,13552936096.882568,0.001602966510884472,13552936096.880966,8454909073181.0957,71323916945394816.0
-70,8261356698.2994223,0.0014199978036489821,8261356698.2980032,5817865828433.0684,1.2554364203150088e+17
-60,5082163917.5214977,0.0012660025396357293,5082163917.5202322,4014339433303.0366,2.0590783390228582e+17
-50,3173015554.8970361,0.0011364636954622727,3173015554.8958998,2792007846415.5127,1.7030230660588054e+17
-40,2027482316.0139489,0.0010275689105357783,2027482316.0129216,1973086471599.0801,1.3165593248923763e+18
-30,1341091339.2456074,0.00093610056142781953,1341091339.2446713,1432635973639.479,1.5525572268665056e+17
-20,930789340.33491826,0.00085934298438912384,930789340.33405888,1083140675194.5302,2.290098002240376e+17
-10,686522517.83595824,0.00079500417093471753,686522517.83516324,863545806343.1123,4.3519990502626022e+17
0,542125588.52139103,0.00074114967873451713,542125588.52064991,731465726932.57886,3.8361974448333792e+17
10,457819792.37967366,0.00069614685225042163,457819792.37897766,657648297768.90857,5.3848774201917126e+17
20,409690402.91497433,0.00065861774482368603,409690402.9143157,622045801430.15979,3.9076116705086176e+17
30,383360431.94348645,0.00062739938480678838,383360431.94285911,611030933767.24414,3.0453417109862682e+17
40,370187156.20974094,0.00060151024008610712,370187156.20913935,615429516472.98315,3.3658201101584814e+18
50,401056321.00654578,0.00058012191406102073,401056321.00596571,691331100042.46497,2.7872975329996001e+18
60,523544656.18875992,0.00056253525698452054,523544656.18819737,930687720793.23462,1.3427211383854833e+18
70,683878007.67409468,0.00054816020387932565,683878007.67354667,1247587845367.6411,2.1350271729569769e+18
80,893815151.86528945,0.00053649875769248249,893815151.86475313,1666015324452.2859,3.0596642505703706e+18
90,1168779550.0857882,0.00052713062703864193,1168779550.0852613,2217248420285.9824,1.6692975562313028e+19
100,1529003482.0813456,0.00051970110442242493,1529003482.0808258,2942082418278.9048,3.8913639916358328e+18
-150,275086757505.99652,3.0059783008388625,275086757502.9906,91513221312.751831,6.385001187111338e+21
-140,208465609849.60101,3.047961741385512,208465609846.55304,68395087451.07766,2.144420924694653e+21
-130,159371206933.49619,3.0905719095389359,159371206930.40561,51566898165.871124,2.2851586204131326e+22
-120,122883085218.67253,3.1338145801845982,122883085215.53873,39211983375.045135,7.0831635608944548e+20
-110,95525728552.783279,3.1776958786717837,95525728549.605606,30061318703.887814,2.633037722480602e+21
-100,74831968773.578964,3.2222222621067704,74831968770.35672,23223714159.510502,3.5607143249010616e+20
-90,59040612881.287811,3.2674005024607791,59040612878.020416,18069597784.790241,1.5848515198890523e+21
-80,46886601675.712006,3.3132376713356089,46886601672.398766,14151294391.389503,3.4211983361604479e+20
-70,37455041785.224998,3.3597411262436858,37455041781.865257,11148192785.6451,9.3835101308484347e+20
-60,30079395450.850201,3.4069184982718914,30079395447.443283,8828915474.8220482,8.9992016245453079e+19
-50,24270251216.39904,3.4547776810100506,24270251212.94426,7025126783.0650406,7.2577440377187074e+19
-40,19665316253.286163,3.5033268206354671,19665316249.782841,5613326206.8079271,3.6671379162354315e+19
-30,15994171192.46526,3.5525743070544737,15994171188.912683,4502135581.1488762,1.3797167890317001e+20
-20,13053324516.037815,3.6025287660107055,13053324512.435287,3623378288.9380054,3.0038435548580999e+19
-10,10688479157.847431,3.6531990520777766,10688479154.194237,2925786141.2638607,2.1525040215211057e+19
0,8781873361.9489307,3.7045942424613214,8781873358.244339,2370535823.1389685,2.4868340817401721e+19
10,7243214523.2705469,3.7567236315419792,7243214519.5138264,1928066909.8081913,4.7040869408050856e+19
20,6003180457.4505997,3.8095967260969767,6003180453.6410027,1575804708.2324646,8.8619731316625265e+18
30,5008780547.6176929,3.8632232411434506,5008780543.7544699,1296528891.8005102,2.9364845225416139e+19
40,4220093217.527204,3.9176130963517215,4220093213.6095905,1077210309.88414,4.4771891676971126e+18
50,3608056613.4640508,3.9727764129813039,3608056609.4912734,908195236.37788725,1.8010390672059066e+19
60,3153107678.254581,4.0287235112966204,3153107674.2258573,782656757.01328325,4.391254313887511e+18
70,2844556411.0239162,4.0854649084232513,2844556406.9384513,696262597.96262622,2.9543399263706322e+18
80,2680658599.3474712,4.1430113166089644,2680658595.2044601,647031445.1232487,4.3128303270838231e+19
90,2669420946.8612213,4.2013736418570389,2669420942.6598482,635368613.79492009,3.7584359296175841e+18
100,2830245446.0814481,4.2605629829022353,2830245441.8208852,664289075.7487464,2.7543448136779366e+19
-150,487508379959.93817,781.2429524777051,487508379178.69519,624016355.49326837,8.7764549637117135e+21
-140,444905061527.86517,767.3785176489331,444905060760.48657,579772630.18900955,6.5076142412884284e+22
-130,409315165330.914,757.57293575880976,409315164573.34106,540298030.73803127,4.943436443571217e+21
-120,379919192225.8136,752.2101275064914,379919191473.60333,505070562.51051998,2.6010158524614406e+21
-110,356014069872.47467,751.749625528607,356014069120.72504,473580641.45643777,8.3602544475058712e+21
-100,336998895301.05902,756.73842577644496,336998894544.32068,445330756.07371753,9.8592835664218811e+21
-90,322362712078.80359,767.82480942941697,322362711310.97882,419838885.27691168,3.4563545205803167e+21
-80,311674084716.68323,785.77445771359965,311674083930.90869,396645731.68180352,1.2785688658323164e+21
-70,304572269999.31201,811.48923496398208,304572269187.82275,375325089.81814206,1.2149085806015562e+22
-60,300759818278.21161,846.02907693220982,300759817432.18256,355495841.07534266,6.8414055450464202e+21
-50,299996468161.5177,890.63749312530217,299996467270.88013,336833414.8036049,1.4766189325947924e+24
-40,302094226138.55505,946.77127552650484,302094225191.78369,319078360.26241791,2.7075951510585947e+21
-30,306913549141.01471,1016.1351033313604,306913548124.87958,302040100.90273458,8.720884543344969e+21
-20,314360573494.43762,1100.7218465819701,314360572393.7157,285594925.24892598,6.7629537198079004e+21
-10,324385358786.40283,1202.8595034216921,324385357583.54327,269678510.13659203,3.2296376063630728e+21
0,336981140521.5401,1325.2658591728493,336981139196.27423,254274369.31927255,8.5073850069409354e+21
10,352184611734.92322,1471.1121341141272,352184610263.81104,239400249.35420799,9.8421819374679664e+21
20,370077281737.62653,1644.09709483809,370077280093.52948,225094541.49608576,8.2355388179919615e+21
30,390787990692.95007,1848.5333462174481,390787988844.41681,211404350.09874079,2.1641324507623246e+22
40,414496692694.91772,2089.447802906644,414496690605.46991,198376189.21052191,1.1882050943391694e+22
50,441439658501.46417,2372.698667478342,441439656128.7655,186049608.63851187,6.2657095981367428e+22
60,471916293290.33881,2705.1116243390684,471916290585.22711,174453537.90368655,1.4708122489434665e+22
70,506297816191.21332,3094.6384033282875,506297813096.57489,163604838.49960932,2.1147939600279483e+22
80,545038108593.43433,3550.5413846759334,545038105042.89288,153508451.11841476,1.0737845291519903e+22
90,588687109338.10376,4083.6085197604252,588687105254.49524,144158556.45551461,3.2921103783934541e+22
100,637907219258.05005,4706.4035438254759,637907214551.64648,135540272.59199792,4.8221980846792846e+22
-150,50374437412.131912,0.018095305095997369,50374437412.113808,2783840180913.8096,9.3467616560689549e+17
-140,42073846005.340553,0.016545232475500174,42073846005.323997,2542958889676.6846,3.6372724692355578e+17
-130,35211839457.336067,0.015160750102662447,35211839457.320908,2322565784601.4067,3.6874783161377613e+17
-120,29536810694.180195,0.013928001612556251,29536810694.166264,2120678293686.6133,9.6791985633159923e+17
-110,24842526372.901741,0.012834649243951527,24842526372.888905,1935582804073.0488,4.4588974934515098e+17
-100,20960065447.624527,0.011869750358854854,20960065447.612656,1765838776212.196,2.5177570454628998e+17
-90,17751234707.904148,0.011023647924910474,17751234707.893124,1610286796967.7388,4.6220708688707328e+17
-80,15103198982.663044,0.010287873864574618,15103198982.652756,1468058335616.8052,3.0819716700239334e+17
-70,12924112266.25032,0.0096550643037492407,12924112266.240664,1338583758704.9158,4.0526451127878231e+18
-60,11139576025.682123,0.0091188858716549706,11139576025.673004,1221593973481.8091,3.5640972060935859e+17
-50,9689783993.7996101,0.0086739723143276059,9689783993.7909355,1117110320699.7898,5.1206952841019488e+17
-40,8527240166.6329937,0.0083158707873448087,8527240166.6246777,1025417588210.9484,1.3050714651228879e+18
-30,7614959603.5075293,0.0080409972902624541,7614959603.4994879,947016810057.771,2.8883859066158528e+17
-20,6925080892.3891459,0.0078466007967335702,6925080892.381299,882558074736.25525,2.9293107419618893e+17
-10,6437835562.6478539,0.0077307357213119987,6437835562.6401224,832758458538.44226,2.5255734640195107e+17
0,6140833960.7751856,0.0076922424473793265,6140833960.7674932,798315186083.00098,3.167948669245431e+17
10,6028639721.9399681,0.0077307357213119987,6028639721.9322386,779827423840.177,5.1861121043234806e+18
20,6102616477.1481791,0.0078466007967335702,6102616477.1403322,777740149554.77441,2.7015699635139427e+17
30,6371041293.243557,0.0080409972902624541,6371041293.2355156,792319791098.40112,2.0123971122682771e+17
40,6849489986.1109457,0.0083158707873448087,6849489986.1026316,823664792451.39075,4.351297971226064e+17
50,7561510302.7514906,0.0086739723143276059,7561510302.742816,871747110635.97021,1.6233737457637046e+17
60,8539610470.4897127,0.0091188858716549706,8539610470.4805937,936475200005.97119,1.7101488866650427e+18
70,9826603222.5801525,0.0096550643037492407,9826603222.5704956,1017766729814.974,2.5499238028992896e+17
80,11477359634.571407,0.010287873864574618,11477359634.561121,1115620174358.1521,2.4803509381348915e+17
90,13561043515.446459,0.011023647924910474,13561043515.435434,1230177488234.376,8.3685739812007232e+17
100,16163916349.991846,0.011869750358854854,16163916349.979975,1361773909417.8621,3.1759531457863174e+17
