voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,41203357.069241852,1870629.516922164,39332727.552319691,22.026465794806715,2.507850753741625e+17
-140,33775479.937448874,1533404.4168543953,32242075.520594481,22.026465794806718,1.027875746589923e+17
-130,27703131.409299452,1257720.2201830831,26445411.18911637,22.026465794806715,1.6861567582724458e+17
-120,22742606.816897135,1032512.7521029394,21710094.064794201,22.026465794806715,inf
-110,18694822.890765645,848743.64616285439,17846079.244602792,22.026465794806715,1.1378642181724413e+17
-100,15397327.849215945,699037.60288435593,14698290.246331587,22.026465794806708,1.8743230163198749e+17
-90,12717781.63794026,577386.39309710742,12140395.244843153,22.026465794806715,1.5481407601342682e+17
-80,10548644.658955213,478907.72660597751,10069736.932349233,22.026465794806718,2.5681816570875014e+17
-70,8802861.8289376069,399649.3087426264,8403212.5201949831,22.026465794806715,2.1431519413028032e+17
-60,7410368.7530595679,336430.22090301692,7073938.5321565503,22.026465794806708,1.8041344380394461e+17
-50,6315279.7948112935,286713.25911487249,6028566.5356964208,22.026465794806708,1.5375231845202826e+17
-40,5473645.1891801525,248503.10713354198,5225142.0820466094,22.026465794806718,2.6652362700119661e+17
-30,4851687.1842626259,220266.25739507109,4631420.926867554,22.026465794806718,2.3623914607782202e+17
-20,4424444.4214786999,200869.46597315086,4223574.955505549,22.026465794806715,inf
-10,4174770.1486067674,189534.27152126568,3985235.8770855004,22.026465794806715,2.032785910388279e+17
0,4092644.0604106449,185805.75288549406,3906838.3075251514,22.026465794806715,inf
10,4174770.1486067674,189534.27152126568,3985235.8770855004,22.026465794806715,2.032785910388279e+17
20,4424444.4214786999,200869.46597315086,4223574.955505549,22.026465794806715,inf
30,4851687.1842626259,220266.25739507109,4631420.926867554,22.026465794806718,2.3623914607782202e+17
40,5473645.1891801525,248503.10713354198,5225142.0820466094,22.026465794806718,2.6652362700119661e+17
50,6315279.7948112935,286713.25911487249,6028566.5356964208,22.026465794806708,1.5375231845202826e+17
60,7410368.7530595679,336430.22090301692,7073938.5321565503,22.026465794806708,1.8041344380394461e+17
70,8802861.8289376069,399649.3087426264,8403212.5201949831,22.026465794806715,2.1431519413028032e+17
80,10548644.658955213,478907.72660597751,10069736.932349233,22.026465794806718,2.5681816570875014e+17
90,12717781.63794026,577386.39309710742,12140395.244843153,22.026465794806715,1.5481407601342682e+17
100,15397327.849215945,699037.60288435593,14698290.246331587,22.026465794806708,1.8743230163198749e+17
-150,400690995336.22559,185747.88794163548,400690809588.33771,2157176.589066403,inf
-140,261070515472.6972,181694.23118171829,261070333778.46606,1436867.388550119,1.2685940576319525e+22
-130,170100688167.53558,178105.49528465304,170100510062.04031,955055.81057830935,8.265534000186272e+21
-120,110829229653.6745,174997.27741025266,110829054656.39708,633319.73670569411,inf
-110,72210866857.867249,172388.09881487006,72210694469.768433,418885.4529651464,inf
-100,47049043909.675003,170299.66712663547,47048873610.007866,276272.08381264273,2.2862075180632016e+21
-90,30654839489.432037,168757.16823867126,30654670732.263802,181650.59184968824,inf
-80,19973183430.827717,167789.59089353538,19973015641.23682,119037.08283966765,inf
-70,13013542499.82737,167430.08736063837,13013375069.740007,77725.232692476988,inf
-60,8478983291.6252298,167716.37397161158,8478815575.2512598,50555.488953394735,inf
-50,5524487886.4191113,168691.17568027214,5524319195.243432,32749.121962905268,inf
-40,3599484236.7118454,170402.71925800163,3599313833.992588,21123.396694520903,8.7453083608394449e+19
-30,2345246726.5167861,172905.28022655426,2345073821.2365603,13563.765799655495,inf
-20,1528047433.7950649,176259.78917351426,1527871174.0058913,8669.2911693592159,7.425089411471265e+19
-10,995600793.8761059,180534.50369636447,995420259.3724097,5514.739695136489,4.8378243331195675e+19
0,648685102.64345837,185805.75288549406,648499296.89057279,3491.2003130668468,3.1520914283006521e+19
10,422652514.22871512,192158.76199124078,422460355.46672392,2199.4964468389999,inf
20,275381919.66061616,199688.56573266856,275182231.0948835,1379.0570263761695,1.3381367479260301e+19
30,179429736.4694621,208501.01960451558,179221235.44985759,860.57006728218471,8.7188629628837212e+18
40,116915938.91243196,218713.91953272009,116697224.99289924,534.56103371116762,1.8937333733928845e+18
50,76192403.05261156,230458.2413282643,75961944.81128329,330.61262037526024,3.7023757303945912e+18
60,49672834.335692883,243879.51260493431,49428954.823087938,203.67776614413282,inf
70,32420115.96299953,259139.33117134371,32160976.631828189,125.1068906308292,7.8772959247862003e+17
80,21228267.412968569,276417.04539488174,20951850.36757369,76.79796802198814,inf
90,14028759.616819438,295911.61368023558,13732848.003139203,47.408614492498522,3.4099444877884557e+17
100,9512104.3192093503,317843.66202454729,9194260.6571848057,29.926990705495719,inf
-150,1305694779479.5476,148384.68330715355,1305694631094.8645,8799390.5461036246,6.3446331169528881e+22
-140,1198917865539.2981,143853.41577301847,1198917721685.8821,8334302.380633289,5.825782651316988e+22
-130,1105921869752.8806,139479.69519237286,1105921730273.1853,7928909.4246124737,inf
-120,1025871419036.386,135271.22470555885,1025871283765.1613,7583811.1266411021,inf
-110,958093432001.72681,131244.04218869458,958093300757.68445,7300090.8538327329,4.6555683712209091e+22
-100,902073729653.93884,127428.12166984902,902073602225.81726,7079078.9178475365,4.3833573887589233e+22
-90,857455929758.51624,123876.80550380125,857455805881.71069,6921844.0552392565,4.1665505398145549e+22
-80,824042704991.79553,120682.68505647141,824042584309.1106,6828176.7563109724,8.008377942597609e+22
-70,801799524503.21985,118004.33655537506,801799406498.8833,6794661.5176041871,3.8961048908750255e+22
-60,790861041540.25635,116111.33015864619,790860925428.92615,6811230.5703472737,7.6859052114220455e+22
-50,791540337121.09009,115459.99960057455,791540221661.09045,6855537.3277270589,7.6925068786816424e+22
-40,804341282293.23389,116820.99330747045,804341165472.2406,6885246.0462840302,3.9084558023615679e+22
-30,829974340312.4762,121493.99300838527,829974218818.48303,6831402.275626854,4.0330119783941377e+22
-20,869376196279.59412,131669.16774996216,869376064610.42615,6602731.7642846098,inf
-10,923733676708.00098,151035.63837608794,923733525672.36243,6115998.0958126439,inf
0,994512506679.78662,185805.75288549406,994512320874.03381,5352431.1881380323,inf
10,1083491549417.1544,246439.32686408274,1083491302977.8274,4396585.4119327562,inf
20,1192803284244.7041,350546.18672695762,1192802933698.5171,3402699.3571999264,inf
30,1324981406337.1897,527772.23698766029,1324980878564.9524,2510517.4419551147,inf
40,1483016577975.1067,828024.53986552032,1483015749950.5671,1791029.7419638843,1.8015688355138297e+22
50,1670421529305.4475,1335317.2007556262,1670420193988.2468,1250954.8505480143,inf
60,1891306900330.2744,2191079.1710227127,1891304709251.1035,863185.10318706732,inf
70,2150469439062.1609,3633389.9945567599,2150465805672.1665,591863.09267208131,3.2654883808168205e+21
80,2453494428155.8765,6063028.2376535675,2453488365127.6387,404664.85260926239,3.725631902521676e+21
90,2806874509232.752,10154655.687733652,2806864354577.0645,276412.57326167391,inf
100,3218147416773.3848,17043981.92317668,3218130372791.4614,188814.29417601624,inf
-150,63500072.132676631,62414615.737501644,1085456.3951749951,1.0173910610896033,23697674287141168.0
-140,85705284.044351175,33241518.16323724,52463765.881113939,2.5782602233593277,37430381082835792.0
-130,115778019.60048003,17704166.392428193,98073853.20805186,6.5395917002901971,44979969562041752.0
-120,156493004.55015093,9429101.1543810051,147063903.39576992,16.596810447562145,inf
-110,211605136.83181417,5021870.31449698,206583266.51731721,42.136718708358323,3.2150342862069766e+17
-100,286195536.98818886,2674616.5164750488,283520920.47171384,107.0043257511076,8.6925189998315981e+17
-90,387139796.06838936,1424489.7772870753,385715306.29110235,271.7743589607872,inf
-80,523741568.46307677,758684.11594302452,522982884.34713376,690.32889638407642,6.3624269719993805e+18
-70,708589892.67922354,404083.30074410886,708185809.37847948,1753.5738086042502,1.7215908465387395e+19
-60,958719238.32246637,215227.89950215784,958504010.42296422,4454.4375545181329,inf
-50,1297179172.1034582,114647.4496614329,1297064524.6537967,11314.505258810183,1.260650824003198e+20
-40,1755158279.8548279,61081.862028914446,1755097197.9927993,28734.524809083017,1.7057333055718598e+20
-30,2374858053.2631297,32556.401763539536,2374825496.8613663,72945.962226168776,3.0773099078347574e+20
-20,3213381555.274981,17367.562946812413,3213364187.7120342,185022.01863991254,1.249157297954433e+21
-10,4347995184.6138296,9282.2203482041914,4347985902.3934813,468421.88846066617,3.3804450687042139e+21
0,5883248383.6733408,4980.7382341442826,5883243402.9351063,1181200.0765954957,9.1481232807485589e+21
10,7960607333.7410669,2695.1924769220841,7960604638.5485888,2953632.2180715264,inf
20,10771490332.203159,1484.1004107353297,10771488848.102749,7257925.5785436984,inf
30,14574905993.482115,846.14972687084992,14574905147.332388,17224972.756750319,1.8130533084901063e+23
40,19721319541.468712,514.47574305314117,19721319026.99297,38332846.21823591,inf
50,26684946347.109947,347.09756047545756,26684946000.012383,76880247.47438921,3.3194883235023653e+23
60,36107448391.178879,268.56800405597141,36107448122.610878,134444341.2687903,inf
70,48857060051.905327,238.90000233485802,48857059813.005325,204508411.78069168,1.2155200782745303e+24
80,66108591348.386322,237.02063196720508,66108591111.3657,278914923.14278078,1.6447227902178236e+24
90,89451680518.588394,251.96300004191986,89451680266.625381,355019111.94780999,inf
100,121037270838.56645,278.17983407801097,121037270560.3866,435104403.73842323,3.011299344813776e+24
-150,579034.14213150472,0.27669873545714202,579033.86543276941,2092651.9276456609,inf
-140,650587.94135655358,0.24867141767726919,650587.69268513599,2616255.4081744123,1.6574512864090646e+22
-130,746622.69576694642,0.2293707500547775,746622.4663961964,3255091.1377699235,1.9021114116882477e+22
-120,869620.44546002045,0.21629498195012908,869620.22916503856,4020529.9153011693,4.4309260420960745e+22
-110,1023117.1258157192,0.2076621266400277,1023116.9181535924,4926835.4435628178,2.6065143365466543e+22
-100,1211781.553830798,0.20220291542560839,1211781.3516278828,5992898.5261175409,6.1743194657297101e+22
-90,1441540.7520373126,0.19901331058702473,1441540.5530240019,7243438.882480951,inf
-80,1719753.6790414078,0.1974494444849399,1719753.4815919632,8709843.0868088808,4.3812800183324683e+22
-70,2055437.5218447864,0.19705278050233588,2055437.3247920056,10430898.344113553,inf
-60,2459552.8151374301,0.1974968022112942,2459552.6176406285,12453633.616335975,6.2660075883666482e+22
-50,2945355.8829992549,0.19854903795508441,2945355.6844502171,14834400.173047179,inf
-40,3528829.5430107438,0.20004400945973236,3528829.342966734,17640266.022167865,8.9901190811884011e+22
-30,4229205.7680696575,0.20186396206863794,4229205.5662056962,20950771.622285116,2.1548824056463806e+23
-20,5069597.1702956548,0.20392513813855095,5069596.9663705165,24860089.425813042,2.5830821069202808e+23
-10,6077757.8682221379,0.20616799905118466,6077757.6620541392,29479637.46164716,3.0967643132645534e+23
0,7286998.6522828909,0.20855025998182086,7286998.4437326286,34941211.067864843,inf
10,8737286.5237452574,0.21104192830740387,8737286.3127033282,41400714.037347682,inf
20,10476564.82347708,0.21362176928738685,10476564.609855313,49042589.893462047,5.3380626169033133e+23
30,12562337.495498255,0.21627478844827705,12562337.279223464,58085075.868667819,3.2004070654614557e+23
40,15063569.790924154,0.21899043820713315,15063569.571933718,68786426.997676522,inf
50,18062968.20221528,0.22176134039969311,18062967.980453935,81452286.361812934,9.2035182271279253e+23
60,21659714.973731015,0.22458237630827119,21659714.749148641,96444410.865080476,inf
70,25972747.578751449,0.22745003847471329,25972747.351301409,114191001.034449,1.3233741712522933e+24
80,31144691.583711617,0.23036196899360256,31144691.353349648,135198929.4056457,inf
90,37346576.93428272,0.2333166306430921,37346576.70096609,160068216.44622639,9.5144911314562317e+23
100,44783493.610379353,0.2363130726415856,44783493.374066278,189509167.26601145,2.2818270790458712e+24
-150,138085033874.18845,145644.09909366095,138084888230.08936,948099.06294513575,6.709829070649385e+21
-140,114419289916.87662,147555.36627877114,114419142361.51035,775432.92936366901,5.5598630509605888e+21
-130,94809506416.245209,149506.06837966721,94809356910.176849,634151.55949040607,4.6069842942293626e+21
-120,78560551401.97348,151495.66364964278,78560399906.309845,518566.33720986865,inf
-110,65096428299.985847,153523.69918797901,65096274776.286659,424015.50147824304,3.1631661647169868e+21
-100,53939857877.68779,155589.80371210855,53939702287.884079,346679.90183658799,inf
-90,44695359543.494713,157693.68097326401,44695201849.813728,283431.51905416249,inf
-80,37035232262.794518,159835.10375916769,37035072427.690765,231709.00128796199,1.799616302414896e+21
-70,30687938138.732307,162013.90843228163,30687776124.823875,189415.45473275965,inf
-60,25428476876.40308,164229.98995666404,25428312646.41312,154834.55173511841,inf
-50,21070409922.316826,166483.29737060599,21070243439.019447,126561.70471811533,inf
-40,17459251549.056564,168773.82966598964,17459082775.226898,103447.62326960963,inf
-30,14466992610.827059,171101.63203874268,14466821509.195024,84552.043358366616,7.0298022077403772e+20
-20,11987562846.762074,173466.79247789725,11987389379.969595,69105.807950472721,inf
-10,9933070878.7078476,175869.43866361925,9932895009.2691841,56479.80089199332,4.8266785975024032e+20
0,8230688618.0872316,178309.73514718012,8230510308.3520842,46159.502235217122,3.9994568736015601e+20
10,6820069639.6055603,180787.88078822158,6819888851.7247725,37724.152802005141,inf
20,5651210007.7347603,183304.10642683029,5651026703.6283331,30829.696714899081,2.7460364219227547e+20
30,4682675726.076766,185858.67276992009,4682489867.4039965,25194.81957064004,2.2754061669959005e+20
40,3880133975.8367219,188451.86847322056,3879945523.9682479,20589.522445558014,inf
50,3215136078.4204621,191084.00840181849,3214944994.4120607,16825.772629070852,7.8114959297152451e+19
60,2664109040.3435397,193755.4320536991,2663915284.9114861,13749.854711712987,inf
70,2207519932.5112529,196466.50213210192,2207323466.0091209,11236.113579438294,inf
80,1829183482.6004066,199217.6032537568,1828984264.9971528,9181.8366084369227,4.4441849736791466e+19
90,1515688335.9234526,202009.1407812023,1515486326.7826715,7503.0680793059091,3.6825170526193529e+19
100,1255921646.7423904,204841.53976843046,1255716805.2026222,6131.1863216913234,3.0513878164423041e+19
-150,7020026.6148523735,781.2429524777051,7019245.3718998963,8985.7151256064753,inf
-140,7466048.388773785,767.3785176489331,7465281.0102561349,9729.290326823324,inf
-130,7940410.104295725,757.57293575880976,7939652.531359965,10481.380378698916,9.8775161553998742e+19
-120,8444912.2440944854,752.2101275064914,8444160.033966979,11226.799447766822,1.0505094312366814e+20
-110,8981469.7072461843,751.749625528607,8980717.957620658,11947.42159123883,1.1172547863559792e+20
-100,9552119.0763343982,756.73842577644496,9551362.3379086219,12622.74882702504,5.9412051133906166e+19
-90,10159026.346621696,767.82480942941697,10158258.521812266,13230.917029329948,1.2637375803475988e+20
-80,10804495.146599237,785.77445771359965,10803709.372141523,13750.12262174762,inf
-70,11490975.481096808,811.48923496398208,11490163.991861844,14160.354797074831,1.4294261127309437e+20
-60,12221073.030121932,846.02907693220982,12220227.001045,14445.216320976609,5.06748997367064e+19
-50,12997559.038708534,890.63749312530217,12996668.401215408,14593.545790554241,1.6168383891199105e+20
-40,13823380.835301027,946.77127552650484,13822434.064025501,14600.549459650392,1.7195669383210012e+20
-30,14701673.018587148,1016.1351033313604,14700656.883483814,14468.226685987198,inf
-20,15635769.355231861,1100.7218465819701,15634668.633385275,14205.014103958254,inf
-10,16629215.433664253,1202.8595034216921,16628012.574160827,13824.736294106053,inf
0,17685782.121940449,1325.2658591728493,17684456.856081273,13345.082422163086,1.1000162191031773e+20
10,18809479.880758584,1471.1121341141272,18808008.76862447,12785.891329817125,1.1699077151044161e+20
20,20004573.9859487,1644.09709483809,20002929.888853867,12167.513736722914,inf
30,21275600.718213487,1848.5333462174481,21273752.184867274,11509.449240798704,inf
40,22627384.581567746,2089.447802906644,22625295.133764841,10829.361015906044,7.0368643966299275e+19
50,24065056.61582974,2372.698667478342,24062683.917162266,10142.483302106632,inf
60,25594073.872671105,2705.1116243390684,25591368.761046771,9461.3744003722677,7.9594717200423043e+19
70,27220240.129148625,3094.6384033282875,27217145.490745291,8795.9356091080699,inf
80,28949727.917339031,3550.5413846759334,28946177.375954349,8153.6094867913598,9.0030427629169132e+19
90,30789101.953693897,4083.6085197604252,30785018.345174141,7539.6801149538724,9.5750676144198484e+19
100,32745344.05704489,4706.4035438254759,32740637.653501064,6957.6150349463451,inf
-150,92902.876442784516,0.077442896949789383,92902.798999887571,1199630.6969639673,inf
-140,113471.82952821536,0.063481987834872827,113471.76604622755,1787464.9707468897,1.1563327130263452e+22
-130,138594.8055592305,0.052068833792147294,138594.75349039672,2661761.2776288558,2.8246959300816834e+22
-120,169280.07777670649,0.042745384875576366,169280.0350313216,3960195.42856962,inf
-110,206759.15389802906,0.035137458343288512,206759.11876057074,5884294.5291608274,4.2139511518217411e+22
-100,252536.20084590896,0.028939721390301112,252536.17190618761,8726283.0709401444,inf
-90,308448.41224847827,0.023903437070960341,308448.3883450412,12903935.586033532,1.2572952805882247e+23
-80,376739.74147041189,0.019826481611937403,376739.7216439303,19001845.554058325,1.5356639235321988e+23
-70,460150.95934050658,0.016545232475500174,460150.94279527408,27811695.001680288,1.8756641518092785e+23
-60,562029.65090854012,0.013928001612556251,562029.63698053849,40352497.547233492,4.581882736803988e+23
-50,686464.5657874858,0.011869750358854854,686464.55391773535,57833108.956279106,5.5963242122988355e+23
-40,838449.71403205651,0.010287873864574618,838449.70374418236,81498833.001752064,6.8353658284603203e+23
-30,1024084.7932973576,0.0091188858716549706,1024084.784178472,112303718.64622299,inf
-20,1250819.9911232786,0.0083158707873448087,1250819.9828074079,150413591.44574389,1.019716756031026e+24
-10,1527754.9871198502,0.0078466007967335702,1527754.9792732496,194702779.80190268,1.2454848583584352e+24
0,1866004.1550611397,0.0076922424473793265,1866004.147368897,242582597.70489541,inf
10,2279142.6217300119,0.0078466007967335702,2279142.613883411,290462415.60788804,inf
20,2783751.0844214368,0.0083158707873448087,2783751.0761055658,334751603.96404696,inf
30,3400081.252543705,0.0091188858716549706,3400081.2434248198,372861476.76356775,2.7718775280943377e+24
40,4152868.6198255681,0.010287873864574618,4152868.6095376937,403666362.40803874,3.3855788580966185e+24
50,5072325.1865317654,0.011869750358854854,5072325.1746620163,427332086.45351183,inf
60,6195351.9731151965,0.013928001612556251,6195351.9591871938,444812697.86255735,5.0506901563206635e+24
70,7567019.9877359504,0.016545232475500174,7567019.9711907199,457353500.40811038,3.0844634437712395e+24
80,9242379.0840738229,0.019826481611937403,9242379.0642473418,466163349.8557325,3.7673721576664074e+24
90,11288667.305249633,0.023903437070960341,11288667.281346194,472261259.82375729,2.30073937219479e+24
100,13788009.382584432,0.028939721390301112,13788009.35364471,476438912.33885056,5.6202588300128259e+24
