voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,300188110.48279744,20729.433698919936,300167381.04909849,14481.249938749563,2.2486346543896928e+17
-140,274618881.07959074,22909.567272223609,274595971.51231849,11987.08285566566,1.1020629714726381e+17
-130,251736253.53306252,25318.987494959183,251710934.54556757,9942.5876956249249,68210479344501632.0
-120,231314228.55387288,27981.808654549885,231286246.74521837,8266.5931787887075,1.5345361056130941e+17
-110,213151286.21338069,30924.681160165997,213120361.53222051,6892.594465547485,1.7700091626054291e+17
-100,197068376.24236405,34177.058268977336,197034199.18409508,5766.1011866911867,8.3832479601424973e+17
-90,182907132.8635731,37771.490864250576,182869361.37270889,4842.4652741649761,28483845989522180.0
-80,170528296.30863476,41743.953235529763,170486552.35539922,4085.1017474667942,1.5851308523649594e+17
-70,159810325.23755807,46134.203121417326,159764191.03443664,3464.0313352105518,1.520877129426584e+17
-60,150648186.18891913,50986.179618385198,150597200.00930074,2954.6866879705694,6.2170844595492672e+17
-50,142952307.95982918,56348.442938020642,142895959.51689115,2536.9344831243479,81732710556430032.0
-40,136647690.46474817,62274.660413945508,136585415.80433422,2194.2743574423075,5.9720080312622464e+17
-30,131673159.16760039,68824.143622529344,131604335.02397788,1913.1826745243752,1.7214605280421782e+17
-20,127980757.63794535,76062.441993080982,127904695.19595228,1682.5749250804638,81850546318240192.0
-10,125535272.16373324,84061.998848568997,125451210.16488469,1493.3653004120806,2.5595682831514926e+18
0,124313883.6742551,92902.876442747031,124220980.79781236,1338.1058631792266,1.6194114623598254e+18
10,125535272.16373324,84061.998848568997,125451210.16488469,1493.3653004120806,1.16068526656964e+17
20,127980757.63794535,76062.441993080982,127904695.19595228,1682.5749250804638,9.1025770349998272e+17
30,131673159.16760039,68824.143622529344,131604335.02397788,1913.1826745243752,1.6949470765819382e+17
40,136647690.46474817,62274.660413945508,136585415.80433422,2194.2743574423075,1.4675972458287024e+17
50,142952307.95982918,56348.442938020642,142895959.51689115,2536.9344831243479,3.029767307849495e+17
60,150648186.18891913,50986.179618385198,150597200.00930074,2954.6866879705694,2.1627683254206912e+17
70,159810325.23755807,46134.203121417326,159764191.03443664,3464.0313352105518,1.5705841566301776e+17
80,170528296.30863476,41743.953235529763,170486552.35539922,4085.1017474667942,2.8195874003383229e+18
90,182907132.8635731,37771.490864250576,182869361.37270889,4842.4652741649761,1.1037843987554278e+17
100,197068376.24236405,34177.058268977336,197034199.18409508,5766.1011866911867,6.0394412738556992e+17
-150,4.33895745173104e+17,7.3361959480419674e-06,4.33895745173104e+17,5.914451416594329e+22,5.5276720978946358e+23
-140,4.2735040492556474e+17,9.8909524472958693e-06,4.2735040492556474e+17,4.320619345838629e+22,7.2584158242085663e+23
-130,4.2090380157350131e+17,1.3335377218322427e-05,4.2090380157350131e+17,3.1562946790525835e+22,1.7578839620748701e+23
-120,4.1455444566475648e+17,1.7979288294280611e-05,4.1455444566475648e+17,2.3057333465008755e+22,1.5427299413759858e+23
-110,4.0830087021565427e+17,2.424039472424619e-05,4.0830087021565427e+17,1.6843821021084934e+22,1.9389607063410349e+23
-100,4.0214163037206003e+17,3.2681868535040005e-05,4.0214163037206003e+17,1.23047319017547e+22,1.5562864233201363e+25
-90,3.9607530307555616e+17,4.4063000751108975e-05,3.9607530307555616e+17,8.9888408942640575e+21,5.661431505845962e+23
-80,3.9010048673465184e+17,5.9407497864162523e-05,3.9010048673465184e+17,6.5665193916537483e+21,1.6859713400078619e+24
-70,3.8421580090095283e+17,8.0095561861879178e-05,3.8421580090095283e+17,4.7969674220341192e+21,1.6023369766872462e+23
-60,3.7841988595021696e+17,0.00010798803620106895,3.7841988595021696e+17,3.5042760222587596e+21,2.1430628082024601e+22
-50,3.7271140276822042e+17,0.00014559378436813911,3.7271140276822042e+17,2.559940346256858e+21,3.1930412973865787e+23
-40,3.6708903244136282e+17,0.00019629535634083835,3.6708903244136282e+17,1.8700851578168059e+21,8.0361084051163561e+22
-30,3.6155147595193914e+17,0.00026465324112702167,3.6155147595193914e+17,1.3661328099073254e+21,4.3321731188769683e+22
-20,3.560974538780096e+17,0.00035681607219184986,3.560974538780096e+17,9.979860259392861e+20,5.1626371191754694e+22
-10,3.5072570609779558e+17,0.00048107368280183888,3.5072570609779558e+17,7.2904779171273952e+20,8.4239118566818891e+22
0,3.4543499149853613e+17,0.00064860275733344755,3.4543499149853613e+17,5.3258329168796235e+20,6.5336099746729404e+22
10,3.4022408768973536e+17,0.00087447214815497901,3.4022408768973536e+17,3.8906223418042902e+20,8.0674498040481972e+22
20,3.3509179072073574e+17,0.0011789982840076788,3.3509179072073574e+17,2.8421736932617388e+20,9.2833220812866536e+23
30,3.3003691480255264e+17,0.0015895725857316852,3.3003691480255264e+17,2.0762619949854989e+20,9.58491240632974e+23
40,3.2505829203390362e+17,0.0021431252611503037,3.2505829203390362e+17,1.5167489176970995e+20,5.9285242297675794e+23
50,3.2015477213137178e+17,0.002254808768629104,3.2015477213137178e+17,1.4198754971403716e+20,3.2510214751575066e+23
60,3.153252221636391e+17,0.0020264088075329398,3.153252221636391e+17,1.556079015208847e+20,7.2958177785684827e+22
70,3.1056852628972883e+17,0.0018211445300275605,3.1056852628972883e+17,1.7053480444247271e+20,5.5328954791923461e+23
80,3.058835855011968e+17,0.0016366724162076027,3.058835855011968e+17,1.8689359121110601e+20,5.8935745790821697e+22
