voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150.0,0.00000000004693424420286454327968530449897861898147719655165409786670554760000000000000000000000644114241846768,0.0000000005469342442028645432796853044989786189814771965516540978667055475999999999999999999999947166010861263
-140.0,0.0000000001308028927641141806258471212572892032296216675078831647115771639999999999999999999999991320017293669,0.0000000003691971072358858193741528787427107967703783324921168352884228360000000000000000000000041248212733068
-130.0,0.0000000003604294408830039588443221153902884731567331194382378322776995824999999999999999999999947531906690302,0.0000000003604294408830039588443221153902884731567331194382378322776995824999999999999999999999947531906690302
-120.0,0.0000000001758688886313542668808144192024230280296302339738277853518944628399999999999999999999942513051616858,0.0000000002758688886313542668808144192024230280296302339738277853518944628399999999999999999999978989426292235
-110.0,0.00000000006628898505758380729949834138319132223611048693970707436146400015999999999999999999999853169509472704,0.0000000000337110149424161927005016586168086777638895130602929256385359998400000000000000000000051159423728107
-100.0,0.0000000002214261518401938352135663594227289381708566007159103249457336274100000000000000000000039730448784273,0.0000000001214261518401938352135663594227289381708566007159103249457336274100000000000000000000003254074108896
-90.0,0.00000000005866332961925108783686818142666678488791696897894033344188366488000000000000000000000031926975308188,0.0000000001586633296192510878368681814266667848879169689789403334418836648699999999999999999999993868521266705
-80.0,0.00000000005840774090509159718056131149899511366109663727851217663571063050999999999999999999999809223160549718,0.0000000000415922590949084028194386885010048863389033627214878233642893694900000000000000000000018100647782868
-70.0,0.00000000002480411313997407742604573193308466176448383680984322496576178501000000000000000000000329755624514957,0.00000000008480411313997407742604573193308466176448383680984322496576178501000000000000000000000248986585866921
-60.0,0.00000000002842287085218803732191295353414257221544584376555195979288606125999999999999999999999960447974826778,0.0000000000715771291478119626780870464658574277845541562344480402071139387400000000000000000000002978166355162
-50.0,0.00000000004834241435061440094349109932992611957941206372394462798816685173999999999999999999999927469470036429,0.00000000001834241435061440094349109932992611957941206372394462798816685173999999999999999999999967853989360447
-40.0,0.00000000001274089418822268494049526181501435567149562412335558114727633722999999999999999999999965755556472332,0.00000000004274089418822268494049526181501435567149562412335558114727633722999999999999999999999925371037148314
-30.0,0.00000000003631936011264127469926666516027525472567212325160651688168535924000000000000000000000056485321542561,0.00000000003368063988735872530073333483972474527432787674839348311831464075999999999999999999999974128836159856
-20.0,0.00000000002118290029574225466346295241489577092905445802614958335358170433699999999999999999999974374198110869,0.00000000001881709970425774533653704758510422907094554197385041664641829566200000000000000000000050823927976074
-10.0,0.000000000009483985127484695140159373060417933764931545626044490687118620543999999999999999999999907312471472425,0.00000000003551601487251530485984062693958206623506845437395550931288137945599999999999999999999995508737413652
0.0,0.000000000029103830456733704,0.000000000029103830456733704
10.0,0.00000000003551601487251530485984062693958206623506845437395550931288137945599999999999999999999995508737413652,0.000000000009483985127484695140159373060417933764931545626044490687118620543999999999999999999999907312471472425
