voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,295856046.71085787,20729.433698919936,295835317.27715898,14272.268649879848,39257861656198256.0
-140,270498094.55090827,22909.567272223609,270475184.98363602,11807.210993411909,62788761303785520.0
-130,247816440.13489369,25318.987494959183,247791121.14739871,9787.7705490486915,22246696664960024.0
-120,227585586.71098253,27981.808654549885,227557604.90232795,8133.3408258431764,2.1028350306076102e+17
-110,209604492.37899879,30924.681160165997,209573567.69783863,6777.9031024898595,1.1724464553859218e+17
-100,193694561.58446223,34177.058268977336,193660384.52619329,5667.3854156804264,57720090862941200.0
-90,179697861.08816507,37771.490864250576,179660089.59730086,4757.4998226570651,91902626112787520.0
-80,167475542.56464702,41743.953235529763,167433798.61141148,4011.9713056333785,5.8065690766330509e+17
-70,156906456.05052221,46134.203121417326,156860321.84740078,3401.0873806050427,7.5391879673227149e+17
-60,147885940.37330967,50986.179618385198,147834954.19369128,2900.5103241738707,1.1021066566607848e+17
-50,140324778.4623175,56348.442938020642,140268430.01937947,2490.3044546708234,35389488528012576.0
-40,134148307.09297147,62274.660413945508,134086032.43255752,2154.1395200114321,3.591308155003111e+17
-30,129295672.16125859,68824.143622529344,129226848.01763608,1878.6382998150973,6.6274106009101658e+17
-20,125719222.04114492,76062.441993080982,125643159.59915182,1652.8423062275724,65021938348788736.0
-10,123384032.95950088,84061.998848568997,123299970.96065232,1467.7741982053913,32818538146848524.0
0,122267561.64404978,92902.876442747031,122174658.76760703,1316.0793973844204,63727342974024080.0
10,123384032.95950088,84061.998848568997,123299970.96065232,1467.7741982053913,44054794596779552.0
20,125719222.04114492,76062.441993080982,125643159.59915182,1652.8423062275724,35567192578293024.0
30,129295672.16125859,68824.143622529344,129226848.01763608,1878.6382998150973,1.8030653624441056e+17
40,134148307.09297147,62274.660413945508,134086032.43255752,2154.1395200114321,79733607575097936.0
50,140324778.4623175,56348.442938020642,140268430.01937947,2490.3044546708234,79467125398520128.0
60,147885940.37330967,50986.179618385198,147834954.19369128,2900.5103241738707,1.3572961503160262e+17
70,156906456.05052221,46134.203121417326,156860321.84740078,3401.0873806050427,3.0516957351042406e+17
80,167475542.56464702,41743.953235529763,167433798.61141148,4011.9713056333785,1.1780103343880717e+17
90,179697861.08816507,37771.490864250576,179660089.59730086,4757.4998226570651,3.927960816328967e+17
100,193694561.58446223,34177.058268977336,193660384.52619329,5667.3854156804264,4.8943862315631936e+17
-150,34225842967174.711,7.3361959480419674e-06,34225842967174.711,4.6653392588715684e+18,6.7510880471845212e+18
-140,33460362250503.023,9.8909524472958693e-06,33460362250503.023,3.3829262074403057e+18,1.5873868779688659e+19
-130,32712170956782.488,1.3335377218322427e-05,32712170956782.488,2.4530367923778642e+18,1.0930900285198813e+19
-120,31980879539149.828,1.7979288294280611e-05,31980879539149.828,1.7787622633162437e+18,7.2643037102543196e+18
-110,31266107233548.012,2.424039472424619e-05,31266107233548.012,1.289834905298569e+18,2.1722199217060573e+19
-100,30567481860942.73,3.2681868535040005e-05,30567481860942.73,9.3530398447596954e+17,1.0285761117583786e+19
-90,29884639634064.621,4.4063000751108975e-05,29884639634064.621,6.782252484997289e+17,4.1752235838800716e+19
-80,29217224968598.328,5.9407497864162523e-05,29217224968598.328,4.918103946307353e+17,1.7907230739335172e+19
-70,28564890298750.066,8.0095561861879178e-05,28564890298750.066,3.566351197836505e+17,4.4139210049315824e+19
-60,27927295897137.195,0.00010798803620106895,27927295897137.195,2.5861472140430256e+17,1.3197877178886126e+19
-50,27304109698959.93,0.00014559378436813911,27304109698959.93,1.8753623183473626e+17,9.7281307390711071e+18
-40,26695007130435.809,0.00019629535634083835,26695007130435.809,1.3599408375246438e+17,6.9773565309481452e+18
-30,26099670941505.07,0.00026465324112702167,26099670941505.07,98618368814831184.0,3.0659490078932239e+18
-20,25517791042851.23,0.00035681607219184986,25517791042851.23,71515251222010640.0,5.745388713024382e+18
-10,24949064347328.906,0.00048107368280183888,24949064347328.906,51861212199391456.0,9.6765956220986061e+18
0,24393194615955.047,0.00064860275733344755,24393194615955.047,37608835824628576.0,3.0796999876293837e+19
10,23849892308704.855,0.00087447214815497901,23849892308704.855,27273472756136360.0,3.8168824059912105e+18
20,23318874440468.602,0.0011789982840076788,23318874440468.602,19778548244533928.0,1.6382013733495667e+19
30,22799864442678.531,0.0015895725857316852,22799864442678.531,14343393090277588.0,2.0576908048322895e+18
40,22292592031322.309,0.0021431252611503037,22292592031322.305,10401908108421512.0,4.1476605596419625e+18
50,21796793082336.441,0.002254808768629104,21796793082336.434,9666803405057106.0,8.8941268863050691e+18
60,21312209515747.449,0.0020264088075329398,21312209515747.445,10517230993332530.0,1.7561972861493005e+18
70,20838589190431.648,0.0018211445300275605,20838589190431.648,11442578470208672.0,5.1426444168343757e+19
80,20375685812042.496,0.0016366724162076027,20375685812042.496,12449458798392772.0,2.2286058171292191e+18
