voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,433542989.0448944,12522.845398806085,433530466.19949561,34620.16620329977,19072736871799564.0
-140,381737748.32482415,14312.805243240478,381723435.51958096,26671.064255912221,19532003763771880.0
-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188986,35045603691435144.0
-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,16849181151875732.0
-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,44900965635083800.0
-100,234492411.26088765,24423.715527832945,234467987.54535985,9601.0130397098346,19310541873368184.0
-90,209429907.32486603,27914.732836956449,209401992.59202904,7502.486538133754,79872063263659920.0
-80,188066307.04156119,31904.740639099407,188034402.30092213,5894.6195228142715,21245938181716520.0
-70,170024291.33495164,36465.062416810324,169987826.27253482,4662.6628357715572,14869075282489108.0
-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.7034046698795,1.000178904126679e+18
-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949681,5.7908808860395379e+17
-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,15200255409449616.0
-30,125467256.75111784,62224.860608192634,125405031.89050964,2016.3525562739239,11824396244007450.0
-20,120248782.00473879,71119.00553030528,120177662.9992085,1690.810791125283,2.2107113460106909e+17
-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427975,37755599066425968.0
0,116128595.55343381,92902.876442747031,116035692.67699106,1250.0,2.1276162423827302e+17
10,117154114.04734012,81284.439984003053,117072829.60735612,1441.2858607427975,48243265473769936.0
20,120248782.00473882,71119.00553030528,120177662.99920852,1690.810791125283,85972107900418512.0
30,125467256.75111784,62224.860608192655,125405031.89050964,2016.3525562739239,78829308293383648.0
40,132901705.80709337,54443.017711476496,132847262.78938188,2441.1157094820237,3.686061936791577e+17
50,142683434.73031151,47634.37231616542,142635800.35799536,2995.388157594969,2.1965410257391469e+17
60,154985206.20450804,41677.216314127247,154943528.9881939,3718.7034046698795,4.3757827055542278e+17
70,170024291.3349517,36465.062416810324,169987826.27253488,4662.6628357715581,3.6169890105775846e+17
80,188066307.04156128,31904.740639099426,188034402.30092219,5894.6195228142715,2.9000705618043064e+18
90,209429907.32486615,27914.732836956471,209401992.59202921,7502.4865381337549,8.5081110867811686e+17
100,234492411.2608878,24423.715527832956,234467987.54536,9601.0130397098364,4.9091688673629344e+17
-150,3913162.9427928827,9.6045347052819838e-05,3913162.9426968368,40742868476.916962,52856325843806648.0
-140,2987233.9735999806,9.547080033429762e-05,2987233.9735045093,31289503839.288807,1.0066218718149874e+17
-130,2280401.0316168391,9.4899690574898278e-05,2280401.0315219392,24029593961.816601,19483991208405404.0
-120,1740822.4011360169,9.4331997214608824e-05,1740822.4010416847,18454209097.000042,64401130272723712.0
-110,1328923.5376581752,9.3767699816406944e-05,1328923.5375644076,14172508659.806622,51767964592544392.0
-100,1014494.5466901729,9.3206778065525381e-05,1014494.546596966,10884343046.135252,53681503130991848.0
-90,774474.51570406219,9.264921176872052e-05,774474.51561141293,8359213218.5363483,14220057070216678.0
-80,591260.1985275402,9.2094980853545482e-05,591260.1984354452,6420113159.7800617,24093271453144696.0
-70,451415.01155123342,9.1544065367627411e-05,451415.0114596893,4931122620.9849596,59446560383752384.0
-60,344683.66443917534,9.0996445477949364e-05,344683.66434817889,3787880533.4511728,43754612304257904.0
-50,263240.16846150212,9.0452101470136161e-05,263240.16837104998,2910271449.562881,38615292936037992.0
-40,201114.08799066764,8.991101374774471e-05,201114.08790075665,2236812595.1167169,2.3507096721648198e+17
-30,153752.98157708038,8.937316283155858e-05,153752.98148770723,1720348443.6022296,3.208316907968487e+17
-20,117688.9786408362,8.88385293588867e-05,117688.97855199767,1324751540.6901939,1.0615255034126506e+17
-10,90285.090841556332,8.8307094082866342e-05,90285.090753249242,1022399069.7376348,1.0026330544424285e+17
0,69542.726665854701,8.7778837871770106e-05,69542.726578075861,792249343.37185872,4.3341915029741005e+17
10,53956.396633567136,8.7253741708317377e-05,53956.396546313386,618384903.35393596,1.4655883237976883e+18
20,42405.099616860833,8.673178668898958e-05,42405.099530129046,488922242.18694758,1.8045023918680888e+18
30,34072.629801709845,8.6212954023349626e-05,34072.629715496892,395214735.27611327,8.6578172676871091e+17
40,30132.478439131279,8.5697225033365507e-05,30132.478353434057,351615567.80163479,2.0988864670710797e+17
50,37893.181180813961,8.5184581152737902e-05,37893.181095629378,444836150.72157967,1.1374336427738125e+17
60,47653.56502152756,8.4675003926231774e-05,47653.564936852556,562781964.12063932,41788122544700056.0
70,59929.210333136107,8.4168475009011859e-05,59929.21024896764,712014923.95721209,27679428755364928.0
80,75367.140296284182,8.3664976165982537e-05,75367.140212619212,900820674.91137135,31684702033876328.0
90,94782.002005455346,8.3164489271130953e-05,94782.001922290874,1139693189.1982074,99223829811925248.0
100,119198.31554438727,8.2666996306874943e-05,119198.31546172027,1441909357.6583018,49921230375078472.0
