voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150.0,0.000000005474187786032825707823817212298283462684630999553316064821777807759999999999999999999998072905184411,0.000000001164187786032825707823817212298283462684630999553316064821777807759999999999999999999997414987634442,0.00000001414581221396717429217618278770171653731536900044668393517822219223999999999999999999999998621429927,0.00000001018581221396717429217618278770171653731536900044668393517822219224000000000000000000000085900463443,0.0000000423858122139671742921761827877017165373153690004466839351782221922399999999999999999999993611688829
-140.0,0.00000001887593524051957870067520655706706648333748753322829932267982758487000000000000000000000036598594529,0.00000000007406475948042129932479344293293351666251246677170067732017241512999999999999999999999984588420054866,0.000000005574064759480421299324793442932933516662512466771700677320172415130000000000000000000000090196934298,0.00000001639593524051957870067520655706706648333748753322829932267982758487000000000000000000000129089919394,0.00000001913406475948042129932479344293293351666251246677170067732017241512999999999999999999999920121215179
-130.0,0.00000002068017005490257862533317608958558610157286287383159839542887659656000000000000000000000091097819436,0.0000000003501700549025786253331760895855861015728628738315983954288765965600000000000000000000005492815188064,0.00000001542982994509742137466682391041441389842713712616840160457112340343999999999999999999999863991806895,0.00000001714982994509742137466682391041441389842713712616840160457112340343999999999999999999999920662052028,0.00000004807017005490257862533317608958558610157286287383159839542887659656000000000000000000000111641351582
-120.0,0.000000008301193951775904668059565911278081841503085163104371695968913777859999999999999999999998728766704982,0.0000000004411939517759046680595659112780818415030851631043716959689137778599999999999999999999996666569888041,0.00000001260119395177590466805956591127808184150308516310437169596891377785999999999999999999999827285229145,0.000000002648806048224095331940434088721918158496914836895628304031086222140000000000000000000001808710570626,0.00000005792880604822409533194043408872191815849691483689562830403108622214000000000000000000000173106313247
-110.0,0.000000002498176072156637660086119854128686461624428397718257030902632701920000000000000000000000188046752037,0.000000002181823927843362339913880145871313538375571602281742969097367298079999999999999999999998610230984432,0.00000002780182392784336233991388014587131353837557160228174296909736729808000000000000000000000017048620454,0.00000001521817607215663766008611985412868646162442839771825703090263270192000000000000000000000124337467087,0.0000001065681760721566376600861198541286864616244283977182570309026327019200000000000000000000000066367258
-100.0,0.00000001429481098635804068811264916251457221790154009036876078074450461994999999999999999999999992066181537,0.000000003225189013641959311887350837485427782098459909631239219255495380050000000000000000000000190233608853,0.00000001402518901364195931188735083748542778209845990963123921925549538004999999999999999999999900159576691,0.000000002884810986358040688112649162514572217901540090368760780744504619950000000000000000000000581689391105,0.000000001194810986358040688112649162514572217901540090368760780744504619950000000000000000000001483812288405
-90.0,0.000000005813293643638511813464011617753595195191106150841548334456320546770000000000000000000000079953669874,0.000000003473293643638511813464011617753595195191106150841548334456320546769999999999999999999999744479530701,0.00000002138329364363851181346401161775359519519110615084154833445632054677000000000000000000000022339906843,0.000000006056706356361488186535988382246404804808893849158451665543679453229999999999999999999999933184444921,0.00000006652670635636148818653598838224640480480889384915845166554367945322999999999999999999999927912862566
-80.0,0.000000003597959104774588704813196955152182131300971813877603871417196372809999999999999999999999491200759626,0.000000002297959104774588704813196955152182131300971813877603871417196372810000000000000000000000761347770435,0.00000002053204089522541129518680304484781786869902818612239612858280362719999999999999999999999986514305179,0.00000002402204089522541129518680304484781786869902818612239612858280362720000000000000000000000094969614636,0.00000002684795910477458870481319695515218213130097181387760387141719637280000000000000000000000028511302361
-70.0,0.00000000645170022099414596389735393770472960621201889211981658278924859290999999999999999999999998449101522,0.000000001021700220994145963897353937704729606212018892119816582789248592910000000000000000000000046319858494,0.00000002660829977900585403610264606229527039378798110788018341721075140708999999999999999999999973735972986,0.000000007548299779005854036102646062295270393787981107880183417210751407090000000000000000000000382031778615,0.00000001550170022099414596389735393770472960621201889211981658278924859290999999999999999999999956933118612
-60.0,0.000000008439931348153607136016222793202138868886838501436093723168717934269999999999999999999999711374839614,0.000000002880068651846392863983777206797861131113161498563906276831282065730000000000000000000000839133164369,0.00000001673006865184639286398377720679786113111316149856390627683128206571999999999999999999999958116210139,0.000000004200068651846392863983777206797861131113161498563906276831282065720000000000000000000000025600799436,0.00000001004993134815360713601622279320213886888683850143609372316871793428000000000000000000000009666295386
-50.0,0.00000001315682369639323915693960108050212217917059297810703065996856318582199999999999999999999945665724042,0.000000003273176303606760843060398919497877820829407021892969340031436814178999999999999999999999555474351323,0.00000001123317630360676084306039891949787782082940702189296934003143681417800000000000000000000087088075471,0.0000000060831763036067608430603989194978778208294070218929693400314368141780000000000000000000002846053642,0.00000003492682369639323915693960108050212217917059297810703065996856318582099999999999999999999963881982076
-40.0,0.00000001651599250496258519981913453975165895874358604894111811655328114318899999999999999999999933258303857,0.00000000422599250496258519981913453975165895874358604894111811655328114318799999999999999999999983359576505,0.000000008545992504962585199819134539751658958743586048941118116553281143189999999999999999999999712350484499,0.00000001641400749503741480018086546024834104125641395105888188344671885681099999999999999999999995448124503,0.00000003761400749503741480018086546024834104125641395105888188344671885681100000000000000000000077702583882
-30.0,0.00000001275330568248175880470443903612167290269751749961839773891154948136400000000000000000000031189036518,0.0000000001333056824817588047044390361216729026975174996183977389115494813640000000000000000000000951941010703,0.000000006631694317518241195295560963878327097302482500381602261088450518638000000000000000000000110079487618,0.000000001466694317518241195295560963878327097302482500381602261088450518636999999999999999999999735888819807,0.00000001757669431751824119529556096387832709730248250038160226108845051863800000000000000000000009064078147
-20.0,0.00000000363844791550702619657870341894456079196893332342833992938538850984900000000000000000000020892012418,0.000000004080552084492973803421296581055439208031066676571660070614611490148999999999999999999999647983927249,0.000000003985552084492973803421296581055439208031066676571660070614611490147999999999999999999999844598015822,0.00000001436444791550702619657870341894456079196893332342833992938538850985200000000000000000000001715855637,0.000000001195552084492973803421296581055439208031066676571660070614611490147999999999999999999999948790149622
-10.0,0.000000002980564845944173350268056938865732629999131742467296252895482970561999999999999999999999835191501711,0.000000002207435154055826649731943061134267370000868257532703747104517029438000000000000000000000021068414138,0.000000008660435154055826649731943061134267370000868257532703747104517029438000000000000000000000092697254809,0.00000000540743515405582664973194306113426737000086825753270374710451702943800000000000000000000017172614351,0.000000003912564845944173350268056938865732629999131742467296252895482970562999999999999999999999981853881374
0.0,0.0000000005820766091346740999999999999999999999999999999999999999999999999988945704249479110879505469615615489,0.0000000006693881005048751999999999999999999999999999999999999999999999999995163745609147111009783642956831776,0.0000000005820766091346741,0.0000000004583853296935558299999999999999999999999999999999999999999999999995163745609147111009783642956831776,0.000000005122274160385131999999999999999999999999999999999999999999999999997789140849895822175901093923123098
