voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,360586657.2026065,33904.732558071351,360552752.47004843,10635.289825247872,2.5867047550167642e+17
-140,342851757.51514637,36261.428773639353,342815496.08637273,9454.9985786656671,47599772534891440.0
-130,326665704.23864281,38781.937431702179,326626922.30121112,8423.1404068949578,55330221127123880.0
-120,311955376.23553324,41477.645030077845,311913898.59050322,7521.0484107599732,38285248297902992.0
-110,298654319.01569986,44360.729534744925,298609958.28616512,6732.4032347525535,1.7782960200073206e+17
-100,286702444.52567565,47444.215394286985,286655000.31028146,6042.9378406413516,2.7231997573385554e+18
-90,276045759.69847965,50742.032378355507,275995017.66610128,5440.1794086637656,1.0391508083957763e+17
-80,266636122.5377956,54269.078505956692,266581853.45928964,4913.2236971469692,62267001931921936.0
-70,258431024.63459447,58041.287347843077,258372983.34724665,4452.5377785956071,3.3948970810141325e+17
-60,251393399.13371143,62075.700007051404,251331323.43370435,4049.7875836302242,99111136793116352.0
-50,245491453.28285667,66390.542102761305,245425062.74075392,3697.6871329485089,1.5028784905993748e+18
-40,240698524.80759719,71005.306105252675,240627519.50149199,3389.8667298300875,1.0536957553982686e+17
-30,236992961.46347412,75940.839393913266,236917020.62408024,3120.7577287125609,1.7146615616320797e+17
-20,234358023.22112983,81219.438436101744,234276803.78269368,2885.4917952370201,93328888570416880.0
-10,232781806.64256135,86864.949512323205,232694941.69304904,2679.81283532016,1.5084373864091014e+17
0,232257191.10686761,92902.876442747031,232164288.23042485,2500.0,1.0601414436769728e+17
10,232781806.64256144,86864.949512323205,232694941.69304907,2679.8128353201605,75160893994086672.0
20,234358023.22112983,81219.438436101744,234276803.78269368,2885.4917952370201,81735382123656128.0
30,236992961.46347412,75940.839393913266,236917020.62408024,3120.7577287125609,6.6000861697743002e+17
40,240698524.80759719,71005.306105252675,240627519.50149199,3389.8667298300875,4.4122651139509658e+17
50,245491453.28285667,66390.542102761305,245425062.74075392,3697.6871329485089,3.7818335788033464e+18
60,251393399.13371143,62075.700007051404,251331323.43370441,4049.7875836302251,93962336163943488.0
70,258431024.63459456,58041.287347843077,258372983.34724671,4452.537778595608,3.5280463168671878e+17
80,266636122.53779569,54269.078505956692,266581853.4592897,4913.2236971469702,52003632291022792.0
90,276045759.69847977,50742.032378355507,275995017.6661014,5440.1794086637674,1.2552822702947709e+17
100,286702444.52567577,47444.215394286985,286655000.31028152,6042.9378406413525,4.4382424539462797e+17
-150,114044140444691.77,0.00021247417361991254,114044140444691.77,5.3674354158779418e+17,6.0118993669292472e+21
-140,102944151574897.31,0.00023072359717791064,102944151574897.31,4.4617955351795776e+17,5.8256979974827247e+21
-130,92924543557200.547,0.00025054046516703743,92924543557200.547,3.7089634800209606e+17,1.5781231910386178e+21
-120,83880161223566.484,0.00027205940551331309,83880161223566.484,3.0831560873737869e+17,2.7995018753032069e+22
-110,75716084325637.547,0.00029542660934595949,75716084325637.547,2.562940572390017e+17,6.7305788797622839e+21
-100,68346631353751.539,0.00032080082416183664,68346631353751.539,2.1305004914598426e+17,6.3144088569764391e+21
-90,61694460315836.93,0.00034835443229285119,61694460315836.93,1.7710255589333866e+17,1.608403663440624e+21
-80,55689757038925.656,0.0003782746220030155,55689757038925.656,1.4722044197424832e+17,2.9918977564797929e+21
-70,50269502474569.062,0.00041076465917112647,50269502474569.062,1.2238030062276256e+17,3.1484470242900679e+21
-60,45376811318580.992,0.00044604526819836906,45376811318580.992,1.0173140385921688e+17,5.3194790623288461e+21
-50,40960335003971.695,0.00048435613152218341,40960335003971.695,84566566495701984.0,1.2199860736652461e+21
-40,36973722801527.469,0.00052595751792349681,36973722801527.469,70297926242220736.0,4.8473189162169129e+21
-30,33375135372326.52,0.00057113205068939194,33375135372326.52,58436810422459496.0,2.3303843507025501e+21
-20,32883693007983.891,0.00062018662764340687,32883693007983.891,53022254176836696.0,1.891910689784633e+21
-10,34528217270421.586,0.00067345450608738845,34528217270421.586,51270304019528160.0,6.4800764631390421e+20
