voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,229941312.75476724,27981.808654549848,229913330.94611269,8217.5285948636756,54860833308108096.0
-140,215533836.06661049,30312.331445629086,215503523.73516488,7110.4341298593727,1.575769061843344e+17
-130,202483690.24394825,32836.956646126979,202450853.28730208,6166.335462389161,10248528435428116.0
-120,190707755.37643307,35571.85047655263,190672183.52595648,5361.1986113047196,44154030064488272.0
-110,180131035.04776445,38534.525594516781,180092500.52216995,4674.5362053554372,17318388329380218.0
-100,170686176.75830278,41743.953235529727,170644432.80506724,4088.8838628974377,1.8499175493794214e+19
-90,162313041.2385979,45220.684693677606,162267820.55390424,3589.3539060298931,19703965727503976.0
-80,154958317.89692849,48986.982920067894,154909330.91400841,3163.2549844879027,3.7113951192322637e+17
-70,148575183.93927363,53066.965081723632,148522116.9741919,2799.7678727333741,72300820744074352.0
-60,143123004.97970539,57486.756993789815,143065518.22271159,2489.6691423237999,12560876755017078.0
-50,138567075.22478348,62274.660413945487,138504800.56436953,2225.0956376753429,51193821591349296.0
-40,134878395.56885934,67461.334270276828,134810934.23458907,1999.3437281937397,3.5737281799841728e+17
-30,132033488.1798708,73079.990983088384,131960408.18888772,1806.6982002012696,29480317127843532.0
-20,130014246.38879052,79166.60913778223,129935079.77965274,1642.2864109603665,3.7049497345791181e+17
-10,128807818.92187159,85760.163870637698,128722058.75800095,1501.9539738306451,41490395627808616.0
0,128406527.73466577,92902.876442747031,128313624.85822301,1382.1587947688406,6.2506117765346496e+17
10,128807818.92187165,85760.163870637698,128722058.758001,1501.9539738306451,1.4978674121702976e+17
20,130014246.38879056,79166.60913778223,129935079.77965276,1642.2864109603665,43696491080527616.0
30,132033488.1798708,73079.990983088399,131960408.18888772,1806.6982002012692,58371419770733744.0
40,134878395.56885934,67461.334270276857,134810934.23458907,1999.3437281937383,17052086343571814.0
50,138567075.22478351,62274.660413945508,138504800.56436956,2225.0956376753429,59681997149726576.0
60,143123004.97970542,57486.756993789844,143065518.22271162,2489.669142323799,8733144958399894.0
70,148575183.93927363,53066.965081723654,148522116.9741919,2799.7678727333728,1.765547473949192e+17
80,154958317.89692849,48986.982920067931,154909330.91400841,3163.2549844878999,26934617534298312.0
90,162313041.23859793,45220.684693677635,162267820.55390427,3589.3539060298913,75157342766235312.0
100,170686176.75830284,41743.953235529763,170644432.8050673,4088.8838628974354,35702673426283200.0
-150,2.0436236531985329e+18,0.0020772920907606404,2.0436236531985329e+18,9.8379215050600835e+20,1.2346996291719301e+18
-140,1.765306870209556e+18,0.0018841280973936304,1.765306870209556e+18,9.3693569596014002e+20,3.9145984248678711e+19
-130,1.5248934636727916e+18,0.0017089261077811466,1.5248934636727916e+18,8.9231094119844597e+20,8.4269366314084851e+17
-120,1.3172214527513042e+18,0.001550015864577325,1.3172214527513042e+18,8.4981159409648901e+20,3.1045792217461207e+18
-110,1.137831855894324e+18,0.0014058824249345921,1.137831855894324e+18,8.093364250906409e+20,1.3124290064899356e+18
-100,9.8287295084750362e+17,0.0012751517180625395,9.8287295084750362e+17,7.7078902606262174e+20,1.0923166187089682e+18
-90,8.4901757329046464e+17,0.0011565774457657765,8.4901757329046464e+17,7.3407758070911153e+20,5.9841874865329459e+18
-80,7.3339167839847296e+17,0.0010490292010793352,7.3339167839847296e+17,6.9911464584960449e+20,3.5160683746603894e+18
-70,6.3351263145437414e+17,0.00095148169173273674,6.3351263145437414e+17,6.6581694315177915e+20,1.8673786852011756e+18
-60,5.4723590253194886e+17,0.00086300496570650153,5.4723590253194886e+17,6.3410516077848114e+20,6.1603558427937198e+18
-50,4.7270902071793312e+17,0.00078275554569817371,4.7270902071793312e+17,6.0390376448409993e+20,7.9254027719015916e+18
-40,4.0833179921144538e+17,0.0007099683879798446,4.0833179921144538e+17,5.7514081771065777e+20,7.1413489872223877e+18
-30,3.5272197728325376e+17,0.00064394958898836079,3.5272197728325376e+17,5.4774781025542223e+20,7.1754265273658245e+18
-20,3.0468554138416966e+17,0.0005840697701177803,3.0468554138416966e+17,5.2165949510232061e+20,5.8999942993826253e+18
-10,2.6319108815912013e+17,0.00052975807764915367,2.6319108815912013e+17,4.9681373302895706e+20,1.3911935555406045e+19
0,2.2734767890829069e+17,0.00048049674061702199,2.2734767890829069e+17,4.7315134461962407e+20,3.3644092367744911e+18
10,1.963857100025295e+17,0.00043581613473100489,1.963857100025295e+17,4.5061596933244106e+20,3.5583829631128011e+19
20,1.6964038851656499e+17,0.0003952903052952464,1.6964038851656499e+17,4.2915393128566319e+20,3.6583444766582538e+18
30,1.4653745828092106e+17,0.0003396855868026927,1.4653745828092106e+17,4.3139145131299832e+20,1.4933296681250125e+18
40,1.2658086987275602e+17,0.00024775006735381635,1.2658086987275602e+17,5.1092163657006632e+20,5.8241526381669914e+17
50,1.0934212980468701e+17,0.00018069679214700778,1.0934212980468701e+17,6.0511384018223497e+20,5.049395245265407e+18
60,94451100225170592.0,0.00013179140995182449,94451100225170592.0,7.1667114161459089e+20,1.3723367186104868e+18
70,81588051588333296.0,9.6122214073170363e-05,81588051588333296.0,8.4879496768797514e+20,1.089974676670994e+18
80,70476797653989400.0,7.0106845671548938e-05,70476797653989400.0,1.0052769737234176e+21,8.9537819901412749e+17
90,60878765417584152.0,5.1132507271139161e-05,60878765417584152.0,1.1906078670221222e+21,2.9000433283441121e+18
100,52587872643931528.0,3.729355207453215e-05,52587872643931528.0,1.410106297700827e+21,9.0381346325688294e+17
-150,4.065680529399572e+18,0.00065381239013865753,4.065680529399572e+18,6.21842074381206e+21,1.2530844496805235e+21
-140,3.1411387102261888e+18,0.00077558721953860507,3.1411387102261888e+18,4.0500135008604751e+21,2.072615494892068e+19
-130,2.4268424815440978e+18,0.00092004303403313238,2.4268424815440978e+18,2.6377488788820098e+21,5.0684001786078978e+19
-120,1.8749810040767281e+18,0.00091453930353162271,1.8749810040767281e+18,2.0501918253663065e+21,5.595162789790004e+19
-110,1.4486158516478341e+18,0.00085887246780047815,1.4486158516478341e+18,1.686648374417746e+21,2.288493286933794e+19
-100,1.119208572612153e+18,0.0008065940010419429,1.119208572612153e+18,1.3875736382447432e+21,2.9682251654733525e+19
-90,8.6471049560526989e+17,0.0007574976575777107,8.6471049560526989e+17,1.1415355373776328e+21,5.1818493885495849e+18
-80,6.6808692257380966e+17,0.00071138974563967857,6.6808692257380966e+17,9.3912925603540802e+20,8.0557004463652291e+18
-70,5.1617692734728742e+17,0.00066808836322951803,5.1617692734728742e+17,7.7261774902365376e+20,7.9959523937364804e+19
-60,3.9881244145133299e+17,0.00062742268049049217,3.9881244145133299e+17,6.3563599763329961e+20,1.9060293010460967e+19
-50,3.0813766400734342e+17,0.00058923226576038231,3.0813766400734342e+17,5.2294770994881488e+20,1.3087712573717785e+19
-40,2.3808324106620058e+17,0.00055336645264670995,2.3808324106620058e+17,4.3024516561758736e+20,4.3315455987883287e+19
-30,1.8396001906882682e+17,0.00051968374562727851,1.8396001906882682e+17,3.539845542923031e+20,1.4623287640026829e+19
-20,1.4214518070702726e+17,0.00048805126183104841,1.4214518070702726e+17,2.9125051367295608e+20,2.2490395133996933e+19
-10,1.0983982797243565e+17,0.00045834420679709568,1.0983982797243565e+17,2.3964484844260416e+20,2.4770462572157809e+19
0,84881707273786000.0,0.0004304453821434504,84881707273786000.0,1.971950700251636e+20,3.3076360386391646e+19
10,65650039984679272.0,0.00040424472320350289,65650039984679272.0,1.6240172404583262e+20,1.4412491398829949e+19
20,50839091925156160.0,0.00037963886480588924,50839091925156160.0,1.3391435028958477e+20,1.9308756519147565e+19
30,39475259627260936.0,0.00035653073348479854,39475259627260936.0,1.1072049593431209e+20,7.3999814210721382e+19
40,30827551013561676.0,0.00033482916451191681,30827551013561676.0,9.2069491791431172e+19,4.9675972021997814e+19
50,24366609653072888.0,0.00031444854223914562,24366609653072888.0,7.7489974924232589e+19,2.2015799091315302e+19
60,19742557869089088.0,0.00029530846233319867,19742557869089088.0,6.6854020074824073e+19,3.2399183618999947e+19
70,16783737999789722.0,0.00027733341456954552,16783737999789722.0,6.051826832998137e+19,3.477602273904889e+19
80,15522214166261482.0,0.00026045248493428196,15522214166261482.0,5.9597105284589961e+19,3.804805508795084e+19
90,16257668112478106.0,0.00024459907585867765,16257668112478106.0,6.646659663535e+19,4.675061699567258e+19
100,19680536372067608.0,0.00022971064348268849,19680536372067608.0,8.5675335168136315e+19,8.797548139337189e+19
-150,139993421846691.64,4.0480502768481956e-05,139993421846691.64,3.4582925673465262e+18,1.7091034905233536e+18
-140,131541897433013.58,5.9288801604259742e-05,131541897433013.58,2.2186634553861965e+18,5.1130998626562406e+18
-130,123604020058437.34,8.6835927304889293e-05,123604020058437.34,1.4234202811521979e+18,2.1194880658265764e+18
-120,116149051522142.86,0.00012718216706809356,116149051522142.86,9.1324950816380134e+17,2.6077856898591003e+19
-110,109148159720472.2,0.00018627432356820966,109148159720472.2,5.8595386433119693e+17,3.0249162062487665e+18
-100,102574309860478.66,0.00027282223931769146,102574309860478.66,3.7597488429465843e+17,4.3670284645999831e+18
-90,96402163165267.484,0.00036738871081318421,96402163165267.484,2.6239827280454365e+17,1.5890871939233612e+19
-80,90607982745226.797,0.00034516426876922082,90607982745226.797,2.6250684367856147e+17,7.3677524816026255e+18
-70,85169546346750.562,0.00032428424970187039,85169546346750.562,2.6263855375353843e+17,4.8952282590335558e+19
-60,80066065727776.188,0.00030466732544386251,80066065727776.188,2.6279833458061146e+17,6.6461684052773775e+18
-50,75278112447732.312,0.00028623708761203243,75278112447732.312,2.6299216874986086e+17,8.3868349346033926e+19
-40,70787549898675.812,0.0002689217499948641,70787549898675.812,2.6322731389345683e+17,1.3334155276081689e+19
-30,66577471444896.133,0.00025265386894350209,66577471444896.133,2.6351257442958067e+17,7.1225245520407442e+20
