voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,282353003.86175507,20729.433698919936,282332274.42805618,13620.873969001212,1.09504821845528e+18
-140,258079062.99318367,22909.567272223609,258056153.42591143,11265.121681546909,4.8936383744070406e+17
-130,236388064.13041651,25318.987494959183,236362745.1429216,9336.3948371742608,1.7516554002071408e+17
-120,217062916.46623883,27981.808654549885,217034934.65758428,7757.2868553993221,2.2144891360604e+17
-110,199910207.42742097,30924.681160165997,199879282.74626079,6464.4225882892797,4.126974320445751e+17
-100,184758266.9366779,34177.058268977336,184724089.87840891,5405.9148532506606,2.4241424094277907e+17
-90,171455449.28083509,37771.490864250576,171417677.78997084,4539.282018203623,1.2100258024484986e+17
-80,159868615.38956153,41743.953235529763,159826871.436326,3829.7430645234558,4.3026770348640544e+17
-70,149881800.33480391,46134.203121417326,149835666.13168249,3248.8217026387274,1.5422147016756269e+17
-60,141395052.71480983,50986.179618385198,141344066.53519145,2773.2035185437567,1.8586482895626e+17
-50,134323434.30690402,56348.442938020642,134267085.86396599,2383.800284502101,2.0695047928985488e+17
-40,128596169.97720703,62274.660413945508,128533895.31679308,2064.9838814441737,3.253741246767209e+17
-30,124155939.33930735,68824.143622529344,124087115.19568482,1803.9590876749439,1.9158214670886876e+18
-20,120958303.07256776,76062.441993080982,120882240.63057467,1590.2500617002374,4.6663556598338426e+17
-10,118971258.15846808,84061.998848568997,118887196.15961951,1415.2799099244039,2.4822785994600016e+17
0,118174917.58363912,92902.876442747031,118082014.70719638,1272.0264657948069,3.343397794851719e+17
10,118971258.15846808,84061.998848568997,118887196.15961951,1415.2799099244039,1.9557346541200016e+17
20,120958303.07256776,76062.441993080982,120882240.63057467,1590.2500617002374,5.0253060952056768e+17
30,124155939.33930735,68824.143622529344,124087115.19568482,1803.9590876749439,2.4163513999316787e+17
40,128596169.97720703,62274.660413945508,128533895.31679308,2064.9838814441737,2.1399605892199721e+18
50,134323434.30690402,56348.442938020642,134267085.86396599,2383.800284502101,5.8845010020297126e+17
60,141395052.71480983,50986.179618385198,141344066.53519145,2773.2035185437567,1.6537972684011315e+17
70,149881800.33480391,46134.203121417326,149835666.13168249,3248.8217026387274,6.1184125314140518e+17
80,159868615.38956153,41743.953235529763,159826871.436326,3829.7430645234558,3.308190361711513e+17
90,171455449.28083509,37771.490864250576,171417677.78997084,4539.282018203623,1.9475801897656893e+17
100,184758266.9366779,34177.058268977336,184724089.87840891,5405.9148532506606,1.4635922418280486e+17
-150,216927752600.86609,4681.2005655227103,216927747919.66556,46340196.187822081,5.8392887508009779e+18
-140,218117583654.74493,5713.0590063588024,218117577941.68591,38178773.125216052,1.5798298135525972e+19
-130,219319289536.1178,6972.3659034235206,219319282563.75186,31455504.856454711,4.1797756856487608e+19
-120,220533908941.68768,8509.2568162019979,220533900432.43088,25916941.244713809,3.8214247152814689e+18
-110,221762703262.60519,10384.918486352994,221762692877.68674,21354303.700508341,9.0315132560648724e+18
-100,223007205597.66406,12674.024805885701,223007192923.63919,17595610.629868858,1.4718400028642134e+19
-90,224269280570.45514,15467.709736123021,224269265102.74536,14499191.179331515,8.0554611874460733e+18
-80,225551197331.94501,18877.19553537952,225551178454.74951,11948342.480704743,5.6352660860925932e+18
-70,226855718654.88199,23038.22074245047,226855695616.66119,9846928.7707134075,3.010736369393025e+18
-60,228186209667.07794,28116.444202907616,228186181550.6337,8115756.3175602565,6.3253571046920819e+17
-50,229546770552.4801,34314.040283439528,229546736238.43976,6689587.3717110138,1.4758994517882097e+18
-40,230942398503.14734,41877.747843084151,230942356625.39954,5514680.4782455852,3.3045763523374861e+17
-30,232379185369.78665,51108.693407209277,232379134261.0932,4546764.3541246885,8.6807104325539853e+17
-20,233864558879.7312,62374.37962470299,233864496505.35159,3749368.8961214232,2.7682073985875891e+17
-10,235407577025.75394,76123.316293148833,235407500902.43765,3092450.3619785248,95986348770571232.0
0,237019287345.94211,92902.876442747031,237019194443.0657,2551258.8675551848,2.0404064257206249e+18
10,238713165398.3075,86518.183708236393,238713078880.12375,2759109.7635997003,6.8291631273123226e+18
20,240505649886.70319,80572.275033756785,240505569314.42816,2984967.8414310664,1.1954811810759709e+17
30,242416795742.50574,75034.995256116672,242416720707.5105,3230716.4798913551,3.3442436619429395e+17
40,244471071162.57486,69878.261607067514,244471001284.31326,3498528.2338198423,35238384429470760.0
50,246698330335.19431,65075.921289242942,246698265259.27301,3790931.0455812719,3.2394980258594803e+17
60,249135000580.1922,60603.618840103278,249134939976.57336,4110893.1339151631,33561545686431208.0
70,251825531165.69666,56438.672611211034,251825474727.02399,4461932.2091511004,1.9609614953453648e+17
80,254824161481.86435,52559.959736391778,254824108921.9046,4848256.4058249779,45403172117460160.0
90,258197078966.16211,48947.809005387033,258197030018.35309,5274946.6056334795,57510781225985216.0
100,262025052691.58105,45583.901099699055,262025007107.67999,5748192.8130392274,18779667339910348.0
-150,236011738510.54465,11240.851615800242,236011727269.69305,20995894.846508287,8.6096821396643172e+20
-140,256156845770.39569,12940.405274891198,256156832829.99045,19795117.720727604,5.4019508167432009e+21
-130,278035009332.50488,14896.921906082005,278034994435.58301,18663923.398765408,5.7377318631152366e+20
-120,301795019610.16345,17149.252868185136,301795002460.91052,17598143.891740382,2.721025296337049e+21
-110,327598448014.81635,19742.123627357163,327598428272.69269,16593880.891357346,2.3798357440462533e+20
-100,355620744686.1051,22727.021889152453,355620721959.08319,15647485.465565635,1.6908430580315891e+21
-90,386052430506.73828,26163.220011157417,386052404343.51831,14755539.65995411,4.7732320690245376e+20
-80,419100391500.3045,30118.951998675409,419100361381.35242,13914839.783228045,1.5835349996923657e+20
-70,454989284405.69043,34672.768455551515,454989249732.92206,13122381.184789447,1.7977412205439294e+20
-60,493963062977.05573,39915.096395955617,493963023061.95929,12375344.357858205,6.6284871241514602e+20
-50,536286635378.47388,45950.034890950163,536286589428.43903,11671082.223358555,2.3998949994022345e+20
-40,582247663932.95874,52897.422206738695,582247611035.5365,11007108.468487624,3.6404500287688638e+20
