voltage,largest element,smallest element,element difference,element ratio difference,condition number
-150,433542989.0448944,12522.845398806085,433530466.19949561,34620.16620329977,21503594512966752.0
-140,381737748.32482415,14312.805243240478,381723435.51958096,26671.064255912221,12727835409263258.0
-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188986,66074138184372648.0
-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,82571541073454400.0
-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,36314085959469456.0
-100,234492411.26088765,24423.715527832945,234467987.54535985,9601.0130397098346,69796822759279528.0
-90,209429907.32486603,27914.732836956449,209401992.59202904,7502.486538133754,4.1764473269294566e+17
-80,188066307.04156119,31904.740639099407,188034402.30092213,5894.6195228142715,40995070823952760.0
-70,170024291.33495164,36465.062416810324,169987826.27253482,4662.6628357715572,77919625530540192.0
-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.7034046698795,57561330832804656.0
-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949681,55212411115315856.0
-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,63715726976455888.0
-30,125467256.75111784,62224.860608192634,125405031.89050964,2016.3525562739239,2.4515347521453683e+17
-20,120248782.00473879,71119.00553030528,120177662.9992085,1690.810791125283,1.3442765371418226e+17
-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427975,68000027517718760.0
0,116128595.55343381,92902.876442747031,116035692.67699106,1250.0,1.8752892203279747e+17
10,117154114.04734012,81284.439984003053,117072829.60735612,1441.2858607427975,5.6032361021975424e+17
20,120248782.00473882,71119.00553030528,120177662.99920852,1690.810791125283,56806749974517632.0
30,125467256.75111784,62224.860608192655,125405031.89050964,2016.3525562739239,2.1838332643181466e+17
40,132901705.80709337,54443.017711476496,132847262.78938188,2441.1157094820237,2.2718597375489005e+17
50,142683434.73031151,47634.37231616542,142635800.35799536,2995.388157594969,3.4707107159836102e+17
60,154985206.20450804,41677.216314127247,154943528.9881939,3718.7034046698795,95941292988476640.0
70,170024291.3349517,36465.062416810324,169987826.27253488,4662.6628357715581,1.6964299667347018e+17
80,188066307.04156128,31904.740639099426,188034402.30092219,5894.6195228142715,2.1107425757374726e+17
90,209429907.32486615,27914.732836956471,209401992.59202921,7502.4865381337549,6.5869642225644928e+17
100,234492411.2608878,24423.715527832956,234467987.54536,9601.0130397098364,6.200049487609015e+17
-150,59649712.513214611,9.6045347052819838e-05,59649712.513118573,621057805959.20422,30600028287012040.0
