voltage,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150.0,0.00000000000002622050048106125767612011579882422426051829595983178369416309702367157431031885684150036304531390076,0.000000000000001529308357960721755199391190374402352669891669186935335183031661892447328384568010792523867587385236,0.00000000000002439644337129484096176736964849791065057093283599015544174603696797563600264643504940467346954042646,0.00000000000002974620166463329041130019331366203873060475376562987258619171779636111351539886431141319103793824981,0.00000000000004126875798874687384106319813093862228760067576793080182038241496519137277363486555028653197105487154
-140.0,0.00000000000003624720303296921155499954625177439384946280834067042317972257470667215231659163373442014606724715071,0.000000000000002271056679067624481636784137407328326780702352735540260286327257703285775225856835030074749005525217,0.000000000000003011792442760640559264405875660822984016154481454885711055729218556659584683885477394138033917624024,0.00000000000003601568591397169024022844110228875160084018821661683301755908325213475931720271800491853729984918102,0.00000000000000176183803437212971878026754863947591816787034806978497168041675138730496515674365314379186344928435
-130.0,0.0000000000000158832673131043301148453583181189308515149989821071162216130527675758086991288222431490247750926657,0.000000000000004525318936478083591221824998232012773904733008410485976482222701157410287439049375726605496577601242,0.00000000000003662666793535614294364604934918435707250927414266426128848455290180780134911809835382481889729873974,0.00000000000007728483096472835876009550920443173048076631320792611158627172719753743044603656043817565241596951637,0.0000000000000257625434011919071384409305214664354330559762547805280105333241426249854770670113273980068411482037
-120.0,0.000000000000007891354781830645082617095530115365645120982184416494587122906334874618626493639043136702319219487746,0.000000000000002232033988640574644960401559349061337096863574747893240058920463454823436099419373491055405433283414,0.00000000000003134798729877615420749178390814269645757696626052910052815396842856478925933121316341210278500528358,0.00000000000001391919826024149498086287787401531037347844160565312146330948473469694354088164933232641664676796195,0.00000000000007949581193882219925328719689461984917788135462728655482816509588403408687410307586328410284220298603
-110.0,0.00000000000002434696457719281812351449116697386328569091636864390664919896617942092294959285368088343709819832963,0.000000000000003965602390629129732474606384048599168641920551295519469098175435419142656358464170401771800157272838,0.00000000000001142524069943687099156597862188512315391691812320643600799939864008984649571390909665254848418717061,0.00000000000003611643282253740691248670323033494506176532241385128436697946400186897347764819778953085699380246526,0.00000000000007096103701797525053123950582164244927860392419324520801646408611704650720067350049874673629084168636
-100.0,0.00000000000004168851835855057291536116278773021398632095192825925919789001896264013205349112561385410737663349109,0.000000000000001685675804362701852389576774446639831799411608973524419384962522885201011440108426029782234173617048,0.000000000000009833769204985878706293415895235081061389385024886324377848384092272312915478423658079623326780890315,0.000000000000005553962570315119146667156963103778597362328281174550662291839429563930905276480309017398692258639495,0.00000000000005296105144666814811483494821132743666043126451921265951153356492417985471059031437425129677708594154
-90.0,0.0000000000000387922796292223490883593481258012108851670290897806148504150972320793610776963707467822216578732118,0.000000000000003072355024470240456094033192243801858479670882647734224423936008705557377164766237166395369983222062,0.00000000000001648790274468819830646096022950153842841063721389810183280310485527221637068239636458642995149681591,0.00000000000004466394974685746232435270105075918716336057741259897260293752369073408812124152520572830883588658681,0.00000000000004268865437700941945067904308208320141073270506934738473421911846179175796268678196722365141925468859
-80.0,0.00000000000005973588755919871397381728402281651667195436359518408038632668506404425592826167605601668626166567184,0.000000000000007424155015634743731087086912166998917393296075369907150099092719994969462599589547454135424009478988,0.00000000000002072380400469986721876253914146579805755388481596521997913818179235093132306183107734371151055586387,0.00000000000005101166634236985794842529466116424626451459407915623396615372863613332708756789188777997707662297157,0.000000000000005119643750812027045134485948711682205994111674909721303260953286311221584696057669734253891743952847
-70.0,0.000000000000006104487551437527855886446450618247012601067865352845057835033972900122711357246584459915084216955941,0.000000000000007092135236361549292723275434956239888915004036978638992194236587371287790634618127774216195671111441,0.000000000000008710227722422793696665988314451646132107974709034063957553005244167353477803326638537878457891437813,0.00000000000002879239731587789624568151099599083461715801019875854062285679173841437675644321477421106359129151666,0.00000000000000108394515307375221863256578023344989133855899292172589150908734933836689169727451197385220843625062
-60.0,0.00000000000002897156378974759274425906693490803242099532736054809243861686671852559126680654437237951303994907114,0.000000000000001482036559362329418967326870833897363590770583630161265619060615744829893586369474497192806275500046,0.000000000000003620809812745114671356289548245732497364566303103107395236819559105160323090385303600758258762135743,0.000000000000003620809812745114671356289548245732497364566303103107395236819559105160323090385311069702361814018924,0.0000000000000175301813754250832401416310776724655054525007201663719707955897129074018562467012019199144082931238
-50.0,0.0000000000000158585246916627350590170026531642462873348003216167581797257029438904783618973919407140691965391042,0.00000000000000875036345769413240883398620659074288082077595472594068472442886669094859413814942495848634018940721,0.00000000000000721660744857754748669474904020680861958785881989106125408268006726778391822039078926901774418193593,0.00000000000003956206912983924954310089827727607531886926844063581260434656569119844026455430896095207828733703828,0.00000000000004982004635578469049063212480531227998754195509149853845516127091845022980742218269808272076987159151
-40.0,0.000000000000001514454804019759089159768795861521235612112652241556998171960634064227935419397650402008357633007831,0.000000000000002831318383918454338275540774978845070697360881075948910650897453367345105163593229309666944397293156,0.000000000000002271527988188989752048075644100784790257976005657319750204982721416801932518226795949679518076031136,0.00000000000002325904129282444528483069156128313341192911965270544085533803827892082946978800532424230889446078309,0.00000000000003361300456405045578635671078684628971581503823007985986484604560437709301193397279659501127250446729
-30.0,0.00000000000004976669703450105596394455609381417406007407394070562642286040757276455907998734414130001260273061314,0.000000000000003594167764303053791822801076013007092397557917199759991567685346237591623770224026858586920708128942,0.00000000000000002720708041835814324557186655963345408687471209481776774939090680688620549807130550750728366379367333,0.00000000000001443040248556033743044932788815536290033177721497097931048776236785294067566743987463506981853184867,0.000000000000006734980940527337068429035385188501739052357877720001571938975330090215702256886371189367019809440544
-20.0,0.000000000000005518052763438752958244536815675151725848572971577533029109100440708957703861235489769453205682298912,0.00000000000001188838033119869122584208376465520577807346127856390390572595730406443325994901568168267185494762051,0.00000000000002992203833058488293358367657231982598588316998692803931548028670853999136541867961819980288039061106,0.00000000000002111551314001235845512195146197272283875057245659804340077739672950543607519545005453505373420079097,0.00000000000001032460483006899061751710453945338372390972900682306350965721983115998561513421081599392875514054729
