voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_5 transport over barrier 2,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_4 transport over barrier 2,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-1.8946346817907887948045047037492875657525209395153505069528792286456360547886979,-11099540.508563517004729418067140059251792297616882069615100014786905160137925196,-45541.390106366662223424320426368832919560871645003424006297199632961364254475269,-184.6970339000662422391514813922644339832367027099211222336738461372427347956757,-211586.33883119083332817666195621671120268066476022347072444843469093076289421155,-747.01056224029890623935974850355120738720922439599963545209709728652240127113915,-150,84570494955925154460.851130065249360133801763471472980519557335677524890246595983,1.8099693059727011480006828180999785194005932086970939412888760526550478238841096,84570494955925154459.041160759276658985801080653373002000156742468827796305307107,46724822723154338663.16893927200079793157090635263715248396662629237907670968266,169140989911850308921.70226013049872026760352694294596103911467135504978049319197,7.0888987788940357751907324448980995033155439535432941140326407185276346259609616e-71,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-75,9.8376371823239960022952029137761139846744170878868618467164801727716482646512732e-72,7.1648417907001142834485298686388210969841096143480009980199851573629091548412507e-72,4.6829623989999625981157492976035166674376511976155735810291032066989189052648261e-75,3.1921775372102024323327482227245617555345763065811840861635466440027460913056432e-78,976589.00464689040788356670008275851453074991824731331623312017385417820264035519,9.7940758702277826731673233864754621162352345228126056677005212329972458916879932e-71,6.3139614510212774917386359573760457681836050930057721188851289127123803555379461e-71,8.3782378263219583327205458694937254075083905001093882541283216930991181625155173e-71,-150,-1.8946346817907887948045047037492875657525209395153505069528792286456360547887001,-1.8946346817907887948045047037492875657525209395153505069528792286456360547886979,-1.8946346817907887948045047037492875657525209395153505069528792286456360547886969,-11099540.508563517004729418067140059251792297616882069615100014786905160137925236,-11099540.508563517004729418067140059251792297616882069615100014786905160137925196,-11099540.508563517004729418067140059251792297616882069615100014786905160137925165,-45541.390106366662223424320426368832919560871645003424006297199632961364254475268,-45541.390106366662223424320426368832919560871645003424006297199632961364254475269,-45541.390106366662223424320426368832919560871645003424006297199632961364254475267,-184.69703390006624223915148139226443398323670270992112223367384613724273478720217,-184.6970339000662422391514813922644339832367027099211222336738461372427347956757,-184.6970339000662422391514813922644339832367027099211222336738461372427347970398,-211586.33883119083332817666195621671120268066476022347072444843469093076289421157,-211586.33883119083332817666195621671120268066476022347072444843469093076289421155,-211586.33883119083332817666195621671120268066476022347072444843469093076289421872,-747.01056224029890623935974850355120738720922439599963545209709728652240127113498,-747.01056224029890623935974850355120738720922439599963545209709728652240127113915,-747.01056224029890623935974850355120738720922439599963545209709728652240127113966
-140,-1.7285702072207995956590311731277296426999412394771115937542974959341796401914985,-10151128.920017247466845875303686791366803172267834269549090157374982873426062171,-36055.281875315596263690895475830647450702591416776985610219753313893986146909975,-167.89379222488731089656494028450054458199119879427916397974426742658345427972881,-188544.57511726114638248500091131751798785540401454426515777337955775684256519944,-699.30938381104244590829485271751232266621620247054211069066027938364715063326957,-140,46302130328172487176.420800455427656267795416095158971839036235697119681850789868,2.0620690812770567118649254299900672826685468717119787581601577221883569251714301,46302130328172487174.358731374150599555930490665168904556367688825407703092629711,22454209099288365614.092866066077599335326310339373590735018526044705727627396844,92604260656344974352.841600910855312535590832190317943678072471394239363701579737,1.4766770435375824522721413468676205776741885346340559520473681975795214943150716e-70,2.9708419829524889511329050408033374524639041253660807964481539937379955802878749e-75,5.9870508388459584066885427612359482539248269901465909335470106297677205443917374e-72,2.768272013324193657999842771509491280123807220817863380281038005141721090952897e-72,5.3555040252279424733177114489190977840383097259960489938878241144382979919361001e-75,2.4310308457089586555347811762228663831779170947741778410479321535899380734976266e-77,1043464.1597943293951602192884676920694306599338426176102262139866012540040985955,1.0321706204150249423067159706865208731099170793201747647508941047114427376695499e-70,7.50506125939055670500795243466360693290993502193353221189020955830447429027476e-71,1.2835001363907247259645401883174652834239867170059471023250447007745555385020451e-70,-140,-1.7285702072207995956590311731277296426999412394771115937542974959341796401914855,-1.7285702072207995956590311731277296426999412394771115937542974959341796401914985,-1.7285702072207995956590311731277296426999412394771115937542974959341796401914742,-10151128.920017247466845875303686791366803172267834269549090157374982873426062084,-10151128.920017247466845875303686791366803172267834269549090157374982873426062171,-10151128.920017247466845875303686791366803172267834269549090157374982873426062023,-36055.281875315596263690895475830647450702591416776985610219753313893986146909974,-36055.281875315596263690895475830647450702591416776985610219753313893986146909975,-36055.281875315596263690895475830647450702591416776985610219753313893986146909977,-167.89379222488731089656494028450054458199119879427916397974426742658345428158764,-167.89379222488731089656494028450054458199119879427916397974426742658345427972881,-167.89379222488731089656494028450054458199119879427916397974426742658345427560059,-188544.57511726114638248500091131751798785540401454426515777337955775684256519945,-188544.57511726114638248500091131751798785540401454426515777337955775684256519944,-188544.57511726114638248500091131751798785540401454426515777337955775684256520221,-699.30938381104244590829485271751232266621620247054211069066027938364715063327493,-699.30938381104244590829485271751232266621620247054211069066027938364715063326957,-699.30938381104244590829485271751232266621620247054211069066027938364715063327006
-130,-1.5314111567644023000196632848039856167916742168954482979129803212841400638144473,-9007329.1058934256264001944725326275357805674210811134414796761270191075523746313,-27481.388419527600695236021162997635541144229989243236706001727367662727622270869,-150.65147269634792387166434908702151697132894033023900331946593826855580047407619,-165327.43556897625744385020464002690045535854448540828872664904036184797431338952,-644.37277422653111142998174355336571391407418104261785174803192376207004841257715,-130,25350363895721733921.0351801196992807300639179033449528359016470819487725711319,2.3492823231461674774936962666131343892879466649272666435848316225438158883060442,25350363895721733918.685897796553113252570221636731818446613700417021505927547068,10790684306419346780.03153252372802477897459682793368284910869234998608074224464,50700727791443467842.0703602393985614601278358066899056718032941638975451422638,1.6735319422628584457299079439527399575941037147811040146451309001673772163383887e-70,3.7999141642415556351699948196321758112910401603519638094104295268741803933914679e-75,3.3462756614216934214988568755709621227193516722089459298882506869190321453029027e-72,8.0198915670029050569187817938709630577211625784301083453884119905373610920887563e-73,1.263039651182562526462753959934558437275715053298806152559716632512156551212505e-76,2.8033812770638607358187728117137234545302329307994335277166787436367577298546785e-77,1105136.349927097681965280709947896508359512863109035106421829305097819012539898,-2.8642624723809136864687981184313549305213488793191081266436007514720259757391577e-70,1.8909584487827638938847307469937827333028055910212966431919404614350191424838466e-70,2.9788402591473585201703019263837321118883245319755786623878552339220440984024259e-70,-130,-1.5314111567644023000196632848039856167916742168954482979129803212841400638144195,-1.5314111567644023000196632848039856167916742168954482979129803212841400638144473,-1.5314111567644023000196632848039856167916742168954482979129803212841400638144476,-9007329.105893425626400194472532627535780567421081113441479676127019107552374464,-9007329.1058934256264001944725326275357805674210811134414796761270191075523746313,-9007329.1058934256264001944725326275357805674210811134414796761270191075523746265,-27481.388419527600695236021162997635541144229989243236706001727367662727622270868,-27481.388419527600695236021162997635541144229989243236706001727367662727622270869,-27481.388419527600695236021162997635541144229989243236706001727367662727622270872,-150.65147269634792387166434908702151697132894033023900331946593826855580047211391,-150.65147269634792387166434908702151697132894033023900331946593826855580047407619,-150.65147269634792387166434908702151697132894033023900331946593826855580047546019,-165327.43556897625744385020464002690045535854448540828872664904036184797431338952,-165327.43556897625744385020464002690045535854448540828872664904036184797431338952,-165327.43556897625744385020464002690045535854448540828872664904036184797431339032,-644.37277422653111142998174355336571391407418104261785174803192376207004841257702,-644.37277422653111142998174355336571391407418104261785174803192376207004841257715,-644.37277422653111142998174355336571391407418104261785174803192376207004841257705
-120,-1.3089827960185507480779474894848584777412347826462215773827839824931973924835301,-7701405.0763752490214240369034059009960932094206424279552886703771845127224007338,-20069.452144924608496332498139597636826810895692978645184785732458265939264645272,-133.3865184827721189661069870150123725557811777355789949465241510819145429251062,-142800.61876162981757643967535109710928350011103364697419049299367149078548609333,-582.817592883658224327286468377979891237028089818236030242290203146789244678706,-120,13879368259114431171.223258834041112450297816746118830680813192977847268918885532,2.676499775860570536071957082172283585953076215772489060147079591979464875167431,13879368259114431168.546759058180541914225859663946547094860116762074779858738453,5185641480075155583.6906450862687970538196517437624745736581055399234999363166496,27758736518228862342.446517668082224900595633492237661361626385955694537837771064,5.8163282520940710196394021070477545450731452822422960813364119268658000168344866e-71,1.3126976203743555830587254831456607348096320553943147705236029274656259540806889e-75,4.1091915530155284992887526792488008706818999759031103638357252675849242319723453e-73,6.3562200565495112442843549710210940843413762682251030993774457540440835671275463e-74,1.5005342864476597536608786361615694254814050633208038906478684779417928257994717e-76,9.4605684342550715415304103536097150575189193445374986754397845387320486867162623e-78,1171796.567237185295376422695029951157129981281484651814203899818752912773859577,1.0719922476835904293141465725260776613794312420519170948819443689210787186554047e-71,1.5853763599949357886653308825653990934602157949974210545463200444966673499547932e-71,2.7020429307231148668317041953113620112291193327848602455420023583430498260978206e-71,-120,-1.3089827960185507480779474894848584777412347826462215773827839824931973924835396,-1.3089827960185507480779474894848584777412347826462215773827839824931973924835301,-1.3089827960185507480779474894848584777412347826462215773827839824931973924835385,-7701405.076375249021424036903405900996093209420642427955288670377184512722400792,-7701405.0763752490214240369034059009960932094206424279552886703771845127224007338,-7701405.0763752490214240369034059009960932094206424279552886703771845127224007866,-20069.452144924608496332498139597636826810895692978645184785732458265939264645272,-20069.452144924608496332498139597636826810895692978645184785732458265939264645272,-20069.452144924608496332498139597636826810895692978645184785732458265939264645273,-133.38651848277211896610698701501237255578117773557899494652415108191454292539995,-133.3865184827721189661069870150123725557811777355789949465241510819145429251062,-133.38651848277211896610698701501237255578117773557899494652415108191454292498903,-142800.61876162981757643967535109710928350011103364697419049299367149078548609334,-142800.61876162981757643967535109710928350011103364697419049299367149078548609333,-142800.61876162981757643967535109710928350011103364697419049299367149078548609328,-582.81759288365822432728646837797989123702808981823603024229020314678924467870615,-582.817592883658224327286468377979891237028089818236030242290203146789244678706,-582.81759288365822432728646837797989123702808981823603024229020314678924467870609
-110,-1.0722719832312193724595495838463059706354877788225540025962096552307960538744102,-6298170.7144950103594655580337670733756496788636709568813948789105271656160920461,-13984.352651133461519831962391639610053667929550752215614454804605686497267011292,-117.01658716185817285848528364005302897870154709810422294980640170194021286203131,-122108.47825012258316222194123496725911020351205010203108188530849221118019211633,-517.32435016666824654876461404246103561019380837974172728267927494806954595124424,-110,7599058881901471579.6430648542418944624858547560368549162601872063939369469688128,3.0492933861555203110786198947605168329640192762095595340257564125297374443977802,7599058881901471576.5937714680863741514072348612763380832961679301843774129430563,2492072070336987821.7529824102973805445372757896550737018764649132668054914377468,15198117763802943159.286129708483788924971709512073709832520374412787873893937626,1.5843901013306579958622400509330632572530100482994218730914270348445746252334904e-70,1.010431720946050021170203167947646749820572042639044922047773306009725240970004e-74,4.4217183002083556481978121537538045804113921865913760691321361767263190032191627e-73,3.8676217257134960810330238182365309439285896032091442554690153620803021531282613e-73,6.703825840892062640456155633498810167078795282893663425124649818718369387204834e-76,2.5297058184575963529146838293427537610900823333131470717166600155049503040611035e-77,1267213.0555917092367839762691018275763356428162119678439751850819038232947631673,-3.0636584558887985854141469549972269333537261067398495959442742886773430748160302e-70,1.5795133613505686627078476725134800492650971898593366154508898343010555668500239e-70,1.6210372426838784749987973566576361630636800205803133931142578947387465789034995e-70,-110,-1.0722719832312193724595495838463059706354877788225540025962096552307960538743996,-1.0722719832312193724595495838463059706354877788225540025962096552307960538744102,-1.0722719832312193724595495838463059706354877788225540025962096552307960538744249,-6298170.7144950103594655580337670733756496788636709568813948789105271656160919794,-6298170.7144950103594655580337670733756496788636709568813948789105271656160920461,-6298170.7144950103594655580337670733756496788636709568813948789105271656160921379,-13984.352651133461519831962391639610053667929550752215614454804605686497267011292,-13984.352651133461519831962391639610053667929550752215614454804605686497267011292,-13984.352651133461519831962391639610053667929550752215614454804605686497267011282,-117.01658716185817285848528364005302897870154709810422294980640170194021286225693,-117.01658716185817285848528364005302897870154709810422294980640170194021286203131,-117.01658716185817285848528364005302897870154709810422294980640170194021286247348,-122108.47825012258316222194123496725911020351205010203108188530849221118019211633,-122108.47825012258316222194123496725911020351205010203108188530849221118019211633,-122108.47825012258316222194123496725911020351205010203108188530849221118019211594,-517.32435016666824654876461404246103561019380837974172728267927494806954595124476,-517.32435016666824654876461404246103561019380837974172728267927494806954595124424,-517.32435016666824654876461404246103561019380837974172728267927494806954595124409
-100,-0.83455261960680508786418497242160067132391022067028281333579464834681664784823787,-4876749.6920171321601234360335546049860526922227176365439712092753775042046939283,-9269.5142872212661199658358651672199440207157393278558085268691264241652837197057,-102.702266569647157466078154349827054755700691495585230867223038767079049036279,-104464.12740890200921498055697966296464410862008745083522692455851777331046797754,-452.86033709852375009716577443557369481245572354437170230290249601014778898392899,-100,4160631517761309591.5422850161036604544567364206119549735772516319555333483180082,3.4740111838276412246461317221466199700048524858388513088839526535679317650151191,4160631517761309588.0682738322760192298106046984653350035723991461166820394340555,1197644825419691045.8076753092827171237036901146899492566366962582755372833919866,8321263035522619183.0845700322073209089134728412239099471545032639110666966360163,1.9367126154912597739106417233441664062201897777270227182798756454061277234099932e-71,1.9517740934513444853373155209928903030722160823625995930153569842581017475147085e-75,2.7979701777035593728581791756246875791739555618210914201613748294312302215530095e-73,7.3511066740963912651288627056157001149339395102081627149321763938075053428518579e-74,2.4332404903978597732026046373440125791619331026799222802304284527200007405410138e-75,2.9328394678067315610137733010633192879449112565749188004316336735850857417477871e-78,-1417891.3046353823845798093405392911913894456620442162382065518279450150976186126,3.8570743404632363839076377993640987696835288178532873870023529411140264365573203e-71,2.5533840033290428452228623645410645444150587229376813788903574871551397726792086e-71,4.3417094910329881688685524090915448151709271565085742542797079409467710686851115e-71,-100,-0.83455261960680508786418497242160067132391022067028281333579464834681664784823526,-0.83455261960680508786418497242160067132391022067028281333579464834681664784823787,-0.83455261960680508786418497242160067132391022067028281333579464834681664784823819,-4876749.6920171321601234360335546049860526922227176365439712092753775042046939118,-4876749.6920171321601234360335546049860526922227176365439712092753775042046939283,-4876749.6920171321601234360335546049860526922227176365439712092753775042046939312,-9269.5142872212661199658358651672199440207157393278558085268691264241652837197057,-9269.5142872212661199658358651672199440207157393278558085268691264241652837197057,-9269.5142872212661199658358651672199440207157393278558085268691264241652837197038,-102.70226656964715746607815434982705475570069149558523086722303876707904903634656,-102.702266569647157466078154349827054755700691495585230867223038767079049036279,-102.70226656964715746607815434982705475570069149558523086722303876707904903606676,-104464.12740890200921498055697966296464410862008745083522692455851777331046797755,-104464.12740890200921498055697966296464410862008745083522692455851777331046797754,-104464.12740890200921498055697966296464410862008745083522692455851777331046797747,-452.86033709852375009716577443557369481245572354437170230290249601014778898392656,-452.86033709852375009716577443557369481245572354437170230290249601014778898392899,-452.86033709852375009716577443557369481245572354437170230290249601014778898392899
-90,-0.60907063457786905152907214698302290109483312901410213559743497025510466681892344,-3517027.9267010830705319371998123561488277456959779951921518811355651068021753577,-5839.9470388009239463044530664255403679415553071313322285674424038059514827605036,-91.438815371547891806273351810299205124895567871006609687170629945450698184262717,-90853.816070399673086901421366549826535140410036224477439473172893715383074882961,-395.45687279717334429443461100419089204503005770020910920915093200577435950764237,-90,2278125263201761548.159995968118692039872210394481744851345623318041310724225944,3.9578853776925485858117182599427336640243700168672922125429237847944099311198786,2278125263201761544.2021105904261434540604921345390111873212533011740185116830202,575591520674585835.66544634538257316910791391446057540370818114425295883224022433,4556250526403523096.3199919362373840797444207889634897026912466360826214484518879,3.9583222223465199762666814400404058603842782854365998570870883054054007716817944e-71,4.4908076486491112052009029686562077769803201895068663202123258044876677376444621e-75,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,6.6049417109362312494954819046697455919895170787208680032661284139849390110586242e-74,4.4120026105838743979942525079081541308938866861813852525739845103223793374406049e-75,6.3527284805907132949924507232953134540460227290152626496768599989301677497383771e-78,-1620006.4884875960549611066331484120719826900266191277188624899886950919151746719,-5.978770894988505123308437159170953316337234140900823245023009109483459404783347e-71,2.9393545991125759379285500671360883846675432835184887175986580057648401281779935e-71,3.1268505064763439476757714230477373972146817124679074210349398619044432702267262e-71,-90,-0.60907063457786905152907214698302290109483312901410213559743497025510466681892979,-0.60907063457786905152907214698302290109483312901410213559743497025510466681892344,-0.60907063457786905152907214698302290109483312901410213559743497025510466681892519,-3517027.9267010830705319371998123561488277456959779951921518811355651068021753973,-3517027.9267010830705319371998123561488277456959779951921518811355651068021753577,-3517027.9267010830705319371998123561488277456959779951921518811355651068021753678,-5839.9470388009239463044530664255403679415553071313322285674424038059514827605038,-5839.9470388009239463044530664255403679415553071313322285674424038059514827605036,-5839.9470388009239463044530664255403679415553071313322285674424038059514827604993,-91.43881537154789180627335181029920512489556787100660968717062994545069818430115,-91.438815371547891806273351810299205124895567871006609687170629945450698184262717,-91.43881537154789180627335181029920512489556787100660968717062994545069818447496,-90853.816070399673086901421366549826535140410036224477439473172893715383074882944,-90853.816070399673086901421366549826535140410036224477439473172893715383074882961,-90853.81607039967308690142136654982653514041003622447743947317289371538307488301,-395.45687279717334429443461100419089204503005770020910920915093200577435950764637,-395.45687279717334429443461100419089204503005770020910920915093200577435950764237,-395.45687279717334429443461100419089204503005770020910920915093200577435950764196
-80,-0.41028098711924699452727732950585498464969415810493092890117806774751328918109225,-2308218.7606591493882851136686098764557570599422524207018196023164935517300747509,-3499.601215555519137132340030522014162556529400155717203257193375941713127525633,-83.471888908697285764923695363368091542835112815127574350232479427616294377386631,-81745.594980241788144978935251873173350027094045024777134730145729879219216701524,-349.68723391741238289164762489763229434860402169431849734872039886881347062529342,-80,1247481785352406838.4510535470399473197191526311320049338374783456295238259988887,4.5091555075804491174147843162473728978799191334319596304847170506782420408406644,1247481785352406833.9418980394594982023043683148846320359575592121975641955141716,276655303472065974.97427438729793075624482821251164470083281357146091141370268557,2494963570704813676.9021070940798946394383052622640098676749566912590476519977773,9.1228891969898793733617260356248496103047843593753271058334233598217413674417764e-71,1.4206497273130361408760548814306657294485820599497682878363992208427333516202193e-75,1.5918185880750080333512123753513696489481011871728953848875690236214748411588986e-73,3.0675670707695467309372321816667019276604033294477671479604194726038838084832941e-74,2.6005662561528146378194652046857703208523056097408752320652627074545172067272858e-75,1.4622028547260735712171472209111516363693716437345119971957857315824996131575057e-77,-1789350.5214779160813277835150450264778747424870498755161916616370432610137003627,9.8093783882774183682747155927019699401948991754033865720008106514737762057393218e-71,4.9985044180387645837812856136138189244106836103506590420382711637530880263671314e-71,6.265788029309351131415572636056029440088187129045800329011043170425884107719378e-71,-80,-0.41028098711924699452727732950585498464969415810493092890117806774751328918107763,-0.41028098711924699452727732950585498464969415810493092890117806774751328918109225,-0.41028098711924699452727732950585498464969415810493092890117806774751328918108557,-2308218.7606591493882851136686098764557570599422524207018196023164935517300746596,-2308218.7606591493882851136686098764557570599422524207018196023164935517300747509,-2308218.7606591493882851136686098764557570599422524207018196023164935517300747087,-3499.6012155555191371323400305220141625565294001557172032571933759417131275256329,-3499.601215555519137132340030522014162556529400155717203257193375941713127525633,-3499.6012155555191371323400305220141625565294001557172032571933759417131275256316,-83.471888908697285764923695363368091542835112815127574350232479427616294377400889,-83.471888908697285764923695363368091542835112815127574350232479427616294377386631,-83.471888908697285764923695363368091542835112815127574350232479427616294377545812,-81745.594980241788144978935251873173350027094045024777134730145729879219216701493,-81745.594980241788144978935251873173350027094045024777134730145729879219216701524,-81745.594980241788144978935251873173350027094045024777134730145729879219216701517,-349.68723391741238289164762489763229434860402169431849734872039886881347062529567,-349.68723391741238289164762489763229434860402169431849734872039886881347062529342,-349.68723391741238289164762489763229434860402169431849734872039886881347062529307
-70,-0.25410759748136551764707429207867381213739535486306594536995282769584127322529555,-1351043.2043653798850827147095865024190020011171736570635405374859993316961773942,-1991.4541081155630706374651431261054318935331702733403202559275467043374887989716,-77.161434010149183187022567910384124569446077909976991273319120974079302064873463,-76872.039583963703911481646861563970522412411264993730583890555810209003686704405,-316.03143915861833500973507805241315713016270361060361280736800889971283783470819,-70,683232142671877884.45724663393938448524761912279770456679620489002495005750900027,5.1372087494350232614790250271744208064651352211540563707660196482030371935944217,683232142671877879.32003788450436122376859409562328376033106966887089368674298062,132996764584857090.48639323892260435138989232812473406611872097927101727171004229,1366464285343755768.9144932678787689704952382455954091335924097800499001150180005,6.8961118610049514689293078349944336236096072542079101174184795812223671174206061e-71,3.1608376911645667328914047817849462430284561333836789869186754700817045999574483e-75,6.1321789526116470816042149710553518435925654025208287558844011466765693019589435e-74,8.0143644191276446123585345286787708019956483381968691253019968203164531933347323e-75,2.6523832674833813055717833158625727182790016119274929203754049282755287575462604e-75,1.1031883037693581028119565315951511390618089088579524725778875117624417593285305e-77,-1799683.6726788634182066884608316281890060477490811846755392818243418188151370716,-5.2299007821572248429469794056704272174611499589183082517458094852013660445455687e-71,3.4030144213962244490673511313136192690308029440245698646185655291716099947092376e-71,5.6179344390380527816837151001469728620202435129887852682723169589754602169989921e-71,-70,-0.25410759748136551764707429207867381213739535486306594536995282769584127322530659,-0.25410759748136551764707429207867381213739535486306594536995282769584127322529555,-0.25410759748136551764707429207867381213739535486306594536995282769584127322530223,-1351043.2043653798850827147095865024190020011171736570635405374859993316961774632,-1351043.2043653798850827147095865024190020011171736570635405374859993316961773942,-1351043.2043653798850827147095865024190020011171736570635405374859993316961774358,-1991.4541081155630706374651431261054318935331702733403202559275467043374887989718,-1991.4541081155630706374651431261054318935331702733403202559275467043374887989716,-1991.4541081155630706374651431261054318935331702733403202559275467043374887989686,-77.161434010149183187022567910384124569446077909976991273319120974079302064847515,-77.161434010149183187022567910384124569446077909976991273319120974079302064873463,-77.161434010149183187022567910384124569446077909976991273319120974079302064908837,-76872.039583963703911481646861563970522412411264993730583890555810209003686704397,-76872.039583963703911481646861563970522412411264993730583890555810209003686704405,-76872.039583963703911481646861563970522412411264993730583890555810209003686704398,-316.03143915861833500973507805241315713016270361060361280736800889971283783471084,-316.03143915861833500973507805241315713016270361060361280736800889971283783470819,-316.03143915861833500973507805241315713016270361060361280736800889971283783470841
-60,-0.14900720570351482628503775746285269840552809984818268532646032825201217093890789,-702329.35590458216240156604030959391332957575673874189221422220153593343405971789,-1069.0821294230066770437472760871715401717386188775941165756707114816403194633886,-65.921109351824429518924042746853969670417299852701822058982504600404711192593808,-75059.391597860118903171796346925305903410343056759745145874062642132071847182897,-288.91189917339641354933568452817113936416285760688760644238166004691974989014576,-60,374333857188672012.24227520811560019338151143397619449722242376839946693439899687,5.8527397626684989489955547719408055073893766786706433759747282433023371416302738,374333857188672006.38953544544710124438595666203538898983304708972882355842426862,63958739388405368.532093231253581618424287475377029253602987825763126079362861884,748667714377344024.48455041623120038676302286795238899444484753679893386879799373,4.4996510852495279164972985929637153861411429738800490723505900768411203756509004e-71,2.2410857400470083802877583083967036887046020945712150194136510505087495729206498e-75,1.061212392050005355567474916900913099298734124781930256591712682414316560772599e-73,2.2661306288567822697013787287988248474608384956280802354302197905722384891498209e-74,5.586521534076718867046796361249008472565662735744719520937208182265307822670695e-76,7.269636146703188052430167951404523357241596620246763593844873438038948599445472e-78,1654376.4990585383821484636491256796293396936983130314324055748897309347597899012,-6.3885340710876257443031432622647602575553709261257851954186352758774457025516253e-71,3.6186229842175269392343171425176614385514721351696520612653357642339960678062362e-71,4.6431093976701511042075695480929174862010563130316754861132353113623615863323265e-71,-60,-0.14900720570351482628503775746285269840552809984818268532646032825201217093890633,-0.14900720570351482628503775746285269840552809984818268532646032825201217093890789,-0.14900720570351482628503775746285269840552809984818268532646032825201217093890062,-702329.35590458216240156604030959391332957575673874189221422220153593343405970832,-702329.35590458216240156604030959391332957575673874189221422220153593343405971789,-702329.35590458216240156604030959391332957575673874189221422220153593343405967289,-1069.0821294230066770437472760871715401717386188775941165756707114816403194633886,-1069.0821294230066770437472760871715401717386188775941165756707114816403194633886,-1069.0821294230066770437472760871715401717386188775941165756707114816403194633908,-65.921109351824429518924042746853969670417299852701822058982504600404711192534507,-65.921109351824429518924042746853969670417299852701822058982504600404711192593808,-65.921109351824429518924042746853969670417299852701822058982504600404711192487687,-75059.391597860118903171796346925305903410343056759745145874062642132071847182897,-75059.391597860118903171796346925305903410343056759745145874062642132071847182897,-75059.391597860118903171796346925305903410343056759745145874062642132071847182875,-288.91189917339641354933568452817113936416285760688760644238166004691974989014526,-288.91189917339641354933568452817113936416285760688760644238166004691974989014576,-288.91189917339641354933568452817113936416285760688760644238166004691974989014582
