voltage,current,solute_6,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_6,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_6 transport over barrier 0,solute_6 transport over barrier 1,solute_6 transport over barrier 2,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_5 transport over barrier 2,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_4 transport over barrier 2,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-176.53383754560594726588079743595425776899575622393398089438168688031908014684472,-1498436.8848450930851848499190165426415380693588548218112615542939120485673422131,-23284273.891898529827555077182276703653965739974285551613806800114440431480989496,13818.263163214889023633001348610669492807235734739199404465244166898851455562738,-347164648.05040190581069082751838107612822374078012140072679713777616603583567088,-9326871.2314477698672412873301117852487889845966689053312747032660124507839500454,-44090.153691525047171984664470901881058797246928458729968305165805835856720815155,-150,5645135541280697642638.3238404744468910418326527685251997324641035202970544804396,5138.5607903974914772366351424600614073403190664486907761952941240003735437435021,5645135541280697637499.7630500769554138051975103084637923921450370716062782851454,1098583002429367048.9272574702258499105683725432090988700451948653597570752824369,11290271082561395285276.647680948893782083665305537050399464928207040594108960879,8.6002420939052517357447446390511499089001578029202264544620048637326904612612714e-72,7.7822242083667059408281493906066960615240502484008218816725596710383214456657263e-73,5.2784262208737245550361382585436042178660994227434551825264875609670433100928754e-74,5.6597994242666952296931995568048698629265819988369613684891343062096883241205282e-72,3.7142433721750187444861622091531958475455694367367558980709943884501079627040966e-73,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,1.6192816040802083672599409742750749195842500683318027596919444006566109630929551e-78,93918476.973062148421127851254289904101311522491418634038087128766929223763381758,9.9042858022829320971748264095533817272105572189104767964451328962211723018349935e-72,6.7086858323736111178053201004201370593367789215037362360510261504336447594923126e-72,1.2799881272064049675503835303557729169499490022056864093570981558820015902775026e-71,-150,-176.53383754560594726588079743595425776899575622393398089438168688031908014684472,-176.53383754560594726588079743595425776899575622393398089438168688031908014684472,-176.53383754560594726588079743595425776899575622393398089438168688031908014684472,-1498436.884845093085184849919016542641538069358854821811261554293912048567342218,-1498436.8848450930851848499190165426415380693588548218112615542939120485673422131,-1498436.8848450930851848499190165426415380693588548218112615542939120485673422094,-23284273.891898529827555077182276703653965739974285551613806800114440431480989497,-23284273.891898529827555077182276703653965739974285551613806800114440431480989496,-23284273.891898529827555077182276703653965739974285551613806800114440431480989496,13818.263163214889023633001348610669492807235734739199404465244166898851455562712,13818.263163214889023633001348610669492807235734739199404465244166898851455562738,13818.263163214889023633001348610669492807235734739199404465244166898851455562686,-347164648.05040190581069082751838107612822374078012140072679713777616603583567088,-347164648.05040190581069082751838107612822374078012140072679713777616603583567088,-347164648.05040190581069082751838107612822374078012140072679713777616603583567088,-9326871.2314477698672412873301117852487889845966689053312747032660124507839500457,-9326871.2314477698672412873301117852487889845966689053312747032660124507839500454,-9326871.2314477698672412873301117852487889845966689053312747032660124507839500458,-44090.153691525047171984664470901881058797246928458729968305165805835856720815155,-44090.153691525047171984664470901881058797246928458729968305165805835856720815155,-44090.153691525047171984664470901881058797246928458729968305165805835856720815155
-140,-141.2792694748868238968523626048809823287330553953073956132529964717284626103542,-1197436.3949067798961262091714718675682555120689587375120648709905664377634480158,-19329638.542495268767317329173454734858635408746413806720578050961363318744289482,35484.438884346316402017985035059709092448524783253396306788003701717746914122728,-277190680.24784884168636258935148994483590230355614016638061783262304169334015214,-8033012.5427830913303266991744215290259817763676789489364043647394270246075955529,-35956.383016257401070963252492156205558712251008872694033365759087157896761712824,-140,3569411472045494555717.2141016084441275012792681871392683637222325065163531926531,5443.2321975574636055360151059624108450840525269475730390508128056499642557149151,3569411472045494550273.9819040509805219652641622247284232796697055589433141418403,655752196947834259.67240826396384578326100936072171015968350301676088822581808328,7138822944090989111434.4282032168882550025585363742785367274444650130327063853062,3.1305765565475157989240510048576936429312656681066942569455524131222338542791672e-72,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,6.6878489290651379178991908825526294278722306822194563045623559672985574923689835e-74,1.6979398272800085689079598670414609588779745996510884105467402918629064972361585e-72,5.925102522279196568585068286030098137751265530032443932637062476813267464313678e-73,0.0,8.0964080204010418362997048713753745979212503416590137984597220032830548154647754e-79,78591681.337302424923625165608275967588399106914421421223198610817794818503388037,-3.2242463324523105973326397551681286596967272298630731942263223797967659948159312e-72,1.7135346816979870062271184795986398975632006056872547365082927828255879239404945e-72,3.523512726732551370264765665559789144173291080094886343059672377723432066030529e-72,-140,-141.2792694748868238968523626048809823287330553953073956132529964717284626103542,-141.2792694748868238968523626048809823287330553953073956132529964717284626103542,-141.2792694748868238968523626048809823287330553953073956132529964717284626103542,-1197436.394906779896126209171471867568255512068958737512064870990566437763448014,-1197436.3949067798961262091714718675682555120689587375120648709905664377634480158,-1197436.3949067798961262091714718675682555120689587375120648709905664377634480171,-19329638.542495268767317329173454734858635408746413806720578050961363318744289482,-19329638.542495268767317329173454734858635408746413806720578050961363318744289482,-19329638.542495268767317329173454734858635408746413806720578050961363318744289482,35484.438884346316402017985035059709092448524783253396306788003701717746914122767,35484.438884346316402017985035059709092448524783253396306788003701717746914122728,35484.438884346316402017985035059709092448524783253396306788003701717746914122794,-277190680.24784884168636258935148994483590230355614016638061783262304169334015214,-277190680.24784884168636258935148994483590230355614016638061783262304169334015214,-277190680.24784884168636258935148994483590230355614016638061783262304169334015214,-8033012.5427830913303266991744215290259817763676789489364043647394270246075955528,-8033012.5427830913303266991744215290259817763676789489364043647394270246075955529,-8033012.5427830913303266991744215290259817763676789489364043647394270246075955523,-35956.383016257401070963252492156205558712251008872694033365759087157896761712824,-35956.383016257401070963252492156205558712251008872694033365759087157896761712824,-35956.383016257401070963252492156205558712251008872694033365759087157896761712824
-130,-110.45581758267580655765368314175797417844656358088013740150442149382788725659992,-935591.7893199250485722458320130294234982653297815944488795562076725973029422232,-15695176.154741938643657321324578211194969085383065117504366640086796560556727619,50174.093001975799225346096976540122120065780525068314497388021735387114501841794,-216172781.9909378984385121214392070242950682221004180021694331930042340578003207,-6765269.5687299290927249044453922684815124659845161519372304793402868907406623365,-28216.007156557947116759319897484152440936030907037384116644182309667948840250057,-130,2256947947386864604690.9471099954506044200184094632060206960118660501762015593414,5765.9679363712132690761043191925981181074391746338805297424659862248451898168447,2256947947386864598924.9791736242373353439140902706079025885726914162956718168754,391425684688643089.3738017963835962470786784165311214184289210482814286621418865,4513895894773729209381.8942199909012088400368189264120413920237321003524031186828,1.0689503990753699779518210881699822573144540611084651647126939207235876190282326e-72,3.3605059081583502926303372368528914811126580618094458125404234943120024424465636e-73,3.1228385495221511765397048335886244849155457317801593488245711748129627960235336e-74,2.8298997121333476148465997784024349314632909994184806842445671531048441620602641e-73,3.1836371761500160667024247507027392978962023743457907697751380472429496823177971e-73,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,4.0482040102005209181498524356876872989606251708295068992298610016415274077323877e-79,64295887.255096083705987809310767241587983247686627354707239350013137445128368511,1.0725459909726578305343803129522784700937636536653501480790121514166058011516639e-72,9.5085720910651866552908660485704892010543650168333570940177302720017436332102268e-73,1.9567092997735603226014601584609703533930665130009916980364933918386483785914616e-72,-130,-110.45581758267580655765368314175797417844656358088013740150442149382788725659992,-110.45581758267580655765368314175797417844656358088013740150442149382788725659992,-110.45581758267580655765368314175797417844656358088013740150442149382788725659992,-935591.78931992504857224583201302942349826532978159444887955620767259730294222382,-935591.7893199250485722458320130294234982653297815944488795562076725973029422232,-935591.78931992504857224583201302942349826532978159444887955620767259730294222275,-15695176.154741938643657321324578211194969085383065117504366640086796560556727619,-15695176.154741938643657321324578211194969085383065117504366640086796560556727619,-15695176.154741938643657321324578211194969085383065117504366640086796560556727619,50174.093001975799225346096976540122120065780525068314497388021735387114501841785,50174.093001975799225346096976540122120065780525068314497388021735387114501841794,50174.093001975799225346096976540122120065780525068314497388021735387114501841763,-216172781.9909378984385121214392070242950682221004180021694331930042340578003207,-216172781.9909378984385121214392070242950682221004180021694331930042340578003207,-216172781.9909378984385121214392070242950682221004180021694331930042340578003207,-6765269.5687299290927249044453922684815124659845161519372304793402868907406623366,-6765269.5687299290927249044453922684815124659845161519372304793402868907406623365,-6765269.5687299290927249044453922684815124659845161519372304793402868907406623363,-28216.007156557947116759319897484152440936030907037384116644182309667948840250057,-28216.007156557947116759319897484152440936030907037384116644182309667948840250057,-28216.007156557947116759319897484152440936030907037384116644182309667948840250057
-120,-83.827893932642878542366661764311431337764404680205503259658174860256471346730973,-710897.09436795194753425725768882793811230114297609259880889798362650791361962539,-12402765.991681694661056415482133492667351182170295573046426296899148652898539942,57710.758758016059496124650185015875998113024209835437550438111757482081430981394,-163601575.6457738686440027469768484616625525012074266474441525464236206901243506,-5543097.188956846333621379198121494326215672167425190807137098416611439721979911,-20956.316723008345940451147522968364381593545420328037990343690902108622684849384,-120,1427091127908952500028.0028368187624453610640742799358364767774584050218154866724,6107.8390626399378869021523745735173824646197587597047881296391501757981381645843,1427091127908952493920.1637741788245584589116997064184540121576996453170273570333,233649104580717845.01221002345472448818547020848058816550712397143685736788757369,2854182255817905000056.0056736375248907221281485598716729535549168100436309733449,6.5883602673104499158147401090931688248129743580211503430068829033222153147965524e-73,1.061212392050005355567474916900913099298734124781930256591712682414316560772599e-73,5.0435224361751556612256294878754333495317442128307883288538428265784576130468574e-74,8.4896991364000428445397993352073047943898729982554420527337014593145324861807923e-73,6.1904056202916979074769370152553264125759490612279264967849906474168466045068277e-73,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-79,51365596.828927436098978329704411263910369081953192326981050426188177702878768922,-6.437712930107917248432746836600330143452134563395269909710596265270952594453534e-74,1.1225233032982246022872213340269182605247855615907883635802064931629417825014032e-72,2.1983460848653415010498147891655933138365479302219805760721310324953553366159679e-72,-120,-83.827893932642878542366661764311431337764404680205503259658174860256471346730974,-83.827893932642878542366661764311431337764404680205503259658174860256471346730973,-83.827893932642878542366661764311431337764404680205503259658174860256471346730974,-710897.0943679519475342572576888279381123011429760925988088979836265079136196253,-710897.09436795194753425725768882793811230114297609259880889798362650791361962539,-710897.09436795194753425725768882793811230114297609259880889798362650791361962596,-12402765.991681694661056415482133492667351182170295573046426296899148652898539942,-12402765.991681694661056415482133492667351182170295573046426296899148652898539942,-12402765.991681694661056415482133492667351182170295573046426296899148652898539942,57710.758758016059496124650185015875998113024209835437550438111757482081430981376,57710.758758016059496124650185015875998113024209835437550438111757482081430981394,57710.758758016059496124650185015875998113024209835437550438111757482081430981343,-163601575.6457738686440027469768484616625525012074266474441525464236206901243506,-163601575.6457738686440027469768484616625525012074266474441525464236206901243506,-163601575.6457738686440027469768484616625525012074266474441525464236206901243506,-5543097.1889568463336213791981214943262156721674251908071370984166114397219799103,-5543097.188956846333621379198121494326215672167425190807137098416611439721979911,-5543097.1889568463336213791981214943262156721674251908071370984166114397219799105,-20956.316723008345940451147522968364381593545420328037990343690902108622684849384,-20956.316723008345940451147522968364381593545420328037990343690902108622684849384,-20956.316723008345940451147522968364381593545420328037990343690902108622684849384
-110,-61.298238889622710918701941851811438111865491637433029961425406739042799747384844,-522411.93373589559290490663777402392307790986531284406195400953205200380527410743,-9493577.1643446804019588439605892906647746363033542980671040948856259552446669677,58961.810320827788357583173078356332470361441484192806972338262326810445705016269,-119237990.29402673566647277412604206174626264575938240603260637152953885817355919,-4397401.0589514531344887780188715718846531766930738888261678723588925239497666463,-14449.088243846698320350665432963230351515182439001909897013100106826708460867585,-110,902385423730805281626.38001764405692341913335246579558728039325460758167148261723,6469.9801363426396395287256732143021338935987157319450813283623430385862440968908,902385423730805275156.39988130141728389040767925149345338679453887563659015425488,139472672978082295.4961019778450284949141485747961325358416710486778386905988922,1804770847461610563252.7600352881138468382667049315911745607865092151633429652345,7.809859947743008163629385716567657340151621449567017982104635522142860939435846e-73,7.0747492803333690371164994460060873286582274985462017106114178827621104051506602e-74,1.4370584475677155856642889499699864886337024606421972224679442574360536760462279e-74,5.6597994242666952296931995568048698629265819988369613684891343062096883241205282e-73,8.8434366004167112963956243075076091608227843731827521382642723534526380064383253e-74,2.245403824324555602600451484328103888490160094753433160106162902243833868822231e-76,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-79,40138260.876209112547502095698490739846694153099816657058111646837752042555740685,5.2317198696045464522336508049115405338925788622687019738666144061725125141157723e-73,5.9991667968904234118687632458537395661874606067916422486863113533265095763563201e-73,1.4460703637014743789118594400336152709327658272086733536225788367491695584944113e-72,-110,-61.298238889622710918701941851811438111865491637433029961425406739042799747384844,-61.298238889622710918701941851811438111865491637433029961425406739042799747384844,-61.298238889622710918701941851811438111865491637433029961425406739042799747384844,-522411.93373589559290490663777402392307790986531284406195400953205200380527410778,-522411.93373589559290490663777402392307790986531284406195400953205200380527410743,-522411.93373589559290490663777402392307790986531284406195400953205200380527410699,-9493577.1643446804019588439605892906647746363033542980671040948856259552446669676,-9493577.1643446804019588439605892906647746363033542980671040948856259552446669677,-9493577.1643446804019588439605892906647746363033542980671040948856259552446669676,58961.810320827788357583173078356332470361441484192806972338262326810445705016278,58961.810320827788357583173078356332470361441484192806972338262326810445705016269,58961.810320827788357583173078356332470361441484192806972338262326810445705016283,-119237990.29402673566647277412604206174626264575938240603260637152953885817355919,-119237990.29402673566647277412604206174626264575938240603260637152953885817355919,-119237990.29402673566647277412604206174626264575938240603260637152953885817355919,-4397401.0589514531344887780188715718846531766930738888261678723588925239497666463,-4397401.0589514531344887780188715718846531766930738888261678723588925239497666463,-4397401.0589514531344887780188715718846531766930738888261678723588925239497666464,-14449.088243846698320350665432963230351515182439001909897013100106826708460867585,-14449.088243846698320350665432963230351515182439001909897013100106826708460867585,-14449.088243846698320350665432963230351515182439001909897013100106826708460867585
-100,-42.828036888392485393769349685810829523261055339106607125265484438627308520466906,-369447.27548817546898685052529725263448778291961446331016078224342745414382053845,-7015442.763020132033789523285056497237072541134207003991375207455474430072540133,55607.300108167914977514099353107485796713534457235193447628197891048365643946392,-82957671.050350096836626672807640645921405688308625253074682174503972573308900916,-3366219.8983826041880434689538201089355946393023483572350425546529029236533353751,-9100.566415095780168293680203079181628033550955504042383216733375956371908553905,-100,570626999010502505327.1979026867274819218030394973996321197716537124444618338349,6853.5929868746847234771623652209288136202443806522555632832046632972362574379217,570626999010502498473.60491581204275844464067427647081849952727306018889855063024,83259539938147803.173260008255029610789826548268861372779352513263579771153369695,1141253998021005010654.3958053734549638436060789947992642395433074248889236676698,4.615168475842471207806466435480533530804390594754748772156667134458095459610001e-73,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,1.178664284399289802472729302234998533465911729738263683428035049608609409295608e-73,1.414949856066673807423299889201217465731645499709240342122283576552422081030132e-73,3.7142433721750187444861622091531958475455694367367558980709943884501079627040966e-73,1.899957082120777817584997409816087905645520080175981904705214763437090196695734e-76,2.0241020051002604590749262178438436494803125854147534496149305008207637038661938e-79,30802125.900372017859831567489533777911270194308307795978444457819452560122842682,-3.1719905489298325164228526351812841471946540519464148657096112186069042461349668e-73,2.4773943376097207676796041072935353192258373584728396260655966826295368672937126e-73,7.2393874336009830805265042128783419244358611349419364472957899522010177984982585e-73,-100,-42.828036888392485393769349685810829523261055339106607125265484438627308520466906,-42.828036888392485393769349685810829523261055339106607125265484438627308520466906,-42.828036888392485393769349685810829523261055339106607125265484438627308520466906,-369447.27548817546898685052529725263448778291961446331016078224342745414382053825,-369447.27548817546898685052529725263448778291961446331016078224342745414382053845,-369447.27548817546898685052529725263448778291961446331016078224342745414382053871,-7015442.7630201320337895232850564972370725411342070039913752074554744300725401328,-7015442.763020132033789523285056497237072541134207003991375207455474430072540133,-7015442.7630201320337895232850564972370725411342070039913752074554744300725401328,55607.300108167914977514099353107485796713534457235193447628197891048365643946396,55607.300108167914977514099353107485796713534457235193447628197891048365643946392,55607.300108167914977514099353107485796713534457235193447628197891048365643946279,-82957671.050350096836626672807640645921405688308625253074682174503972573308900916,-82957671.050350096836626672807640645921405688308625253074682174503972573308900916,-82957671.050350096836626672807640645921405688308625253074682174503972573308900916,-3366219.8983826041880434689538201089355946393023483572350425546529029236533353753,-3366219.8983826041880434689538201089355946393023483572350425546529029236533353751,-3366219.898382604188043468953820108935594639302348357235042554652902923653335375,-9100.566415095780168293680203079181628033550955504042383216733375956371908553905,-9100.566415095780168293680203079181628033550955504042383216733375956371908553905,-9100.5664150957801682936802030791816280335509555040423832167333759563719085539049
-90,-28.313328585268244411202683754571948696626276861330911841097213974964410419524506,-250371.26922727276538281282482856613196512377857591725734938004929615159202369598,-4999411.7096311034600003936514240328751807796740968612828994208942762159300342096,49626.168427687914365055168502973259810825334362988350554185511508282952544497415,-54514288.148677337553718383451871956514950082652697344978071054026018005661745617,-2483771.6087726606623626513963499168666513071063224764440856626803369367894169592,-5217.4085961875479238686409236549514275992285704494163696005706838292865413435118,-90,360870426974306954476.53488831409574508356190601419946589603179865746965000696664,7259.9507015318470951430354194450492642897691613581267880179352478677474160305171,360870426974306947216.58418678224864994052648656915020160626263729934286198903139,49707007913726386.43340115930882898852051335553891455379979799536616965364848824,721740853948613908953.06977662819149016712381202839893179206359731493930001393328,1.8847574254638115950443174305375592024003559195345740494675730453295934751221681e-73,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,4.1522698412894089758857579756344321137925729752209640899193966284570589389604949e-74,7.0747492803333690371164994460060873286582274985462017106114178827621104051506602e-74,4.1564152021958543093059434245285763055867086553958935049842080061227398630260129e-73,5.1817011330566667752318111176802397426696002186617688310142220821011550818974562e-77,1.0120510025501302295374631089219218247401562927073767248074652504103818519330969e-79,23326569.06514311283731775138400968954075178688141203487580446768358599392926815,9.805604975007027548155339577143118211268883072142187940725491063855446601097242e-74,1.5908264380268057639631764131664697820895155556282650306604290011845505805458765e-73,5.4593443733699005337556105832520712101707300409717943366053621672806082555436064e-73,-90,-28.313328585268244411202683754571948696626276861330911841097213974964410419524506,-28.313328585268244411202683754571948696626276861330911841097213974964410419524506,-28.313328585268244411202683754571948696626276861330911841097213974964410419524506,-250371.26922727276538281282482856613196512377857591725734938004929615159202369604,-250371.26922727276538281282482856613196512377857591725734938004929615159202369598,-250371.26922727276538281282482856613196512377857591725734938004929615159202369585,-4999411.7096311034600003936514240328751807796740968612828994208942762159300342096,-4999411.7096311034600003936514240328751807796740968612828994208942762159300342096,-4999411.7096311034600003936514240328751807796740968612828994208942762159300342094,49626.168427687914365055168502973259810825334362988350554185511508282952544497406,49626.168427687914365055168502973259810825334362988350554185511508282952544497415,49626.168427687914365055168502973259810825334362988350554185511508282952544497374,-54514288.148677337553718383451871956514950082652697344978071054026018005661745617,-54514288.148677337553718383451871956514950082652697344978071054026018005661745617,-54514288.148677337553718383451871956514950082652697344978071054026018005661745617,-2483771.6087726606623626513963499168666513071063224764440856626803369367894169594,-2483771.6087726606623626513963499168666513071063224764440856626803369367894169592,-2483771.6087726606623626513963499168666513071063224764440856626803369367894169597,-5217.4085961875479238686409236549514275992285704494163696005706838292865413435118,-5217.4085961875479238686409236549514275992285704494163696005706838292865413435118,-5217.4085961875479238686409236549514275992285704494163696005706838292865413435118
-80,-17.506025506824606421772522042832155662326632727228060559999653671350780750088978,-161867.64476758522685827188690462292783432024365021311298325239753633455574297558,-3440221.871876615362695953693915554673747530914370245336567594722122392422940017,42767.398726435124724587852426575285760303987313279059173674186499676808334742075,-33392743.423719115441046787578403247157848152594915721097890611157919806235882919,-1769023.1233361115328598791290213853154868988344256386241929653538289455225996052,-2765.8317046203325351719169433489944928576029555668750401760342822902335783789567,-80,228257849024528290276.09143620878734997627685046465616453145963248165189016392638,7690.4018504763425074054567309451467841076913171703964326970158339711746380746679,228257849024528282585.68958573244484257082011951950938042376831531125545746691055,29680874089874774.006788063079208319174845316078479670268593953367084395573451328,456515698049056580552.18287241757469995255370092931232906291926496330378032785276,2.3324564033599076044243459111051319161670093784269508764672018332231332741981083e-73,1.7244701370812587027971467399639837863604429527706366669615331089232644112554734e-73,6.5220344928073245810917729267868617561068034752222797019699008606713205297482649e-74,3.5373746401666845185582497230030436643291137492731008553057089413810552025753301e-74,3.3383973166573085143893481760841224582106011008764889321947628134283708474304678e-73,2.5908505665283333876159055588401198713348001093308844155071110410505775409487281e-77,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-80,17505422.146288140109779287396774490189149268021882950038623120811003682552316478,-1.4419023080308431333297789804739978515489209483368178089721239646328969175316187e-73,2.2514766678935905527661819378643724526676277028770287037091245520165903049400469e-73,5.6724753664230990234437802461796540927333943897385922678763660598286679316955398e-73,-80,-17.506025506824606421772522042832155662326632727228060559999653671350780750088978,-17.506025506824606421772522042832155662326632727228060559999653671350780750088978,-17.506025506824606421772522042832155662326632727228060559999653671350780750088978,-161867.64476758522685827188690462292783432024365021311298325239753633455574297547,-161867.64476758522685827188690462292783432024365021311298325239753633455574297558,-161867.6447675852268582718869046229278343202436502131129832523975363345557429757,-3440221.8718766153626959536939155546737475309143702453365675947221223924229400172,-3440221.871876615362695953693915554673747530914370245336567594722122392422940017,-3440221.871876615362695953693915554673747530914370245336567594722122392422940017,42767.398726435124724587852426575285760303987313279059173674186499676808334742076,42767.398726435124724587852426575285760303987313279059173674186499676808334742075,42767.398726435124724587852426575285760303987313279059173674186499676808334742011,-33392743.423719115441046787578403247157848152594915721097890611157919806235882919,-33392743.423719115441046787578403247157848152594915721097890611157919806235882919,-33392743.423719115441046787578403247157848152594915721097890611157919806235882919,-1769023.1233361115328598791290213853154868988344256386241929653538289455225996049,-1769023.1233361115328598791290213853154868988344256386241929653538289455225996052,-1769023.1233361115328598791290213853154868988344256386241929653538289455225996049,-2765.8317046203325351719169433489944928576029555668750401760342822902335783789567,-2765.8317046203325351719169433489944928576029555668750401760342822902335783789567,-2765.8317046203325351719169433489944928576029555668750401760342822902335783789568
-70,-10.009130835374234960232693872447468060981085441005685979375988591304658677908356,-99149.525098978397964365460055938847540313965194863968200725989708513686508477708,-2293081.5878260282634910183265778754318712271682016503503205016187276397458124544,36257.618609037444956232160340505747361830458879413588458075277786903954388802379,-18802701.376068458874544186174399284368815931783750268820270259056988659945636482,-1220711.9233872974095478073808594321270297635238475653770346802586672352413913175,-1399.4129470284352090463825218682209645634330388788546081603309611474976312716344,-70,144426559216193238792.86951121635358290558715916646505048486276196440340731334198,8146.3749622061412890501463362036467533119633446756748698259737408776852515263328,144426559216193230646.49454901021229385544082296281829717289941728872853748736824,17728935862422014.193152047224696728929197361359606195087548431524807652717508068,288853118432386477585.73902243270716581117431833293010096972552392880681462668396,5.4635856746949494478044216424820447846708264705569690554213957633674579183526779e-73,1.7686873200833422592791248615015218321645568746365504276528544706905276012876651e-74,7.9176393313105868325542073878154063267991491341151827737897313414505649651393131e-74,3.5373746401666845185582497230030436643291137492731008553057089413810552025753301e-74,2.4982708396177209412317638668708995879324365854241274790596569398503702368188269e-73,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-77,2.19277717219194883066450340266416395360367196753264957041617470922249401252171e-79,13053676.372543694972236883363630469354704922509152269970574840988976809251905787,-3.6307267685122532037648486950591325737679154329993823193272589652860036394541298e-73,2.9883023795599471948251788782283303775984887295227547310119854516316963343131379e-73,5.8891620062277835498054000648550785042687857115059989599322899738590971612441737e-73,-70,-10.009130835374234960232693872447468060981085441005685979375988591304658677908356,-10.009130835374234960232693872447468060981085441005685979375988591304658677908356,-10.009130835374234960232693872447468060981085441005685979375988591304658677908356,-99149.525098978397964365460055938847540313965194863968200725989708513686508477434,-99149.525098978397964365460055938847540313965194863968200725989708513686508477708,-99149.525098978397964365460055938847540313965194863968200725989708513686508477981,-2293081.5878260282634910183265778754318712271682016503503205016187276397458124544,-2293081.5878260282634910183265778754318712271682016503503205016187276397458124544,-2293081.5878260282634910183265778754318712271682016503503205016187276397458124544,36257.618609037444956232160340505747361830458879413588458075277786903954388802379,36257.618609037444956232160340505747361830458879413588458075277786903954388802379,36257.6186090374449562321603405057473618304588794135884580752777869039543888023,-18802701.376068458874544186174399284368815931783750268820270259056988659945636482,-18802701.376068458874544186174399284368815931783750268820270259056988659945636482,-18802701.376068458874544186174399284368815931783750268820270259056988659945636482,-1220711.9233872974095478073808594321270297635238475653770346802586672352413913176,-1220711.9233872974095478073808594321270297635238475653770346802586672352413913175,-1220711.9233872974095478073808594321270297635238475653770346802586672352413913174,-1399.4129470284352090463825218682209645634330388788546081603309611474976312716344,-1399.4129470284352090463825218682209645634330388788546081603309611474976312716344,-1399.4129470284352090463825218682209645634330388788546081603309611474976312716344
-60,-5.2802712574236350709563361182737069730431425035325135405426206903997312065370039,-56873.57035935553889298252630295975442978071673352336897461464369002718220815396,-1486339.1991824275811188476474077610708118182382540974658129604752521446441315589,30809.009135592770374409578585363979692635431464356797673708144116928244629777741,-9675350.1458807901826530116876204831285123738413077818653448524662816447558604542,-820557.52361009285197965508146247915339851804308453890528153027796506294152132213,-698.3394561683407264196407332438027346924798190536173983181480777455491896759114,-60,91443801994990058695.838360248591510701642018074027537656037183904962739936123061,8629.3832643802055074586379826913803263108895893102047509829928805226892573169633,91443801994990050066.455095868386003243004035382647211345147594594757988953130181,10596794602048295.235705923609413568052823903356126914777823233284105058376667463,182887603989980117391.67672049718302140328403614805507531207436780992547987224612,7.7380070253646223843461712690691580157199363265349081209812383092710582556335346e-73,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,9.4548773341173979758729780193938774504577971989848408603239505591405743061022251e-74,3.5373746401666845185582497230030436643291137492731008553057089413810552025753301e-74,2.6530309801250133889186872922522827482468353119548256414792817060357914019314976e-73,9.4997854106038890879249870490804395282276004008799095235260738171854509834786698e-77,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-79,9689165.9927634592154756698649272727531979953621469557574086516337740150915497119,-4.9624930596149274480732481600044752890557000296078805961774525731385213740710771e-73,4.319172929981146108305634552616090311209931035618467924745923254880109917415989e-73,8.0114200589122036559339091680093383716794598121391889845148941225535039912615067e-73,-60,-5.2802712574236350709563361182737069730431425035325135405426206903997312065370038,-5.2802712574236350709563361182737069730431425035325135405426206903997312065370039,-5.2802712574236350709563361182737069730431425035325135405426206903997312065370042,-56873.570359355538892982526302959754429780716733523368974614643690027182208153569,-56873.57035935553889298252630295975442978071673352336897461464369002718220815396,-56873.570359355538892982526302959754429780716733523368974614643690027182208154343,-1486339.1991824275811188476474077610708118182382540974658129604752521446441315591,-1486339.1991824275811188476474077610708118182382540974658129604752521446441315589,-1486339.1991824275811188476474077610708118182382540974658129604752521446441315591,30809.009135592770374409578585363979692635431464356797673708144116928244629777737,30809.009135592770374409578585363979692635431464356797673708144116928244629777741,30809.009135592770374409578585363979692635431464356797673708144116928244629777832,-9675350.1458807901826530116876204831285123738413077818653448524662816447558604541,-9675350.1458807901826530116876204831285123738413077818653448524662816447558604542,-9675350.1458807901826530116876204831285123738413077818653448524662816447558604542,-820557.52361009285197965508146247915339851804308453890528153027796506294152132227,-820557.52361009285197965508146247915339851804308453890528153027796506294152132213,-820557.52361009285197965508146247915339851804308453890528153027796506294152132201,-698.33945616834072641964073324380273469247981905361739831814807774554918967591141,-698.3394561683407264196407332438027346924798190536173983181480777455491896759114,-698.33945616834072641964073324380273469247981905361739831814807774554918967591131
