voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.10862108867831290959289844379739525845133684317197281278548117623560580113057993,-27.996689622404521590349934294582542478979648842726996389062470457592481035105,-678006.26472306745242301115320357602572231817704897531756050459363399757378123638,-150,31885615809.427037889229738148454029318801398903921651557026917552117616067657705,223.03080191650009347988527036552091340437484208374982992481735403224859163806448,31885615586.396235972729644668568758953280485499546809473277087627300262035409113,142965077.17962924452636711428635762294624174853418980170728862360588957991090987,63771231618.85407577845947629690805863760279780784330311405383510423523213531541,2.7491377047795130391527670431560959292084182805416677858126898236336788868153857e-73,1.8460673903369884831225865741922134123217562379018995088626668537832381838440004e-73,1.4495522171941969433479289320496276135601196900756697881356924159523698400083419e-80,-654746.97414660176394352119505118449693385020063605071343729403692288285667549927,-1.3988827457565174711590097711621345851942329524259111458592738036622824050977948e-73,1.8708670135540382622477177929665891916252889896952667370641740961020074094062581e-73,3.3552921556893417398025211016516141204532728672251094690392223196107991096328254e-73,-150,-0.10862108867831290959289844379739525845133684317197281278548117623560580113057994,-0.10862108867831290959289844379739525845133684317197281278548117623560580113057993,-0.10862108867831290959289844379739525845133684317197281278548117623560580113057993,-27.996689622404521590349934294582542478979648842726996389062470457592481035242467,-27.996689622404521590349934294582542478979648842726996389062470457592481035105,-27.996689622404521590349934294582542478979648842726996389062470457592481034967554,-678006.26472306745242301115320357602572231817704897531756050459363399757378123631,-678006.26472306745242301115320357602572231817704897531756050459363399757378123638,-678006.2647230674524230111532035760257223181770489753175605045936339975737812365
-140,-0.10787513765252383725015562236177742789718167500443831361534576290632969237612573,-30.855114023326988937227968828707174352231495221677525657918582484299843187485192,-673347.03285429029786800749888878580082218798400392367525149327139188178695501588,-140,31035997469.357844974959000251790125144704533910112080170566134470512000084102177,244.6406082012779103151708218069948625668585820061839972560042818589649929051879,31035997224.717236773681089936619303337709671343253498164382137214507718225137184,126863637.63379380211909840192940018340868387929007532750993800520320159530974445,62071994938.715689949918000503580250289409067820224160341132268941024000168204354,2.4939058636437222295517687884821193391023322913336805632455623422253502598914395e-73,1.2491354198088604706158819334354497939662182927120637395298284699251851184094134e-73,2.0030176092137994126262290697413036114648926626500164345147749747705474152842543e-80,-626461.10685732172566464533598819081742566101542847349976520739843234549897712238,1.2771085067654027597949019425617123003946826144370125562429835969017999387964257e-73,1.3308898303032674618667385385339238388442719089124700987722841619997572063747048e-73,1.9940538266454809915739846147880500726585919903244028489976330535623573906239418e-73,-140,-0.10787513765252383725015562236177742789718167500443831361534576290632969237612571,-0.10787513765252383725015562236177742789718167500443831361534576290632969237612573,-0.10787513765252383725015562236177742789718167500443831361534576290632969237612573,-30.855114023326988937227968828707174352231495221677525657918582484299843187360516,-30.855114023326988937227968828707174352231495221677525657918582484299843187485192,-30.855114023326988937227968828707174352231495221677525657918582484299843187609906,-673347.03285429029786800749888878580082218798400392367525149327139188178695501588,-673347.03285429029786800749888878580082218798400392367525149327139188178695501588,-673347.03285429029786800749888878580082218798400392367525149327139188178695501576
-130,-0.10686043992244668415841694645238664690957563984593753730733948077562460026436811,-33.932694014994538111985029608801602863911180699601658598744215647753357465086967,-667010.01189054611382057604486514094746928020077407007070093835756352759207233985,-130,30347082146.680141959066547643094638083807313184921589886248983727043575607674496,253.50669382018224045838526736750857763977013586298736412673637918412639409840595,30347081893.173448138884307184709370716298735545151454023261619600307196423548102,119709194.61482141821168188436901175704672361608843700567795531021029999352715116,60694164293.360283918133095286189276167614626369843179772497967454087151215348993,1.6442637457278241485993300719644429191873525796985201183515750778745744356473063e-73,4.8307272429776285456561097779760315040994459638510783555268587730735035110169352e-73,6.9842061373902216361309303089663875926078494158191362519265180041341455927674657e-80,-596682.48034117582428409815372569125214155238163294363804004622370275401003790158,8.5003081003451994072389264183001109866687660885266279259947105973613048364115828e-74,2.318259545518999373407277936294079050168750982066298430813372911864469558918741e-73,4.0496377126802393069127805190640787179194849734747990753593471482288031890530965e-73,-130,-0.10686043992244668415841694645238664690957563984593753730733948077562460026436804,-0.10686043992244668415841694645238664690957563984593753730733948077562460026436811,-0.10686043992244668415841694645238664690957563984593753730733948077562460026436804,-33.932694014994538111985029608801602863911180699601658598744215647753357465004738,-33.932694014994538111985029608801602863911180699601658598744215647753357465086967,-33.932694014994538111985029608801602863911180699601658598744215647753357465169164,-667010.0118905461138205760448651409474692802007740700707009383575635275920723395,-667010.01189054611382057604486514094746928020077407007070093835756352759207233985,-667010.01189054611382057604486514094746928020077407007070093835756352759207233937
-120,-0.10547874498652851698660347503962003420224209133866819775115494392522148532391324,-37.205233255695005711642975582067941888592986617769257156612630368937332434970186,-658381.92701723445678841161566749394775794458659278027774827081920304431126741422,-120,29797563677.935904375738384787773432912623697555879634627844427510071612832417813,262.69409761589992897570403178159235613011998350806438371784603276599228006741934,29797563415.241806759838455812069401131031341425759651119780043792225580066425533,113430655.45958564776776095413453349568475951028422557504268909444854088126588609,59595127355.871808751476769575546865825247395111759269255688855020143225664835627,6.6570319760374864524097751308859569083088929231065166832919686504235613649776207e-73,3.5594832316677262967992387837718126872311707102060577356513696222646867975914259e-73,6.4702739876577336289439373239669741659819887984286715088602270566601235585826899e-80,-565744.29020652127858744413451399180151779672306389574421228290074738551145198554,3.4851219702746476343992948709903367661669469650406242399558507614177233079941267e-73,3.5421496938940875712537487880321915932668203027340249296893266313722831424541964e-73,5.3043695732949320715616282954625051292630100525634470179869456466096674544145793e-73,-120,-0.10547874498652851698660347503962003420224209133866819775115494392522148532391318,-0.10547874498652851698660347503962003420224209133866819775115494392522148532391324,-0.10547874498652851698660347503962003420224209133866819775115494392522148532391324,-37.205233255695005711642975582067941888592986617769257156612630368937332434637272,-37.205233255695005711642975582067941888592986617769257156612630368937332434970186,-37.205233255695005711642975582067941888592986617769257156612630368937332435302975,-658381.92701723445678841161566749394775794458659278027774827081920304431126741415,-658381.92701723445678841161566749394775794458659278027774827081920304431126741422,-658381.92701723445678841161566749394775794458659278027774827081920304431126741387
-110,-0.10360224787819138333119472125952128659165531102138751949687737826511380699320884,-40.623251189147649689297732811371618257646116896242014814666626712361141638303262,-646665.04390356358997311384887392656901837761968263092651414020396302648523325037,-110,29369045008.227866680271623384847013682512958614532460539628979998054547117992074,272.21446456629248634757198352176508942774119035114344306694330215918134958220986,29369044736.013402113979137037275030160747869186791270188485536931111244958810724,107889362.36368002626373705669720521348624228753593743600284010046024899609436291,58738090016.455733360543246769694027365025917229064921079257959996109094235984147,1.5069389500121979978054835177000709155570906684035732535131400410324898863112451e-72,6.7762832950693050308631471256277055194804585259512838259449986908330838724333668e-73,1.3296347155899497416709639022164311473474188793512280147535578615417646986985609e-79,-534022.58684373697729213270158545029265779232695467546082879502815385354290872652,-8.0270845662941997933935406078889226019658886221050203593832845328420064954537865e-73,8.1859788272782761291869923277384441885707485658251709417464245086303729504914649e-73,1.2159069010573774425980378006272337818652377140814828431737887616193338792402258e-72,-110,-0.10360224787819138333119472125952128659165531102138751949687737826511380699320891,-0.10360224787819138333119472125952128659165531102138751949687737826511380699320884,-0.10360224787819138333119472125952128659165531102138751949687737826511380699320878,-40.623251189147649689297732811371618257646116896242014814666626712361141639056868,-40.623251189147649689297732811371618257646116896242014814666626712361141638303262,-40.623251189147649689297732811371618257646116896242014814666626712361141637549929,-646665.04390356358997311384887392656901837761968263092651414020396302648523325009,-646665.04390356358997311384887392656901837761968263092651414020396302648523325037,-646665.04390356358997311384887392656901837761968263092651414020396302648523325077
-100,-0.10107108396375058711854584420479677792047180856023905896047192567187960486562716,-44.100759421119648936372501784466067330190084429382569327130290978286385666871441,-630861.54196062003032984701926740576497500226254978535611668947004550806964053036,-100,29045642102.053789011590046166271212026143986794439622164490932469628511836107966,282.07986167797422923372985540589426501817344149835746289342451513620387704468799,29045641819.973927333615816932541356620249721776266180666133469576203996699904089,102969570.13972392045946958326082072163887621032533299373242468999774777664521597,58091284204.107578023180092332542424052287973588879244328981864939257023672215932,1.9311687350394238338639327720952399747205065002430774028982769917597463730093507e-73,3.4047230911604338491123153583904295269167719836753595732317448560792656324787552e-73,7.0105616322482979441918017440945626401271243192750575208017124116969159534948901e-80,-501914.97353787317236848089192116049518841968283267509860171793059999465935832439,1.0531685648440234756876806513133672979136770193520239503839353282158906378877766e-73,5.5934306640993872048751707624433781043213328464276893632554362679326810769958256e-73,9.0422674031577025708966026750397369374515986465022944930934218243765909151865837e-73,-100,-0.10107108396375058711854584420479677792047180856023905896047192567187960486562719,-0.10107108396375058711854584420479677792047180856023905896047192567187960486562716,-0.10107108396375058711854584420479677792047180856023905896047192567187960486562723,-44.100759421119648936372501784466067330190084429382569327130290978286385666774875,-44.100759421119648936372501784466067330190084429382569327130290978286385666871441,-44.100759421119648936372501784466067330190084429382569327130290978286385666967992,-630861.54196062003032984701926740576497500226254978535611668947004550806964053064,-630861.54196062003032984701926740576497500226254978535611668947004550806964053036,-630861.5419606200303298470192674057649750022625497853561166894700455080696405307
-90,-0.097696991439973033102625793480830099645446673685178729843220760367048038046427145,-47.501810987587882757890061460166719862650529276727536996104927507833876052295255,-609796.38982429979064506354543608702853325478499366034679124088379417718799927572,-90,28813641797.927953737841867641592317978721212565273066600298190974908937204967423,292.30279328116890275459936655493177660202877893288484427544000601457923898610553,28813641505.625160456672964886992951423789435963244287667413346699468931190388184,98574637.192097686042661382974528605093421025281296544689059702330555608791494291,57627283595.855907475683735283184635957442425130546133200596381949817874409934847,1.0078043016032962097436266420551375845073032982156708777532764852242931682981387e-72,1.414949856066673807423299889201217465731645499709240342122283576552422081030132e-72,2.1044862644173931986605840949847775444141010409553133196842734438872133040848383e-79,-469818.30171670759479826980596960092382508808563353540598394089375617483879076976,-5.6751373927448756970137357885014358496289890304951000012653198422780691388114016e-73,7.3044902996461444519978176783804581280685416200427787429161230309509561143387606e-73,1.3010142377821597464257045175306079276264361268077229600114160878711069071914823e-72,-90,-0.097696991439973033102625793480830099645446673685178729843220760367048038046426999,-0.097696991439973033102625793480830099645446673685178729843220760367048038046427145,-0.097696991439973033102625793480830099645446673685178729843220760367048038046426935,-47.501810987587882757890061460166719862650529276727536996104927507833876052799341,-47.501810987587882757890061460166719862650529276727536996104927507833876052295255,-47.501810987587882757890061460166719862650529276727536996104927507833876051791536,-609796.38982429979064506354543608702853325478499366034679124088379417718799927431,-609796.38982429979064506354543608702853325478499366034679124088379417718799927572,-609796.38982429979064506354543608702853325478499366034679124088379417718799927491
-80,-0.093278887250213824655621844865037924379943714144190134323833136487971082660495183,-50.626393594735205332160245840130831461552992262931243329627729808776267536082488,-582214.58740299595998733600356976329146383664453345340755119881340691913988147252,-80,28661206260.315242949155727394273002251166716834494770001962445955947151912596781,302.89621687887151597334322761212810969352799833364101593845892658745861635552151,28661205957.419026070284211420929774639038607140966771668321430017488225325138165,94623850.227145248499208735349621492035437488483348423177304158979994971713354728,57322412520.630485898311454788546004502333433668989540003924891911894303825193562,2.2868765274179237159259699134068674666899436607847830565951513797450341853483505e-72,1.209339955106985269782101624051665552742515763032741354907639244334648247380441e-72,1.8317068926363034102305647414081658025896057901865281868260113256125400705559957e-79,-438108.09777646803210273153981803392030063602151414867459833651649435756381397781,1.3420397509376176359156244288072458578469223908784830346509049479395794786514421e-72,1.5225072248916834530109801119643551889142039256933292914212628992284950438091361e-72,2.6503017188706440564356514872141482676257303090500020775664919731734400502380177e-72,-80,-0.093278887250213824655621844865037924379943714144190134323833136487971082660495,-0.093278887250213824655621844865037924379943714144190134323833136487971082660495183,-0.093278887250213824655621844865037924379943714144190134323833136487971082660495172,-50.626393594735205332160245840130831461552992262931243329627729808776267534939267,-50.626393594735205332160245840130831461552992262931243329627729808776267536082488,-50.626393594735205332160245840130831461552992262931243329627729808776267537226143,-582214.58740299595998733600356976329146383664453345340755119881340691913988147252,-582214.58740299595998733600356976329146383664453345340755119881340691913988147252,-582214.58740299595998733600356976329146383664453345340755119881340691913988147131
-70,-0.087636911526824090836776667789693619278899777985944173318451369421259564610163946,-53.198396871607582017808412316180102131720233033157824496591035763416417418744404,-546993.69003523884975805164427920726839858005082090012940694939859137201082513463,-70,28578117682.904265437266162950604273711142435845560359516898646358035979955701405,313.87355957040373060778597147512529065827596918507031475515766877738337122886488,28578117369.030705866862432342818302236017145187284390331828331602878311178318034,91049777.247943121019733600993997569119178211273299292083124219115667936632715418,57156235365.80853087453232590120854742228487169112071903379729271607195991140281,1.8343304324502141128245947070254241005358796973441135195097297177811789034307619e-72,1.2734548704600064266809699002810957191584809497383163079100552188971798729271188e-72,2.1229351108180466143031940995745000776775934733744582078969095291811525565940353e-79,-407121.8968581211769946835332224270020838245758351873415307703354991684632978386,1.1357553721270618848505093572884801290476698924163690399987665004057427496558999e-72,9.3396258826500297325553214200458758734206662290821170102506985125743417412700955e-73,1.2047318328657553398643480126443095141619267012899964959283857321180704940244287e-72,-70,-0.087636911526824090836776667789693619278899777985944173318451369421259564610164003,-0.087636911526824090836776667789693619278899777985944173318451369421259564610163946,-0.087636911526824090836776667789693619278899777985944173318451369421259564610164158,-53.198396871607582017808412316180102131720233033157824496591035763416417417827079,-53.198396871607582017808412316180102131720233033157824496591035763416417418744404,-53.198396871607582017808412316180102131720233033157824496591035763416417419661409,-546993.69003523884975805164427920726839858005082090012940694939859137201082513591,-546993.69003523884975805164427920726839858005082090012940694939859137201082513463,-546993.69003523884975805164427920726839858005082090012940694939859137201082513504
-60,-0.080668137354742329669726055800030108546410998693190891003750989301428075813635726,-54.857707026141613361479439351076746487010086138115830123050517029841304884299365,-503491.56772831926254788695630812748866581537317469712043893724917473277621559747,-60,28555557761.490925099257750514211062964726210847048554636858603311097221288151783,325.24873507017970708792237519759166238987309480643784688741565831280707176822226,28555557436.242190029078043426288687767134548457175459830420756423681562975344711,87796060.92958185758891978444184765773064702730907633385804474594146008978995692,57111115522.981850198515501028422125929452421694097109273717206622194442576303565,1.9408129063930582081979384372145266084290636962750502315012089306193237051370385e-73,4.2448495682000214222698996676036523971949364991277210263668507296572662430903961e-73,8.3678696174392278093266806531955775873697818472550028678742244011795895309572467e-80,-377147.76175244636462736191312449572068309315926154925228983901741905954898327615,1.3010787576429976111668742373566942649780952232315860954014918456744544578133833e-73,1.2056509633240406854988367972171217075173392544355791856073723374237187972270965e-72,1.8011486649423587134695306193227005010249345571923245353771498685169789858051255e-72,-60,-0.080668137354742329669726055800030108546410998693190891003750989301428075813635643,-0.080668137354742329669726055800030108546410998693190891003750989301428075813635726,-0.080668137354742329669726055800030108546410998693190891003750989301428075813635689,-54.857707026141613361479439351076746487010086138115830123050517029841304884200828,-54.857707026141613361479439351076746487010086138115830123050517029841304884299365,-54.857707026141613361479439351076746487010086138115830123050517029841304884394909,-503491.56772831926254788695630812748866581537317469712043893724917473277621559704,-503491.56772831926254788695630812748866581537317469712043893724917473277621559747,-503491.56772831926254788695630812748866581537317469712043893724917473277621559714
