voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.10800736393603853,-73751.73217967965,-300225.76916621055,-150,433542989.0448944,12522.845398806083,433530466.19949561,34620.16620329977,7.655047146268384e+17,2.3283064365386963e-09,2.421438694000244e-08,8.132383655379272e-15,253574.53572606997,7.9400037993099265e-10,2.3164853679760142e-08,4.2085503082489595e-08,-150,-0.10800736393603635,-0.10800736393603853,-0.10800736393604449,-73751.73217967956,-73751.73217967965,-73751.73217968189,-300225.7691662038,-300225.76916621055,-300225.769166228
-140,-0.09429712631841572,-64558.13024565447,-262031.56633290226,-140,381737748.32482421,14312.805243240478,381723435.51958096,26671.064255912224,92642464921057200.0,8.541974239051342e-09,1.973239704966545e-08,4.954370247389761e-15,246114.16137393581,5.9416194249575592e-09,2.427598924130828e-08,4.707999323727563e-08,-140,-0.09429712631841558,-0.09429712631841572,-0.09429712631842053,-64558.13024565989,-64558.13024565447,-64558.13024565135,-262031.5663328991,-262031.56633290226,-262031.56633291882
-130,-0.08206167900069394,-56204.37901421601,-228020.40412801667,-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188989,1.2887346380998883e+17,1.7680577002465725e-09,3.9173755794763565e-08,1.2670420268534599e-14,241545.864984015,3.6405035163314295e-09,5.9146373148159015e-08,9.2457867140183225e-08,-130,-0.08206167900069249,-0.08206167900069394,-0.08206167900068127,-56204.37901421424,-56204.37901421601,-56204.379014215316,-228020.404128013,-228020.40412801667,-228020.4041279775
-120,-0.07104369533986687,-48730.43011341037,-197369.16490542615,-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,28753601160101592.0,1.5192199498414993e-08,8.003553375601768e-09,3.1502578323738817e-15,240201.83669101965,1.4358977478888969e-08,1.4161636223088141e-08,3.2939851735136472e-08,-120,-0.07104369533986549,-0.07104369533986687,-0.07104369533986372,-48730.43011341774,-48730.43011341037,-48730.430113402545,-197369.16490541815,-197369.16490542615,-197369.1649054202
-110,-0.06103514232176299,-42154.606339817794,-169419.39571199808,-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,4.0630190452783014e+17,8.149072527885437e-10,1.0011717677116394e-08,3.073929999430902e-15,242538.20752067969,3.7617575791645867e-10,1.2735612740865253e-08,2.1805135475005955e-08,-110,-0.061035142321763214,-0.06103514232176299,-0.06103514232176014,-42154.60633981705,-42154.606339817794,-42154.60633981787,-169419.39571199915,-169419.39571199808,-169419.39571198914
-100,-0.0518867748185882,-36456.04006479844,-143715.7215986501,-100,234492411.26088765,24423.715527832945,234467987.54535982,9601.0130397098346,1.0967675815315787e+17,8.658389560878277e-10,1.6530975699424744e-08,5.370703881624195e-15,249211.08501308964,2.3094930172031244e-09,2.97037992283871e-08,5.2156792662572116e-08,-100,-0.05188677481858968,-0.0518867748185882,-0.05188677481859357,-36456.04006479931,-36456.04006479844,-36456.0400647989,-143715.7215986543,-143715.7215986501,-143715.72159866663
-90,-0.04351289182260381,-31561.06197937273,-120027.49592231057,-90,209429907.32486603,27914.732836956453,209401992.59202906,7502.4865381337531,1.0494307390206808e+17,2.764863893389702e-09,2.0372681319713593e-09,2.0816681711721685e-16,261204.26651369984,2.7127294683995481e-09,3.7093389074318733e-09,8.5979081632103771e-09,-90,-0.04351289182260376,-0.04351289182260381,-0.04351289182260397,-31561.061979373655,-31561.06197937273,-31561.06197937089,-120027.49592230993,-120027.49592231057,-120027.49592231197
-80,-0.035885675474841776,-27340.62451227214,-98332.42018719034,-80,188066307.04156122,31904.740639099407,188034402.30092213,5894.6195228142706,4.3105552336469344e+17,1.7462298274040222e-09,2.6921043172478676e-09,7.979727989493313e-16,280019.63955189829,1.1427745910777265e-09,4.3240337848477663e-09,8.9116838353220373e-09,-80,-0.035885675474842074,-0.035885675474841776,-0.035885675474842574,-27340.62451227347,-27340.62451227214,-27340.624512271723,-98332.42018719058,-98332.42018719034,-98332.42018719303
-70,-0.02901643633468107,-23623.337101328532,-78751.4910457186,-70,170024291.33495164,36465.062416810317,169987826.27253482,4662.6628357715572,69500448791680480.0,6.257323548197746e-09,4.511093720793724e-09,8.222589276130066e-16,307917.13390167034,3.2531440959504743e-09,8.7230880506512266e-09,2.0376319298520684e-08,-70,-0.02901643633468145,-0.02901643633468107,-0.029016436334681893,-23623.337101332232,-23623.337101328532,-23623.337101325975,-78751.49104571794,-78751.4910457186,-78751.49104572245
-60,-0.022927100405780946,-20222.136158098954,-61446.67351202713,-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.70340466988,3.773377997464505e+17,4.685716703534126e-09,8.585629984736443e-09,3.5006719745211967e-15,348140.12964958919,1.0339413020774563e-09,9.6911897929266262e-09,1.8831087800208479e-08,-60,-0.022927100405779062,-0.022927100405780946,-0.022927100405782563,-20222.136158095993,-20222.136158098954,-20222.13615810068,-61446.67351202274,-61446.67351202713,-61446.673512031324
-50,-0.017620698450392738,-16965.66554663168,-46513.10496199233,-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949677,2.796935643547784e+17,1.949956640601158e-09,2.473825588822365e-09,1.0373646386341306e-15,404987.19582822721,6.5934612395137736e-10,4.2368023640217793e-09,8.8002707343548536e-09,-50,-0.01762069845039262,-0.017620698450392738,-0.017620698450393657,-16965.66554663054,-16965.66554663168,-16965.66554663249,-46513.10496199253,-46513.10496199233,-46513.1049619948
-40,-0.013060317049133565,-13723.19923397192,-33900.93798954826,-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,43691379330016776.0,5.034962669014931e-09,1.6370904631912708e-09,9.037909309839165e-16,483494.79845959123,3.8716510689632407e-09,5.1803234237323399e-09,1.1939846444875002e-08,-40,-0.013060317049133505,-0.013060317049133565,-0.013060317049132662,-13723.199233974592,-13723.19923397192,-13723.199233969557,-33900.93798954674,-33900.93798954826,-33900.937989546626
-30,-0.009161359884004842,-10416.048552094162,-23385.483476777023,-30,125467256.75111784,62224.860608192641,125405031.89050965,2016.3525562739242,59696560718536832.0,2.852175384759903e-09,4.554749466478825e-09,1.8752360775309285e-15,588267.99001520791,2.63644991418843e-09,7.7165947060102931e-09,1.4879333321005106e-08,-30,-0.009161359884004685,-0.009161359884004842,-0.00916135988400656,-10416.048552092921,-10416.048552094162,-10416.048552095774,-23385.483476777154,-23385.483476777023,-23385.483476781577
-20,-0.005795679903456031,-7015.4041763770465,-14581.186499377118,-20,120248782.00473881,71119.005530305265,120177662.9992085,1690.8107911252828,1.0663916016617054e+17,8.149072527885437e-10,2.444721758365631e-09,6.565928356572215e-16,720033.98591349286,1.3126701132969641e-09,2.3800155682137127e-09,4.8703441279940307e-09,-20,-0.0057956799034553745,-0.005795679903456031,-0.005795679903456027,-7015.404176377342,-7015.4041763770465,-7015.404176376527,-14581.186499374919,-14581.186499377118,-14581.186499377363
-10,-0.002802364695156417,-3531.5294182635344,-6980.691892480022,-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427977,79820196171934448.0,2.0954757928848267e-09,1.4551915228366852e-09,3.0314292742694704e-16,863744.66477060365,1.8040073667482415e-09,2.4506756235557289e-09,5.931724444963038e-09,-10,-0.00280236469515659,-0.002802364695156417,-0.0028023646951567203,-3531.5294182647485,-3531.5294182635344,-3531.529418262653,-6980.691892479954,-6980.691892480022,-6980.691892481409
