voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.10800736393601673,-73751.73217969449,-300225.76916613505,-150,433542989.0448944,12522.845398806083,433530466.19949561,34620.16620329977,7.655047146268384e+17,8.201459422707558e-08,4.039611667394638e-08,6.813993813636898e-15,313594.21109200822,-7.4476702138781548e-08,5.7860642184958845e-08,8.4252860688138753e-08,-150,-0.10800736393602318,-0.10800736393601673,-0.10800736393602355,-73751.732179654,-73751.73217969449,-73751.73217973602,-300225.76916617545,-300225.76916613505,-300225.7691661356
-140,-0.09429712631840784,-64558.13024566022,-262031.56633287473,-140,381737748.32482421,14312.805243240478,381723435.51958096,26671.064255912224,92642464921057200.0,2.6426278054714203e-08,3.923196345567703e-08,8.326672684688674e-15,302969.84137642698,-2.4650944396853447e-08,3.422079464138919e-08,5.9276771935401484e-08,-140,-0.0942971263184099,-0.09429712631840784,-0.09429712631840158,-64558.13024564774,-64558.13024566022,-64558.13024567417,-262031.56633288745,-262031.56633287473,-262031.56633284822
-130,-0.08206167900065256,-56204.379014245795,-228020.40412787264,-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188989,1.2887346380998883e+17,1.9766594050452113e-07,9.895302355289459e-08,1.6403545188836688e-14,295856.71293966612,-1.8085120245814323e-07,1.4136698764924282e-07,2.029682946158573e-07,-130,-0.08206167900066838,-0.08206167900065256,-0.08206167900066896,-56204.37901414664,-56204.379014245795,-56204.379014344304,-228020.4041279716,-228020.40412787264,-228020.4041278746
-120,-0.07104369533985178,-48730.430113421884,-197369.16490537324,-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,28753601160101592.0,6.83940015733242e-08,6.463960744440556e-08,9.756084828893563e-15,292588.16496106604,-6.3213519752025604e-08,4.5797565026134667e-08,6.8936515162931755e-08,-120,-0.07104369533985723,-0.07104369533985178,-0.07104369533984747,-48730.430113387585,-48730.430113421884,-48730.43011345598,-197369.16490540744,-197369.16490537324,-197369.1649053428
-110,-0.06103514232176794,-42154.60633981389,-169419.39571201548,-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,4.0630190452783014e+17,2.920569386333227e-08,1.5454133972525597e-08,2.9698465908722937e-15,293630.12640492048,2.6804627850651741e-08,2.2232805052509136e-08,3.3878677641041577e-08,-110,-0.06103514232176538,-0.06103514232176794,-0.06103514232176497,-42154.606339828795,-42154.60633981389,-42154.60633979959,-169419.39571200003,-169419.39571201548,-169419.39571201336
-100,-0.0518867748185824,-36456.040064802924,-143715.72159862975,-100,234492411.26088765,24423.715527832945,234467987.54535982,9601.0130397098346,1.0967675815315787e+17,4.576577339321375e-08,2.5727786123752594e-08,3.858025010572419e-15,299664.34453424468,-4.321918822824955e-08,3.0936541104471155e-08,4.7100002120714635e-08,-100,-0.05188677481858626,-0.0518867748185824,-0.05188677481858534,-36456.040064779794,-36456.040064802924,-36456.04006482556,-143715.72159865336,-143715.72159862975,-143715.72159862763
-90,-0.04351289182260226,-31561.061979373942,-120027.49592230511,-90,209429907.32486603,27914.732836956453,209401992.59202906,7502.4865381337531,1.0494307390206808e+17,1.2310920283198357e-08,1.6254489310085773e-08,3.2404634531246757e-15,311726.32876473194,-1.201988197863102e-08,1.1928440028680339e-08,2.033448254223913e-08,-90,-0.043512891822603476,-0.04351289182260226,-0.043512891822600236,-31561.061979367543,-31561.061979373942,-31561.061979379854,-120027.4959223121,-120027.49592230511,-120027.49592229584
-80,-0.03588567547484801,-27340.624512267328,-98332.42018721219,-80,188066307.04156122,31904.740639099407,188034402.30092213,5894.6195228142706,4.3105552336469344e+17,7.121707312762737e-08,4.895264282822609e-08,6.050715484207103e-15,331403.85755399521,7.0227542892098427e-08,4.4576708085073636e-08,7.3910996434278786e-08,-80,-0.035885675474841956,-0.03588567547484801,-0.03588567547484623,-27340.62451230336,-27340.624512267328,-27340.62451223214,-98332.42018717527,-98332.42018721219,-98332.42018722423
-70,-0.029016436334682438,-23623.337101327532,-78751.49104572338,-70,170024291.33495164,36465.062416810317,169987826.27253482,4662.6628357715572,69500448791680480.0,2.3981556296348572e-08,1.1030351743102074e-08,3.271688475692258e-15,361067.84599803603,2.3748725652694702e-08,2.0707539113717318e-08,3.4970526030519977e-08,-70,-0.02901643633468086,-0.029016436334682438,-0.029016436334679166,-23623.33710133971,-23623.337101327532,-23623.33710131573,-78751.49104571235,-78751.49104572338,-78751.49104571907
-60,-0.022927100405781914,-20222.13615809821,-61446.67351203054,-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.70340466988,3.773377997464505e+17,1.8888385966420174e-08,1.8277205526828766e-08,2.8275992658421956e-15,404039.80191591411,2.0023435354232788e-08,1.3267695772786577e-08,2.0808329281862825e-08,-60,-0.02292710040578022,-0.022927100405781914,-0.02292710040578305,-20222.13615810746,-20222.13615809821,-20222.13615808857,-61446.673512020614,-61446.67351203054,-61446.67351203889
-50,-0.017620698450393088,-16965.665546631422,-46513.10496199356,-50,142683434.73031145,47634.372316165412,142635800.3579953,2995.3881575949677,2.796935643547784e+17,8.527422323822975e-09,2.852175384759903e-09,5.655198531684391e-16,464504.29719281779,8.5565261542797089e-09,5.9687193784475613e-09,1.1546035239007324e-08,-50,-0.017620698450392974,-0.017620698450393088,-0.017620698450392522,-16965.665546635544,-16965.665546631422,-16965.665546627017,-46513.104961991135,-46513.10496199356,-46513.10496199399
-40,-0.013060317049133397,-13723.199233972085,-33900.93798954766,-40,132901705.80709332,54443.017711476496,132847262.78938185,2441.1157094820237,43691379330016776.0,1.280568540096283e-09,2.168235369026661e-09,8.586881206085195e-16,546874.47124959738,-1.1059455573558807e-09,4.2452961288456741e-09,7.2641341830603778e-09,-40,-0.013060317049133314,-0.013060317049133397,-0.013060317049134173,-13723.199233971303,-13723.199233972085,-13723.199233972584,-33900.93798954779,-33900.93798954766,-33900.93798954983
-30,-0.009161359884004808,-10416.04855209419,-23385.483476776903,-30,125467256.75111784,62224.860608192641,125405031.89050965,2016.3525562739242,59696560718536832.0,3.6670826375484467e-09,2.9867806006222963e-09,6.609296443471635e-16,654221.89720622636,-3.9581209421157837e-09,3.5417130876744161e-09,6.552909326273948e-09,-30,-0.009161359884005469,-0.009161359884004808,-0.00916135988400546,-10416.04855209234,-10416.04855209419,-10416.048552096006,-23385.48347677989,-23385.483476776903,-23385.483476778027
-20,-0.005795679903456089,-7015.404176377016,-14581.186499377316,-20,120248782.00473881,71119.005530305265,120177662.9992085,1690.8107911252828,1.0663916016617054e+17,7.508788257837296e-09,1.989974407479167e-09,1.0512424264419451e-15,785339.06574974814,7.9162418842315674e-09,7.496935698112073e-09,1.4265424397308379e-08,-20,-0.0057956799034560545,-0.005795679903456089,-0.005795679903455038,-7015.404176380776,-7015.404176377016,-7015.404176373268,-14581.186499375326,-14581.186499377316,-14581.186499375908
-10,-0.002802364695156407,-3531.5294182635444,-6980.691892479986,-10,117154114.0473401,81284.439984003038,117072829.60735609,1441.2858607427977,79820196171934448.0,8.731149137020111e-10,8.412825991399586e-10,3.694961003830599e-16,930575.64514126652,-7.5669959187507629e-10,1.7030132255177951e-09,3.1468516681343317e-09,-10,-0.0028023646951564687,-0.002802364695156407,-0.0028023646951567767,-3531.5294182632933,-3531.5294182635444,-3531.5294182641665,-6980.691892480303,-6980.691892479986,-6980.691892480827
0,-1.1364681995473802e-17,9.094947017729282e-12,-4.001776687800884e-11,0,116128595.55343381,92902.876442747045,116035692.67699106,1250.0,2.8879627960986707e+17,4.656612873077393e-10,1.0877556633204222e-09,3.936842404073104e-16,1069243.2617621671,-6.4028427004814148e-10,1.7015408698519275e-09,3.0941009754315019e-09,0,3.823195584118366e-16,-1.1364681995473802e-17,2.7974601835012436e-17,2.9103830456733704e-10,9.094947017729282e-12,-1.7462298274040222e-10,1.0477378964424133e-09,-4.001776687800884e-11,1.7462298274040222e-10
10,0.0028023646951564236,3531.5294182635334,6980.691892480042,10,117154114.04734012,81284.439984003053,117072829.60735612,1441.2858607427977,2.2704411355572421e+18,1.57160684466362e-09,1.1059455573558807e-09,6.062858548538941e-16,1175253.9422339112,-1.7462298274040222e-09,3.0370004183658133e-09,6.0881575336679816e-09,10,0.00280236469515659,0.0028023646951564236,0.002802364695155984,3531.5294182641665,3531.5294182635334,3531.529418262595,6980.691892480245,6980.691892480042,6980.691892479139
20,0.005795679903456022,7015.404176377069,14581.18649937708,20,120248782.00473882,71119.005530305265,120177662.99920851,1690.810791125283,2.149063991135016e+17,3.0850060284137726e-09,2.3865140974521637e-09,2.697495005143935e-16,1232854.4397158104,3.14321368932724e-09,1.9151151131200759e-09,3.3796823117882013e-09,20,0.005795679903456185,0.005795679903456022,0.005795679903455915,7015.404176375538,7015.404176377069,7015.404176378623,14581.186499378353,14581.18649937708,14581.186499375966
