"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_2': [7.09, -4.73, 4.77, -1.81, 7.44], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_1i': '19.0 uM', 'solute_2e': '83.0 mM', 'solute_1e': '91.0 mM', 'solute_2i': '118.0 uM'}"
voltage,current,solute_2,solute_1
-150,-420.08970545923214860977166474441060933632529152524885661180904675136419523643274,-677798758.64772579385906597594566132160043236229597768426421469927962418396101384,-294443264.8350035436046601401568240362326815470506818022389253173527516227299609
-140,-381.10235454203517616829807112917797877716592030631317217931519987054645903514741,-611782369.87664037049280423109263448911858511093277429479999142088461295395178904,-271784480.58464986634311262226869910374887137636644582042360656011641652310599123
-130,-343.05582758386756638441355315322207982187341116535976809227548732179816909244276,-547761941.39803711178939262013276524278273900882119112158734182228861686219916723,-249068160.26208156459760503986682860714931045744135784431425248294358187472269203
-120,-305.86573805994721654019450718069322168131306955594871846814575714822240112151128,-485594919.02772833056878562149934430322130771290953398328180739168928125419372054,-226244756.47696936165251573710405356217021754563435978038522805927923003734147942
-110,-269.52928534414109624234327024311908209237580421417053604646366740065227082495029,-425273227.29157839925366557446687071777205738440122779408051621144313122077942807,-203317641.41013895107973428730970450284414191105912279258403851093157903055078747
-100,-234.15666832556123615212613238238428794910523318993513646793877247608998336715109,-366970247.98438975823921686574766191800972774804733438237737564169433444875557235,-180370683.97085992653818910320645720436346508963661358920771815837715560861849545
-90,-199.99774777076734816077580384138826722467071915220704275170564062127794683903609,-311078180.53993058796296246158213897085679723660436348846017892409226474721079075,-157595425.10385989219518827490732918504730610540541023515581518707839253066394745
-80,-167.45062139587889752192225474337393686014184632929333036981297007748952657453304,-258214789.13720748418181590740835521605428215103702799451327714783741903488805533,-135307720.77570843399525362673845541217892188415798462187718319479549308082543303
-70,-137.03651972290786913543962234803149049387580088115537948921407253083117242079017,-209176125.83349794189557883925970770081043181257452114855520856748570543777798382,-113940304.76694369428620270011428788435741827722194777229697302623128295704178199
-60,-109.33145909752668848028891136428823488050573304860335579305912846405446386013269,-164822783.53838429901846416713814246351171778561737264239331957816321835393583954,-94000091.538636690183272701417777306400246146854140912682515176840671389864537789
-50,-84.861950012559777215425487009461094611072285786264436676368659230715458987576635,-125914738.34269060395961076973170222386725802653755934816159496134709543071344549,-75990408.130657534046064935184343517746650222214829983527034206423638596300594234
-40,-63.99365736042616669913176093697722906127674302585841124743288010332013351676246,-92943216.037308642479899149297623850890036726345766922278831563161473123936582384,-60315692.050236060852984606612822252795993711211306324984670232548076814531841707
-30,-46.853309319762651660808338692991400509997671266055833096002097478026712385731401,-66023430.073081923825147043031691517790489487366943817720067024138530665163100434,-47198654.265416603279486371099138770880594525012037652211517826971198398501303895
-20,-33.312846839490857084103848142541569779038796392652929395690127833341141769647845,-44890661.157935342913431740610869242384944328859567159535659536340718194771760415,-36636688.785852471208702991748475573408341115001689522676673894275751367740757457
