voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.10862108867830335,-27.99668971666863,-678006.2647229135,-150,31885615809.42704,223.03080191650011,31885615586.396236,142965077.17962924,2.111412385675881e+17,1.404147731420835e-07,2.384185791015625e-07,2.531308496145357e-14,467700.99694631505,9.1612646819580041e-08,2.5156445851574474e-07,5.0591864641982148e-07,-150,-0.1086210886783264,-0.10862108867830335,-0.10862108867830109,-27.996689622180597,-27.99668971666863,-27.996689576253857,-678006.2647231519,-678006.2647229135,-678006.2647230398
-140,-0.10787513765248696,-30.855114092599223,-673347.0328539908,-140,31035997469.357841,244.6406082012779,31035997224.717232,126863637.63379379,2.2123847209844435e+17,1.9113899085709818e-07,4.6938657760620117e-07,6.401823515744809e-14,452322.2898066921,1.9674288828222764e-07,5.0229712509959476e-07,1.200843767682272e-06,-140,-0.10787513765255098,-0.10787513765248696,-0.10787513765252268,-30.85511402285643,-30.855114092599223,-30.85511421399542,-673347.0328544602,-673347.0328539908,-673347.0328540924
-130,-0.10686043992244336,-33.93269400977853,-667010.0118905306,-130,30347082146.680141,253.50669382018225,30347081893.173447,119709194.61482142,1.0662375775437618e+18,2.8902512383410794e-08,2.7567148208618164e-07,4.5005665860742283e-14,434834.67114102782,3.9762956948906105e-08,2.8987626900708767e-07,6.1091252965932152e-07,-130,-0.10686043992248836,-0.10686043992244336,-0.10686043992244625,-33.93269401509465,-33.93269400977853,-33.932693986192135,-667010.0118908063,-667010.0118905306,-667010.0118905721
-120,-0.10547874498654221,-37.205233184835464,-658381.9270173907,-120,29797563677.935902,262.69409761589992,29797563415.241802,113430655.45958564,2.6860794338689664e+17,7.132972257295478e-08,4.3213367462158203e-07,5.781486400735503e-14,415360.99344193388,1.5453567221926293e-07,4.2391681888969286e-07,8.8388749383550014e-07,-120,-0.1054787449864844,-0.10547874498654221,-0.10547874498653681,-37.20523325616519,-37.205233184835464,-37.205233216041506,-658381.9270169586,-658381.9270173907,-658381.9270173259
-110,-0.10360224787815171,-40.62325103507739,-646665.04390347,-110,29369045008.227867,272.21446456629246,29369044736.013401,107889362.36368003,1.7709053714700339e+17,1.5490044802390912e-07,3.8743019104003906e-07,8.68749516769185e-14,394172.65150336357,2.3057501105214443e-07,5.4673920224066366e-07,1.1319145859466084e-06,-110,-0.10360224787823859,-0.10360224787815171,-0.10360224787821022,-40.623251189977836,-40.62325103507739,-40.62325107522429,-646665.0439038575,-646665.04390347,-646665.0439037951
-100,-0.10107108396375779,-44.10075942946289,-630861.5419606566,-100,29045642102.053791,282.07986167797424,29045641819.97393,102969570.13972393,5.1546469823836614e+17,1.173477670590728e-08,6.556510925292969e-07,1.0633161018347437e-13,371667.05073605379,7.8253691466081545e-08,6.4944364211681273e-07,1.4040578331236953e-06,-100,-0.10107108396365146,-0.10107108396375779,-0.10107108396374868,-44.10075942135482,-44.10075942946289,-44.10075941772811,-630861.541960001,-630861.5419606566,-630861.5419606115
-90,-0.09769699143995428,-47.501811018359696,-609796.389824152,-90,28813641797.927952,292.30279328116887,28813641505.62516,98574637.192097694,68282309242338216.0,2.0904320763293072e-07,1.2527452781796455e-06,1.9072243784279408e-13,348318.49941100442,1.6746168868917412e-07,1.1690517489472884e-06,2.5775600287630818e-06,-90,-0.097696991440145,-0.09769699143995428,-0.0976969914399778,-47.50181098697118,-47.501811018359696,-47.50181119601439,-609796.3898253739,-609796.389824152,-609796.3898241211
-80,-0.09327888725033463,-50.62639380896229,-582214.5874035358,-80,28661206260.315239,302.89621687887148,28661205957.419022,94623850.22714524,99546241462304272.0,2.687822089342262e-07,9.633367881178856e-07,1.563749130184533e-13,324618.41373939655,3.9970757684806703e-07,1.4322456623409675e-06,2.5017060512888545e-06,-80,-0.09327888725017826,-0.09327888725033463,-0.09327888725018875,-50.6263935928608,-50.62639380896229,-50.62639386164301,-582214.5874027759,-582214.5874035358,-582214.5874025725
-70,-0.08763691152691627,-53.198396865895205,-546993.69003582,-70,28578117682.904266,313.8735595704037,28578117369.030708,91049777.247943133,1.0920092918894864e+17,5.7334391101449e-07,9.834766387939453e-07,1.5641654638187674e-13,301022.52306383842,3.635058758139945e-07,1.2056634104783021e-06,2.8903087506138014e-06,-70,-0.08763691152675986,-0.08763691152691627,-0.08763691152679057,-53.198396873004,-53.198396865895205,-53.19839629966009,-546993.6900348365,-546993.69003582,-546993.6900356015
-60,-0.08066813735475287,-54.85770689179574,-503491.56772851944,-60,28555557761.490921,325.24873507017969,28555557436.242187,87796060.929581851,2.6940336492819005e+17,1.3418949151855486e-07,1.008214894682169e-06,1.814381977993662e-13,277915.90109448653,1.4735267353444046e-07,8.7256023791054272e-07,2.004024702573215e-06,-60,-0.0806681373549343,-0.08066813735475287,-0.08066813735477102,-54.857707025985235,-54.85770689179574,-54.857707014907646,-503491.5677295178,-503491.56772851944,-503491.5677285096
