voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.046711703410089164,-58818.987169325315,-116382.33978015996,-150,222530944.00170767,27981.808654549848,222502962.19305313,7952.7005115705451,74656168710136672.0,2.9103830456733704e-08,1.7171259969472885e-08,2.768618667658984e-15,471247.16905816487,-2.7241185307502747e-08,1.3138107174834629e-08,3.7629120513971159e-08,-150,-0.046711703410090656,-0.046711703410089164,-0.046711703410089345,-0.046711703410088706,-0.046711703410091475,-58818.98716931639,-58818.987169325315,-58818.98716933246,-58818.98716933859,-58818.98716934549,-116382.33978016907,-116382.33978015996,-116382.33978015695,-116382.3397801519,-116382.33978015708
-140,-0.04245082463094435,-54333.70223790792,-105326.35933967386,-140,208594483.85929665,30312.331445629086,208564171.52785102,6881.5057737624174,1.474068606598695e+17,2.991873770952225e-08,3.553577698767185e-08,6.591949208711867e-15,484146.75364397344,3.0791852623224258e-08,1.6029581444090001e-08,4.6581740492657175e-08,-140,-0.04245082463094384,-0.04245082463094435,-0.04245082463094667,-0.04245082463094759,-0.04245082463095043,-54333.702237915364,-54333.70223790792,-54333.70223790004,-54333.70223789191,-54333.702237885445,-105326.35933966853,-105326.35933967386,-105326.35933968502,-105326.35933969198,-105326.35933970407
-130,-0.03838790194159252,-49963.1854437981,-94830.83531053703,-130,195970919.03687745,32836.956646126979,195938082.08023134,5967.9988358480123,8.9156352474341939e+18,8.891220204532146e-09,1.3213139027357101e-08,2.8102520310824275e-15,499782.88021906215,-7.8580342233181e-09,8.5449619871012955e-09,2.704457152669093e-08,-130,-0.038387901941592674,-0.03838790194159252,-0.038387901941591904,-0.03838790194159163,-0.038387901941589864,-49963.18544379565,-49963.1854437981,-49963.18544379966,-49963.18544380151,-49963.18544380454,-94830.83531053874,-94830.83531053703,-94830.83531053433,-94830.83531053257,-94830.83531052552
-120,-0.03448980751434032,-45728.09919019478,-84782.0412736302,-120,184579861.19887802,35571.85047655263,184544289.34840146,5188.930537098282,2.1085061294989549e+17,2.35741026699543e-08,1.862645149230957e-08,2.435551760271437e-15,518190.45963183016,2.6135239750146866e-08,1.0357490190013803e-08,3.1447512705007341e-08,-120,-0.03448980751433912,-0.03448980751434032,-0.034489807514341185,-0.03448980751434155,-0.03448980751434131,-45728.09919020085,-45728.09919019478,-45728.09919018892,-45728.09919018268,-45728.09919017728,-84782.04127362341,-84782.0412736302,-84782.04127363584,-84782.0412736401,-84782.04127364204
-110,-0.030728361323488343,-41648.35454586115,-75082.06905506052,-110,174348778.45598063,38534.525594516781,174310243.93038613,4524.4822861083658,1.5657752286195194e+17,2.1624146029353142e-08,7.246853783726692e-09,4.975186929101483e-15,539317.47113597963,2.2293534129858017e-08,1.4708040512716785e-08,4.6316235097210168e-08,-110,-0.0307283613234884,-0.030728361323488343,-0.030728361323485217,-0.03072836132348564,-0.030728361323483423,-41648.35454586524,-41648.35454586115,-41648.35454585611,-41648.354545851136,-41648.35454584361,-75082.06905505864,-75082.06905506052,-75082.06905505327,-75082.06905505709,-75082.06905505393
-100,-0.02708336047467496,-37736.96438907348,-65661.35698984204,-100,165212531.56912261,41743.953235529727,165170787.61588708,3957.7595978261229,2.4349183807779696e+17,4.118192009627819e-09,4.1763996705412865e-09,1.5126788710517758e-15,562999.44019263994,2.3865140974521637e-09,8.4519000992812311e-09,2.5335505998702601e-08,-100,-0.027083360474674367,-0.02708336047467496,-0.02708336047467383,-0.027083360474673447,-0.027083360474674304,-37736.96438907551,-37736.96438907348,-37736.96438907234,-37736.96438907239,-37736.96438907139,-65661.35698983917,-65661.35698984204,-65661.35698983909,-65661.35698983786,-65661.35698984104
-90,-0.02354635853874791,-33991.62082278152,-56494.69688807214,-90,157112957.43544883,45220.684693677606,157067736.75075516,3474.3604281917274,85111930167686464.0,3.1868694350123405e-09,5.609763320535421e-09,1.3739009929736312e-15,588936.04007262737,1.5133991837501526e-09,4.231714198195241e-09,1.6486027792916857e-08,-90,-0.02354635853874728,-0.02354635853874791,-0.023546358538748202,-0.023546358538748653,-0.0235463585387481,-33991.620822783254,-33991.62082278152,-33991.62082278138,-33991.620822780606,-33991.62082278007,-56494.6968880693,-56494.69688807214,-56494.696888073115,-56494.69688807491,-56494.696888073464
-80,-0.020124088639997595,-30386.547994106586,-47615.991421166415,-80,149998497.19006392,48986.982920067887,149949510.20714384,3062.0072568016003,1.2910648395605965e+18,1.4755642041563988e-08,5.73345459997654e-09,6.140921104957897e-16,616671.61483251082,1.9441358745098114e-08,6.1324703797841121e-09,1.9569322995405258e-08,-80,-0.020124088639997876,-0.020124088639997595,-0.020124088639997918,-0.020124088639997963,-0.02012408863999735,-30386.547994109365,-30386.547994106586,-30386.54799410212,-30386.54799409875,-30386.54799409461,-47615.991421165905,-47615.991421166415,-47615.99142116966,-47615.991421171486,-47615.99142117164
-70,-0.01683962230153182,-26869.264644449435,-39123.48971751255,-70,143823866.54303631,53066.965081723632,143770799.57795459,2710.2335006636649,1.0306905353189661e+18,1.705484464764595e-08,8.87666828930378e-09,2.3522850334245504e-15,645578.86487989046,-2.1362211555242538e-08,8.146687412236916e-09,2.8463710832760114e-08,-70,-0.01683962230153237,-0.01683962230153182,-0.01683962230153417,-0.016839622301533127,-0.016839622301532894,-26869.26464444649,-26869.264644449435,-26869.264644453782,-26869.264644457668,-26869.264644463547,-39123.48971751574,-39123.48971751255,-39123.48971751772,-39123.489717512515,-39123.48971750884
-60,-0.013729289026155677,-23366.7496003139,-31167.09032517288,-60,138549766.24146909,57486.756993789815,138492279.48447528,2410.1162334907212,1.0716228504787974e+17,8.702045306563377e-09,4.802132025361061e-09,4.701100619897147e-16,674844.32223828393,-9.7788870334625244e-09,3.7473717667493633e-09,1.486321787869116e-08,-60,-0.013729289026155353,-0.013729289026155677,-0.013729289026155595,-0.01372928902615532,-0.013729289026155207,-23366.749600311712,-23366.7496003139,-23366.74960031596,-23366.749600318086,-23366.749600320414,-31167.09032517296,-31167.09032517288,-31167.090325171594,-31167.090325169673,-31167.09032516816
